sequence,v115@ShB8FeH8AeB8Jex/IvhF8lBGiBTjBikB3mBlsB,v115@ShB8FeH8AeB8Jex/IvhFThBliBcoBikBWrB/sB,v115@ShB8FeH8AeB8Jex/IvhFlhB3iBcoBikBzlBGsB,v115@ShB8FeH8AeB8JeOEJvhFXgB0hBSoBzlBRsBlsB,v115@ShB8FeH8AeB8JeOEJvhFXgB8lBzhBFoBxrBCtB
JTOSLIZ,X,X,X,X,X
JTOSLZI,X,X,X,X,X
JTOSZIL,X,X,X,X,X
JTOSZLI,X,X,X,X,X
JTOZILS,X,X,X,X,X
JTOZISL,X,X,X,X,X
JTOZLIS,X,X,X,X,X
JTOZLSI,X,X,X,X,X
JTOZSIL,X,X,X,X,X
JTOZSLI,X,X,X,X,X
JITLSZO,X,X,X,X,X
JITLSOZ,X,X,X,X,X
JITLZSO,X,X,X,X,X
JITLZOS,X,X,X,X,X
JITLOSZ,X,X,X,X,X
JITLOZS,X,X,X,X,X
JITSLZO,X,X,X,X,X
JITSLOZ,X,X,X,X,X
JITSZLO,X,X,X,X,X
JITSZOL,X,X,X,X,X
JITSOLZ,X,X,X,X,X
JITSOZL,X,X,X,X,X
JITZLSO,X,X,X,X,X
JITZLOS,X,X,X,X,X
JITZSLO,X,X,X,X,X
JITZSOL,X,X,X,X,O
JITZOLS,X,X,X,X,X
JITZOSL,X,X,X,X,O
JITOLSZ,X,X,X,X,X
JITOLZS,X,X,X,X,X
JITOSLZ,X,X,X,X,X
JITOSZL,X,X,X,X,X
JITOZLS,X,X,X,X,X
JITOZSL,X,X,X,X,O
JILTSZO,X,X,X,X,X
JILTSOZ,X,X,X,X,X
JILTZSO,X,X,X,X,X
JILTZOS,X,X,X,X,X
JILTOSZ,X,X,X,X,X
JILTOZS,X,X,X,X,X
JILSTZO,X,X,X,X,X
JILSTOZ,X,X,X,X,X
JILSZTO,X,X,X,X,X
JILSZOT,X,X,X,X,X
JILSOTZ,X,X,X,X,X
JILSOZT,X,X,X,X,X
JILZTSO,X,X,X,X,X
JILZTOS,X,X,X,X,X
JILZSTO,X,X,X,X,X
JILZSOT,X,X,X,X,X
JILZOTS,X,X,X,X,X
JILZOST,X,X,X,X,X
JILOTSZ,X,X,X,X,X
JILOTZS,X,X,X,X,X
JILOSTZ,X,X,X,X,X
JILOSZT,X,X,X,O,X
JILOZTS,X,X,X,X,X
JILOZST,X,X,X,O,X
JISTLZO,X,X,X,X,X
JISTLOZ,X,X,X,X,X
JISTZLO,X,X,X,X,X
JISTZOL,X,X,X,X,X
JISTOLZ,X,X,X,X,X
JISTOZL,X,X,X,X,X
JISLTZO,X,X,X,X,X
JISLTOZ,X,X,X,X,X
JISLZTO,X,X,X,X,X
JISLZOT,X,X,X,X,X
JISLOTZ,X,X,X,X,X
JISLOZT,X,X,X,X,X
JISZTLO,X,X,X,X,X
JISZTOL,X,O,X,X,X
JISZLTO,X,X,X,X,X
JISZLOT,X,X,X,X,X
JISZOTL,X,O,X,X,X
JISZOLT,X,X,X,X,X
JISOTLZ,X,X,X,X,X
JISOTZL,X,X,X,X,X
JISOLTZ,X,X,X,X,X
JISOLZT,X,X,X,X,X
JISOZTL,X,O,X,X,X
JISOZLT,X,X,X,X,X
JIZTLSO,X,X,X,X,X
JIZTLOS,X,X,X,X,X
JIZTSLO,X,X,X,X,X
JIZTSOL,X,X,X,X,O
JIZTOLS,X,X,X,X,X
JIZTOSL,X,X,X,X,O
JIZLTSO,X,X,X,X,X
JIZLTOS,X,X,X,X,X
JIZLSTO,X,X,X,X,X
JIZLSOT,X,X,X,X,X
JIZLOTS,X,X,X,X,X
JIZLOST,X,X,X,X,X
JIZSTLO,X,X,X,X,X
JIZSTOL,X,O,X,X,O
JIZSLTO,X,X,X,X,X
JIZSLOT,X,X,X,X,X
JIZSOTL,X,O,X,X,O
JIZSOLT,X,X,X,X,X
JIZOTLS,X,X,X,X,X
JIZOTSL,X,X,X,X,O
JIZOLTS,X,X,X,X,X
JIZOLST,X,X,X,X,X
JIZOSTL,X,O,X,X,O
JIZOSLT,X,X,X,X,X
JIOTLSZ,X,X,X,X,X
JIOTLZS,X,X,X,X,X
JIOTSLZ,X,X,X,X,X
JIOTSZL,X,X,X,X,X
JIOTZLS,X,X,X,X,X
JIOTZSL,X,X,X,X,O
JIOLTSZ,X,X,X,X,X
JIOLTZS,X,X,X,X,X
JIOLSTZ,X,X,X,X,X
JIOLSZT,X,X,X,O,X
JIOLZTS,X,X,X,X,X
JIOLZST,X,X,X,O,X
JIOSTLZ,X,X,X,X,X
JIOSTZL,X,X,X,X,X
JIOSLTZ,X,X,X,X,X
JIOSLZT,X,X,X,O,X
JIOSZTL,X,O,X,X,X
JIOSZLT,X,X,X,O,X
JIOZTLS,X,X,X,X,X
JIOZTSL,X,X,X,X,O
JIOZLTS,X,X,X,X,X
JIOZLST,X,X,X,O,X
JIOZSTL,X,O,X,X,O
JIOZSLT,X,X,X,O,X
JLTISZO,X,X,X,X,X
JLTISOZ,X,X,X,X,X
JLTIZSO,X,X,O,X,X
JLTIZOS,X,X,X,X,X
JLTIOSZ,X,X,X,X,X
JLTIOZS,X,X,X,X,X
JLTSIZO,X,X,X,X,X
JLTSIOZ,X,X,X,X,X
JLTSZIO,X,X,X,X,X
JLTSZOI,X,X,X,X,X
JLTSOIZ,X,X,X,X,X
JLTSOZI,X,X,X,X,X
JLTZISO,X,X,O,X,X
JLTZIOS,X,X,X,X,X
JLTZSIO,X,X,O,X,X
JLTZSOI,X,X,X,X,X
JLTZOIS,X,X,X,X,X
JLTZOSI,X,X,X,X,X
JLTOISZ,X,X,X,X,X
JLTOIZS,X,X,X,X,X
JLTOSIZ,X,X,X,X,X
JLTOSZI,X,X,X,X,X
JLTOZIS,X,X,X,X,X
JLTOZSI,X,X,X,X,X
JLITSZO,X,X,X,X,X
JLITSOZ,X,X,X,X,X
JLITZSO,X,X,O,X,X
JLITZOS,X,X,X,X,X
JLITOSZ,X,X,X,X,X
JLITOZS,X,X,X,X,X
JLISTZO,X,X,X,X,X
JLISTOZ,X,X,X,X,X
JLISZTO,X,O,X,X,X
JLISZOT,X,O,X,X,X
JLISOTZ,X,X,X,X,X
JLISOZT,X,O,X,X,X
JLIZTSO,X,X,O,X,X
JLIZTOS,X,X,X,X,X
JLIZSTO,X,O,O,X,X
JLIZSOT,X,O,X,X,X
JLIZOTS,X,X,X,X,X
JLIZOST,X,O,X,X,X
JLIOTSZ,X,X,X,X,X
JLIOTZS,X,X,X,X,X
JLIOSTZ,X,X,X,X,X
JLIOSZT,X,O,X,O,X
JLIOZTS,X,X,X,X,X
JLIOZST,X,O,X,O,X
JLSTIZO,X,X,X,X,X
JLSTIOZ,X,X,X,X,X
JLSTZIO,X,X,X,X,X
JLSTZOI,X,X,X,X,X
JLSTOIZ,X,X,X,X,X
JLSTOZI,X,X,X,X,X
JLSITZO,X,X,X,X,X
JLSITOZ,X,X,X,X,X
JLSIZTO,X,O,X,X,X
JLSIZOT,X,O,X,X,X
JLSIOTZ,X,X,X,X,X
JLSIOZT,X,O,X,X,X
JLSZTIO,X,O,X,X,X
JLSZTOI,X,O,X,X,X
JLSZITO,X,O,X,X,X
JLSZIOT,X,O,X,X,X
JLSZOTI,X,O,X,X,X
JLSZOIT,X,O,X,X,X
JLSOTIZ,X,X,X,X,X
JLSOTZI,X,X,X,X,X
JLSOITZ,X,X,X,X,X
JLSOIZT,X,O,X,X,X
JLSOZTI,X,O,X,X,X
JLSOZIT,X,O,X,O,X
JLZTISO,X,X,O,X,X
JLZTIOS,X,X,X,X,X
JLZTSIO,X,X,O,X,X
JLZTSOI,X,X,X,X,X
JLZTOIS,X,X,X,X,X
JLZTOSI,X,X,X,X,X
JLZITSO,X,X,O,X,X
JLZITOS,X,X,X,X,X
JLZISTO,X,O,O,X,X
JLZISOT,X,O,X,X,X
JLZIOTS,X,X,X,X,X
JLZIOST,X,O,X,X,X
JLZSTIO,X,O,O,X,X
JLZSTOI,X,O,X,X,X
JLZSITO,X,O,O,X,X
JLZSIOT,X,O,X,X,X
JLZSOTI,X,O,O,X,X
JLZSOIT,X,O,O,X,X
JLZOTIS,X,X,O,X,X
JLZOTSI,X,X,O,X,X
JLZOITS,X,X,O,X,X
JLZOIST,X,O,O,X,X
JLZOSTI,X,O,O,X,X
JLZOSIT,X,O,O,X,X
JLOTISZ,X,X,X,X,X
JLOTIZS,X,X,O,X,X
JLOTSIZ,X,X,X,X,X
JLOTSZI,X,X,X,X,X
JLOTZIS,X,X,O,X,X
JLOTZSI,X,X,O,X,X
JLOITSZ,X,X,X,X,X
JLOITZS,X,X,O,X,X
JLOISTZ,X,X,X,X,X
JLOISZT,X,O,X,X,X
JLOIZTS,X,X,O,X,X
JLOIZST,X,O,O,X,X
JLOSTIZ,X,X,X,X,X
JLOSTZI,X,X,X,X,X
JLOSITZ,X,X,X,X,X
JLOSIZT,X,O,X,X,X
JLOSZTI,X,O,X,X,X
JLOSZIT,X,O,X,O,X
JLOZTIS,X,X,O,X,X
JLOZTSI,X,X,O,X,X
JLOZITS,X,X,O,X,X
JLOZIST,X,O,O,X,X
JLOZSTI,X,O,O,X,X
JLOZSIT,X,O,O,O,X
JSTILZO,X,X,X,X,X
JSTILOZ,X,X,X,X,X
JSTIZLO,X,X,X,X,X
JSTIZOL,X,X,X,X,X
JSTIOLZ,X,X,X,X,X
JSTIOZL,X,X,X,X,X
JSTLIZO,X,X,X,X,X
JSTLIOZ,X,X,X,X,X
JSTLZIO,X,X,X,X,X
JSTLZOI,X,X,X,X,X
JSTLOIZ,X,X,X,X,X
JSTLOZI,X,X,X,X,X
JSTZILO,X,X,X,X,X
JSTZIOL,X,X,X,X,X
JSTZLIO,X,X,X,X,X
JSTZLOI,X,X,X,X,X
JSTZOIL,X,X,X,X,X
JSTZOLI,X,X,X,X,X
JSTOILZ,X,X,X,X,X
JSTOIZL,X,X,X,X,X
JSTOLIZ,X,X,X,X,X
JSTOLZI,X,X,X,X,X
JSTOZIL,X,X,X,X,X
JSTOZLI,X,X,X,X,X
JSITLZO,X,X,X,X,X
JSITLOZ,X,X,X,X,X
JSITZLO,X,X,X,X,X
JSITZOL,X,X,X,X,X
JSITOLZ,X,X,X,X,X
JSITOZL,X,X,X,X,X
JSILTZO,X,X,X,X,X
JSILTOZ,X,X,X,X,X
JSILZTO,X,X,X,X,X
JSILZOT,X,X,X,X,X
JSILOTZ,X,X,X,X,X
JSILOZT,X,X,X,X,X
JSIZTLO,X,X,X,X,X
JSIZTOL,X,O,X,X,X
JSIZLTO,X,X,X,X,X
JSIZLOT,X,X,X,X,X
JSIZOTL,X,O,X,X,X
JSIZOLT,X,X,X,X,X
JSIOTLZ,X,X,X,X,X
JSIOTZL,X,X,X,X,X
JSIOLTZ,X,X,X,X,X
JSIOLZT,X,X,X,X,X
JSIOZTL,X,O,X,X,X
JSIOZLT,X,X,X,X,X
JSLTIZO,X,X,X,X,X
JSLTIOZ,X,X,X,X,X
JSLTZIO,X,X,X,X,X
JSLTZOI,X,X,X,X,X
JSLTOIZ,X,X,X,X,X
JSLTOZI,X,X,X,X,X
JSLITZO,X,X,X,X,X
JSLITOZ,X,X,X,X,X
JSLIZTO,X,O,X,X,X
JSLIZOT,X,O,X,X,X
JSLIOTZ,X,X,X,X,X
JSLIOZT,X,O,X,X,X
JSLZTIO,X,O,X,X,X
JSLZTOI,X,O,X,X,X
JSLZITO,X,O,X,X,X
JSLZIOT,X,O,X,X,X
JSLZOTI,X,O,X,X,X
JSLZOIT,X,O,X,X,X
JSLOTIZ,X,X,X,X,X
JSLOTZI,X,X,X,X,X
JSLOITZ,X,X,X,X,X
JSLOIZT,X,O,X,X,X
JSLOZTI,X,O,X,X,X
JSLOZIT,X,O,X,O,X
JSZTILO,X,X,X,X,X
JSZTIOL,X,O,X,X,X
JSZTLIO,X,O,X,X,X
JSZTLOI,X,O,X,X,X
JSZTOIL,X,O,X,X,X
JSZTOLI,X,O,X,X,X
JSZITLO,X,X,X,X,X
JSZITOL,X,O,X,X,O
JSZILTO,X,X,X,X,X
JSZILOT,X,X,X,X,X
JSZIOTL,X,O,X,X,O
JSZIOLT,X,X,X,X,X
JSZLTIO,X,O,X,X,X
JSZLTOI,X,O,X,X,X
JSZLITO,X,O,X,X,X
JSZLIOT,X,O,X,X,X
JSZLOTI,X,O,X,X,X
JSZLOIT,X,O,X,X,X
JSZOTIL,X,O,X,X,X
JSZOTLI,X,O,X,X,X
JSZOITL,X,O,X,X,X
JSZOILT,X,X,X,X,X
JSZOLTI,X,O,X,X,X
JSZOLIT,X,O,X,X,X
JSOTILZ,X,X,X,X,X
JSOTIZL,X,X,X,X,X
JSOTLIZ,X,X,X,X,X
JSOTLZI,X,X,X,X,X
JSOTZIL,X,X,X,X,X
JSOTZLI,X,X,X,X,X
JSOITLZ,X,X,X,X,X
JSOITZL,X,X,X,X,X
JSOILTZ,X,X,X,X,X
JSOILZT,X,X,X,O,X
JSOIZTL,X,O,X,X,X
JSOIZLT,X,X,X,O,X
JSOLTIZ,X,X,X,X,X
JSOLTZI,X,X,X,X,X
JSOLITZ,X,X,X,X,X
JSOLIZT,X,O,X,X,X
JSOLZTI,X,O,X,X,X
JSOLZIT,X,O,X,O,X
JSOZTIL,X,O,X,X,X
JSOZTLI,X,O,X,X,X
JSOZITL,X,O,X,X,X
JSOZILT,X,X,X,O,X
JSOZLTI,X,O,X,X,X
JSOZLIT,X,O,X,O,X
JZTILSO,X,X,X,X,X
JZTILOS,X,X,X,X,X
JZTISLO,X,X,X,X,X
JZTISOL,X,X,X,X,X
JZTIOLS,X,X,X,X,X
JZTIOSL,X,X,X,X,X
JZTLISO,X,X,O,X,X
JZTLIOS,X,X,X,X,X
JZTLSIO,X,X,O,X,X
JZTLSOI,X,X,X,X,X
JZTLOIS,X,X,X,X,X
JZTLOSI,X,X,X,X,X
JZTSILO,X,X,X,X,X
JZTSIOL,X,X,X,X,X
JZTSLIO,X,X,O,X,X
JZTSLOI,X,X,X,X,X
JZTSOIL,X,X,X,X,X
JZTSOLI,X,X,X,X,X
JZTOILS,X,X,X,X,X
JZTOISL,X,X,X,X,X
JZTOLIS,X,X,X,X,X
JZTOLSI,X,X,X,X,X
JZTOSIL,X,X,X,X,X
JZTOSLI,X,X,X,X,X
JZITLSO,X,X,X,X,X
JZITLOS,X,X,X,X,X
JZITSLO,X,X,X,X,X
JZITSOL,X,X,X,X,O
JZITOLS,X,X,X,X,X
JZITOSL,X,X,X,X,O
JZILTSO,X,X,X,X,X
JZILTOS,X,X,X,X,X
JZILSTO,X,X,X,X,X
JZILSOT,X,X,X,X,X
JZILOTS,X,X,X,X,X
JZILOST,X,X,X,X,X
JZISTLO,X,X,X,X,X
JZISTOL,X,O,X,X,O
JZISLTO,X,X,X,X,X
JZISLOT,X,X,X,X,X
JZISOTL,X,O,X,X,O
JZISOLT,X,X,X,X,X
JZIOTLS,X,X,X,X,X
JZIOTSL,X,X,X,X,O
JZIOLTS,X,X,X,X,X
JZIOLST,X,X,X,X,X
JZIOSTL,X,O,X,X,O
JZIOSLT,X,X,X,X,X
JZLTISO,X,X,O,X,X
JZLTIOS,X,X,X,X,X
JZLTSIO,X,X,O,X,X
JZLTSOI,X,X,X,X,X
JZLTOIS,X,X,X,X,X
JZLTOSI,X,X,X,X,X
JZLITSO,X,X,O,X,X
JZLITOS,X,X,X,X,X
JZLISTO,X,O,O,X,X
JZLISOT,X,O,X,X,X
JZLIOTS,X,X,X,X,X
JZLIOST,X,O,X,X,X
JZLSTIO,X,O,O,X,X
JZLSTOI,X,O,X,X,X
JZLSITO,X,O,O,X,X
JZLSIOT,X,O,X,X,X
JZLSOTI,X,O,O,X,X
JZLSOIT,X,O,O,X,X
JZLOTIS,X,X,O,X,X
JZLOTSI,X,X,O,X,X
JZLOITS,X,X,O,X,X
JZLOIST,X,O,O,X,X
JZLOSTI,X,O,O,X,X
JZLOSIT,X,O,O,X,X
JZSTILO,X,X,X,X,X
JZSTIOL,X,O,X,X,X
JZSTLIO,X,O,O,X,X
JZSTLOI,X,O,X,X,X
JZSTOIL,X,O,X,X,X
JZSTOLI,X,O,X,X,X
JZSITLO,X,X,X,X,X
JZSITOL,X,O,X,X,O
JZSILTO,X,X,X,X,X
JZSILOT,X,X,X,X,X
JZSIOTL,X,O,X,X,O
JZSIOLT,X,X,X,X,X
JZSLTIO,X,O,O,X,X
JZSLTOI,X,O,X,X,X
JZSLITO,X,O,O,X,X
JZSLIOT,X,O,X,X,X
JZSLOTI,X,O,O,X,X
JZSLOIT,X,O,O,X,X
JZSOTIL,X,O,O,X,X
JZSOTLI,X,O,O,X,X
JZSOITL,X,O,O,X,X
JZSOILT,X,X,X,X,X
JZSOLTI,X,O,O,X,X
JZSOLIT,X,O,O,X,X
JZOTILS,X,X,X,X,X
JZOTISL,X,X,O,X,X
JZOTLIS,X,X,O,X,X
JZOTLSI,X,X,O,X,X
JZOTSIL,X,X,O,X,X
JZOTSLI,X,X,O,X,X
JZOITLS,X,X,X,X,X
JZOITSL,X,X,O,X,X
JZOILTS,X,X,X,X,X
JZOILST,X,X,X,X,X
JZOISTL,X,O,O,X,X
JZOISLT,X,X,X,X,X
JZOLTIS,X,X,O,X,X
JZOLTSI,X,X,O,X,X
JZOLITS,X,X,O,X,X
JZOLIST,X,O,O,X,X
JZOLSTI,X,O,O,X,X
JZOLSIT,X,O,O,X,X
JZOSTIL,X,O,O,X,X
JZOSTLI,X,O,O,X,X
JZOSITL,X,O,O,X,X
JZOSILT,X,X,X,X,X
JZOSLTI,X,O,O,X,X
JZOSLIT,X,O,O,X,X
JOTILSZ,X,X,X,X,X
JOTILZS,X,X,X,X,X
JOTISLZ,X,X,X,X,X
JOTISZL,X,X,X,X,X
JOTIZLS,X,X,X,X,X
JOTIZSL,X,X,O,X,X
JOTLISZ,X,X,X,X,X
JOTLIZS,X,X,O,X,X
JOTLSIZ,X,X,X,X,X
JOTLSZI,X,X,X,X,X
JOTLZIS,X,X,O,X,X
JOTLZSI,X,X,O,X,X
JOTSILZ,X,X,X,X,X
JOTSIZL,X,X,X,X,X
JOTSLIZ,X,X,X,X,X
JOTSLZI,X,X,X,X,X
JOTSZIL,X,X,X,X,X
JOTSZLI,X,X,X,X,X
JOTZILS,X,X,X,X,X
JOTZISL,X,X,O,X,X
JOTZLIS,X,X,O,X,X
JOTZLSI,X,X,O,X,X
JOTZSIL,X,X,O,X,X
JOTZSLI,X,X,O,X,X
JOITLSZ,X,X,X,X,X
JOITLZS,X,X,X,X,X
JOITSLZ,X,X,X,X,X
JOITSZL,X,X,X,X,X
JOITZLS,X,X,X,X,X
JOITZSL,X,X,O,X,X
JOILTSZ,X,X,X,X,X
JOILTZS,X,X,X,X,X
JOILSTZ,X,X,X,X,X
JOILSZT,X,X,X,O,X
JOILZTS,X,X,X,X,X
JOILZST,X,X,X,O,X
JOISTLZ,X,X,X,X,X
JOISTZL,X,X,X,X,X
JOISLTZ,X,X,X,X,X
JOISLZT,X,X,X,O,X
JOISZTL,X,O,X,X,X
JOISZLT,X,X,X,O,X
JOIZTLS,X,X,X,X,X
JOIZTSL,X,X,O,X,X
JOIZLTS,X,X,X,X,X
JOIZLST,X,X,X,O,X
JOIZSTL,X,O,O,X,X
JOIZSLT,X,X,X,O,X
JOLTISZ,X,X,X,X,X
JOLTIZS,X,X,O,X,X
JOLTSIZ,X,X,X,X,X
JOLTSZI,X,X,X,X,X
JOLTZIS,X,X,O,X,X
JOLTZSI,X,X,O,X,X
JOLITSZ,X,X,X,X,X
JOLITZS,X,X,O,X,X
JOLISTZ,X,X,X,X,X
JOLISZT,X,O,X,X,X
JOLIZTS,X,X,O,X,X
JOLIZST,X,O,O,X,X
JOLSTIZ,X,X,X,X,X
JOLSTZI,X,X,X,X,X
JOLSITZ,X,X,X,X,X
JOLSIZT,X,O,X,X,X
JOLSZTI,X,O,X,X,X
JOLSZIT,X,O,X,O,X
JOLZTIS,X,X,O,X,X
JOLZTSI,X,X,O,X,X
JOLZITS,X,X,O,X,X
JOLZIST,X,O,O,X,X
JOLZSTI,X,O,O,X,X
JOLZSIT,X,O,O,O,X
JOSTILZ,X,X,X,X,X
JOSTIZL,X,X,X,X,X
JOSTLIZ,X,X,X,X,X
JOSTLZI,X,X,X,X,X
JOSTZIL,X,X,X,X,X
JOSTZLI,X,X,X,X,X
JOSITLZ,X,X,X,X,X
JOSITZL,X,X,X,X,X
JOSILTZ,X,X,X,X,X
JOSILZT,X,X,X,O,X
JOSIZTL,X,O,X,X,X
JOSIZLT,X,X,X,O,X
JOSLTIZ,X,X,X,X,X
JOSLTZI,X,X,X,X,X
JOSLITZ,X,X,X,X,X
JOSLIZT,X,O,X,X,X
JOSLZTI,X,O,X,X,X
JOSLZIT,X,O,X,O,X
JOSZTIL,X,O,X,X,X
JOSZTLI,X,O,X,X,X
JOSZITL,X,O,X,X,X
JOSZILT,X,X,X,O,X
JOSZLTI,X,O,X,X,X
JOSZLIT,X,O,X,O,X
JOZTILS,X,X,X,X,X
JOZTISL,X,X,O,X,X
JOZTLIS,X,X,O,X,X
JOZTLSI,X,X,O,X,X
JOZTSIL,X,X,O,X,X
JOZTSLI,X,X,O,X,X
JOZITLS,X,X,X,X,X
JOZITSL,X,X,O,X,X
JOZILTS,X,X,X,X,X
JOZILST,X,X,X,O,X
JOZISTL,X,O,O,X,X
JOZISLT,X,X,X,O,X
JOZLTIS,X,X,O,X,X
JOZLTSI,X,X,O,X,X
JOZLITS,X,X,O,X,X
JOZLIST,X,O,O,X,X
JOZLSTI,X,O,O,X,X
JOZLSIT,X,O,O,O,X
JOZSTIL,X,O,O,X,X
JOZSTLI,X,O,O,X,X
JOZSITL,X,O,O,X,X
JOZSILT,X,X,X,O,X
JOZSLTI,X,O,O,X,X
JOZSLIT,X,O,O,O,X
STILJZO,X,X,X,X,X
STILJOZ,X,X,X,X,X
STILZJO,X,X,X,X,X
STILZOJ,X,X,X,X,X
STILOJZ,X,X,X,X,X
STILOZJ,X,X,X,X,X
STIJLZO,X,X,X,X,X
STIJLOZ,X,X,X,X,X
STIJZLO,X,X,X,X,X
STIJZOL,X,X,X,X,X
STIJOLZ,X,X,X,X,X
STIJOZL,X,X,X,X,X
STIZLJO,X,X,X,X,X
STIZLOJ,X,X,X,X,X
STIZJLO,X,X,X,X,X
STIZJOL,X,X,X,X,X
STIZOLJ,X,X,X,X,X
STIZOJL,X,X,X,X,X
STIOLJZ,X,X,X,X,X
STIOLZJ,X,X,X,X,X
STIOJLZ,X,X,X,X,X
STIOJZL,X,X,X,X,X
STIOZLJ,X,X,X,X,X
STIOZJL,X,X,X,X,X
STLIJZO,X,X,X,X,X
STLIJOZ,X,X,X,X,X
STLIZJO,X,X,X,X,X
STLIZOJ,X,X,X,X,X
STLIOJZ,X,X,X,X,X
STLIOZJ,X,X,X,X,X
STLJIZO,X,X,X,X,X
STLJIOZ,X,X,X,X,X
STLJZIO,O,X,X,X,X
STLJZOI,O,X,X,X,X
STLJOIZ,X,X,X,X,X
STLJOZI,O,X,X,X,X
STLZIJO,O,X,X,X,X
STLZIOJ,O,X,X,X,X
STLZJIO,O,X,X,X,X
STLZJOI,O,X,X,X,X
STLZOIJ,O,X,X,X,X
STLZOJI,O,X,X,X,X
STLOIJZ,X,X,X,X,X
STLOIZJ,X,X,X,X,X
STLOJIZ,X,X,X,X,X
STLOJZI,O,X,X,X,X
STLOZIJ,O,X,X,X,X
STLOZJI,O,X,X,X,X
STJILZO,X,X,X,X,X
STJILOZ,X,X,X,X,X
STJIZLO,X,X,X,X,X
STJIZOL,X,X,X,X,X
STJIOLZ,X,X,X,X,X
STJIOZL,X,X,X,X,X
STJLIZO,X,X,X,X,X
STJLIOZ,X,X,X,X,X
STJLZIO,O,X,X,X,X
STJLZOI,O,X,X,X,X
STJLOIZ,X,X,X,X,X
STJLOZI,O,X,X,X,X
STJZILO,X,X,X,X,X
STJZIOL,O,X,X,X,X
STJZLIO,O,X,X,X,X
STJZLOI,O,X,X,X,X
STJZOIL,O,X,X,X,X
STJZOLI,O,X,X,X,X
STJOILZ,X,X,X,X,X
STJOIZL,X,X,X,X,X
STJOLIZ,X,X,X,X,X
STJOLZI,O,X,X,X,X
STJOZIL,O,X,X,X,X
STJOZLI,O,X,X,X,X
STZILJO,X,X,X,X,X
STZILOJ,X,X,X,X,X
STZIJLO,X,X,X,X,X
STZIJOL,O,X,X,X,X
STZIOLJ,X,X,X,X,X
STZIOJL,O,X,X,X,X
STZLIJO,O,X,X,X,X
STZLIOJ,O,X,X,X,X
STZLJIO,O,X,X,X,X
STZLJOI,O,X,X,X,X
STZLOIJ,O,X,X,X,X
STZLOJI,O,X,X,X,X
STZJILO,X,X,X,X,X
STZJIOL,O,X,X,X,X
STZJLIO,O,X,X,X,X
STZJLOI,O,X,X,X,X
STZJOIL,O,X,X,X,X
STZJOLI,O,X,X,X,X
STZOILJ,X,X,X,X,X
STZOIJL,O,X,X,X,X
STZOLIJ,O,X,X,X,X
STZOLJI,O,X,X,X,X
STZOJIL,O,X,X,X,X
STZOJLI,O,X,X,X,X
STOILJZ,X,X,X,X,X
STOILZJ,X,X,X,X,X
STOIJLZ,X,X,X,X,X
STOIJZL,X,X,X,X,X
STOIZLJ,X,X,X,X,X
STOIZJL,X,X,X,X,X
STOLIJZ,X,X,X,X,X
STOLIZJ,X,X,X,X,X
STOLJIZ,X,X,X,X,X
STOLJZI,O,X,X,X,X
STOLZIJ,O,X,X,X,X
STOLZJI,O,X,X,X,X
STOJILZ,X,X,X,X,X
STOJIZL,X,X,X,X,X
STOJLIZ,X,X,X,X,X
STOJLZI,O,X,X,X,X
STOJZIL,O,X,X,X,X
STOJZLI,O,X,X,X,X
STOZILJ,X,X,X,X,X
STOZIJL,O,X,X,X,X
STOZLIJ,O,X,X,X,X
STOZLJI,O,X,X,X,X
STOZJIL,O,X,X,X,X
STOZJLI,O,X,X,X,X
SITLJZO,X,X,X,X,X
SITLJOZ,X,X,X,X,X
SITLZJO,X,X,X,X,X
SITLZOJ,X,X,X,X,X
SITLOJZ,X,X,X,X,X
SITLOZJ,X,X,X,X,X
SITJLZO,X,X,X,X,X
SITJLOZ,X,X,X,X,X
SITJZLO,X,X,X,X,X
SITJZOL,X,X,X,X,X
SITJOLZ,X,X,X,X,X
SITJOZL,X,X,X,X,X
SITZLJO,X,X,X,X,X
SITZLOJ,X,X,X,X,X
SITZJLO,X,X,X,X,X
SITZJOL,X,X,X,X,X
SITZOLJ,X,X,X,X,X
SITZOJL,X,X,X,X,X
SITOLJZ,X,X,X,X,X
SITOLZJ,X,X,X,X,X
SITOJLZ,X,X,X,X,X
SITOJZL,X,X,X,X,X
SITOZLJ,X,X,X,X,X
SITOZJL,X,X,X,X,X
SILTJZO,X,X,X,X,X
SILTJOZ,X,X,X,X,X
SILTZJO,X,X,X,X,X
SILTZOJ,X,X,X,X,X
SILTOJZ,X,X,X,X,X
SILTOZJ,X,X,X,X,X
SILJTZO,X,X,X,X,X
SILJTOZ,X,X,X,X,X
SILJZTO,X,X,X,X,X
SILJZOT,X,X,X,X,X
SILJOTZ,X,X,X,X,X
SILJOZT,X,X,X,X,X
SILZTJO,X,X,X,X,X
SILZTOJ,X,X,X,X,X
SILZJTO,X,X,X,X,X
SILZJOT,X,X,X,X,X
SILZOTJ,X,X,X,X,X
SILZOJT,X,X,X,X,X
SILOTJZ,X,X,X,X,X
SILOTZJ,X,X,X,X,X
SILOJTZ,X,X,X,X,X
SILOJZT,X,X,X,X,X
SILOZTJ,X,X,X,X,X
SILOZJT,X,X,X,X,X
SIJTLZO,X,X,X,X,X
SIJTLOZ,X,X,X,X,X
SIJTZLO,X,X,X,X,X
SIJTZOL,X,X,X,X,X
