sequence,v115@LhA8IeB8DeI8KeOEJvhF6lBxhBXjBzkBUnB9tB,v115@LhA8IeB8DeI8KeOEJvhF6lB0hBxiBzkB3nB9tB,v115@LhA8IeB8DeI8KeKEJvhFzfB+lBxhBXjBUnB9tB
LZIJTSO,O,O,O
LZIJTOS,O,O,O
LZIJSTO,O,O,O
LZIJSOT,X,O,O
LZIJOTS,O,O,O
LZIJOST,O,O,O
LZISTJO,O,X,O
LZISTOJ,O,X,O
LZISJTO,O,O,O
LZISJOT,X,O,O
LZISOTJ,O,X,X
LZISOJT,O,O,X
LZIOTJS,O,O,O
LZIOTSJ,O,O,O
LZIOJTS,O,O,O
LZIOJST,O,O,O
LZIOSTJ,O,X,X
LZIOSJT,O,O,X
LZJTISO,O,O,O
LZJTIOS,O,O,O
LZJTSIO,O,O,O
LZJTSOI,O,O,O
LZJTOIS,O,O,O
LZJTOSI,O,O,O
LZJITSO,O,O,O
LZJITOS,O,O,O
LZJISTO,O,O,O
LZJISOT,X,O,O
LZJIOTS,O,O,O
LZJIOST,O,O,O
LZJSTIO,O,O,O
LZJSTOI,O,O,O
LZJSITO,O,O,O
LZJSIOT,X,O,O
LZJSOTI,X,X,O
LZJSOIT,X,X,O
LZJOTIS,O,O,O
LZJOTSI,O,O,O
LZJOITS,O,O,O
LZJOIST,O,O,O
LZJOSTI,O,O,O
LZJOSIT,O,O,O
LZSTIJO,O,O,O
LZSTIOJ,O,O,O
LZSTJIO,O,O,O
LZSTJOI,O,O,O
LZSTOIJ,O,O,O
LZSTOJI,O,O,O
LZSITJO,O,X,O
LZSITOJ,O,X,O
LZSIJTO,O,O,O
LZSIJOT,X,O,O
LZSIOTJ,O,X,X
LZSIOJT,O,O,X
LZSJTIO,O,O,O
LZSJTOI,O,O,O
LZSJITO,O,O,O
LZSJIOT,X,O,O
LZSJOTI,X,X,O
LZSJOIT,X,X,O
LZSOTIJ,O,O,O
LZSOTJI,O,O,O
LZSOITJ,O,X,X
LZSOIJT,O,O,X
LZSOJTI,O,O,O
LZSOJIT,O,O,O
LZOTIJS,O,O,O
LZOTISJ,O,O,O
LZOTJIS,O,O,O
LZOTJSI,O,O,O
LZOTSIJ,O,O,O
LZOTSJI,O,O,O
LZOITJS,O,O,O
LZOITSJ,O,O,O
LZOIJTS,O,O,O
LZOIJST,O,O,O
LZOISTJ,O,X,X
LZOISJT,O,O,X
LZOJTIS,O,O,O
LZOJTSI,O,O,O
LZOJITS,O,O,O
LZOJIST,O,O,O
LZOJSTI,O,O,O
LZOJSIT,O,O,O
LZOSTIJ,O,O,O
LZOSTJI,O,O,O
LZOSITJ,O,X,X
LZOSIJT,O,O,X
LZOSJTI,O,O,O
LZOSJIT,O,O,O
LOTIJSZ,O,O,O
LOTIJZS,O,O,O
LOTISJZ,O,O,O
LOTISZJ,O,O,O
LOTIZJS,O,O,O
LOTIZSJ,O,O,O
LOTJISZ,O,O,O
LOTJIZS,O,O,O
LOTJSIZ,O,O,O
LOTJSZI,O,O,O
LOTJZIS,O,O,O
LOTJZSI,O,O,O
LOTSIJZ,O,O,O
LOTSIZJ,O,O,O
LOTSJIZ,O,O,O
LOTSJZI,O,O,O
LOTSZIJ,O,O,O
LOTSZJI,O,O,O
LOTZIJS,O,O,O
LOTZISJ,O,O,O
LOTZJIS,O,O,O
LOTZJSI,O,O,O
LOTZSIJ,O,O,O
LOTZSJI,O,O,O
LOITJSZ,O,O,O
LOITJZS,O,O,O
LOITSJZ,O,O,O
LOITSZJ,O,O,O
LOITZJS,O,O,O
LOITZSJ,O,O,O
LOIJTSZ,O,O,O
LOIJTZS,O,O,O
LOIJSTZ,O,X,O
LOIJSZT,O,X,O
LOIJZTS,O,O,O
LOIJZST,O,O,O
LOISTJZ,O,X,X
LOISTZJ,O,X,X
LOISJTZ,O,X,X
LOISJZT,O,X,X
LOISZTJ,O,X,X
LOISZJT,O,X,X
LOIZTJS,O,O,O
LOIZTSJ,O,O,O
LOIZJTS,O,O,O
LOIZJST,O,O,O
LOIZSTJ,O,X,X
LOIZSJT,O,O,X
LOJTISZ,O,O,O
LOJTIZS,O,O,O
LOJTSIZ,O,O,O
LOJTSZI,O,O,O
LOJTZIS,O,O,O
LOJTZSI,O,O,O
LOJITSZ,O,O,O
LOJITZS,O,O,O
LOJISTZ,O,X,O
LOJISZT,O,X,O
LOJIZTS,O,O,O
LOJIZST,O,O,O
LOJSTIZ,O,O,O
LOJSTZI,O,O,O
LOJSITZ,O,X,O
LOJSIZT,O,X,O
LOJSZTI,O,O,O
LOJSZIT,O,O,O
LOJZTIS,O,O,O
LOJZTSI,O,O,O
LOJZITS,O,O,O
LOJZIST,O,O,O
LOJZSTI,O,O,O
LOJZSIT,O,O,O
LOSTIJZ,O,O,O
LOSTIZJ,O,O,O
LOSTJIZ,O,O,O
LOSTJZI,O,O,O
LOSTZIJ,O,O,O
LOSTZJI,O,O,O
LOSITJZ,O,X,X
LOSITZJ,O,X,X
LOSIJTZ,O,X,X
LOSIJZT,O,X,X
LOSIZTJ,O,X,X
LOSIZJT,O,X,X
LOSJTIZ,O,O,O
LOSJTZI,O,O,O
LOSJITZ,O,X,O
LOSJIZT,O,X,O
LOSJZTI,O,O,O
LOSJZIT,O,O,O
LOSZTIJ,O,O,O
LOSZTJI,O,O,O
LOSZITJ,O,X,X
LOSZIJT,O,O,X
LOSZJTI,O,O,O
LOSZJIT,O,O,O
LOZTIJS,O,O,O
LOZTISJ,O,O,O
LOZTJIS,O,O,O
LOZTJSI,O,O,O
LOZTSIJ,O,O,O
LOZTSJI,O,O,O
LOZITJS,O,O,O
LOZITSJ,O,O,O
LOZIJTS,O,O,O
LOZIJST,O,O,O
LOZISTJ,O,X,X
LOZISJT,O,O,X
LOZJTIS,O,O,O
LOZJTSI,O,O,O
LOZJITS,O,O,O
LOZJIST,O,O,O
LOZJSTI,O,O,O
LOZJSIT,O,O,O
LOZSTIJ,O,O,O
LOZSTJI,O,O,O
LOZSITJ,O,X,X
LOZSIJT,O,O,X
LOZSJTI,O,O,O
LOZSJIT,O,O,O
JTILSZO,O,O,O
JTILSOZ,O,O,O
JTILZSO,O,O,O
JTILZOS,O,O,O
JTILOSZ,O,O,O
JTILOZS,O,O,O
JTISLZO,O,O,O
JTISLOZ,O,O,O
JTISZLO,O,O,O
JTISZOL,O,O,O
JTISOLZ,O,O,O
JTISOZL,O,O,X
JTIZLSO,O,O,O
JTIZLOS,O,O,O
JTIZSLO,O,O,O
JTIZSOL,O,O,O
JTIZOLS,O,O,O
JTIZOSL,O,O,O
JTIOLSZ,O,O,O
JTIOLZS,O,O,O
JTIOSLZ,O,O,O
JTIOSZL,O,O,X
JTIOZLS,O,O,X
JTIOZSL,O,O,X
JTLISZO,O,O,O
JTLISOZ,O,O,O
JTLIZSO,O,O,O
JTLIZOS,O,O,O
JTLIOSZ,O,O,O
JTLIOZS,O,O,O
JTLSIZO,O,O,O
JTLSIOZ,O,O,O
JTLSZIO,O,O,O
JTLSZOI,O,O,O
JTLSOIZ,O,O,O
JTLSOZI,O,O,O
JTLZISO,O,O,O
JTLZIOS,O,O,O
JTLZSIO,O,O,O
JTLZSOI,O,O,O
JTLZOIS,O,O,O
JTLZOSI,O,O,O
JTLOISZ,O,O,O
JTLOIZS,O,O,O
JTLOSIZ,O,O,O
JTLOSZI,O,O,O
JTLOZIS,O,O,O
JTLOZSI,O,O,O
JTSILZO,O,O,O
JTSILOZ,O,O,O
JTSIZLO,O,O,O
JTSIZOL,O,O,O
JTSIOLZ,O,O,O
JTSIOZL,O,O,X
JTSLIZO,O,O,O
JTSLIOZ,O,O,O
JTSLZIO,O,O,O
JTSLZOI,O,O,O
JTSLOIZ,O,O,O
JTSLOZI,O,O,O
JTSZILO,O,O,O
JTSZIOL,O,O,O
JTSZLIO,O,O,O
JTSZLOI,O,O,O
JTSZOIL,O,O,O
JTSZOLI,O,O,O
JTSOILZ,O,O,O
JTSOIZL,O,O,X
JTSOLIZ,O,O,O
JTSOLZI,O,O,O
JTSOZIL,O,O,O
JTSOZLI,O,O,O
JTZILSO,O,O,O
JTZILOS,O,O,O
JTZISLO,O,O,O
JTZISOL,O,O,O
JTZIOLS,O,O,O
JTZIOSL,O,O,O
JTZLISO,O,O,O
JTZLIOS,O,O,O
JTZLSIO,O,O,O
JTZLSOI,O,O,O
JTZLOIS,O,O,O
JTZLOSI,O,O,O
JTZSILO,O,O,O
JTZSIOL,O,O,O
JTZSLIO,O,O,O
JTZSLOI,O,O,O
JTZSOIL,O,O,O
JTZSOLI,O,O,O
JTZOILS,O,O,O
JTZOISL,O,O,O
JTZOLIS,O,O,O
JTZOLSI,O,O,O
JTZOSIL,O,O,O
JTZOSLI,O,O,O
JTOILSZ,O,O,O
JTOILZS,O,O,O
JTOISLZ,O,O,O
JTOISZL,O,O,X
JTOIZLS,O,O,X
JTOIZSL,O,O,X
JTOLISZ,O,O,O
JTOLIZS,O,O,O
JTOLSIZ,O,O,O
JTOLSZI,O,O,O
JTOLZIS,O,O,O
JTOLZSI,O,O,O
JTOSILZ,O,O,O
JTOSIZL,O,O,X
JTOSLIZ,O,O,O
JTOSLZI,O,O,O
JTOSZIL,O,O,O
JTOSZLI,O,O,O
JTOZILS,O,O,O
JTOZISL,O,O,O
JTOZLIS,O,O,O
JTOZLSI,O,O,O
JTOZSIL,O,O,O
JTOZSLI,O,O,O
JITLSZO,O,O,O
JITLSOZ,O,O,O
JITLZSO,O,O,O
JITLZOS,O,O,O
JITLOSZ,O,O,O
JITLOZS,O,O,O
JITSLZO,O,O,O
JITSLOZ,O,O,O
JITSZLO,O,O,O
JITSZOL,O,O,O
JITSOLZ,O,O,O
JITSOZL,O,O,X
JITZLSO,O,O,O
JITZLOS,O,O,O
JITZSLO,O,O,O
JITZSOL,O,O,O
JITZOLS,O,O,O
JITZOSL,O,O,O
JITOLSZ,O,O,O
JITOLZS,O,O,O
JITOSLZ,O,O,O
JITOSZL,O,O,X
JITOZLS,O,O,X
JITOZSL,O,O,X
JILTSZO,O,O,O
JILTSOZ,O,O,O
JILTZSO,O,O,O
JILTZOS,O,O,O
JILTOSZ,O,X,O
JILTOZS,O,O,O
JILSTZO,O,X,O
JILSTOZ,O,X,O
JILSZTO,O,X,O
JILSZOT,X,X,O
JILSOTZ,X,X,O
JILSOZT,X,X,O
JILZTSO,O,O,O
JILZTOS,O,O,O
JILZSTO,O,O,O
JILZSOT,X,O,O
JILZOTS,O,O,O
JILZOST,O,O,O
JILOTSZ,O,X,O
JILOTZS,O,X,O
JILOSTZ,O,X,O
JILOSZT,O,X,O
JILOZTS,O,X,O
JILOZST,O,X,O
JISTLZO,O,X,O
JISTLOZ,O,X,O
JISTZLO,O,X,O
JISTZOL,O,X,X
JISTOLZ,O,X,O
JISTOZL,O,X,X
JISLTZO,O,X,O
JISLTOZ,O,X,O
JISLZTO,O,X,O
JISLZOT,X,X,O
JISLOTZ,X,X,O
JISLOZT,X,X,O
JISZTLO,O,X,O
JISZTOL,O,X,O
JISZLTO,O,X,O
JISZLOT,X,X,O
JISZOTL,O,X,X
JISZOLT,O,X,X
JISOTLZ,O,X,X
JISOTZL,O,X,X
JISOLTZ,O,X,X
JISOLZT,O,X,X
JISOZTL,O,X,X
JISOZLT,O,X,X
JIZTLSO,O,O,O
JIZTLOS,O,O,O
JIZTSLO,O,O,O
JIZTSOL,O,O,O
JIZTOLS,O,O,O
JIZTOSL,O,O,O
JIZLTSO,O,O,O
JIZLTOS,O,O,O
JIZLSTO,O,O,O
JIZLSOT,X,O,O
JIZLOTS,O,O,O
JIZLOST,O,O,O
JIZSTLO,O,X,O
JIZSTOL,O,X,O
JIZSLTO,O,O,O
JIZSLOT,X,O,O
JIZSOTL,O,X,X
JIZSOLT,O,O,X
JIZOTLS,O,O,O
JIZOTSL,O,O,O
JIZOLTS,O,O,O
JIZOLST,O,O,O
JIZOSTL,O,X,X
JIZOSLT,O,O,X
JIOTLSZ,O,O,O
JIOTLZS,O,O,O
JIOTSLZ,O,O,O
JIOTSZL,O,O,X
JIOTZLS,O,O,X
JIOTZSL,O,O,X
JIOLTSZ,O,O,O
JIOLTZS,O,O,O
JIOLSTZ,O,X,O
JIOLSZT,O,X,O
JIOLZTS,O,O,O
JIOLZST,O,O,O
JIOSTLZ,O,X,X
JIOSTZL,O,X,X
JIOSLTZ,O,X,X
JIOSLZT,O,X,X
JIOSZTL,O,X,X
JIOSZLT,O,X,X
JIOZTLS,O,O,O
JIOZTSL,O,O,O
JIOZLTS,O,O,O
JIOZLST,O,O,O
JIOZSTL,O,X,X
JIOZSLT,O,O,X
JLTISZO,O,O,O
JLTISOZ,O,O,O
JLTIZSO,O,O,O
JLTIZOS,O,O,O
JLTIOSZ,O,O,O
JLTIOZS,O,O,O
JLTSIZO,O,O,O
JLTSIOZ,O,O,O
JLTSZIO,O,O,O
JLTSZOI,O,O,O
JLTSOIZ,O,O,O
JLTSOZI,O,O,O
JLTZISO,O,O,O
JLTZIOS,O,O,O
JLTZSIO,O,O,O
JLTZSOI,O,O,O
JLTZOIS,O,O,O
JLTZOSI,O,O,O
JLTOISZ,O,O,O
JLTOIZS,O,O,O
JLTOSIZ,O,O,O
JLTOSZI,O,O,O
JLTOZIS,O,O,O
JLTOZSI,O,O,O
JLITSZO,O,O,O
JLITSOZ,O,O,O
JLITZSO,O,O,O
JLITZOS,O,O,O
JLITOSZ,O,X,O
JLITOZS,O,O,O
JLISTZO,O,X,O
JLISTOZ,O,X,O
JLISZTO,O,X,O
JLISZOT,X,X,O
JLISOTZ,X,X,O
JLISOZT,X,X,O
JLIZTSO,O,O,O
JLIZTOS,O,O,O
JLIZSTO,O,O,O
JLIZSOT,X,O,O
JLIZOTS,O,O,O
JLIZOST,O,O,O
JLIOTSZ,O,X,O
JLIOTZS,O,X,O
JLIOSTZ,O,X,O
JLIOSZT,O,X,O
JLIOZTS,O,X,O
JLIOZST,O,X,O
JLSTIZO,O,O,O
JLSTIOZ,O,O,O
JLSTZIO,O,O,O
JLSTZOI,O,O,O
JLSTOIZ,O,O,O
JLSTOZI,O,O,O
JLSITZO,O,X,O
JLSITOZ,O,X,O
JLSIZTO,O,X,O
JLSIZOT,X,X,O
JLSIOTZ,X,X,O
JLSIOZT,X,X,O
JLSZTIO,O,O,O
JLSZTOI,O,O,O
JLSZITO,O,O,O
JLSZIOT,X,O,O
JLSZOTI,X,X,O
JLSZOIT,X,X,O
JLSOTIZ,X,X,O
JLSOTZI,X,X,O
JLSOITZ,X,X,O
JLSOIZT,X,X,O
JLSOZTI,X,X,O
JLSOZIT,X,X,O
JLZTISO,O,O,O
JLZTIOS,O,O,O
JLZTSIO,O,O,O
JLZTSOI,O,O,O
JLZTOIS,O,O,O
JLZTOSI,O,O,O
JLZITSO,O,O,O
JLZITOS,O,O,O
JLZISTO,O,O,O
JLZISOT,X,O,O
JLZIOTS,O,O,O
JLZIOST,O,O,O
JLZSTIO,O,O,O
JLZSTOI,O,O,O
JLZSITO,O,O,O
JLZSIOT,X,O,O
JLZSOTI,X,X,O
JLZSOIT,X,X,O
JLZOTIS,O,O,O
JLZOTSI,O,O,O
JLZOITS,O,O,O
JLZOIST,O,O,O
JLZOSTI,O,O,O
JLZOSIT,O,O,O
JLOTISZ,O,O,O
JLOTIZS,O,O,O
JLOTSIZ,O,O,O
JLOTSZI,O,O,O
JLOTZIS,O,O,O
JLOTZSI,O,O,O
JLOITSZ,O,O,O
JLOITZS,O,O,O
JLOISTZ,O,X,O
JLOISZT,O,X,O
JLOIZTS,O,O,O
JLOIZST,O,O,O
JLOSTIZ,O,O,O
JLOSTZI,O,O,O
JLOSITZ,O,X,O
JLOSIZT,O,X,O
JLOSZTI,O,O,O
JLOSZIT,O,O,O
JLOZTIS,O,O,O
JLOZTSI,O,O,O
JLOZITS,O,O,O
JLOZIST,O,O,O
JLOZSTI,O,O,O
JLOZSIT,O,O,O
JSTILZO,O,O,O
JSTILOZ,O,O,O
JSTIZLO,O,O,O
JSTIZOL,O,O,O
JSTIOLZ,O,O,O
JSTIOZL,O,O,X
JSTLIZO,O,O,O
JSTLIOZ,O,O,O
JSTLZIO,O,O,O
JSTLZOI,O,O,O
JSTLOIZ,O,O,O
JSTLOZI,O,O,O
JSTZILO,O,O,O
JSTZIOL,O,O,O
JSTZLIO,O,O,O
JSTZLOI,O,O,O
JSTZOIL,O,O,O
JSTZOLI,O,O,O
JSTOILZ,O,O,O
JSTOIZL,O,O,X
JSTOLIZ,O,O,O
JSTOLZI,O,O,O
JSTOZIL,O,O,O
JSTOZLI,O,O,O
JSITLZO,O,X,O
JSITLOZ,O,X,O
JSITZLO,O,X,O
JSITZOL,O,X,X
JSITOLZ,O,X,O
JSITOZL,O,X,X
JSILTZO,O,X,O
JSILTOZ,O,X,O
JSILZTO,O,X,O
JSILZOT,X,X,O
JSILOTZ,X,X,O
JSILOZT,X,X,O
JSIZTLO,O,X,O
JSIZTOL,O,X,O
JSIZLTO,O,X,O
JSIZLOT,X,X,O
JSIZOTL,O,X,X
JSIZOLT,O,X,X
JSIOTLZ,O,X,X
JSIOTZL,O,X,X
JSIOLTZ,O,X,X
JSIOLZT,O,X,X
JSIOZTL,O,X,X
JSIOZLT,O,X,X
JSLTIZO,O,O,O
JSLTIOZ,O,O,O
JSLTZIO,O,O,O
JSLTZOI,O,O,O
JSLTOIZ,O,O,O
JSLTOZI,O,O,O
JSLITZO,O,X,O
JSLITOZ,O,X,O
JSLIZTO,O,X,O
JSLIZOT,X,X,O
JSLIOTZ,X,X,O
JSLIOZT,X,X,O
JSLZTIO,O,O,O
JSLZTOI,O,O,O
JSLZITO,O,O,O
JSLZIOT,X,O,O
JSLZOTI,X,X,O
JSLZOIT,X,X,O
JSLOTIZ,X,X,O
JSLOTZI,X,X,O
JSLOITZ,X,X,O
JSLOIZT,X,X,O
JSLOZTI,X,X,O
JSLOZIT,X,X,O
JSZTILO,O,O,O
JSZTIOL,O,O,O
JSZTLIO,O,O,O
JSZTLOI,O,O,O
JSZTOIL,O,O,O
JSZTOLI,O,O,O
JSZITLO,O,X,O
JSZITOL,O,X,O
JSZILTO,O,O,O
JSZILOT,X,O,O
JSZIOTL,O,X,X
JSZIOLT,O,O,X
JSZLTIO,O,O,O
JSZLTOI,O,O,O
JSZLITO,O,O,O
JSZLIOT,X,O,O
JSZLOTI,X,X,O
JSZLOIT,X,X,O
JSZOTIL,O,O,X
JSZOTLI,O,O,X
JSZOITL,O,X,X
JSZOILT,O,O,X
JSZOLTI,O,O,X
JSZOLIT,O,O,X
JSOTILZ,O,O,X
JSOTIZL,O,O,X
JSOTLIZ,O,O,X
JSOTLZI,O,O,X
JSOTZIL,O,O,X
JSOTZLI,O,O,X
JSOITLZ,O,X,X
JSOITZL,O,X,X
JSOILTZ,O,X,X
JSOILZT,O,X,X
JSOIZTL,O,X,X
JSOIZLT,O,X,X
JSOLTIZ,O,O,X
JSOLTZI,O,O,X
JSOLITZ,O,X,X
JSOLIZT,O,X,X
JSOLZTI,O,O,X
JSOLZIT,O,O,X
JSOZTIL,O,O,X
JSOZTLI,O,O,X
JSOZITL,O,X,X
JSOZILT,O,O,X
JSOZLTI,O,O,X
JSOZLIT,O,O,X
JZTILSO,O,O,O
JZTILOS,O,O,O
JZTISLO,O,O,O
JZTISOL,O,O,O
JZTIOLS,O,O,O
JZTIOSL,O,O,O
JZTLISO,O,O,O
JZTLIOS,O,O,O
JZTLSIO,O,O,O
JZTLSOI,O,O,O
JZTLOIS,O,O,O
JZTLOSI,O,O,O
JZTSILO,O,O,O
JZTSIOL,O,O,O
JZTSLIO,O,O,O
JZTSLOI,O,O,O
JZTSOIL,O,O,O
JZTSOLI,O,O,O
JZTOILS,O,O,O
JZTOISL,O,O,O
JZTOLIS,O,O,O
JZTOLSI,O,O,O
JZTOSIL,O,O,O
JZTOSLI,O,O,O
JZITLSO,O,O,O
JZITLOS,O,O,O
JZITSLO,O,O,O
JZITSOL,O,O,O
JZITOLS,O,O,O
JZITOSL,O,O,O
JZILTSO,O,O,O
JZILTOS,O,O,O
JZILSTO,O,O,O
JZILSOT,X,O,O
JZILOTS,O,O,O
JZILOST,O,O,O
JZISTLO,O,X,O
JZISTOL,O,X,O
JZISLTO,O,O,O
JZISLOT,X,O,O
JZISOTL,O,X,X
JZISOLT,O,O,X
JZIOTLS,O,O,O
JZIOTSL,O,O,O
JZIOLTS,O,O,O
JZIOLST,O,O,O
JZIOSTL,O,X,X
JZIOSLT,O,O,X
JZLTISO,O,O,O
JZLTIOS,O,O,O
JZLTSIO,O,O,O
JZLTSOI,O,O,O
JZLTOIS,O,O,O
JZLTOSI,O,O,O
JZLITSO,O,O,O
JZLITOS,O,O,O
JZLISTO,O,O,O
JZLISOT,X,O,O
JZLIOTS,O,O,O
JZLIOST,O,O,O
JZLSTIO,O,O,O
JZLSTOI,O,O,O
JZLSITO,O,O,O
JZLSIOT,X,O,O
JZLSOTI,X,X,O
JZLSOIT,X,X,O
JZLOTIS,O,O,O
JZLOTSI,O,O,O
JZLOITS,O,O,O
JZLOIST,O,O,O
JZLOSTI,O,O,O
JZLOSIT,O,O,O
JZSTILO,O,O,O
JZSTIOL,O,O,O
JZSTLIO,O,O,O
JZSTLOI,O,O,O
JZSTOIL,O,O,O
JZSTOLI,O,O,O
JZSITLO,O,X,O
JZSITOL,O,X,O
JZSILTO,O,O,O
JZSILOT,X,O,O
JZSIOTL,O,X,X
JZSIOLT,O,O,X
JZSLTIO,O,O,O
JZSLTOI,O,O,O
JZSLITO,O,O,O
JZSLIOT,X,O,O
JZSLOTI,X,X,O
JZSLOIT,X,X,O
JZSOTIL,O,O,X
JZSOTLI,O,O,X
JZSOITL,O,X,X
JZSOILT,O,O,X
JZSOLTI,O,O,X
JZSOLIT,O,O,X
JZOTILS,O,O,O
JZOTISL,O,O,O
JZOTLIS,O,O,O
JZOTLSI,O,O,O
JZOTSIL,O,O,O
JZOTSLI,O,O,O
JZOITLS,O,O,O
JZOITSL,O,O,O
JZOILTS,O,O,O
JZOILST,O,O,O
JZOISTL,O,X,X
JZOISLT,O,O,X
JZOLTIS,O,O,O
JZOLTSI,O,O,O
JZOLITS,O,O,O
JZOLIST,O,O,O
JZOLSTI,O,O,O
JZOLSIT,O,O,O
JZOSTIL,O,O,X
JZOSTLI,O,O,X
JZOSITL,O,X,X
JZOSILT,O,O,X
JZOSLTI,O,O,X
JZOSLIT,O,O,X
JOTILSZ,O,O,O
JOTILZS,O,O,O
JOTISLZ,O,O,O
JOTISZL,O,O,X
JOTIZLS,O,O,X
JOTIZSL,O,O,X
JOTLISZ,O,O,O
JOTLIZS,O,O,O
JOTLSIZ,O,O,O
JOTLSZI,O,O,O
JOTLZIS,O,O,O
JOTLZSI,O,O,O
JOTSILZ,O,O,O
JOTSIZL,O,O,X
JOTSLIZ,O,O,O
JOTSLZI,O,O,O
JOTSZIL,O,O,O
JOTSZLI,O,O,O
JOTZILS,O,O,O
JOTZISL,O,O,O
JOTZLIS,O,O,O
JOTZLSI,O,O,O
JOTZSIL,O,O,O
JOTZSLI,O,O,O
JOITLSZ,O,O,O
JOITLZS,O,O,O
JOITSLZ,O,O,O
JOITSZL,O,O,X
JOITZLS,O,O,X
JOITZSL,O,O,X
JOILTSZ,O,O,O
JOILTZS,O,O,O
JOILSTZ,O,X,O
JOILSZT,O,X,O
JOILZTS,O,O,O
JOILZST,O,O,O
JOISTLZ,O,X,X
JOISTZL,O,X,X
JOISLTZ,O,X,X
JOISLZT,O,X,X
JOISZTL,O,X,X
JOISZLT,O,X,X
JOIZTLS,O,O,O
JOIZTSL,O,O,O
JOIZLTS,O,O,O
JOIZLST,O,O,O
JOIZSTL,O,X,X
JOIZSLT,O,O,X
JOLTISZ,O,O,O
JOLTIZS,O,O,O
JOLTSIZ,O,O,O
JOLTSZI,O,O,O
JOLTZIS,O,O,O
JOLTZSI,O,O,O
JOLITSZ,O,O,O
JOLITZS,O,O,O
JOLISTZ,O,X,O
JOLISZT,O,X,O
JOLIZTS,O,O,O
JOLIZST,O,O,O
JOLSTIZ,O,O,O
JOLSTZI,O,O,O
JOLSITZ,O,X,O
JOLSIZT,O,X,O
JOLSZTI,O,O,O
JOLSZIT,O,O,O
JOLZTIS,O,O,O
JOLZTSI,O,O,O
JOLZITS,O,O,O
JOLZIST,O,O,O
JOLZSTI,O,O,O
JOLZSIT,O,O,O
JOSTILZ,O,O,X
JOSTIZL,O,O,X
JOSTLIZ,O,O,X
JOSTLZI,O,O,X
JOSTZIL,O,O,X
JOSTZLI,O,O,X
JOSITLZ,O,X,X
JOSITZL,O,X,X
JOSILTZ,O,X,X
JOSILZT,O,X,X
JOSIZTL,O,X,X
JOSIZLT,O,X,X
JOSLTIZ,O,O,X
JOSLTZI,O,O,X
JOSLITZ,O,X,X
JOSLIZT,O,X,X
JOSLZTI,O,O,X
JOSLZIT,O,O,X
JOSZTIL,O,O,X
JOSZTLI,O,O,X
JOSZITL,O,X,X
JOSZILT,O,O,X
JOSZLTI,O,O,X
JOSZLIT,O,O,X
JOZTILS,O,O,O
JOZTISL,O,O,O
JOZTLIS,O,O,O
JOZTLSI,O,O,O
JOZTSIL,O,O,O
JOZTSLI,O,O,O
JOZITLS,O,O,O
JOZITSL,O,O,O
JOZILTS,O,O,O
JOZILST,O,O,O
JOZISTL,O,X,X
JOZISLT,O,O,X
JOZLTIS,O,O,O
JOZLTSI,O,O,O
JOZLITS,O,O,O
JOZLIST,O,O,O
JOZLSTI,O,O,O
JOZLSIT,O,O,O
JOZSTIL,O,O,X
JOZSTLI,O,O,X
JOZSITL,O,X,X
JOZSILT,O,O,X
JOZSLTI,O,O,X
JOZSLIT,O,O,X
STILJZO,O,O,O
STILJOZ,O,O,O
STILZJO,O,O,O
STILZOJ,O,O,O
STILOJZ,O,O,O
STILOZJ,O,O,O
STIJLZO,O,O,O
STIJLOZ,O,O,O
STIJZLO,O,O,O
STIJZOL,O,O,O
STIJOLZ,O,O,O
STIJOZL,O,O,X
STIZLJO,O,O,O
STIZLOJ,O,O,O
STIZJLO,O,O,O
STIZJOL,O,O,O
STIZOLJ,O,O,O
STIZOJL,O,O,O
STIOLJZ,O,O,O
STIOLZJ,O,O,X
STIOJLZ,O,O,O
STIOJZL,O,O,X
STIOZLJ,O,O,X
STIOZJL,O,O,X
STLIJZO,O,O,O
STLIJOZ,O,O,O
STLIZJO,O,O,O
STLIZOJ,O,O,O
STLIOJZ,O,O,O
STLIOZJ,O,O,O
STLJIZO,O,O,O
STLJIOZ,O,O,O
STLJZIO,O,O,O
STLJZOI,O,O,O
STLJOIZ,O,O,O
STLJOZI,O,O,O
STLZIJO,O,O,O
STLZIOJ,O,O,O
STLZJIO,O,O,O
STLZJOI,O,O,O
STLZOIJ,O,O,O
STLZOJI,O,O,O
STLOIJZ,O,O,O
STLOIZJ,O,O,O
STLOJIZ,O,O,O
STLOJZI,O,O,O
STLOZIJ,O,O,O
STLOZJI,O,O,O
STJILZO,O,O,O
STJILOZ,O,O,O
STJIZLO,O,O,O
STJIZOL,O,O,O
STJIOLZ,O,O,O
STJIOZL,O,O,X
STJLIZO,O,O,O
STJLIOZ,O,O,O
STJLZIO,O,O,O
STJLZOI,O,O,O
STJLOIZ,O,O,O
STJLOZI,O,O,O
STJZILO,O,O,O
STJZIOL,O,O,O
STJZLIO,O,O,O
STJZLOI,O,O,O
STJZOIL,O,O,O
STJZOLI,O,O,O
STJOILZ,O,O,O
STJOIZL,O,O,X
STJOLIZ,O,O,O
STJOLZI,O,O,O
STJOZIL,O,O,O
STJOZLI,O,O,O
STZILJO,O,O,O
STZILOJ,O,O,O
STZIJLO,O,O,O
STZIJOL,O,O,O
STZIOLJ,O,O,O
STZIOJL,O,O,O
