sequence,v115@QhA8GeC8AeC8AeE8JeZEJvhFukBUhBFiBXjBTlBirB,v115@QhA8GeC8AeC8AeE8JeZEJvhFzfBFhBOnBXjBSqBcrB,v115@QhA8GeC8AeC8AeE8JecFJvhFxhBXjBTkBmmBFrBipB
LZITOJS,O,O,X
LZITOSJ,O,O,X
LZIJTSO,O,O,X
LZIJTOS,X,O,X
LZIJSTO,O,O,X
LZIJSOT,X,O,X
LZIJOTS,X,O,X
LZIJOST,X,O,X
LZISTJO,O,O,X
LZISTOJ,O,O,X
LZISJTO,O,O,X
LZISJOT,X,O,X
LZISOTJ,O,O,X
LZISOJT,O,O,X
LZIOTJS,O,O,X
LZIOTSJ,O,O,X
LZIOJTS,O,O,X
LZIOJST,O,O,X
LZIOSTJ,O,O,X
LZIOSJT,O,O,X
LZJTISO,O,O,X
LZJTIOS,X,O,X
LZJTSIO,O,O,X
LZJTSOI,X,O,X
LZJTOIS,X,O,X
LZJTOSI,X,O,X
LZJITSO,O,O,X
LZJITOS,X,O,X
LZJISTO,O,O,X
LZJISOT,X,O,X
LZJIOTS,X,O,X
LZJIOST,X,O,X
LZJSTIO,O,O,X
LZJSTOI,X,O,X
LZJSITO,O,O,X
LZJSIOT,X,O,X
LZJSOTI,X,O,X
LZJSOIT,X,O,X
LZJOTIS,X,O,X
LZJOTSI,X,O,X
LZJOITS,X,O,X
LZJOIST,X,O,X
LZJOSTI,X,O,X
LZJOSIT,X,O,X
LZSTIJO,O,O,X
LZSTIOJ,O,O,X
LZSTJIO,O,O,X
LZSTJOI,X,O,X
LZSTOIJ,O,O,X
LZSTOJI,O,O,X
LZSITJO,O,O,X
LZSITOJ,O,O,X
LZSIJTO,O,O,X
LZSIJOT,X,O,X
LZSIOTJ,O,O,X
LZSIOJT,O,O,X
LZSJTIO,O,O,X
LZSJTOI,X,O,X
LZSJITO,O,O,X
LZSJIOT,X,O,X
LZSJOTI,X,O,X
LZSJOIT,X,O,X
LZSOTIJ,O,O,X
LZSOTJI,O,O,X
LZSOITJ,O,O,X
LZSOIJT,O,O,X
LZSOJTI,O,O,X
LZSOJIT,O,O,X
LZOTIJS,O,O,X
LZOTISJ,O,O,X
LZOTJIS,O,O,X
LZOTJSI,O,O,X
LZOTSIJ,O,O,X
LZOTSJI,O,O,X
LZOITJS,O,O,X
LZOITSJ,O,O,X
LZOIJTS,O,O,X
LZOIJST,O,O,X
LZOISTJ,O,O,X
LZOISJT,O,O,X
LZOJTIS,O,O,X
LZOJTSI,O,O,X
LZOJITS,O,O,X
LZOJIST,O,O,X
LZOJSTI,O,O,X
LZOJSIT,O,O,X
LZOSTIJ,O,O,X
LZOSTJI,O,O,X
LZOSITJ,O,O,X
LZOSIJT,O,O,X
LZOSJTI,O,O,X
LZOSJIT,O,O,X
LOTIJSZ,O,X,X
LOTIJZS,O,X,X
LOTISJZ,O,X,X
LOTISZJ,O,X,X
LOTIZJS,O,X,X
LOTIZSJ,O,X,X
LOTJISZ,O,X,X
LOTJIZS,O,X,X
LOTJSIZ,O,X,X
LOTJSZI,O,X,X
LOTJZIS,O,X,X
LOTJZSI,O,X,X
LOTSIJZ,O,X,X
LOTSIZJ,O,X,X
LOTSJIZ,O,X,X
LOTSJZI,O,X,X
LOTSZIJ,O,X,X
LOTSZJI,O,X,X
LOTZIJS,O,X,X
LOTZISJ,O,X,X
LOTZJIS,O,X,X
LOTZJSI,O,X,X
LOTZSIJ,O,X,X
LOTZSJI,O,X,X
LOITJSZ,O,X,X
LOITJZS,O,X,X
LOITSJZ,O,X,X
LOITSZJ,O,X,X
LOITZJS,O,X,X
LOITZSJ,O,X,X
LOIJTSZ,O,X,X
LOIJTZS,O,X,X
LOIJSTZ,O,X,X
LOIJSZT,O,O,X
LOIJZTS,O,O,X
LOIJZST,O,O,X
LOISTJZ,O,X,X
LOISTZJ,O,X,X
LOISJTZ,O,X,X
LOISJZT,O,O,X
LOISZTJ,O,O,X
LOISZJT,O,O,X
LOIZTJS,O,O,X
LOIZTSJ,O,O,X
LOIZJTS,O,O,X
LOIZJST,O,O,X
LOIZSTJ,O,O,X
LOIZSJT,O,O,X
LOJTISZ,O,X,X
LOJTIZS,O,X,X
LOJTSIZ,O,X,X
LOJTSZI,O,X,X
LOJTZIS,O,X,X
LOJTZSI,O,X,X
LOJITSZ,O,X,X
LOJITZS,O,X,X
LOJISTZ,O,X,X
LOJISZT,O,O,X
LOJIZTS,O,O,X
LOJIZST,O,O,X
LOJSTIZ,O,X,X
LOJSTZI,O,X,X
LOJSITZ,O,X,X
LOJSIZT,O,O,X
LOJSZTI,O,O,X
LOJSZIT,O,O,X
LOJZTIS,O,O,X
LOJZTSI,O,O,X
LOJZITS,O,O,X
LOJZIST,O,O,X
LOJZSTI,O,O,X
LOJZSIT,O,O,X
LOSTIJZ,O,X,X
LOSTIZJ,O,X,X
LOSTJIZ,O,X,X
LOSTJZI,O,X,X
LOSTZIJ,O,X,X
LOSTZJI,O,X,X
LOSITJZ,O,X,X
LOSITZJ,O,X,X
LOSIJTZ,O,X,X
LOSIJZT,O,O,X
LOSIZTJ,O,O,X
LOSIZJT,O,O,X
LOSJTIZ,O,X,X
LOSJTZI,O,X,X
LOSJITZ,O,X,X
LOSJIZT,O,O,X
LOSJZTI,O,O,X
LOSJZIT,O,O,X
LOSZTIJ,O,O,X
LOSZTJI,O,O,X
LOSZITJ,O,O,X
LOSZIJT,O,O,X
LOSZJTI,O,O,X
LOSZJIT,O,O,X
LOZTIJS,O,O,X
LOZTISJ,O,O,X
LOZTJIS,O,O,X
LOZTJSI,O,O,X
LOZTSIJ,O,O,X
LOZTSJI,O,O,X
LOZITJS,O,O,X
LOZITSJ,O,O,X
LOZIJTS,O,O,X
LOZIJST,O,O,X
LOZISTJ,O,O,X
LOZISJT,O,O,X
LOZJTIS,O,O,X
LOZJTSI,O,O,X
LOZJITS,O,O,X
LOZJIST,O,O,X
LOZJSTI,O,O,X
LOZJSIT,O,O,X
LOZSTIJ,O,O,X
LOZSTJI,O,O,X
LOZSITJ,O,O,X
LOZSIJT,O,O,X
LOZSJTI,O,O,X
LOZSJIT,O,O,X
JTILSZO,X,X,X
JTILSOZ,X,X,X
JTILZSO,X,X,X
JTILZOS,X,X,X
JTILOSZ,X,X,X
JTILOZS,X,X,X
JTISLZO,X,X,X
JTISLOZ,X,X,X
JTISZLO,X,X,X
JTISZOL,X,X,X
JTISOLZ,X,X,X
JTISOZL,X,X,X
JTIZLSO,X,X,X
JTIZLOS,X,X,X
JTIZSLO,X,X,X
JTIZSOL,X,X,X
JTIZOLS,X,X,X
JTIZOSL,X,X,X
JTIOLSZ,X,X,X
JTIOLZS,X,X,X
JTIOSLZ,X,X,X
JTIOSZL,X,X,X
JTIOZLS,X,X,X
JTIOZSL,X,X,X
JTLISZO,X,X,X
JTLISOZ,X,X,X
JTLIZSO,X,X,X
JTLIZOS,X,X,X
JTLIOSZ,X,X,X
JTLIOZS,X,X,X
JTLSIZO,X,X,X
JTLSIOZ,X,X,X
JTLSZIO,X,X,X
JTLSZOI,X,X,X
JTLSOIZ,X,X,X
JTLSOZI,X,X,X
JTLZISO,X,X,X
JTLZIOS,X,X,X
JTLZSIO,X,X,X
JTLZSOI,X,X,X
JTLZOIS,X,X,X
JTLZOSI,X,X,X
JTLOISZ,X,X,X
JTLOIZS,X,X,X
JTLOSIZ,X,X,X
JTLOSZI,X,X,X
JTLOZIS,X,X,X
JTLOZSI,X,X,X
JTSILZO,X,X,X
JTSILOZ,X,X,X
JTSIZLO,X,X,X
JTSIZOL,X,X,X
JTSIOLZ,X,X,X
JTSIOZL,X,X,X
JTSLIZO,X,X,X
JTSLIOZ,X,X,X
JTSLZIO,X,X,X
JTSLZOI,X,X,X
JTSLOIZ,X,X,X
JTSLOZI,X,X,X
JTSZILO,X,X,X
JTSZIOL,X,X,X
JTSZLIO,X,X,X
JTSZLOI,X,X,X
JTSZOIL,X,X,X
JTSZOLI,X,X,X
JTSOILZ,X,X,X
JTSOIZL,X,X,X
JTSOLIZ,X,X,X
JTSOLZI,X,X,X
JTSOZIL,X,X,X
JTSOZLI,X,X,X
JTZILSO,X,X,X
JTZILOS,X,X,X
JTZISLO,X,X,X
JTZISOL,X,X,X
JTZIOLS,X,X,X
JTZIOSL,X,X,X
JTZLISO,X,X,X
JTZLIOS,X,X,X
JTZLSIO,X,X,X
JTZLSOI,X,X,X
JTZLOIS,X,X,X
JTZLOSI,X,X,X
JTZSILO,X,X,X
JTZSIOL,X,X,X
JTZSLIO,X,X,X
JTZSLOI,X,X,X
JTZSOIL,X,X,X
JTZSOLI,X,X,X
JTZOILS,X,X,X
JTZOISL,X,X,X
JTZOLIS,X,X,X
JTZOLSI,X,X,X
JTZOSIL,X,X,X
JTZOSLI,X,X,X
JTOILSZ,X,X,X
JTOILZS,X,X,X
JTOISLZ,X,X,X
JTOISZL,X,X,X
JTOIZLS,X,X,X
JTOIZSL,X,X,X
JTOLISZ,X,X,X
JTOLIZS,X,X,X
JTOLSIZ,X,X,X
JTOLSZI,X,X,X
JTOLZIS,X,X,X
JTOLZSI,X,X,X
JTOSILZ,X,X,X
JTOSIZL,X,X,X
JTOSLIZ,X,X,X
JTOSLZI,X,X,X
JTOSZIL,X,X,X
JTOSZLI,X,X,X
JTOZILS,X,X,X
JTOZISL,X,X,X
JTOZLIS,X,X,X
JTOZLSI,X,X,X
JTOZSIL,X,X,X
JTOZSLI,X,X,X
JITLSZO,X,X,X
JITLSOZ,X,X,X
JITLZSO,X,X,X
JITLZOS,X,X,X
JITLOSZ,X,X,X
JITLOZS,X,X,X
JITSLZO,X,X,X
JITSLOZ,X,X,X
JITSZLO,X,X,X
JITSZOL,X,X,X
JITSOLZ,X,X,X
JITSOZL,X,X,X
JITZLSO,X,X,X
JITZLOS,X,X,X
JITZSLO,X,X,X
JITZSOL,X,X,X
JITZOLS,X,X,X
JITZOSL,X,X,X
JITOLSZ,X,X,X
JITOLZS,X,X,X
JITOSLZ,X,X,X
JITOSZL,X,X,X
JITOZLS,X,X,X
JITOZSL,X,X,X
JILTSZO,O,X,X
JILTSOZ,X,X,X
JILTZSO,O,X,X
JILTZOS,X,X,X
JILTOSZ,X,X,X
JILTOZS,X,X,X
JILSTZO,O,X,X
JILSTOZ,X,X,X
JILSZTO,O,O,X
JILSZOT,X,O,X
JILSOTZ,X,X,X
JILSOZT,X,O,X
JILZTSO,O,O,X
JILZTOS,X,O,X
JILZSTO,O,O,X
JILZSOT,X,O,X
JILZOTS,X,O,X
JILZOST,X,O,X
JILOTSZ,X,X,X
JILOTZS,X,X,X
JILOSTZ,X,X,X
JILOSZT,X,O,X
JILOZTS,X,O,X
JILOZST,X,O,X
JISTLZO,X,X,X
JISTLOZ,X,X,X
JISTZLO,X,X,X
JISTZOL,X,X,X
JISTOLZ,O,X,X
JISTOZL,O,X,X
JISLTZO,O,X,X
JISLTOZ,X,X,X
JISLZTO,O,O,X
JISLZOT,X,O,X
JISLOTZ,X,X,X
JISLOZT,X,O,X
JISZTLO,X,O,X
JISZTOL,X,X,X
JISZLTO,X,O,X
JISZLOT,X,O,X
JISZOTL,X,X,X
JISZOLT,X,X,X
JISOTLZ,O,X,X
JISOTZL,O,X,O
JISOLTZ,O,X,X
JISOLZT,O,X,X
JISOZTL,O,X,X
JISOZLT,O,X,X
JIZTLSO,X,O,X
JIZTLOS,X,O,X
JIZTSLO,X,O,X
JIZTSOL,X,X,X
JIZTOLS,X,X,X
JIZTOSL,X,X,X
JIZLTSO,X,O,X
JIZLTOS,X,O,X
JIZLSTO,X,O,X
JIZLSOT,X,O,X
JIZLOTS,X,O,X
JIZLOST,X,O,X
JIZSTLO,X,O,X
JIZSTOL,X,X,X
JIZSLTO,X,O,X
JIZSLOT,X,O,X
JIZSOTL,X,X,X
JIZSOLT,X,X,X
JIZOTLS,X,X,X
JIZOTSL,X,X,X
JIZOLTS,X,X,X
JIZOLST,X,X,X
JIZOSTL,X,X,X
JIZOSLT,X,X,X
JIOTLSZ,X,X,X
JIOTLZS,X,X,X
JIOTSLZ,X,X,X
JIOTSZL,X,X,O
JIOTZLS,X,X,X
JIOTZSL,X,X,O
JIOLTSZ,O,X,X
JIOLTZS,O,X,X
JIOLSTZ,O,X,X
JIOLSZT,O,X,X
JIOLZTS,O,X,X
JIOLZST,O,X,X
JIOSTLZ,O,X,X
JIOSTZL,O,X,O
JIOSLTZ,O,X,X
JIOSLZT,O,X,X
JIOSZTL,O,X,X
JIOSZLT,O,X,X
JIOZTLS,X,X,X
JIOZTSL,O,X,X
JIOZLTS,O,X,X
JIOZLST,O,X,X
JIOZSTL,O,X,X
JIOZSLT,O,X,X
JLTISZO,O,X,X
JLTISOZ,X,X,X
JLTIZSO,O,X,X
JLTIZOS,X,X,X
JLTIOSZ,X,X,X
JLTIOZS,X,X,X
JLTSIZO,O,X,X
JLTSIOZ,X,X,X
JLTSZIO,O,X,X
JLTSZOI,X,X,X
JLTSOIZ,X,X,X
JLTSOZI,X,X,X
JLTZISO,O,X,X
JLTZIOS,X,X,X
JLTZSIO,O,X,X
JLTZSOI,X,X,X
JLTZOIS,X,X,X
JLTZOSI,X,X,X
JLTOISZ,X,X,X
JLTOIZS,X,X,X
JLTOSIZ,X,X,X
JLTOSZI,X,X,X
JLTOZIS,X,X,X
JLTOZSI,X,X,X
JLITSZO,O,X,X
JLITSOZ,X,X,X
JLITZSO,O,X,X
JLITZOS,X,X,X
JLITOSZ,X,X,X
JLITOZS,X,X,X
JLISTZO,O,X,X
JLISTOZ,X,X,X
JLISZTO,O,O,X
JLISZOT,X,O,X
JLISOTZ,X,X,X
JLISOZT,X,O,X
JLIZTSO,O,O,X
JLIZTOS,X,O,X
JLIZSTO,O,O,X
JLIZSOT,X,O,X
JLIZOTS,X,O,X
JLIZOST,X,O,X
JLIOTSZ,X,X,X
JLIOTZS,X,X,X
JLIOSTZ,X,X,X
JLIOSZT,X,O,X
JLIOZTS,X,O,X
JLIOZST,X,O,X
JLSTIZO,O,X,X
JLSTIOZ,X,X,X
JLSTZIO,O,X,X
JLSTZOI,X,X,X
JLSTOIZ,X,X,X
JLSTOZI,X,X,X
JLSITZO,O,X,X
JLSITOZ,X,X,X
JLSIZTO,O,O,X
JLSIZOT,X,O,X
JLSIOTZ,X,X,X
JLSIOZT,X,O,X
JLSZTIO,O,O,X
JLSZTOI,X,O,X
JLSZITO,O,O,X
JLSZIOT,X,O,X
JLSZOTI,X,O,X
JLSZOIT,X,O,X
JLSOTIZ,X,X,X
JLSOTZI,X,X,X
JLSOITZ,X,X,X
JLSOIZT,X,O,X
JLSOZTI,X,O,X
JLSOZIT,X,O,X
JLZTISO,O,O,X
JLZTIOS,X,O,X
JLZTSIO,O,O,X
JLZTSOI,X,O,X
JLZTOIS,X,O,X
JLZTOSI,X,O,X
JLZITSO,O,O,X
JLZITOS,X,O,X
JLZISTO,O,O,X
JLZISOT,X,O,X
JLZIOTS,X,O,X
JLZIOST,X,O,X
JLZSTIO,O,O,X
JLZSTOI,X,O,X
JLZSITO,O,O,X
JLZSIOT,X,O,X
JLZSOTI,X,O,X
JLZSOIT,X,O,X
JLZOTIS,X,O,X
JLZOTSI,X,O,X
JLZOITS,X,O,X
JLZOIST,X,O,X
JLZOSTI,X,O,X
JLZOSIT,X,O,X
JLOTISZ,X,X,X
JLOTIZS,X,X,X
JLOTSIZ,X,X,X
JLOTSZI,X,X,X
JLOTZIS,X,X,X
JLOTZSI,X,X,X
JLOITSZ,X,X,X
JLOITZS,X,X,X
JLOISTZ,X,X,X
JLOISZT,X,O,X
JLOIZTS,X,O,X
JLOIZST,X,O,X
JLOSTIZ,X,X,X
JLOSTZI,X,X,X
JLOSITZ,X,X,X
JLOSIZT,X,O,X
JLOSZTI,X,O,X
JLOSZIT,X,O,X
JLOZTIS,X,O,X
JLOZTSI,X,O,X
JLOZITS,X,O,X
JLOZIST,X,O,X
JLOZSTI,X,O,X
JLOZSIT,X,O,X
JSTILZO,X,X,X
JSTILOZ,X,X,X
JSTIZLO,X,X,X
JSTIZOL,X,X,X
JSTIOLZ,O,X,X
JSTIOZL,O,X,X
JSTLIZO,X,X,X
JSTLIOZ,X,X,X
JSTLZIO,X,X,X
JSTLZOI,X,X,X
JSTLOIZ,X,X,X
JSTLOZI,X,X,X
JSTZILO,X,X,X
JSTZIOL,X,X,X
JSTZLIO,X,X,X
JSTZLOI,X,X,X
JSTZOIL,X,X,X
JSTZOLI,X,X,X
JSTOILZ,O,X,X
JSTOIZL,O,X,X
JSTOLIZ,O,X,X
JSTOLZI,O,X,X
JSTOZIL,O,X,X
JSTOZLI,X,X,X
JSITLZO,X,X,X
JSITLOZ,X,X,X
JSITZLO,X,X,X
JSITZOL,X,X,X
JSITOLZ,O,X,X
JSITOZL,O,X,X
JSILTZO,O,X,X
JSILTOZ,X,X,X
JSILZTO,O,O,X
JSILZOT,X,O,X
JSILOTZ,X,X,X
JSILOZT,X,O,X
JSIZTLO,X,O,X
JSIZTOL,X,X,X
JSIZLTO,X,O,X
JSIZLOT,X,O,X
JSIZOTL,X,X,X
JSIZOLT,X,X,X
JSIOTLZ,O,X,X
JSIOTZL,O,X,O
JSIOLTZ,O,X,X
JSIOLZT,O,X,X
JSIOZTL,O,X,X
JSIOZLT,O,X,X
JSLTIZO,O,X,X
JSLTIOZ,X,X,X
JSLTZIO,O,X,X
JSLTZOI,X,X,X
JSLTOIZ,X,X,X
JSLTOZI,X,X,X
JSLITZO,O,X,X
JSLITOZ,X,X,X
JSLIZTO,O,O,X
JSLIZOT,X,O,X
JSLIOTZ,X,X,X
JSLIOZT,X,O,X
JSLZTIO,O,O,X
JSLZTOI,X,O,X
JSLZITO,O,O,X
JSLZIOT,X,O,X
JSLZOTI,X,O,X
JSLZOIT,X,O,X
JSLOTIZ,X,X,X
JSLOTZI,X,X,X
JSLOITZ,X,X,X
JSLOIZT,X,O,X
JSLOZTI,X,O,X
JSLOZIT,X,O,X
JSZTILO,X,O,X
JSZTIOL,X,X,X
JSZTLIO,X,O,X
JSZTLOI,X,O,X
JSZTOIL,X,X,X
JSZTOLI,X,X,X
JSZITLO,X,O,X
JSZITOL,X,X,X
JSZILTO,X,O,X
JSZILOT,X,O,X
JSZIOTL,X,X,X
JSZIOLT,X,X,X
JSZLTIO,X,O,X
JSZLTOI,X,O,X
JSZLITO,X,O,X
JSZLIOT,X,O,X
JSZLOTI,X,O,X
JSZLOIT,X,O,X
JSZOTIL,X,X,O
JSZOTLI,X,X,O
JSZOITL,X,X,X
JSZOILT,X,X,X
JSZOLTI,X,X,X
JSZOLIT,X,X,X
JSOTILZ,O,X,X
JSOTIZL,O,X,O
JSOTLIZ,O,X,X
JSOTLZI,O,X,X
JSOTZIL,O,X,O
JSOTZLI,X,X,O
JSOITLZ,O,X,X
JSOITZL,O,X,O
JSOILTZ,O,X,X
JSOILZT,O,X,X
JSOIZTL,O,X,X
JSOIZLT,O,X,X
JSOLTIZ,O,X,X
JSOLTZI,O,X,X
JSOLITZ,O,X,X
JSOLIZT,O,X,X
JSOLZTI,O,X,X
JSOLZIT,O,X,X
JSOZTIL,O,X,O
JSOZTLI,X,X,O
JSOZITL,O,X,X
JSOZILT,O,X,X
JSOZLTI,O,X,X
JSOZLIT,O,X,X
JZTILSO,X,O,X
JZTILOS,X,O,X
JZTISLO,X,O,X
JZTISOL,X,X,X
JZTIOLS,X,X,X
JZTIOSL,X,X,X
JZTLISO,X,O,X
JZTLIOS,X,O,X
JZTLSIO,X,O,X
JZTLSOI,X,O,X
JZTLOIS,X,O,X
JZTLOSI,X,O,X
JZTSILO,X,O,X
JZTSIOL,X,X,X
JZTSLIO,X,O,X
JZTSLOI,X,O,X
JZTSOIL,X,X,X
JZTSOLI,X,X,X
JZTOILS,X,X,X
JZTOISL,X,X,X
JZTOLIS,X,X,X
JZTOLSI,X,X,X
JZTOSIL,X,X,X
JZTOSLI,X,X,X
JZITLSO,X,O,X
JZITLOS,X,O,X
JZITSLO,X,O,X
JZITSOL,X,X,X
JZITOLS,X,X,X
JZITOSL,X,X,X
JZILTSO,X,O,X
JZILTOS,X,O,X
JZILSTO,X,O,X
JZILSOT,X,O,X
JZILOTS,X,O,X
JZILOST,X,O,X
JZISTLO,X,O,X
JZISTOL,X,X,X
JZISLTO,X,O,X
JZISLOT,X,O,X
JZISOTL,X,X,X
JZISOLT,X,X,X
JZIOTLS,X,X,X
JZIOTSL,X,X,X
JZIOLTS,X,X,X
JZIOLST,X,X,X
JZIOSTL,X,X,X
JZIOSLT,X,X,X
JZLTISO,X,O,X
JZLTIOS,X,O,X
JZLTSIO,X,O,X
JZLTSOI,X,O,X
JZLTOIS,X,O,X
JZLTOSI,X,O,X
JZLITSO,X,O,X
JZLITOS,X,O,X
JZLISTO,X,O,X
JZLISOT,X,O,X
JZLIOTS,X,O,X
JZLIOST,X,O,X
JZLSTIO,X,O,X
JZLSTOI,X,O,X
JZLSITO,X,O,X
JZLSIOT,X,O,X
JZLSOTI,X,O,X
JZLSOIT,X,O,X
JZLOTIS,X,O,X
JZLOTSI,X,O,X
JZLOITS,X,O,X
JZLOIST,X,O,X
JZLOSTI,X,O,X
JZLOSIT,X,O,X
JZSTILO,X,O,X
JZSTIOL,X,X,X
JZSTLIO,X,O,X
JZSTLOI,X,O,X
JZSTOIL,X,X,X
JZSTOLI,X,X,X
JZSITLO,X,O,X
JZSITOL,X,X,X
JZSILTO,X,O,X
JZSILOT,X,O,X
JZSIOTL,X,X,X
JZSIOLT,X,X,X
JZSLTIO,X,O,X
JZSLTOI,X,O,X
JZSLITO,X,O,X
JZSLIOT,X,O,X
JZSLOTI,X,O,X
JZSLOIT,X,O,X
JZSOTIL,X,X,O
JZSOTLI,X,X,O
JZSOITL,X,X,X
JZSOILT,X,X,X
JZSOLTI,X,X,X
JZSOLIT,X,X,X
JZOTILS,X,X,X
JZOTISL,X,X,X
JZOTLIS,X,X,X
JZOTLSI,X,X,X
JZOTSIL,X,X,X
JZOTSLI,X,X,X
JZOITLS,X,X,X
JZOITSL,X,X,X
JZOILTS,X,X,X
JZOILST,X,X,X
JZOISTL,X,X,X
JZOISLT,X,X,X
JZOLTIS,X,X,X
JZOLTSI,X,X,X
JZOLITS,X,X,X
JZOLIST,X,X,X
JZOLSTI,X,X,X
JZOLSIT,X,X,X
JZOSTIL,X,X,O
JZOSTLI,X,X,O
JZOSITL,X,X,X
JZOSILT,X,X,X
JZOSLTI,X,X,X
JZOSLIT,X,X,X
JOTILSZ,X,X,X
JOTILZS,X,X,X
JOTISLZ,X,X,X
JOTISZL,X,X,O
JOTIZLS,X,X,X
JOTIZSL,X,X,O
JOTLISZ,X,X,X
JOTLIZS,X,X,X
JOTLSIZ,X,X,X
JOTLSZI,X,X,X
JOTLZIS,X,X,X
JOTLZSI,X,X,X
JOTSILZ,X,X,X
JOTSIZL,X,X,O
JOTSLIZ,X,X,X
JOTSLZI,X,X,X
JOTSZIL,X,X,O
JOTSZLI,X,X,O
JOTZILS,X,X,X
JOTZISL,X,X,O
JOTZLIS,X,X,X
JOTZLSI,X,X,X
JOTZSIL,X,X,O
JOTZSLI,X,X,O
JOITLSZ,X,X,X
JOITLZS,X,X,X
JOITSLZ,X,X,X
JOITSZL,X,X,O
JOITZLS,X,X,X
JOITZSL,X,X,O
JOILTSZ,O,X,X
JOILTZS,O,X,X
JOILSTZ,O,X,X
JOILSZT,O,X,X
JOILZTS,O,X,X
JOILZST,O,X,X
JOISTLZ,O,X,X
JOISTZL,O,X,O
JOISLTZ,O,X,X
JOISLZT,O,X,X
JOISZTL,O,X,X
JOISZLT,O,X,X
JOIZTLS,X,X,X
JOIZTSL,O,X,X
JOIZLTS,O,X,X
JOIZLST,O,X,X
JOIZSTL,O,X,X
JOIZSLT,O,X,X
JOLTISZ,O,X,X
JOLTIZS,O,X,X
JOLTSIZ,O,X,X
JOLTSZI,O,X,X
JOLTZIS,O,X,X
JOLTZSI,O,X,X
JOLITSZ,O,X,X
JOLITZS,O,X,X
JOLISTZ,O,X,X
JOLISZT,O,X,X
JOLIZTS,O,X,X
JOLIZST,O,X,X
JOLSTIZ,O,X,X
JOLSTZI,O,X,X
JOLSITZ,O,X,X
JOLSIZT,O,X,X
JOLSZTI,O,X,X
JOLSZIT,O,X,X
JOLZTIS,O,X,X
JOLZTSI,O,X,X
JOLZITS,O,X,X
JOLZIST,O,X,X
JOLZSTI,O,X,X
JOLZSIT,O,X,X
JOSTILZ,O,X,X
JOSTIZL,O,X,O
JOSTLIZ,O,X,X
JOSTLZI,O,X,X
JOSTZIL,O,X,O
JOSTZLI,X,X,O
JOSITLZ,O,X,X
JOSITZL,O,X,O
JOSILTZ,O,X,X
JOSILZT,O,X,X
JOSIZTL,O,X,X
JOSIZLT,O,X,X
JOSLTIZ,O,X,X
JOSLTZI,O,X,X
JOSLITZ,O,X,X
JOSLIZT,O,X,X
JOSLZTI,O,X,X
JOSLZIT,O,X,X
JOSZTIL,O,X,O
JOSZTLI,X,X,O
JOSZITL,O,X,X
JOSZILT,O,X,X
JOSZLTI,O,X,X
JOSZLIT,O,X,X
JOZTILS,X,X,X
JOZTISL,O,X,X
JOZTLIS,X,X,X
JOZTLSI,X,X,X
JOZTSIL,O,X,X
JOZTSLI,X,X,X
JOZITLS,X,X,X
JOZITSL,O,X,X
JOZILTS,O,X,X
JOZILST,O,X,X
JOZISTL,O,X,X
JOZISLT,O,X,X
JOZLTIS,O,X,X
JOZLTSI,O,X,X
JOZLITS,O,X,X
JOZLIST,O,X,X
JOZLSTI,O,X,X
JOZLSIT,O,X,X
JOZSTIL,O,X,O
JOZSTLI,X,X,O
JOZSITL,O,X,X
JOZSILT,O,X,X
JOZSLTI,O,X,X
JOZSLIT,O,X,X
STILJZO,X,X,X
STILJOZ,X,X,X
STILZJO,X,X,X
STILZOJ,X,X,X
STILOJZ,X,X,X
STILOZJ,X,X,X
STIJLZO,X,X,X
STIJLOZ,X,X,X
STIJZLO,X,X,X
STIJZOL,X,X,O
STIJOLZ,O,X,X
STIJOZL,O,X,O
STIZLJO,X,X,X
STIZLOJ,X,X,X
STIZJLO,X,X,X
STIZJOL,X,X,X
STIZOLJ,X,X,X
STIZOJL,X,X,X
STIOLJZ,O,X,X
STIOLZJ,O,X,X
STIOJLZ,O,X,X
STIOJZL,O,X,O
STIOZLJ,X,X,X
STIOZJL,O,X,X
STLIJZO,X,X,X
STLIJOZ,X,X,X
STLIZJO,X,X,X
STLIZOJ,X,X,X
STLIOJZ,X,X,X
STLIOZJ,X,X,X
STLJIZO,X,X,X
STLJIOZ,X,X,X
STLJZIO,X,X,X
STLJZOI,X,X,X
STLJOIZ,X,X,X
STLJOZI,X,X,X
STLZIJO,X,X,X
STLZIOJ,X,X,X
STLZJIO,X,X,X
STLZJOI,X,X,X
STLZOIJ,X,X,X
STLZOJI,X,X,X
STLOIJZ,X,X,X
STLOIZJ,X,X,X
STLOJIZ,X,X,X
STLOJZI,X,X,X
STLOZIJ,X,X,X
STLOZJI,X,X,X
STJILZO,X,X,X
STJILOZ,X,X,X
STJIZLO,X,X,X
STJIZOL,X,X,O
STJIOLZ,O,X,X
STJIOZL,O,X,O
STJLIZO,X,X,X
STJLIOZ,X,X,X
STJLZIO,X,X,X
STJLZOI,X,X,X
STJLOIZ,X,X,X
STJLOZI,X,X,X
STJZILO,X,X,X
STJZIOL,X,X,O
STJZLIO,X,X,X
STJZLOI,X,X,X
STJZOIL,X,X,O
STJZOLI,X,X,O
STJOILZ,O,X,X
STJOIZL,O,X,O
STJOLIZ,O,X,X
STJOLZI,O,X,X
STJOZIL,O,X,O
STJOZLI,X,X,O
STZILJO,X,X,X
STZILOJ,X,X,X
STZIJLO,X,X,X
STZIJOL,X,X,X
