sequence,v115@UhB8AeA8DeI8JeZEJvhFqpBTlB/rBUnBGoBVyB,v115@UhB8AeA8DeI8JeZEJvhFupBcqB/rBFnB6tBzsB,v115@UhB8AeA8DeI8JeZEJvhFGlB/rBUnBFoBzpBSyB,v115@UhB8AeA8DeI8JeZEJvhFqpBTlB/rBFnB8sB+tB,v115@UhB8AeA8DeI8JecFJvhFxhBTkBlmBGoBXoBipB
ITJSLZO,O,X,X,X,X
ITJSLOZ,O,X,X,X,X
ITJSZLO,O,X,X,X,X
ITJSZOL,X,X,X,X,X
ITJSOLZ,X,X,X,X,X
ITJSOZL,X,X,X,X,X
ITJZLSO,X,X,X,X,X
ITJZLOS,X,X,X,X,X
ITJZSLO,X,X,X,X,X
ITJZSOL,X,X,X,X,X
ITJZOLS,X,X,X,X,X
ITJZOSL,X,X,X,X,X
ITJOLSZ,X,X,X,X,X
ITJOLZS,X,X,X,X,X
ITJOSLZ,X,X,X,X,X
ITJOSZL,X,X,X,X,X
ITJOZLS,X,X,X,X,X
ITJOZSL,X,X,X,X,X
ITSLJZO,O,X,X,X,X
ITSLJOZ,O,X,X,X,X
ITSLZJO,O,X,X,X,X
ITSLZOJ,O,X,X,X,X
ITSLOJZ,O,X,X,X,X
ITSLOZJ,O,X,X,X,X
ITSJLZO,O,X,X,X,X
ITSJLOZ,O,X,X,X,X
ITSJZLO,O,X,X,X,X
ITSJZOL,X,X,X,X,X
ITSJOLZ,X,X,X,X,X
ITSJOZL,X,X,X,X,X
ITSZLJO,O,X,X,X,X
ITSZLOJ,O,X,X,X,X
ITSZJLO,O,X,X,X,X
ITSZJOL,X,X,X,X,X
ITSZOLJ,X,X,X,X,X
ITSZOJL,X,X,X,X,X
ITSOLJZ,X,X,X,X,X
ITSOLZJ,X,X,X,X,X
ITSOJLZ,X,X,X,X,X
ITSOJZL,X,X,X,X,X
ITSOZLJ,X,X,X,X,X
ITSOZJL,X,X,X,X,X
ITZLJSO,X,X,X,X,X
ITZLJOS,X,X,X,X,X
ITZLSJO,X,X,X,X,X
ITZLSOJ,X,X,X,X,X
ITZLOJS,X,X,X,X,X
ITZLOSJ,X,X,X,X,X
ITZJLSO,X,X,X,X,X
ITZJLOS,X,X,X,X,X
ITZJSLO,X,X,X,X,X
ITZJSOL,X,X,X,X,X
ITZJOLS,X,X,X,X,X
ITZJOSL,X,X,X,X,X
ITZSLJO,X,X,X,X,X
ITZSLOJ,X,X,X,X,X
ITZSJLO,X,X,X,X,X
ITZSJOL,X,X,X,X,X
ITZSOLJ,X,X,X,X,X
ITZSOJL,X,X,X,X,X
ITZOLJS,X,X,X,X,X
ITZOLSJ,X,X,X,X,X
ITZOJLS,X,X,X,X,X
ITZOJSL,X,X,X,X,X
ITZOSLJ,X,X,X,X,X
ITZOSJL,X,X,X,X,X
ITOLJSZ,X,X,X,X,X
ITOLJZS,X,X,X,X,X
ITOLSJZ,X,X,X,X,X
ITOLSZJ,X,X,X,X,X
ITOLZJS,X,X,X,X,X
ITOLZSJ,X,X,X,X,X
ITOJLSZ,X,X,X,X,X
ITOJLZS,X,X,X,X,X
ITOJSLZ,X,X,X,X,X
ITOJSZL,X,X,X,X,X
ITOJZLS,X,X,X,X,X
ITOJZSL,X,X,X,X,X
ITOSLJZ,X,X,X,X,X
ITOSLZJ,X,X,X,X,X
ITOSJLZ,X,X,X,X,X
ITOSJZL,X,X,X,X,X
ITOSZLJ,X,X,X,X,X
ITOSZJL,X,X,X,X,X
ITOZLJS,X,X,X,X,X
ITOZLSJ,X,X,X,X,X
ITOZJLS,X,X,X,X,X
ITOZJSL,X,X,X,X,X
ITOZSLJ,X,X,X,X,X
ITOZSJL,X,X,X,X,X
ILTJSZO,O,X,O,X,X
ILTJSOZ,O,X,X,X,X
ILTJZSO,X,X,X,X,X
ILTJZOS,X,X,X,X,X
ILTJOSZ,O,X,X,X,X
ILTJOZS,X,X,X,X,X
ILTSJZO,O,X,O,X,X
ILTSJOZ,O,X,X,X,X
ILTSZJO,O,X,O,X,X
ILTSZOJ,O,X,O,X,X
ILTSOJZ,O,X,O,X,X
ILTSOZJ,O,X,O,X,X
ILTZJSO,X,X,X,X,X
ILTZJOS,X,X,X,X,X
ILTZSJO,X,X,X,X,X
ILTZSOJ,X,X,X,X,X
ILTZOJS,X,X,X,X,X
ILTZOSJ,X,X,X,X,X
ILTOJSZ,O,X,O,X,X
ILTOJZS,X,X,X,X,X
ILTOSJZ,O,X,O,X,X
ILTOSZJ,O,X,O,X,X
ILTOZJS,X,X,X,X,X
ILTOZSJ,X,X,X,X,X
ILJTSZO,X,X,O,X,X
ILJTSOZ,X,X,X,X,X
ILJTZSO,X,X,X,X,X
ILJTZOS,X,X,X,X,X
ILJTOSZ,X,X,X,X,X
ILJTOZS,X,X,X,X,X
ILJSTZO,X,X,O,X,X
ILJSTOZ,X,X,X,X,X
ILJSZTO,X,X,O,O,X
ILJSZOT,X,X,X,O,X
ILJSOTZ,X,X,X,X,X
ILJSOZT,X,X,X,O,X
ILJZTSO,X,X,X,X,X
ILJZTOS,X,X,X,X,X
ILJZSTO,X,X,X,O,X
ILJZSOT,X,X,X,O,X
ILJZOTS,X,X,X,X,X
ILJZOST,X,X,X,O,X
ILJOTSZ,X,X,X,X,X
ILJOTZS,X,X,X,X,X
ILJOSTZ,X,X,X,X,X
ILJOSZT,X,X,X,O,X
ILJOZTS,X,X,X,X,X
ILJOZST,X,X,X,O,X
ILSTJZO,O,X,O,X,X
ILSTJOZ,O,X,X,X,X
ILSTZJO,O,O,O,X,X
ILSTZOJ,O,X,O,X,X
ILSTOJZ,O,X,O,X,X
ILSTOZJ,O,X,O,X,X
ILSJTZO,X,X,O,X,X
ILSJTOZ,X,X,X,X,X
ILSJZTO,X,X,O,O,X
ILSJZOT,X,X,X,O,X
ILSJOTZ,X,X,X,X,X
ILSJOZT,X,X,X,O,X
ILSZTJO,O,O,O,X,X
ILSZTOJ,O,X,O,X,X
ILSZJTO,X,O,O,X,X
ILSZJOT,X,X,X,X,X
ILSZOTJ,O,X,O,X,X
ILSZOJT,X,X,O,X,X
ILSOTJZ,O,X,O,X,X
ILSOTZJ,O,X,O,X,X
ILSOJTZ,X,X,O,X,X
ILSOJZT,X,X,O,O,X
ILSOZTJ,O,X,O,X,X
ILSOZJT,X,X,O,X,X
ILZTJSO,X,X,X,X,X
ILZTJOS,X,X,X,X,X
ILZTSJO,X,X,X,X,X
ILZTSOJ,X,X,X,X,X
ILZTOJS,X,X,X,X,X
ILZTOSJ,X,X,X,X,X
ILZJTSO,X,X,X,X,X
ILZJTOS,X,X,X,X,X
ILZJSTO,X,O,X,X,X
ILZJSOT,X,X,X,X,X
ILZJOTS,X,X,X,X,X
ILZJOST,X,X,X,X,X
ILZSTJO,X,O,X,X,X
ILZSTOJ,X,X,X,X,X
ILZSJTO,X,O,X,X,X
ILZSJOT,X,X,X,X,X
ILZSOTJ,X,X,X,X,X
ILZSOJT,X,X,X,X,X
ILZOTJS,X,X,X,X,X
ILZOTSJ,X,X,X,X,X
ILZOJTS,X,X,X,X,X
ILZOJST,X,X,X,X,X
ILZOSTJ,X,X,X,X,X
ILZOSJT,X,X,X,X,X
ILOTJSZ,O,X,O,X,X
ILOTJZS,X,X,X,X,X
ILOTSJZ,O,X,O,X,X
ILOTSZJ,O,X,O,X,X
ILOTZJS,X,X,X,X,X
ILOTZSJ,X,X,X,X,X
ILOJTSZ,X,X,O,X,X
ILOJTZS,X,X,X,X,X
ILOJSTZ,X,X,O,X,X
ILOJSZT,X,X,O,O,X
ILOJZTS,X,X,X,X,X
ILOJZST,X,X,X,O,X
ILOSTJZ,O,X,O,X,X
ILOSTZJ,O,X,O,X,X
ILOSJTZ,X,X,O,X,X
ILOSJZT,X,X,O,O,X
ILOSZTJ,O,X,O,X,X
ILOSZJT,X,X,O,X,X
ILOZTJS,X,X,X,X,X
ILOZTSJ,X,X,X,X,X
ILOZJTS,X,X,X,X,X
ILOZJST,X,X,X,X,X
ILOZSTJ,X,X,X,X,X
ILOZSJT,X,X,X,X,X
IJTLSZO,X,X,X,X,X
IJTLSOZ,X,X,X,X,X
IJTLZSO,X,X,X,X,X
IJTLZOS,X,X,X,X,X
IJTLOSZ,X,X,X,X,X
IJTLOZS,X,X,X,X,X
IJTSLZO,X,X,X,X,X
IJTSLOZ,X,X,X,X,X
IJTSZLO,X,X,X,X,X
IJTSZOL,X,X,X,X,X
IJTSOLZ,X,X,X,X,X
IJTSOZL,X,X,X,X,X
IJTZLSO,X,X,X,X,X
IJTZLOS,X,X,X,X,X
IJTZSLO,X,X,X,X,X
IJTZSOL,X,X,X,X,X
IJTZOLS,X,X,X,X,X
IJTZOSL,X,X,X,X,X
IJTOLSZ,X,X,X,X,X
IJTOLZS,X,X,X,X,X
IJTOSLZ,X,X,X,X,X
IJTOSZL,X,X,X,X,X
IJTOZLS,X,X,X,X,X
IJTOZSL,X,X,X,X,X
IJLTSZO,X,X,O,X,X
IJLTSOZ,X,X,X,X,X
IJLTZSO,X,X,X,X,X
IJLTZOS,X,X,X,X,X
IJLTOSZ,X,X,X,X,X
IJLTOZS,X,X,X,X,X
IJLSTZO,X,X,O,X,X
IJLSTOZ,X,X,X,X,X
IJLSZTO,X,X,O,O,X
IJLSZOT,X,X,X,O,X
IJLSOTZ,X,X,X,X,X
IJLSOZT,X,X,X,O,X
IJLZTSO,X,X,X,X,X
IJLZTOS,X,X,X,X,X
IJLZSTO,X,X,X,O,X
IJLZSOT,X,X,X,O,X
IJLZOTS,X,X,X,X,X
IJLZOST,X,X,X,O,X
IJLOTSZ,X,X,X,X,X
IJLOTZS,X,X,X,X,X
IJLOSTZ,X,X,X,X,X
IJLOSZT,X,X,X,O,X
IJLOZTS,X,X,X,X,X
IJLOZST,X,X,X,O,X
IJSTLZO,X,X,X,X,X
IJSTLOZ,X,X,X,X,X
IJSTZLO,X,X,X,X,X
IJSTZOL,X,X,X,X,X
IJSTOLZ,X,X,X,X,X
IJSTOZL,X,X,X,X,X
IJSLTZO,X,X,O,X,X
IJSLTOZ,X,X,X,X,X
IJSLZTO,X,X,O,O,X
IJSLZOT,X,X,X,O,X
IJSLOTZ,X,X,X,X,X
IJSLOZT,X,X,X,O,X
IJSZTLO,X,X,O,O,X
IJSZTOL,X,X,O,X,X
IJSZLTO,X,X,O,O,X
IJSZLOT,X,X,X,O,X
IJSZOTL,X,X,X,X,X
IJSZOLT,X,X,X,X,X
IJSOTLZ,X,X,X,X,X
IJSOTZL,X,X,X,X,X
IJSOLTZ,X,X,X,X,X
IJSOLZT,X,X,X,X,X
IJSOZTL,X,X,X,X,X
IJSOZLT,X,X,X,X,X
IJZTLSO,X,X,X,X,X
IJZTLOS,X,X,X,X,X
IJZTSLO,X,X,X,X,X
IJZTSOL,X,X,X,X,X
IJZTOLS,X,X,X,X,X
IJZTOSL,X,X,X,X,X
IJZLTSO,X,X,X,X,X
IJZLTOS,X,X,X,X,X
IJZLSTO,X,X,X,O,X
IJZLSOT,X,X,X,O,X
IJZLOTS,X,X,X,X,X
IJZLOST,X,X,X,O,X
IJZSTLO,X,X,X,O,X
IJZSTOL,X,X,X,X,X
IJZSLTO,X,X,X,O,X
IJZSLOT,X,X,X,O,X
IJZSOTL,X,X,X,X,X
IJZSOLT,X,X,X,X,X
IJZOTLS,X,X,X,X,X
IJZOTSL,X,X,X,X,X
IJZOLTS,X,X,X,X,X
IJZOLST,X,X,X,X,X
IJZOSTL,X,X,X,X,X
IJZOSLT,X,X,X,X,X
IJOTLSZ,X,X,X,X,X
IJOTLZS,X,X,X,X,X
IJOTSLZ,X,X,X,X,X
IJOTSZL,X,X,X,X,X
IJOTZLS,X,X,X,X,X
IJOTZSL,X,X,X,X,X
IJOLTSZ,X,X,X,X,X
IJOLTZS,X,X,X,X,X
IJOLSTZ,X,X,X,X,X
IJOLSZT,X,X,X,X,X
IJOLZTS,X,X,X,X,X
IJOLZST,X,X,X,X,X
IJOSTLZ,X,X,X,X,X
IJOSTZL,X,X,X,X,X
IJOSLTZ,X,X,X,X,X
IJOSLZT,X,X,X,X,X
IJOSZTL,X,X,X,X,X
IJOSZLT,X,X,X,X,X
IJOZTLS,X,X,X,X,X
IJOZTSL,X,X,X,X,X
IJOZLTS,X,X,X,X,X
IJOZLST,X,X,X,X,X
IJOZSTL,X,X,X,X,X
IJOZSLT,X,X,X,X,X
ISTLJZO,O,X,X,X,X
ISTLJOZ,O,X,X,X,X
ISTLZJO,O,O,X,X,X
ISTLZOJ,O,X,X,X,X
ISTLOJZ,O,X,X,X,X
ISTLOZJ,O,X,X,X,X
ISTJLZO,O,X,X,X,X
ISTJLOZ,O,X,X,X,X
ISTJZLO,O,X,X,X,X
ISTJZOL,X,X,X,X,X
ISTJOLZ,X,X,X,X,X
ISTJOZL,X,X,X,X,X
ISTZLJO,O,O,X,X,X
ISTZLOJ,O,X,X,X,X
ISTZJLO,O,O,X,X,X
ISTZJOL,X,O,X,X,X
ISTZOLJ,X,O,X,X,X
ISTZOJL,X,O,X,X,X
ISTOLJZ,X,X,X,X,X
ISTOLZJ,X,O,X,X,X
ISTOJLZ,X,X,X,X,X
ISTOJZL,X,X,X,X,X
ISTOZLJ,X,O,X,X,X
ISTOZJL,X,O,X,X,X
ISLTJZO,O,X,O,X,X
ISLTJOZ,O,X,X,X,X
ISLTZJO,O,O,O,X,X
ISLTZOJ,O,X,O,X,X
ISLTOJZ,O,X,O,X,X
ISLTOZJ,O,X,O,X,X
ISLJTZO,X,X,O,X,X
ISLJTOZ,X,X,X,X,X
ISLJZTO,X,X,O,O,X
ISLJZOT,X,X,X,O,X
ISLJOTZ,X,X,X,X,X
ISLJOZT,X,X,X,O,X
ISLZTJO,O,O,O,X,X
ISLZTOJ,O,X,O,X,X
ISLZJTO,X,O,O,X,X
ISLZJOT,X,X,X,X,X
ISLZOTJ,O,X,O,X,X
ISLZOJT,X,X,O,X,X
ISLOTJZ,O,X,O,X,X
ISLOTZJ,O,X,O,X,X
ISLOJTZ,X,X,O,X,X
ISLOJZT,X,X,O,O,X
ISLOZTJ,O,X,O,X,X
ISLOZJT,X,X,O,X,X
ISJTLZO,X,X,X,X,X
ISJTLOZ,X,X,X,X,X
ISJTZLO,X,X,X,X,X
ISJTZOL,X,X,X,X,X
ISJTOLZ,X,X,X,X,X
ISJTOZL,X,X,X,X,X
ISJLTZO,X,X,O,X,X
ISJLTOZ,X,X,X,X,X
ISJLZTO,X,X,O,O,X
ISJLZOT,X,X,X,O,X
ISJLOTZ,X,X,X,X,X
ISJLOZT,X,X,X,O,X
ISJZTLO,X,X,O,O,X
ISJZTOL,X,X,O,X,X
ISJZLTO,X,X,O,O,X
ISJZLOT,X,X,X,O,X
ISJZOTL,X,X,X,X,X
ISJZOLT,X,X,X,X,X
ISJOTLZ,X,X,X,X,X
ISJOTZL,X,X,X,X,X
ISJOLTZ,X,X,X,X,X
ISJOLZT,X,X,X,X,X
ISJOZTL,X,X,X,X,X
ISJOZLT,X,X,X,X,X
ISZTLJO,O,O,X,X,X
ISZTLOJ,O,X,X,X,X
ISZTJLO,O,O,O,X,X
ISZTJOL,X,O,O,X,X
ISZTOLJ,X,O,X,X,X
ISZTOJL,X,O,O,X,X
ISZLTJO,O,O,O,X,X
ISZLTOJ,O,X,O,X,X
ISZLJTO,X,O,O,X,X
ISZLJOT,X,X,X,X,X
ISZLOTJ,O,X,O,X,X
ISZLOJT,X,X,O,X,X
ISZJTLO,X,O,O,X,X
ISZJTOL,X,O,O,X,X
ISZJLTO,X,O,O,X,X
ISZJLOT,X,X,X,X,X
ISZJOTL,X,O,X,X,X
ISZJOLT,X,O,X,X,X
ISZOTLJ,X,O,X,X,X
ISZOTJL,X,O,O,X,X
ISZOLTJ,X,O,O,X,X
ISZOLJT,X,O,O,X,X
ISZOJTL,X,O,O,X,X
ISZOJLT,X,O,O,X,X
ISOTLJZ,X,X,X,X,X
ISOTLZJ,X,O,X,X,X
ISOTJLZ,X,X,X,X,X
ISOTJZL,X,X,X,X,X
ISOTZLJ,X,O,X,X,X
ISOTZJL,X,O,X,X,X
ISOLTJZ,X,X,O,X,X
ISOLTZJ,X,O,O,X,X
ISOLJTZ,X,X,O,X,X
ISOLJZT,X,X,O,X,X
ISOLZTJ,X,O,O,X,X
ISOLZJT,X,O,O,X,X
ISOJTLZ,X,X,X,X,X
ISOJTZL,X,X,X,X,X
ISOJLTZ,X,X,O,X,X
ISOJLZT,X,X,O,X,X
ISOJZTL,X,X,O,X,X
ISOJZLT,X,X,O,X,X
ISOZTLJ,X,O,X,X,X
ISOZTJL,X,O,O,X,X
ISOZLTJ,X,O,O,X,X
ISOZLJT,X,O,O,X,X
ISOZJTL,X,O,O,X,X
ISOZJLT,X,O,O,X,X
IZTLJSO,X,X,X,X,X
IZTLJOS,X,X,X,X,X
IZTLSJO,X,X,X,X,X
IZTLSOJ,X,X,X,X,X
IZTLOJS,X,X,X,X,X
IZTLOSJ,X,X,X,X,X
IZTJLSO,X,X,X,X,X
IZTJLOS,X,X,X,X,X
IZTJSLO,X,X,X,X,X
IZTJSOL,X,X,X,X,X
IZTJOLS,X,X,X,X,X
IZTJOSL,X,X,X,X,X
IZTSLJO,X,X,X,X,X
IZTSLOJ,X,X,X,X,X
IZTSJLO,X,X,X,X,X
IZTSJOL,X,X,X,X,X
IZTSOLJ,X,X,X,X,X
IZTSOJL,X,X,X,X,X
IZTOLJS,X,X,X,X,X
IZTOLSJ,X,X,X,X,X
IZTOJLS,X,X,X,X,X
IZTOJSL,X,X,X,X,X
IZTOSLJ,X,X,X,X,X
IZTOSJL,X,X,X,X,X
IZLTJSO,X,X,X,X,X
IZLTJOS,X,X,X,X,X
IZLTSJO,X,X,X,X,X
IZLTSOJ,X,X,X,X,X
IZLTOJS,X,X,X,X,X
IZLTOSJ,X,X,X,X,X
IZLJTSO,X,X,X,X,X
IZLJTOS,X,X,X,X,X
IZLJSTO,X,O,X,X,X
IZLJSOT,X,X,X,X,X
IZLJOTS,X,X,X,X,X
IZLJOST,X,X,X,X,X
IZLSTJO,X,O,X,X,X
IZLSTOJ,X,X,X,X,X
IZLSJTO,X,O,X,X,X
IZLSJOT,X,X,X,X,X
IZLSOTJ,X,X,X,X,X
IZLSOJT,X,X,X,X,X
IZLOTJS,X,X,X,X,X
IZLOTSJ,X,X,X,X,X
IZLOJTS,X,X,X,X,X
IZLOJST,X,X,X,X,X
IZLOSTJ,X,X,X,X,X
IZLOSJT,X,X,X,X,X
IZJTLSO,X,X,X,X,X
IZJTLOS,X,X,X,X,X
IZJTSLO,X,X,X,X,X
IZJTSOL,X,X,X,X,X
IZJTOLS,X,X,X,X,X
IZJTOSL,X,X,X,X,X
IZJLTSO,X,X,X,X,X
IZJLTOS,X,X,X,X,X
IZJLSTO,X,O,X,X,X
IZJLSOT,X,X,X,X,X
IZJLOTS,X,X,X,X,X
IZJLOST,X,X,X,X,X
IZJSTLO,X,O,X,X,X
IZJSTOL,X,O,X,X,X
IZJSLTO,X,O,X,X,X
IZJSLOT,X,X,X,X,X
IZJSOTL,X,O,X,X,X
IZJSOLT,X,O,X,X,X
IZJOTLS,X,X,X,X,X
IZJOTSL,X,X,X,X,X
IZJOLTS,X,X,X,X,X
IZJOLST,X,O,X,X,X
IZJOSTL,X,O,X,X,X
IZJOSLT,X,O,X,X,X
IZSTLJO,X,O,X,X,X
IZSTLOJ,X,X,X,X,X
IZSTJLO,X,O,X,X,X
IZSTJOL,X,O,X,X,X
IZSTOLJ,X,O,X,X,X
IZSTOJL,X,O,X,X,X
IZSLTJO,X,O,X,X,X
IZSLTOJ,X,X,X,X,X
IZSLJTO,X,O,X,X,X
IZSLJOT,X,X,X,X,X
IZSLOTJ,X,X,X,X,X
IZSLOJT,X,X,X,X,X
IZSJTLO,X,O,X,X,X
IZSJTOL,X,O,X,X,X
IZSJLTO,X,O,X,X,X
IZSJLOT,X,X,X,X,X
IZSJOTL,X,O,X,X,X
IZSJOLT,X,O,X,X,X
IZSOTLJ,X,O,X,X,X
IZSOTJL,X,O,X,X,X
IZSOLTJ,X,O,X,X,X
IZSOLJT,X,O,X,X,X
IZSOJTL,X,O,X,X,X
IZSOJLT,X,O,X,X,X
IZOTLJS,X,X,X,X,X
IZOTLSJ,X,X,X,X,X
IZOTJLS,X,X,X,X,X
IZOTJSL,X,X,X,X,X
IZOTSLJ,X,X,X,X,X
IZOTSJL,X,X,X,X,X
IZOLTJS,X,X,X,X,X
IZOLTSJ,X,X,X,X,X
IZOLJTS,X,X,X,X,X
IZOLJST,X,O,X,X,X
IZOLSTJ,X,O,X,X,X
IZOLSJT,X,O,X,X,X
IZOJTLS,X,X,X,X,X
IZOJTSL,X,X,X,X,X
IZOJLTS,X,X,X,X,X
IZOJLST,X,O,X,X,X
IZOJSTL,X,O,X,X,X
IZOJSLT,X,O,X,X,X
IZOSTLJ,X,O,X,X,X
IZOSTJL,X,O,X,X,X
IZOSLTJ,X,O,X,X,X
IZOSLJT,X,O,X,X,X
IZOSJTL,X,O,X,X,X
IZOSJLT,X,O,X,X,X
IOTLJSZ,X,X,X,X,X
IOTLJZS,X,X,X,X,X
IOTLSJZ,X,X,X,X,X
IOTLSZJ,X,X,X,X,X
IOTLZJS,X,X,X,X,X
IOTLZSJ,X,X,X,X,X
IOTJLSZ,X,X,X,X,X
IOTJLZS,X,X,X,X,X
IOTJSLZ,X,X,X,X,X
IOTJSZL,X,X,X,X,X
IOTJZLS,X,X,X,X,X
IOTJZSL,X,X,X,X,X
IOTSLJZ,X,X,X,X,X
IOTSLZJ,X,X,X,X,X
IOTSJLZ,X,X,X,X,X
IOTSJZL,X,X,X,X,X
IOTSZLJ,X,X,X,X,X
IOTSZJL,X,X,X,X,X
IOTZLJS,X,X,X,X,X
IOTZLSJ,X,X,X,X,X
IOTZJLS,X,X,X,X,X
IOTZJSL,X,X,X,X,X
IOTZSLJ,X,X,X,X,X
IOTZSJL,X,X,X,X,X
IOLTJSZ,X,X,O,X,X
IOLTJZS,X,X,X,X,X
IOLTSJZ,X,X,O,X,X
IOLTSZJ,X,X,O,X,X
IOLTZJS,X,X,X,X,X
IOLTZSJ,X,X,X,X,X
IOLJTSZ,X,X,O,X,X
IOLJTZS,X,X,X,X,X
IOLJSTZ,X,X,O,X,X
IOLJSZT,X,X,O,X,X
IOLJZTS,X,X,X,X,X
IOLJZST,X,X,X,X,X
IOLSTJZ,X,X,O,X,X
IOLSTZJ,X,O,O,X,X
IOLSJTZ,X,X,O,X,X
IOLSJZT,X,X,O,X,X
IOLSZTJ,X,O,O,X,X
IOLSZJT,X,O,O,X,X
IOLZTJS,X,X,X,X,X
IOLZTSJ,X,X,X,X,X
IOLZJTS,X,X,X,X,X
IOLZJST,X,O,X,X,X
IOLZSTJ,X,O,X,X,X
IOLZSJT,X,O,X,X,X
IOJTLSZ,X,X,X,X,X
IOJTLZS,X,X,X,X,X
IOJTSLZ,X,X,X,X,X
IOJTSZL,X,X,X,X,X
IOJTZLS,X,X,X,X,X
IOJTZSL,X,X,X,X,X
IOJLTSZ,X,X,O,X,X
IOJLTZS,X,X,X,X,X
IOJLSTZ,X,X,O,X,X
IOJLSZT,X,X,O,X,X
IOJLZTS,X,X,X,X,X
IOJLZST,X,X,X,X,X
IOJSTLZ,X,X,X,X,X
IOJSTZL,X,X,X,X,X
IOJSLTZ,X,X,O,X,X
IOJSLZT,X,X,O,X,X
IOJSZTL,X,X,O,X,X
IOJSZLT,X,X,O,X,X
IOJZTLS,X,X,X,X,X
IOJZTSL,X,X,X,X,X
IOJZLTS,X,X,X,X,X
IOJZLST,X,X,X,X,X
IOJZSTL,X,X,X,X,X
IOJZSLT,X,X,X,X,X
IOSTLJZ,X,X,X,X,X
IOSTLZJ,X,O,X,X,X
IOSTJLZ,X,X,X,X,X
IOSTJZL,X,X,X,X,X
IOSTZLJ,X,O,X,X,X
IOSTZJL,X,O,X,X,X
IOSLTJZ,X,X,O,X,X
IOSLTZJ,X,O,O,X,X
IOSLJTZ,X,X,O,X,X
IOSLJZT,X,X,O,X,X
IOSLZTJ,X,O,O,X,X
IOSLZJT,X,O,O,X,X
IOSJTLZ,X,X,X,X,X
IOSJTZL,X,X,X,X,X
IOSJLTZ,X,X,O,X,X
IOSJLZT,X,X,O,X,X
IOSJZTL,X,X,O,X,X
IOSJZLT,X,X,O,X,X
IOSZTLJ,X,O,X,X,X
IOSZTJL,X,O,O,X,X
IOSZLTJ,X,O,O,X,X
IOSZLJT,X,O,O,X,X
IOSZJTL,X,O,O,X,X
IOSZJLT,X,O,O,X,X
IOZTLJS,X,X,X,X,X
IOZTLSJ,X,X,X,X,X
IOZTJLS,X,X,X,X,X
IOZTJSL,X,X,X,X,X
IOZTSLJ,X,X,X,X,X
IOZTSJL,X,X,X,X,X
IOZLTJS,X,X,X,X,X
IOZLTSJ,X,X,X,X,X
IOZLJTS,X,X,X,X,X
IOZLJST,X,O,X,X,X
IOZLSTJ,X,O,X,X,X
IOZLSJT,X,O,X,X,X
IOZJTLS,X,X,X,X,X
IOZJTSL,X,X,X,X,X
IOZJLTS,X,X,X,X,X
IOZJLST,X,O,X,X,X
IOZJSTL,X,O,X,X,X
IOZJSLT,X,O,X,X,X
IOZSTLJ,X,O,X,X,X
IOZSTJL,X,O,X,X,X
IOZSLTJ,X,O,X,X,X
IOZSLJT,X,O,X,X,X
IOZSJTL,X,O,X,X,X
IOZSJLT,X,O,X,X,X
LTIJSZO,O,X,O,X,X
LTIJSOZ,O,X,X,X,X
LTIJZSO,X,X,X,X,X
LTIJZOS,X,X,X,X,X
LTIJOSZ,O,X,X,X,X
LTIJOZS,X,X,X,X,X
LTISJZO,O,X,O,X,X
LTISJOZ,O,X,X,X,X
LTISZJO,O,X,O,X,X
LTISZOJ,O,X,O,X,X
LTISOJZ,O,X,O,X,X
LTISOZJ,O,X,O,X,X
LTIZJSO,X,X,X,X,X
LTIZJOS,X,X,X,X,X
LTIZSJO,X,X,X,X,X
LTIZSOJ,X,X,X,X,X
LTIZOJS,X,X,X,X,X
LTIZOSJ,X,X,X,X,X
LTIOJSZ,O,X,O,X,X
LTIOJZS,X,X,X,X,X
LTIOSJZ,O,X,O,X,X
LTIOSZJ,O,X,O,X,X
LTIOZJS,X,X,X,X,X
LTIOZSJ,X,X,X,X,X
LTJISZO,O,X,O,X,X
LTJISOZ,O,X,X,X,X
LTJIZSO,X,X,X,X,X
LTJIZOS,X,X,X,X,X
LTJIOSZ,O,X,X,X,X
LTJIOZS,X,X,X,X,X
LTJSIZO,O,X,O,X,X
LTJSIOZ,O,X,X,X,X
LTJSZIO,O,X,O,X,X
LTJSZOI,O,X,X,X,X
LTJSOIZ,O,X,X,X,X
LTJSOZI,O,X,X,X,X
LTJZISO,X,X,X,X,X
LTJZIOS,X,X,X,X,X
LTJZSIO,X,X,X,X,X
LTJZSOI,X,X,X,X,X
LTJZOIS,X,X,X,X,X
LTJZOSI,X,X,X,X,X
LTJOISZ,O,X,X,X,X
LTJOIZS,X,X,X,X,X
LTJOSIZ,O,X,X,X,X
LTJOSZI,O,X,X,X,X
LTJOZIS,X,X,X,X,X
LTJOZSI,X,X,X,X,X
LTSIJZO,O,X,O,X,X
LTSIJOZ,O,X,X,X,X
LTSIZJO,O,X,O,X,X
LTSIZOJ,O,X,O,X,X
LTSIOJZ,O,X,O,X,X
LTSIOZJ,O,X,O,X,X
LTSJIZO,O,X,O,X,X
LTSJIOZ,O,X,X,X,X
LTSJZIO,O,X,O,X,X
LTSJZOI,O,X,X,X,X
LTSJOIZ,O,X,X,X,X
LTSJOZI,O,X,X,X,X
LTSZIJO,O,X,O,X,X
LTSZIOJ,O,X,O,X,X
LTSZJIO,O,X,O,X,X
LTSZJOI,O,X,X,X,X
