sequence,v115@IhA8GeA8AeA8FeB8AeC8AeB8AeB8JeZEJvhFalBzgB?XjBUnBFrBGsB,v115@IhA8GeA8AeA8FeB8AeC8AeB8AeB8JeZEJvhFUgBFhB?XjBzmB6sBmqB
ISJTZOL,O,O
ISJTOLZ,O,O
ISJTOZL,O,O
ISJLTZO,O,X
ISJLTOZ,O,X
ISJLZTO,O,X
ISJLZOT,X,O
ISJLOTZ,X,O
ISJLOZT,X,O
ISJZTLO,O,X
ISJZTOL,O,O
ISJZLTO,O,X
ISJZLOT,X,O
ISJZOTL,X,O
ISJZOLT,X,O
ISJOTLZ,X,O
ISJOTZL,X,O
ISJOLTZ,X,O
ISJOLZT,X,O
ISJOZTL,X,O
ISJOZLT,X,O
ISZTLJO,O,X
ISZTLOJ,O,X
ISZTJLO,O,X
ISZTJOL,O,O
ISZTOLJ,O,O
ISZTOJL,O,O
ISZLTJO,O,X
ISZLTOJ,O,X
ISZLJTO,O,X
ISZLJOT,X,O
ISZLOTJ,O,O
ISZLOJT,X,O
ISZJTLO,O,X
ISZJTOL,O,O
ISZJLTO,O,X
ISZJLOT,X,O
ISZJOTL,X,O
ISZJOLT,X,O
ISZOTLJ,O,O
ISZOTJL,O,O
ISZOLTJ,O,O
ISZOLJT,X,O
ISZOJTL,X,O
ISZOJLT,X,O
ISOTLJZ,O,X
ISOTLZJ,O,O
ISOTJLZ,O,O
ISOTJZL,O,O
ISOTZLJ,O,O
ISOTZJL,O,O
ISOLTJZ,O,X
ISOLTZJ,O,O
ISOLJTZ,X,O
ISOLJZT,X,O
ISOLZTJ,O,O
ISOLZJT,X,O
ISOJTLZ,X,O
ISOJTZL,X,O
ISOJLTZ,X,O
ISOJLZT,X,O
ISOJZTL,X,O
ISOJZLT,X,O
ISOZTLJ,O,O
ISOZTJL,O,O
ISOZLTJ,O,O
ISOZLJT,X,O
ISOZJTL,X,O
ISOZJLT,X,O
IZTLJSO,O,X
IZTLJOS,O,X
IZTLSJO,O,X
IZTLSOJ,O,X
IZTLOJS,O,X
IZTLOSJ,O,O
IZTJLSO,O,X
IZTJLOS,O,O
IZTJSLO,O,X
IZTJSOL,O,O
IZTJOLS,O,O
IZTJOSL,O,O
IZTSLJO,O,X
IZTSLOJ,O,X
IZTSJLO,O,X
IZTSJOL,O,O
IZTSOLJ,O,O
IZTSOJL,O,O
IZTOLJS,O,X
IZTOLSJ,O,O
IZTOJLS,O,O
IZTOJSL,O,O
IZTOSLJ,O,O
IZTOSJL,O,O
IZLTJSO,O,X
IZLTJOS,O,X
IZLTSJO,O,X
IZLTSOJ,O,X
IZLTOJS,O,X
IZLTOSJ,O,O
IZLJTSO,O,X
IZLJTOS,O,O
IZLJSTO,O,X
IZLJSOT,X,O
IZLJOTS,X,O
IZLJOST,X,O
IZLSTJO,O,X
IZLSTOJ,O,X
IZLSJTO,O,X
IZLSJOT,X,O
IZLSOTJ,O,O
IZLSOJT,X,O
IZLOTJS,O,X
IZLOTSJ,O,O
IZLOJTS,X,O
IZLOJST,X,O
IZLOSTJ,O,O
IZLOSJT,X,O
IZJTLSO,O,X
IZJTLOS,O,O
IZJTSLO,O,X
IZJTSOL,O,O
IZJTOLS,O,O
IZJTOSL,O,O
IZJLTSO,O,X
IZJLTOS,O,O
IZJLSTO,O,X
IZJLSOT,X,O
IZJLOTS,X,O
IZJLOST,X,O
IZJSTLO,O,X
IZJSTOL,O,O
IZJSLTO,O,X
IZJSLOT,X,O
IZJSOTL,X,O
IZJSOLT,X,O
IZJOTLS,X,O
IZJOTSL,X,O
IZJOLTS,X,O
IZJOLST,X,O
IZJOSTL,X,O
IZJOSLT,X,O
IZSTLJO,O,X
IZSTLOJ,O,X
IZSTJLO,O,X
IZSTJOL,O,O
IZSTOLJ,O,O
IZSTOJL,O,O
IZSLTJO,O,X
IZSLTOJ,O,X
IZSLJTO,O,X
IZSLJOT,X,O
IZSLOTJ,O,O
IZSLOJT,X,O
IZSJTLO,O,X
IZSJTOL,O,O
IZSJLTO,O,X
IZSJLOT,X,O
IZSJOTL,X,O
IZSJOLT,X,O
IZSOTLJ,O,O
IZSOTJL,O,O
IZSOLTJ,O,O
IZSOLJT,X,O
IZSOJTL,X,O
IZSOJLT,X,O
IZOTLJS,O,X
IZOTLSJ,O,O
IZOTJLS,O,O
IZOTJSL,O,O
IZOTSLJ,O,O
IZOTSJL,O,O
IZOLTJS,O,X
IZOLTSJ,O,O
IZOLJTS,X,O
IZOLJST,X,O
IZOLSTJ,O,O
IZOLSJT,X,O
IZOJTLS,X,O
IZOJTSL,X,O
IZOJLTS,X,O
IZOJLST,X,O
IZOJSTL,X,O
IZOJSLT,X,O
IZOSTLJ,O,O
IZOSTJL,O,O
IZOSLTJ,O,O
IZOSLJT,X,O
IZOSJTL,X,O
IZOSJLT,X,O
IOTLJSZ,O,X
IOTLJZS,O,X
IOTLSJZ,O,X
IOTLSZJ,O,O
IOTLZJS,O,X
IOTLZSJ,O,O
IOTJLSZ,O,O
IOTJLZS,O,O
IOTJSLZ,O,O
IOTJSZL,O,O
IOTJZLS,O,O
IOTJZSL,O,O
IOTSLJZ,O,X
IOTSLZJ,O,O
IOTSJLZ,O,O
IOTSJZL,O,O
IOTSZLJ,O,O
IOTSZJL,O,O
IOTZLJS,O,X
IOTZLSJ,O,O
IOTZJLS,O,O
IOTZJSL,O,O
IOTZSLJ,O,O
IOTZSJL,O,O
IOLTJSZ,O,X
IOLTJZS,O,X
IOLTSJZ,O,X
IOLTSZJ,O,O
IOLTZJS,O,X
IOLTZSJ,O,O
IOLJTSZ,X,O
IOLJTZS,X,O
IOLJSTZ,X,O
IOLJSZT,X,O
IOLJZTS,X,O
IOLJZST,X,O
IOLSTJZ,O,X
IOLSTZJ,O,O
IOLSJTZ,X,O
IOLSJZT,X,O
IOLSZTJ,O,O
IOLSZJT,X,O
IOLZTJS,O,X
IOLZTSJ,O,O
IOLZJTS,X,O
IOLZJST,X,O
IOLZSTJ,O,O
IOLZSJT,X,O
IOJTLSZ,X,O
IOJTLZS,X,O
IOJTSLZ,X,O
IOJTSZL,X,O
IOJTZLS,X,O
IOJTZSL,X,O
IOJLTSZ,X,O
IOJLTZS,X,O
IOJLSTZ,X,O
IOJLSZT,X,O
IOJLZTS,X,O
IOJLZST,X,O
IOJSTLZ,X,O
IOJSTZL,X,O
IOJSLTZ,X,O
IOJSLZT,X,O
IOJSZTL,X,O
IOJSZLT,X,O
IOJZTLS,X,O
IOJZTSL,X,O
IOJZLTS,X,O
IOJZLST,X,O
IOJZSTL,X,O
IOJZSLT,X,O
IOSTLJZ,O,X
IOSTLZJ,O,O
IOSTJLZ,O,O
IOSTJZL,O,O
IOSTZLJ,O,O
IOSTZJL,O,O
IOSLTJZ,O,X
IOSLTZJ,O,O
IOSLJTZ,X,O
IOSLJZT,X,O
IOSLZTJ,O,O
IOSLZJT,X,O
IOSJTLZ,X,O
IOSJTZL,X,O
IOSJLTZ,X,O
IOSJLZT,X,O
IOSJZTL,X,O
IOSJZLT,X,O
IOSZTLJ,O,O
IOSZTJL,O,O
IOSZLTJ,O,O
IOSZLJT,X,O
IOSZJTL,X,O
IOSZJLT,X,O
IOZTLJS,O,X
IOZTLSJ,O,O
IOZTJLS,O,O
IOZTJSL,O,O
IOZTSLJ,O,O
IOZTSJL,O,O
IOZLTJS,O,X
IOZLTSJ,O,O
IOZLJTS,X,O
IOZLJST,X,O
IOZLSTJ,O,O
IOZLSJT,X,O
IOZJTLS,X,O
IOZJTSL,X,O
IOZJLTS,X,O
IOZJLST,X,O
IOZJSTL,X,O
IOZJSLT,X,O
IOZSTLJ,O,O
IOZSTJL,O,O
IOZSLTJ,O,O
IOZSLJT,X,O
IOZSJTL,X,O
IOZSJLT,X,O
LTIJSZO,O,X
LTIJSOZ,O,X
LTIJZSO,O,X
LTIJZOS,O,X
LTIJOSZ,O,X
LTIJOZS,O,X
LTISJZO,O,X
LTISJOZ,O,X
LTISZJO,O,X
LTISZOJ,O,X
LTISOJZ,O,X
LTISOZJ,O,X
LTIZJSO,O,X
LTIZJOS,O,X
LTIZSJO,O,X
LTIZSOJ,O,X
LTIZOJS,O,X
LTIZOSJ,O,X
LTIOJSZ,O,X
LTIOJZS,O,X
LTIOSJZ,O,X
LTIOSZJ,O,X
LTIOZJS,O,X
LTIOZSJ,O,X
LTJISZO,O,X
LTJISOZ,O,X
LTJIZSO,O,X
LTJIZOS,O,X
LTJIOSZ,O,X
LTJIOZS,O,X
LTJSIZO,O,X
LTJSIOZ,O,X
LTJSZIO,O,X
LTJSZOI,O,X
LTJSOIZ,O,X
LTJSOZI,O,X
LTJZISO,O,X
LTJZIOS,O,X
LTJZSIO,O,X
LTJZSOI,O,X
LTJZOIS,O,X
LTJZOSI,O,X
LTJOISZ,O,X
LTJOIZS,O,X
LTJOSIZ,O,X
LTJOSZI,O,X
LTJOZIS,O,X
LTJOZSI,O,X
LTSIJZO,O,X
LTSIJOZ,O,X
LTSIZJO,O,X
LTSIZOJ,O,X
LTSIOJZ,O,X
LTSIOZJ,O,X
LTSJIZO,O,X
LTSJIOZ,O,X
LTSJZIO,O,X
LTSJZOI,O,X
LTSJOIZ,O,X
LTSJOZI,O,X
LTSZIJO,O,X
LTSZIOJ,O,X
LTSZJIO,O,X
LTSZJOI,O,X
LTSZOIJ,O,X
LTSZOJI,O,X
LTSOIJZ,O,X
LTSOIZJ,O,X
LTSOJIZ,O,X
LTSOJZI,O,X
LTSOZIJ,O,X
LTSOZJI,O,X
LTZIJSO,O,X
LTZIJOS,O,X
LTZISJO,O,X
LTZISOJ,O,X
LTZIOJS,O,X
LTZIOSJ,O,X
LTZJISO,O,X
LTZJIOS,O,X
LTZJSIO,O,X
LTZJSOI,O,X
LTZJOIS,O,X
LTZJOSI,O,X
LTZSIJO,O,X
LTZSIOJ,O,X
LTZSJIO,O,X
LTZSJOI,O,X
LTZSOIJ,O,X
LTZSOJI,O,X
LTZOIJS,O,X
LTZOISJ,O,X
LTZOJIS,O,X
LTZOJSI,O,X
LTZOSIJ,O,X
LTZOSJI,O,X
LTOIJSZ,O,X
LTOIJZS,O,X
LTOISJZ,O,X
LTOISZJ,O,X
LTOIZJS,O,X
LTOIZSJ,O,X
LTOJISZ,O,X
LTOJIZS,O,X
LTOJSIZ,O,X
LTOJSZI,O,X
LTOJZIS,O,X
LTOJZSI,O,X
LTOSIJZ,O,X
LTOSIZJ,O,X
LTOSJIZ,O,X
LTOSJZI,O,X
LTOSZIJ,O,X
LTOSZJI,O,X
LTOZIJS,O,X
LTOZISJ,O,X
LTOZJIS,O,X
LTOZJSI,O,X
LTOZSIJ,O,X
LTOZSJI,O,X
LITJSZO,O,X
LITJSOZ,O,X
LITJZSO,O,X
LITJZOS,O,X
LITJOSZ,O,X
LITJOZS,O,X
LITSJZO,O,X
LITSJOZ,O,X
LITSZJO,O,X
LITSZOJ,O,X
LITSOJZ,O,X
LITSOZJ,O,X
LITZJSO,O,X
LITZJOS,O,X
LITZSJO,O,X
LITZSOJ,O,X
LITZOJS,O,X
LITZOSJ,O,X
LITOJSZ,O,X
LITOJZS,O,X
LITOSJZ,O,X
LITOSZJ,O,X
LITOZJS,O,X
LITOZSJ,O,X
LIJTSZO,O,X
LIJTSOZ,O,X
LIJTZSO,O,X
LIJTZOS,O,O
LIJTOSZ,O,O
LIJTOZS,O,O
LIJSTZO,O,X
LIJSTOZ,O,X
LIJSZTO,O,X
LIJSZOT,X,O
LIJSOTZ,X,O
LIJSOZT,X,O
LIJZTSO,O,X
LIJZTOS,O,O
LIJZSTO,O,X
LIJZSOT,X,O
LIJZOTS,X,O
LIJZOST,X,O
LIJOTSZ,X,O
LIJOTZS,X,O
LIJOSTZ,X,O
LIJOSZT,X,O
LIJOZTS,X,O
LIJOZST,X,O
LISTJZO,O,X
LISTJOZ,O,X
LISTZJO,O,X
LISTZOJ,O,X
LISTOJZ,O,X
LISTOZJ,O,X
LISJTZO,O,X
LISJTOZ,O,X
LISJZTO,O,X
LISJZOT,X,O
LISJOTZ,X,O
LISJOZT,X,O
LISZTJO,O,X
LISZTOJ,O,X
LISZJTO,O,X
LISZJOT,X,O
LISZOTJ,O,O
LISZOJT,X,O
LISOTJZ,O,X
LISOTZJ,O,O
LISOJTZ,X,O
LISOJZT,X,O
LISOZTJ,O,O
LISOZJT,X,O
LIZTJSO,O,X
LIZTJOS,O,X
LIZTSJO,O,X
LIZTSOJ,O,X
LIZTOJS,O,X
LIZTOSJ,O,O
LIZJTSO,O,X
LIZJTOS,O,O
LIZJSTO,O,X
LIZJSOT,X,O
LIZJOTS,X,O
LIZJOST,X,O
LIZSTJO,O,X
LIZSTOJ,O,X
LIZSJTO,O,X
LIZSJOT,X,O
LIZSOTJ,O,O
LIZSOJT,X,O
LIZOTJS,O,X
LIZOTSJ,O,O
LIZOJTS,X,O
LIZOJST,X,O
LIZOSTJ,O,O
LIZOSJT,X,O
LIOTJSZ,O,X
LIOTJZS,O,X
LIOTSJZ,O,X
LIOTSZJ,O,O
LIOTZJS,O,X
LIOTZSJ,O,O
LIOJTSZ,X,O
LIOJTZS,X,O
LIOJSTZ,X,O
LIOJSZT,X,O
LIOJZTS,X,O
LIOJZST,X,O
LIOSTJZ,O,X
LIOSTZJ,O,O
LIOSJTZ,X,O
LIOSJZT,X,O
LIOSZTJ,O,O
LIOSZJT,X,O
LIOZTJS,O,X
LIOZTSJ,O,O
LIOZJTS,X,O
LIOZJST,X,O
LIOZSTJ,O,O
LIOZSJT,X,O
LJTISZO,O,X
LJTISOZ,O,X
LJTIZSO,O,X
LJTIZOS,O,O
LJTIOSZ,O,O
LJTIOZS,O,O
LJTSIZO,O,X
LJTSIOZ,O,X
LJTSZIO,O,X
LJTSZOI,O,X
LJTSOIZ,O,X
LJTSOZI,O,X
LJTZISO,O,X
LJTZIOS,O,O
LJTZSIO,O,X
LJTZSOI,O,X
LJTZOIS,O,O
LJTZOSI,O,O
LJTOISZ,O,O
LJTOIZS,O,O
LJTOSIZ,O,O
LJTOSZI,O,O
LJTOZIS,O,O
LJTOZSI,O,O
LJITSZO,O,X
LJITSOZ,O,X
LJITZSO,O,X
LJITZOS,O,O
LJITOSZ,O,O
LJITOZS,O,O
LJISTZO,O,X
LJISTOZ,O,X
LJISZTO,O,X
LJISZOT,X,O
LJISOTZ,X,O
LJISOZT,X,O
LJIZTSO,O,X
LJIZTOS,O,O
LJIZSTO,O,X
LJIZSOT,X,O
LJIZOTS,X,O
LJIZOST,X,O
LJIOTSZ,X,O
LJIOTZS,X,O
LJIOSTZ,X,O
LJIOSZT,X,O
LJIOZTS,X,O
LJIOZST,X,O
LJSTIZO,O,X
LJSTIOZ,O,X
LJSTZIO,O,X
LJSTZOI,O,X
LJSTOIZ,O,X
LJSTOZI,O,X
LJSITZO,O,X
LJSITOZ,O,X
LJSIZTO,O,X
LJSIZOT,X,O
LJSIOTZ,X,O
LJSIOZT,X,O
LJSZTIO,O,X
LJSZTOI,O,X
LJSZITO,O,X
LJSZIOT,X,O
LJSZOTI,X,O
LJSZOIT,X,O
LJSOTIZ,X,O
LJSOTZI,X,O
LJSOITZ,X,O
LJSOIZT,X,O
LJSOZTI,X,O
LJSOZIT,X,O
LJZTISO,O,X
LJZTIOS,O,O
LJZTSIO,O,X
LJZTSOI,O,X
LJZTOIS,O,O
LJZTOSI,O,O
LJZITSO,O,X
LJZITOS,O,O
LJZISTO,O,X
LJZISOT,X,O
LJZIOTS,X,O
LJZIOST,X,O
LJZSTIO,O,X
LJZSTOI,O,X
LJZSITO,O,X
LJZSIOT,X,O
LJZSOTI,X,O
LJZSOIT,X,O
LJZOTIS,X,O
LJZOTSI,X,O
LJZOITS,X,O
LJZOIST,X,O
LJZOSTI,X,O
LJZOSIT,X,O
LJOTISZ,X,O
LJOTIZS,X,O
LJOTSIZ,X,O
LJOTSZI,X,O
LJOTZIS,X,O
LJOTZSI,X,O
LJOITSZ,X,O
LJOITZS,X,O
LJOISTZ,X,O
LJOISZT,X,O
LJOIZTS,X,O
LJOIZST,X,O
LJOSTIZ,X,O
LJOSTZI,X,O
LJOSITZ,X,O
LJOSIZT,X,O
LJOSZTI,X,O
LJOSZIT,X,O
LJOZTIS,X,O
LJOZTSI,X,O
LJOZITS,X,O
LJOZIST,X,O
LJOZSTI,X,O
LJOZSIT,X,O
LSTIJZO,O,X
LSTIJOZ,O,X
LSTIZJO,O,X
LSTIZOJ,O,X
LSTIOJZ,O,X
LSTIOZJ,O,X
LSTJIZO,O,X
LSTJIOZ,O,X
LSTJZIO,O,X
LSTJZOI,O,X
LSTJOIZ,O,X
LSTJOZI,O,X
LSTZIJO,O,X
LSTZIOJ,O,X
LSTZJIO,O,X
LSTZJOI,O,X
LSTZOIJ,O,X
LSTZOJI,O,X
LSTOIJZ,O,X
LSTOIZJ,O,X
LSTOJIZ,O,X
LSTOJZI,O,X
LSTOZIJ,O,X
LSTOZJI,O,X
LSITJZO,O,X
LSITJOZ,O,X
LSITZJO,O,X
LSITZOJ,O,X
LSITOJZ,O,X
LSITOZJ,O,X
LSIJTZO,O,X
LSIJTOZ,O,X
LSIJZTO,O,X
LSIJZOT,X,O
LSIJOTZ,X,O
LSIJOZT,X,O
LSIZTJO,O,X
LSIZTOJ,O,X
LSIZJTO,O,X
LSIZJOT,X,O
LSIZOTJ,O,O
LSIZOJT,X,O
LSIOTJZ,O,X
LSIOTZJ,O,O
LSIOJTZ,X,O
LSIOJZT,X,O
LSIOZTJ,O,O
LSIOZJT,X,O
LSJTIZO,O,X
LSJTIOZ,O,X
LSJTZIO,O,X
LSJTZOI,O,X
LSJTOIZ,O,X
LSJTOZI,O,X
LSJITZO,O,X
LSJITOZ,O,X
LSJIZTO,O,X
LSJIZOT,X,O
LSJIOTZ,X,O
LSJIOZT,X,O
LSJZTIO,O,X
LSJZTOI,O,X
LSJZITO,O,X
LSJZIOT,X,O
LSJZOTI,X,O
LSJZOIT,X,O
LSJOTIZ,X,O
LSJOTZI,X,O
LSJOITZ,X,O
LSJOIZT,X,O
LSJOZTI,X,O
LSJOZIT,X,O
LSZTIJO,O,X
LSZTIOJ,O,X
LSZTJIO,O,X
LSZTJOI,O,X
LSZTOIJ,O,X
LSZTOJI,O,X
LSZITJO,O,X
LSZITOJ,O,X
LSZIJTO,O,X
LSZIJOT,X,O
LSZIOTJ,O,O
LSZIOJT,X,O
LSZJTIO,O,X
LSZJTOI,O,X
LSZJITO,O,X
LSZJIOT,X,O
LSZJOTI,X,O
LSZJOIT,X,O
LSZOTIJ,O,O
LSZOTJI,O,X
LSZOITJ,O,O
LSZOIJT,X,O
LSZOJTI,X,O
LSZOJIT,X,O
LSOTIJZ,O,X
LSOTIZJ,O,O
LSOTJIZ,O,X
LSOTJZI,O,X
LSOTZIJ,O,O
LSOTZJI,O,X
LSOITJZ,O,X
LSOITZJ,O,O
LSOIJTZ,X,O
LSOIJZT,X,O
LSOIZTJ,O,O
LSOIZJT,X,O
LSOJTIZ,X,O
LSOJTZI,X,O
LSOJITZ,X,O
LSOJIZT,X,O
LSOJZTI,X,O
LSOJZIT,X,O
LSOZTIJ,O,O
LSOZTJI,O,X
LSOZITJ,O,O
LSOZIJT,X,O
LSOZJTI,X,O
LSOZJIT,X,O
LZTIJSO,O,X
LZTIJOS,O,X
LZTISJO,O,X
LZTISOJ,O,X
LZTIOJS,O,X
LZTIOSJ,O,O
LZTJISO,O,X
LZTJIOS,O,X
LZTJSIO,O,X
LZTJSOI,O,X
LZTJOIS,O,X
LZTJOSI,O,X
LZTSIJO,O,X
LZTSIOJ,O,X
LZTSJIO,O,X
LZTSJOI,O,X
LZTSOIJ,O,X
LZTSOJI,O,X
LZTOIJS,O,X
LZTOISJ,O,O
LZTOJIS,O,X
LZTOJSI,O,X
LZTOSIJ,O,O
LZTOSJI,O,X
LZITJSO,O,X
LZITJOS,O,X
LZITSJO,O,X
LZITSOJ,O,X
LZITOJS,O,X
LZITOSJ,O,O
LZIJTSO,O,X
LZIJTOS,O,O
LZIJSTO,O,X
LZIJSOT,X,O
LZIJOTS,X,O
LZIJOST,X,O
LZISTJO,O,X
LZISTOJ,O,X
LZISJTO,O,X
LZISJOT,X,O
LZISOTJ,O,O
LZISOJT,X,O
LZIOTJS,O,X
LZIOTSJ,O,O
LZIOJTS,X,O
LZIOJST,X,O
LZIOSTJ,O,O
LZIOSJT,X,O
LZJTISO,O,X
LZJTIOS,O,O
LZJTSIO,O,X
LZJTSOI,O,X
LZJTOIS,O,O
LZJTOSI,O,O
LZJITSO,O,X
LZJITOS,O,O
LZJISTO,O,X
LZJISOT,X,O
LZJIOTS,X,O
LZJIOST,X,O
LZJSTIO,O,X
LZJSTOI,O,X
LZJSITO,O,X
LZJSIOT,X,O
LZJSOTI,X,O
LZJSOIT,X,O
LZJOTIS,X,O
LZJOTSI,X,O
LZJOITS,X,O
LZJOIST,X,O
LZJOSTI,X,O
LZJOSIT,X,O
LZSTIJO,O,X
LZSTIOJ,O,X
LZSTJIO,O,X
LZSTJOI,O,X
LZSTOIJ,O,X
LZSTOJI,O,X
LZSITJO,O,X
LZSITOJ,O,X
LZSIJTO,O,X
LZSIJOT,X,O
LZSIOTJ,O,O
LZSIOJT,X,O
LZSJTIO,O,X
LZSJTOI,O,X
LZSJITO,O,X
LZSJIOT,X,O
LZSJOTI,X,O
LZSJOIT,X,O
LZSOTIJ,O,O
LZSOTJI,O,X
LZSOITJ,O,O
LZSOIJT,X,O
LZSOJTI,X,O
LZSOJIT,X,O
LZOTIJS,O,X
LZOTISJ,O,O
LZOTJIS,O,X
LZOTJSI,O,X
LZOTSIJ,O,O
LZOTSJI,O,X
LZOITJS,O,X
LZOITSJ,O,O
LZOIJTS,X,O
LZOIJST,X,O
LZOISTJ,O,O
LZOISJT,X,O
LZOJTIS,X,O
LZOJTSI,X,O
LZOJITS,X,O
LZOJIST,X,O
LZOJSTI,X,O
LZOJSIT,X,O
LZOSTIJ,O,O
LZOSTJI,O,X
LZOSITJ,O,O
LZOSIJT,X,O
LZOSJTI,X,O
LZOSJIT,X,O
LOTIJSZ,O,X
LOTIJZS,O,X
LOTISJZ,O,X
LOTISZJ,O,O
LOTIZJS,O,X
LOTIZSJ,O,O
LOTJISZ,O,X
LOTJIZS,O,X
LOTJSIZ,O,X
LOTJSZI,O,X
LOTJZIS,O,X
LOTJZSI,O,X
LOTSIJZ,O,X
LOTSIZJ,O,O
LOTSJIZ,O,X
LOTSJZI,O,X
LOTSZIJ,O,O
LOTSZJI,O,X
LOTZIJS,O,X
LOTZISJ,O,O
LOTZJIS,O,X
LOTZJSI,O,X
LOTZSIJ,O,O
LOTZSJI,O,X
LOITJSZ,O,X
LOITJZS,O,X
LOITSJZ,O,X
LOITSZJ,O,O
LOITZJS,O,X
LOITZSJ,O,O
LOIJTSZ,X,O
LOIJTZS,X,O
LOIJSTZ,X,O
LOIJSZT,X,O
LOIJZTS,X,O
LOIJZST,X,O
LOISTJZ,O,X
LOISTZJ,O,O
LOISJTZ,X,O
LOISJZT,X,O
LOISZTJ,O,O
LOISZJT,X,O
LOIZTJS,O,X
LOIZTSJ,O,O
LOIZJTS,X,O
LOIZJST,X,O
LOIZSTJ,O,O
LOIZSJT,X,O
LOJTISZ,X,O
LOJTIZS,X,O
LOJTSIZ,X,O
LOJTSZI,X,O
LOJTZIS,X,O
LOJTZSI,X,O
LOJITSZ,X,O
LOJITZS,X,O
LOJISTZ,X,O
LOJISZT,X,O
LOJIZTS,X,O
LOJIZST,X,O
LOJSTIZ,X,O
LOJSTZI,X,O
LOJSITZ,X,O
LOJSIZT,X,O
LOJSZTI,X,O
LOJSZIT,X,O
LOJZTIS,X,O
LOJZTSI,X,O
LOJZITS,X,O
LOJZIST,X,O
LOJZSTI,X,O
LOJZSIT,X,O
LOSTIJZ,O,X
LOSTIZJ,O,O
LOSTJIZ,O,X
LOSTJZI,O,X
LOSTZIJ,O,O
LOSTZJI,O,X
LOSITJZ,O,X
LOSITZJ,O,O
LOSIJTZ,X,O
LOSIJZT,X,O
LOSIZTJ,O,O
LOSIZJT,X,O
LOSJTIZ,X,O
LOSJTZI,X,O
LOSJITZ,X,O
LOSJIZT,X,O
LOSJZTI,X,O
LOSJZIT,X,O
LOSZTIJ,O,O
LOSZTJI,O,X
LOSZITJ,O,O
LOSZIJT,X,O
LOSZJTI,X,O
LOSZJIT,X,O
LOZTIJS,O,X
LOZTISJ,O,O
LOZTJIS,O,X
LOZTJSI,O,X
LOZTSIJ,O,O
LOZTSJI,O,X
LOZITJS,O,X
LOZITSJ,O,O
LOZIJTS,X,O
LOZIJST,X,O
LOZISTJ,O,O
LOZISJT,X,O
LOZJTIS,X,O
LOZJTSI,X,O
LOZJITS,X,O
LOZJIST,X,O
LOZJSTI,X,O
LOZJSIT,X,O
LOZSTIJ,O,O
LOZSTJI,O,X
LOZSITJ,O,O
LOZSIJT,X,O
LOZSJTI,X,O
LOZSJIT,X,O
JTILSZO,O,X
JTILSOZ,O,X
JTILZSO,O,X
JTILZOS,O,O
JTILOSZ,O,O
JTILOZS,O,O
JTISLZO,O,X
JTISLOZ,O,X
JTISZLO,O,X
JTISZOL,O,O
JTISOLZ,O,O
JTISOZL,O,O
JTIZLSO,O,X
JTIZLOS,O,O
JTIZSLO,O,X
JTIZSOL,O,O
JTIZOLS,O,O
JTIZOSL,O,O
JTIOLSZ,O,O
JTIOLZS,O,O
JTIOSLZ,O,O
JTIOSZL,O,O
JTIOZLS,O,O
JTIOZSL,O,O
JTLISZO,O,X
JTLISOZ,O,X
JTLIZSO,O,X
JTLIZOS,O,O
JTLIOSZ,O,O
JTLIOZS,O,O
JTLSIZO,O,X
JTLSIOZ,O,X
JTLSZIO,O,X
JTLSZOI,O,X
JTLSOIZ,O,X
JTLSOZI,O,X
JTLZISO,O,X
JTLZIOS,O,O
JTLZSIO,O,X
JTLZSOI,O,X
JTLZOIS,O,O
JTLZOSI,O,O
JTLOISZ,O,O
JTLOIZS,O,O
JTLOSIZ,O,O
JTLOSZI,O,O
JTLOZIS,O,O
JTLOZSI,O,O
JTSILZO,O,X
JTSILOZ,O,X
JTSIZLO,O,X
JTSIZOL,O,O
JTSIOLZ,O,O
JTSIOZL,O,O
JTSLIZO,O,X
JTSLIOZ,O,X
JTSLZIO,O,X
JTSLZOI,O,X
JTSLOIZ,O,X
JTSLOZI,O,X
JTSZILO,O,X
JTSZIOL,O,O
JTSZLIO,O,X
JTSZLOI,O,X
JTSZOIL,O,O
JTSZOLI,O,O
JTSOILZ,O,O
JTSOIZL,O,O
JTSOLIZ,O,O
JTSOLZI,O,O
JTSOZIL,O,O
JTSOZLI,O,O
JTZILSO,O,X
JTZILOS,O,O
JTZISLO,O,X
JTZISOL,O,O
JTZIOLS,O,O
JTZIOSL,O,O
JTZLISO,O,X
JTZLIOS,O,O
JTZLSIO,O,X
JTZLSOI,O,X
JTZLOIS,O,O
JTZLOSI,O,O
JTZSILO,O,X
JTZSIOL,O,O
JTZSLIO,O,X
JTZSLOI,O,X
JTZSOIL,O,O
JTZSOLI,O,O
JTZOILS,O,O
JTZOISL,O,O
JTZOLIS,O,O
JTZOLSI,O,O
JTZOSIL,O,O
JTZOSLI,O,O
JTOILSZ,O,O
JTOILZS,O,O
JTOISLZ,O,O
JTOISZL,O,O
JTOIZLS,O,O
JTOIZSL,O,O
JTOLISZ,O,O
JTOLIZS,O,O
JTOLSIZ,O,O
JTOLSZI,O,O
JTOLZIS,O,O
JTOLZSI,O,O
JTOSILZ,O,O
JTOSIZL,O,O
JTOSLIZ,O,O
JTOSLZI,O,O
JTOSZIL,O,O
JTOSZLI,O,O
JTOZILS,O,O
JTOZISL,O,O
JTOZLIS,O,O
JTOZLSI,O,O
JTOZSIL,O,O
