sequence,v115@RhC8AeA8DeG8CeA8JeT/IvhF/lBRhBGjB0mBlnByxB,v115@RhC8AeA8DeG8CeA8Je2EJvhFRgBFiBTjBCmBftBUsB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBGjBllB3nByxB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgB8mBCjBllBXoB2xB,v115@RhC8AeA8DeG8CeA8JeT/IvhFxgBcoBllBfsB6sBmsB
LTSZJIO,O,X,O,X,X
LTSZJOI,O,X,O,X,X
LTSZOIJ,O,X,O,X,X
LTSZOJI,O,X,O,X,X
LTSOIJZ,O,O,X,X,X
LTSOIZJ,X,X,X,X,X
LTSOJIZ,O,O,X,X,X
LTSOJZI,O,X,O,X,X
LTSOZIJ,O,X,O,X,X
LTSOZJI,O,X,O,X,X
LTZIJSO,X,O,X,X,X
LTZIJOS,X,X,O,X,X
LTZISJO,X,O,X,X,X
LTZISOJ,X,O,X,X,X
LTZIOJS,X,X,O,X,X
LTZIOSJ,X,X,X,X,X
LTZJISO,X,O,X,X,X
LTZJIOS,X,X,O,X,X
LTZJSIO,O,O,X,X,X
LTZJSOI,O,O,X,X,X
LTZJOIS,X,X,O,X,X
LTZJOSI,O,X,X,X,X
LTZSIJO,O,O,X,X,X
LTZSIOJ,O,O,X,X,X
LTZSJIO,O,O,X,X,X
LTZSJOI,O,O,X,X,X
LTZSOIJ,O,O,X,X,X
LTZSOJI,O,O,X,X,X
LTZOIJS,X,X,O,X,X
LTZOISJ,X,X,X,X,X
LTZOJIS,X,X,O,X,X
LTZOJSI,O,X,X,X,X
LTZOSIJ,O,X,X,X,X
LTZOSJI,O,X,X,X,X
LTOIJSZ,X,X,X,X,X
LTOIJZS,X,X,X,X,X
LTOISJZ,X,X,X,X,X
LTOISZJ,X,X,X,X,X
LTOIZJS,X,X,O,X,X
LTOIZSJ,X,X,X,X,X
LTOJISZ,X,X,X,X,X
LTOJIZS,X,X,X,X,X
LTOJSIZ,O,X,X,X,X
LTOJSZI,O,X,O,X,X
LTOJZIS,X,X,O,X,X
LTOJZSI,O,X,X,X,X
LTOSIJZ,O,X,X,X,X
LTOSIZJ,X,X,X,X,X
LTOSJIZ,O,X,X,X,X
LTOSJZI,O,X,O,X,X
LTOSZIJ,O,X,O,X,X
LTOSZJI,O,X,O,X,X
LTOZIJS,X,X,O,X,X
LTOZISJ,X,X,X,X,X
LTOZJIS,X,X,O,X,X
LTOZJSI,O,X,X,X,X
LTOZSIJ,O,X,X,X,X
LTOZSJI,O,X,X,X,X
LITJSZO,X,X,X,X,X
LITJSOZ,X,O,X,X,X
LITJZSO,X,O,X,X,X
LITJZOS,X,X,X,X,X
LITJOSZ,X,X,X,X,X
LITJOZS,X,X,X,X,X
LITSJZO,X,X,X,X,X
LITSJOZ,X,O,X,X,X
LITSZJO,X,X,X,X,X
LITSZOJ,X,X,X,X,X
LITSOJZ,X,O,X,X,X
LITSOZJ,X,X,X,X,X
LITZJSO,X,O,X,X,X
LITZJOS,X,X,X,X,X
LITZSJO,X,O,X,X,X
LITZSOJ,X,O,X,X,X
LITZOJS,X,X,X,X,X
LITZOSJ,X,X,X,X,X
LITOJSZ,X,X,X,X,X
LITOJZS,X,X,X,X,X
LITOSJZ,X,X,X,X,X
LITOSZJ,X,X,X,X,X
LITOZJS,X,X,X,X,X
LITOZSJ,X,X,X,X,X
LIJTSZO,X,X,X,X,X
LIJTSOZ,X,O,X,X,X
LIJTZSO,X,O,X,X,X
LIJTZOS,X,X,X,X,X
LIJTOSZ,X,X,X,X,X
LIJTOZS,X,X,X,X,X
LIJSTZO,X,X,X,X,X
LIJSTOZ,X,O,X,X,X
LIJSZTO,X,X,X,X,X
LIJSZOT,X,X,X,X,X
LIJSOTZ,X,O,X,X,X
LIJSOZT,X,X,X,X,X
LIJZTSO,X,O,X,X,X
LIJZTOS,X,X,X,X,X
LIJZSTO,X,O,X,X,X
LIJZSOT,X,O,X,X,X
LIJZOTS,X,X,X,X,X
LIJZOST,X,X,X,X,X
LIJOTSZ,X,X,X,X,X
LIJOTZS,X,X,X,X,X
LIJOSTZ,X,O,X,X,X
LIJOSZT,X,X,X,X,X
LIJOZTS,X,X,X,X,X
LIJOZST,X,X,X,X,X
LISTJZO,X,X,X,X,X
LISTJOZ,X,O,X,X,X
LISTZJO,X,X,X,X,X
LISTZOJ,X,X,X,X,X
LISTOJZ,X,O,X,X,X
LISTOZJ,X,X,X,X,X
LISJTZO,X,X,X,X,X
LISJTOZ,X,O,X,X,X
LISJZTO,X,X,X,X,X
LISJZOT,X,X,X,X,X
LISJOTZ,X,O,X,X,X
LISJOZT,X,X,X,X,X
LISZTJO,X,X,X,X,X
LISZTOJ,X,X,X,X,X
LISZJTO,X,X,X,X,X
LISZJOT,X,X,X,X,X
LISZOTJ,X,X,X,X,X
LISZOJT,X,X,X,X,X
LISOTJZ,X,O,X,X,X
LISOTZJ,X,X,X,X,X
LISOJTZ,X,O,X,X,X
LISOJZT,X,X,X,X,X
LISOZTJ,X,X,X,X,X
LISOZJT,X,X,X,X,X
LIZTJSO,X,O,X,X,X
LIZTJOS,X,X,X,X,X
LIZTSJO,X,O,X,X,X
LIZTSOJ,X,O,X,X,X
LIZTOJS,X,X,X,X,X
LIZTOSJ,X,X,X,X,X
LIZJTSO,X,O,X,X,X
LIZJTOS,X,X,X,X,X
LIZJSTO,X,O,X,X,X
LIZJSOT,X,O,X,X,X
LIZJOTS,X,X,X,X,X
LIZJOST,X,X,X,X,X
LIZSTJO,X,O,X,X,X
LIZSTOJ,X,O,X,X,X
LIZSJTO,X,O,X,X,X
LIZSJOT,X,O,X,X,X
LIZSOTJ,X,O,X,X,X
LIZSOJT,X,O,X,X,X
LIZOTJS,X,X,X,X,X
LIZOTSJ,X,X,X,X,X
LIZOJTS,X,X,X,X,X
LIZOJST,X,X,X,X,X
LIZOSTJ,X,X,X,X,X
LIZOSJT,X,X,X,X,X
LIOTJSZ,X,X,X,X,X
LIOTJZS,X,X,X,X,X
LIOTSJZ,X,X,X,X,X
LIOTSZJ,X,X,X,X,X
LIOTZJS,X,X,X,X,X
LIOTZSJ,X,X,X,X,X
LIOJTSZ,X,X,X,X,X
LIOJTZS,X,X,X,X,X
LIOJSTZ,X,O,X,X,X
LIOJSZT,X,X,X,X,X
LIOJZTS,X,X,X,X,X
LIOJZST,X,X,X,X,X
LIOSTJZ,X,O,X,X,X
LIOSTZJ,X,X,X,X,X
LIOSJTZ,X,O,X,X,X
LIOSJZT,X,X,X,X,X
LIOSZTJ,X,X,X,X,X
LIOSZJT,X,X,X,X,X
LIOZTJS,X,X,X,X,X
LIOZTSJ,X,X,X,X,X
LIOZJTS,X,X,X,X,X
LIOZJST,X,X,X,X,X
LIOZSTJ,X,X,X,X,X
LIOZSJT,X,X,X,X,X
LJTISZO,X,X,X,X,X
LJTISOZ,X,O,X,X,X
LJTIZSO,X,O,X,X,X
LJTIZOS,X,X,X,X,X
LJTIOSZ,X,X,X,X,X
LJTIOZS,X,X,X,X,X
LJTSIZO,X,X,X,X,X
LJTSIOZ,O,O,X,X,X
LJTSZIO,O,X,O,X,X
LJTSZOI,O,X,O,X,X
LJTSOIZ,O,O,X,X,X
LJTSOZI,O,X,O,X,X
LJTZISO,X,O,X,X,X
LJTZIOS,X,X,O,X,X
LJTZSIO,O,O,X,X,X
LJTZSOI,O,O,X,X,X
LJTZOIS,X,X,O,X,X
LJTZOSI,O,X,X,X,X
LJTOISZ,X,X,X,X,X
LJTOIZS,X,X,X,X,X
LJTOSIZ,O,X,X,X,X
LJTOSZI,O,X,O,X,X
LJTOZIS,X,X,O,X,X
LJTOZSI,O,X,X,X,X
LJITSZO,X,X,X,X,X
LJITSOZ,X,O,X,X,X
LJITZSO,X,O,X,X,X
LJITZOS,X,X,X,X,X
LJITOSZ,X,X,X,X,X
LJITOZS,X,X,X,X,X
LJISTZO,X,X,X,X,X
LJISTOZ,X,O,X,X,X
LJISZTO,X,X,X,X,X
LJISZOT,X,X,X,X,X
LJISOTZ,X,O,X,X,X
LJISOZT,X,X,X,X,X
LJIZTSO,X,O,X,X,X
LJIZTOS,X,X,X,X,X
LJIZSTO,X,O,X,X,X
LJIZSOT,X,O,X,X,X
LJIZOTS,X,X,X,X,X
LJIZOST,X,X,X,X,X
LJIOTSZ,X,X,X,X,X
LJIOTZS,X,X,X,X,X
LJIOSTZ,X,O,X,X,X
LJIOSZT,X,X,X,X,X
LJIOZTS,X,X,X,X,X
LJIOZST,X,X,X,X,X
LJSTIZO,X,X,X,X,X
LJSTIOZ,O,O,X,X,X
LJSTZIO,O,X,O,X,X
LJSTZOI,O,X,O,X,X
LJSTOIZ,O,O,X,X,X
LJSTOZI,O,X,O,X,X
LJSITZO,X,X,X,X,X
LJSITOZ,X,O,X,X,X
LJSIZTO,X,X,X,X,X
LJSIZOT,X,X,X,X,X
LJSIOTZ,O,O,X,X,X
LJSIOZT,O,X,X,X,X
LJSZTIO,X,X,O,X,X
LJSZTOI,X,X,O,X,X
LJSZITO,X,X,X,X,X
LJSZIOT,O,X,O,X,X
LJSZOTI,X,X,O,X,X
LJSZOIT,O,X,O,X,X
LJSOTIZ,O,O,X,X,X
LJSOTZI,O,X,O,X,X
LJSOITZ,O,O,X,X,X
LJSOIZT,O,X,X,X,X
LJSOZTI,X,X,O,X,X
LJSOZIT,O,X,O,X,X
LJZTISO,X,O,X,X,X
LJZTIOS,X,X,O,X,X
LJZTSIO,X,O,X,X,X
LJZTSOI,X,O,X,X,X
LJZTOIS,X,X,O,X,X
LJZTOSI,X,X,X,X,X
LJZITSO,X,O,X,X,X
LJZITOS,X,X,X,X,X
LJZISTO,X,O,X,X,X
LJZISOT,X,O,X,X,X
LJZIOTS,X,X,O,X,X
LJZIOST,X,X,O,X,X
LJZSTIO,X,O,X,X,X
LJZSTOI,X,O,X,X,X
LJZSITO,X,O,X,X,X
LJZSIOT,O,O,X,X,X
LJZSOTI,X,O,X,X,X
LJZSOIT,O,O,X,X,X
LJZOTIS,X,X,O,X,X
LJZOTSI,X,X,X,X,X
LJZOITS,X,X,O,X,X
LJZOIST,X,X,O,X,X
LJZOSTI,X,X,X,X,X
LJZOSIT,O,X,X,X,X
LJOTISZ,X,X,X,X,X
LJOTIZS,X,X,X,X,X
LJOTSIZ,O,X,X,X,X
LJOTSZI,O,X,O,X,X
LJOTZIS,X,X,O,X,X
LJOTZSI,O,X,X,X,X
LJOITSZ,X,X,X,X,X
LJOITZS,X,X,X,X,X
LJOISTZ,X,O,X,X,X
LJOISZT,X,X,X,X,X
LJOIZTS,X,X,X,X,X
LJOIZST,X,X,X,X,X
LJOSTIZ,O,O,X,X,X
LJOSTZI,O,X,O,X,X
LJOSITZ,O,O,X,X,X
LJOSIZT,O,X,X,X,X
LJOSZTI,X,X,O,X,X
LJOSZIT,O,X,O,X,X
LJOZTIS,X,X,O,X,X
LJOZTSI,X,X,X,X,X
LJOZITS,X,X,O,X,X
LJOZIST,X,X,O,X,X
LJOZSTI,X,X,X,X,X
LJOZSIT,O,X,X,X,X
LSTIJZO,X,X,X,X,X
LSTIJOZ,O,O,X,X,X
LSTIZJO,X,X,X,X,X
LSTIZOJ,X,X,X,X,X
LSTIOJZ,O,O,X,X,X
LSTIOZJ,X,X,X,X,X
LSTJIZO,X,X,X,X,X
LSTJIOZ,O,O,X,X,X
LSTJZIO,O,X,O,X,X
LSTJZOI,O,X,O,X,X
LSTJOIZ,O,O,X,X,X
LSTJOZI,O,X,O,X,X
LSTZIJO,O,X,O,X,X
LSTZIOJ,O,X,O,X,X
LSTZJIO,O,X,O,X,X
LSTZJOI,O,X,O,X,X
LSTZOIJ,O,X,O,X,X
LSTZOJI,O,X,O,X,X
LSTOIJZ,O,O,X,X,X
LSTOIZJ,X,X,X,X,X
LSTOJIZ,O,O,X,X,X
LSTOJZI,O,X,O,X,X
LSTOZIJ,O,X,O,X,X
LSTOZJI,O,X,O,X,X
LSITJZO,X,X,X,X,X
LSITJOZ,O,O,X,X,X
LSITZJO,X,X,X,X,X
LSITZOJ,X,X,X,X,X
LSITOJZ,O,O,X,X,X
LSITOZJ,X,X,X,X,X
LSIJTZO,X,X,X,X,X
LSIJTOZ,X,O,X,X,X
LSIJZTO,X,X,X,X,X
LSIJZOT,X,X,X,X,X
LSIJOTZ,O,O,X,X,X
LSIJOZT,O,X,X,X,X
LSIZTJO,O,X,X,X,X
LSIZTOJ,O,X,X,X,X
LSIZJTO,X,X,X,X,X
LSIZJOT,O,X,X,X,X
LSIZOTJ,O,X,X,X,X
LSIZOJT,O,X,X,X,X
LSIOTJZ,O,O,X,X,X
LSIOTZJ,X,X,X,X,X
LSIOJTZ,O,O,X,X,X
LSIOJZT,O,X,X,X,X
LSIOZTJ,O,X,X,X,X
LSIOZJT,O,X,X,X,X
LSJTIZO,X,X,X,X,X
LSJTIOZ,O,O,X,X,X
LSJTZIO,O,X,O,X,X
LSJTZOI,O,X,O,X,X
LSJTOIZ,O,O,X,X,X
LSJTOZI,O,X,O,X,X
LSJITZO,X,X,X,X,X
LSJITOZ,X,O,X,X,X
LSJIZTO,X,X,X,X,X
LSJIZOT,X,X,X,X,X
LSJIOTZ,O,O,X,X,X
LSJIOZT,O,X,X,X,X
LSJZTIO,X,X,O,X,X
LSJZTOI,X,X,O,X,X
LSJZITO,X,X,X,X,X
LSJZIOT,O,X,O,X,X
LSJZOTI,X,X,O,X,X
LSJZOIT,O,X,O,X,X
LSJOTIZ,O,O,X,X,X
LSJOTZI,O,X,O,X,X
LSJOITZ,O,O,X,X,X
LSJOIZT,O,X,X,X,X
LSJOZTI,X,X,O,X,X
LSJOZIT,O,X,O,X,X
LSZTIJO,O,X,O,X,X
LSZTIOJ,O,X,O,X,X
LSZTJIO,O,X,O,X,X
LSZTJOI,O,X,O,X,X
LSZTOIJ,O,X,O,X,X
LSZTOJI,O,X,O,X,X
LSZITJO,O,X,X,X,X
LSZITOJ,O,X,X,X,X
LSZIJTO,X,X,X,X,X
LSZIJOT,O,X,O,X,X
LSZIOTJ,O,X,X,X,X
LSZIOJT,O,X,O,X,X
LSZJTIO,X,X,O,X,X
LSZJTOI,X,X,O,X,X
LSZJITO,X,X,X,X,X
LSZJIOT,O,X,O,X,X
LSZJOTI,X,X,O,X,X
LSZJOIT,O,X,O,X,X
LSZOTIJ,O,X,O,X,X
LSZOTJI,O,X,O,X,X
LSZOITJ,O,X,X,X,X
LSZOIJT,O,X,O,X,X
LSZOJTI,X,X,O,X,X
LSZOJIT,O,X,O,X,X
LSOTIJZ,O,O,X,X,X
LSOTIZJ,X,X,X,X,X
LSOTJIZ,O,O,X,X,X
LSOTJZI,O,X,O,X,X
LSOTZIJ,O,X,O,X,X
LSOTZJI,O,X,O,X,X
LSOITJZ,O,O,X,X,X
LSOITZJ,X,X,X,X,X
LSOIJTZ,O,O,X,X,X
LSOIJZT,O,X,X,X,X
LSOIZTJ,O,X,X,X,X
LSOIZJT,O,X,X,X,X
LSOJTIZ,O,O,X,X,X
LSOJTZI,O,X,O,X,X
LSOJITZ,O,O,X,X,X
LSOJIZT,O,X,X,X,X
LSOJZTI,X,X,O,X,X
LSOJZIT,O,X,O,X,X
LSOZTIJ,O,X,O,X,X
LSOZTJI,O,X,O,X,X
LSOZITJ,O,X,X,X,X
LSOZIJT,O,X,O,X,X
LSOZJTI,X,X,O,X,X
LSOZJIT,O,X,O,X,X
LZTIJSO,X,O,X,X,X
LZTIJOS,X,X,O,X,X
LZTISJO,X,O,X,X,X
LZTISOJ,X,O,X,X,X
LZTIOJS,X,X,O,X,X
LZTIOSJ,X,X,X,X,X
LZTJISO,X,O,X,X,X
LZTJIOS,X,X,O,X,X
LZTJSIO,O,O,X,X,X
LZTJSOI,O,O,X,X,X
LZTJOIS,X,X,O,X,X
LZTJOSI,O,X,X,X,X
LZTSIJO,O,O,X,X,X
LZTSIOJ,O,O,X,X,X
LZTSJIO,O,O,X,X,X
LZTSJOI,O,O,X,X,X
LZTSOIJ,O,O,X,X,X
LZTSOJI,O,O,X,X,X
LZTOIJS,X,X,O,X,X
LZTOISJ,X,X,X,X,X
LZTOJIS,X,X,O,X,X
LZTOJSI,O,X,X,X,X
LZTOSIJ,O,X,X,X,X
LZTOSJI,O,X,X,X,X
LZITJSO,X,O,X,X,X
LZITJOS,X,X,X,X,X
LZITSJO,X,O,X,X,X
LZITSOJ,X,O,X,X,X
LZITOJS,X,X,X,X,X
LZITOSJ,X,X,X,X,X
LZIJTSO,X,O,X,X,X
LZIJTOS,X,X,X,X,X
LZIJSTO,X,O,X,X,X
LZIJSOT,X,O,X,X,X
LZIJOTS,X,X,O,X,X
LZIJOST,X,X,O,X,X
LZISTJO,X,O,X,X,X
LZISTOJ,X,O,X,X,X
LZISJTO,X,O,X,X,X
LZISJOT,X,O,X,X,X
LZISOTJ,X,O,X,X,X
LZISOJT,X,O,X,X,X
LZIOTJS,X,X,X,X,X
LZIOTSJ,X,X,X,X,X
LZIOJTS,X,X,O,X,X
LZIOJST,X,X,O,X,X
LZIOSTJ,X,X,X,X,X
LZIOSJT,X,X,X,X,X
LZJTISO,X,O,X,X,X
LZJTIOS,X,X,O,X,X
LZJTSIO,X,O,X,X,X
LZJTSOI,X,O,X,X,X
LZJTOIS,X,X,O,X,X
LZJTOSI,X,X,X,X,X
LZJITSO,X,O,X,X,X
LZJITOS,X,X,X,X,X
LZJISTO,X,O,X,X,X
LZJISOT,X,O,X,X,X
LZJIOTS,X,X,O,X,X
LZJIOST,X,X,O,X,X
LZJSTIO,X,O,X,X,X
LZJSTOI,X,O,X,X,X
LZJSITO,X,O,X,X,X
LZJSIOT,O,O,X,X,X
LZJSOTI,X,O,X,X,X
LZJSOIT,O,O,X,X,X
LZJOTIS,X,X,O,X,X
LZJOTSI,X,X,X,X,X
LZJOITS,X,X,O,X,X
LZJOIST,X,X,O,X,X
LZJOSTI,X,X,X,X,X
LZJOSIT,O,X,X,X,X
LZSTIJO,O,O,X,X,X
LZSTIOJ,O,O,X,X,X
LZSTJIO,O,O,X,X,X
LZSTJOI,O,O,X,X,X
LZSTOIJ,O,O,X,X,X
LZSTOJI,O,O,X,X,X
LZSITJO,O,O,X,X,X
LZSITOJ,O,O,X,X,X
LZSIJTO,X,O,X,X,X
LZSIJOT,O,O,X,X,X
LZSIOTJ,O,O,X,X,X
LZSIOJT,O,O,X,X,X
LZSJTIO,X,O,X,X,X
LZSJTOI,X,O,X,X,X
LZSJITO,X,O,X,X,X
LZSJIOT,O,O,X,X,X
LZSJOTI,X,O,X,X,X
LZSJOIT,O,O,X,X,X
LZSOTIJ,O,O,X,X,X
LZSOTJI,O,O,X,X,X
LZSOITJ,O,O,X,X,X
LZSOIJT,O,O,X,X,X
LZSOJTI,X,O,X,X,X
LZSOJIT,O,O,X,X,X
LZOTIJS,X,X,O,X,X
LZOTISJ,X,X,X,X,X
LZOTJIS,X,X,O,X,X
LZOTJSI,O,X,X,X,X
LZOTSIJ,O,X,X,X,X
LZOTSJI,O,X,X,X,X
LZOITJS,X,X,X,X,X
LZOITSJ,X,X,X,X,X
LZOIJTS,X,X,O,X,X
LZOIJST,X,X,O,X,X
LZOISTJ,X,X,X,X,X
LZOISJT,X,X,X,X,X
LZOJTIS,X,X,O,X,X
LZOJTSI,X,X,X,X,X
LZOJITS,X,X,O,X,X
LZOJIST,X,X,O,X,X
LZOJSTI,X,X,X,X,X
LZOJSIT,O,X,X,X,X
LZOSTIJ,O,X,X,X,X
LZOSTJI,O,X,X,X,X
LZOSITJ,O,X,X,X,X
LZOSIJT,O,X,X,X,X
LZOSJTI,X,X,X,X,X
LZOSJIT,O,X,X,X,X
LOTIJSZ,X,X,X,X,X
LOTIJZS,X,X,X,X,X
LOTISJZ,X,X,X,X,X
LOTISZJ,X,X,X,X,X
LOTIZJS,X,X,O,X,X
LOTIZSJ,X,X,X,X,X
LOTJISZ,X,X,X,X,X
LOTJIZS,X,X,X,X,X
LOTJSIZ,O,X,X,X,X
LOTJSZI,O,X,O,X,X
LOTJZIS,X,X,O,X,X
LOTJZSI,O,X,X,X,X
LOTSIJZ,O,X,X,X,X
LOTSIZJ,X,X,X,X,X
LOTSJIZ,O,X,X,X,X
LOTSJZI,O,X,O,X,X
LOTSZIJ,O,X,O,X,X
LOTSZJI,O,X,O,X,X
LOTZIJS,X,X,O,X,X
LOTZISJ,X,X,X,X,X
LOTZJIS,X,X,O,X,X
LOTZJSI,O,X,X,X,X
LOTZSIJ,O,X,X,X,X
LOTZSJI,O,X,X,X,X
LOITJSZ,X,X,X,X,X
LOITJZS,X,X,X,X,X
LOITSJZ,X,X,X,X,X
LOITSZJ,X,X,X,X,X
LOITZJS,X,X,X,X,X
LOITZSJ,X,X,X,X,X
LOIJTSZ,X,X,X,X,X
LOIJTZS,X,X,X,X,X
LOIJSTZ,X,O,X,X,X
LOIJSZT,X,X,X,X,X
LOIJZTS,X,X,X,X,X
LOIJZST,X,X,X,X,X
LOISTJZ,X,O,X,X,X
LOISTZJ,X,X,X,X,X
LOISJTZ,X,O,X,X,X
LOISJZT,X,X,X,X,X
LOISZTJ,X,X,X,X,X
LOISZJT,X,X,X,X,X
LOIZTJS,X,X,X,X,X
LOIZTSJ,X,X,X,X,X
LOIZJTS,X,X,X,X,X
LOIZJST,X,X,X,X,X
LOIZSTJ,X,X,X,X,X
LOIZSJT,X,X,X,X,X
LOJTISZ,X,X,X,X,X
LOJTIZS,X,X,X,X,X
LOJTSIZ,O,X,X,X,X
LOJTSZI,O,X,O,X,X
LOJTZIS,X,X,O,X,X
LOJTZSI,O,X,X,X,X
LOJITSZ,X,X,X,X,X
LOJITZS,X,X,X,X,X
LOJISTZ,X,O,X,X,X
LOJISZT,X,X,X,X,X
LOJIZTS,X,X,X,X,X
LOJIZST,X,X,X,X,X
LOJSTIZ,O,O,X,X,X
LOJSTZI,O,X,O,X,X
LOJSITZ,O,O,X,X,X
LOJSIZT,O,X,X,X,X
LOJSZTI,X,X,O,X,X
LOJSZIT,O,X,O,X,X
LOJZTIS,X,X,O,X,X
LOJZTSI,X,X,X,X,X
LOJZITS,X,X,O,X,X
LOJZIST,X,X,O,X,X
LOJZSTI,X,X,X,X,X
LOJZSIT,O,X,X,X,X
LOSTIJZ,O,O,X,X,X
LOSTIZJ,X,X,X,X,X
LOSTJIZ,O,O,X,X,X
LOSTJZI,O,X,O,X,X
LOSTZIJ,O,X,O,X,X
LOSTZJI,O,X,O,X,X
LOSITJZ,O,O,X,X,X
LOSITZJ,X,X,X,X,X
LOSIJTZ,O,O,X,X,X
LOSIJZT,O,X,X,X,X
LOSIZTJ,O,X,X,X,X
LOSIZJT,O,X,X,X,X
LOSJTIZ,O,O,X,X,X
LOSJTZI,O,X,O,X,X
LOSJITZ,O,O,X,X,X
LOSJIZT,O,X,X,X,X
LOSJZTI,X,X,O,X,X
LOSJZIT,O,X,O,X,X
LOSZTIJ,O,X,O,X,X
LOSZTJI,O,X,O,X,X
LOSZITJ,O,X,X,X,X
LOSZIJT,O,X,O,X,X
LOSZJTI,X,X,O,X,X
LOSZJIT,O,X,O,X,X
LOZTIJS,X,X,O,X,X
LOZTISJ,X,X,X,X,X
LOZTJIS,X,X,O,X,X
LOZTJSI,O,X,X,X,X
LOZTSIJ,O,X,X,X,X
LOZTSJI,O,X,X,X,X
LOZITJS,X,X,X,X,X
LOZITSJ,X,X,X,X,X
LOZIJTS,X,X,O,X,X
LOZIJST,X,X,O,X,X
LOZISTJ,X,X,X,X,X
LOZISJT,X,X,X,X,X
LOZJTIS,X,X,O,X,X
LOZJTSI,X,X,X,X,X
LOZJITS,X,X,O,X,X
LOZJIST,X,X,O,X,X
LOZJSTI,X,X,X,X,X
LOZJSIT,O,X,X,X,X
LOZSTIJ,O,X,X,X,X
LOZSTJI,O,X,X,X,X
LOZSITJ,O,X,X,X,X
LOZSIJT,O,X,X,X,X
LOZSJTI,X,X,X,X,X
LOZSJIT,O,X,X,X,X
JTILSZO,X,X,X,X,X
JTILSOZ,X,X,X,X,X
JTILZSO,X,X,X,X,X
JTILZOS,X,X,X,X,X
JTILOSZ,X,X,X,X,X
JTILOZS,X,X,X,X,X
JTISLZO,X,X,X,X,X
JTISLOZ,X,X,X,X,X
JTISZLO,X,X,X,X,X
JTISZOL,X,X,X,X,X
JTISOLZ,X,X,X,X,X
JTISOZL,X,X,X,X,X
JTIZLSO,X,X,X,X,X
JTIZLOS,X,X,X,X,X
JTIZSLO,X,X,X,X,X
JTIZSOL,X,X,X,X,X
JTIZOLS,X,X,X,X,X
JTIZOSL,X,X,X,X,X
JTIOLSZ,X,X,X,X,X
JTIOLZS,X,X,X,X,X
JTIOSLZ,X,X,X,X,X
JTIOSZL,X,X,X,X,X
JTIOZLS,X,X,X,X,X
JTIOZSL,X,X,X,X,X
JTLISZO,X,X,X,X,X
JTLISOZ,X,X,X,X,X
JTLIZSO,X,X,X,X,X
JTLIZOS,X,X,X,X,X
JTLIOSZ,X,X,X,X,X
JTLIOZS,X,X,X,X,X
JTLSIZO,X,X,X,X,X
JTLSIOZ,X,X,X,X,X
JTLSZIO,X,X,O,X,X
JTLSZOI,X,X,O,X,X
JTLSOIZ,X,X,X,X,X
JTLSOZI,X,X,O,X,X
JTLZISO,X,X,X,X,X
JTLZIOS,X,X,O,X,X
JTLZSIO,X,X,X,X,X
JTLZSOI,X,X,X,X,X
JTLZOIS,X,X,O,X,X
JTLZOSI,X,X,X,X,X
JTLOISZ,X,X,X,X,X
JTLOIZS,X,X,X,X,X
JTLOSIZ,X,X,X,X,X
JTLOSZI,X,X,O,X,X
JTLOZIS,X,X,O,X,X
JTLOZSI,X,X,X,X,X
JTSILZO,X,X,X,X,X
JTSILOZ,X,X,X,X,X
JTSIZLO,X,X,X,X,X
JTSIZOL,X,X,X,X,X
JTSIOLZ,X,X,X,X,X
JTSIOZL,X,X,X,X,X
JTSLIZO,X,X,X,X,X
JTSLIOZ,X,X,X,X,X
JTSLZIO,X,X,X,O,X
JTSLZOI,X,X,X,O,X
JTSLOIZ,X,X,X,X,X
JTSLOZI,X,X,X,O,X
JTSZILO,X,X,X,O,X
JTSZIOL,X,X,X,O,X
JTSZLIO,X,X,X,O,X
JTSZLOI,X,X,X,O,X
JTSZOIL,X,X,X,O,X
JTSZOLI,X,X,X,O,X
JTSOILZ,X,X,X,X,X
JTSOIZL,X,X,X,X,X
JTSOLIZ,X,X,X,X,X
JTSOLZI,X,X,X,O,X
JTSOZIL,X,X,X,O,X
JTSOZLI,X,X,X,O,X
JTZILSO,X,X,X,X,X
JTZILOS,X,X,X,X,X
JTZISLO,X,X,X,O,X
JTZISOL,X,X,X,O,X
JTZIOLS,X,X,O,X,X
JTZIOSL,X,X,X,O,X
JTZLISO,X,X,X,X,X
JTZLIOS,X,X,X,X,X
JTZLSIO,X,X,X,X,X
JTZLSOI,X,X,X,X,X
JTZLOIS,X,X,X,X,X
JTZLOSI,X,X,X,X,X
JTZSILO,X,X,X,O,X
JTZSIOL,X,X,X,O,X
JTZSLIO,X,X,X,O,X
JTZSLOI,X,X,X,O,X
JTZSOIL,X,X,X,O,X
JTZSOLI,X,X,X,O,X
JTZOILS,X,X,O,X,X
JTZOISL,X,X,X,O,X
JTZOLIS,X,X,X,X,X
JTZOLSI,X,X,X,X,X
JTZOSIL,X,X,X,O,X
JTZOSLI,X,X,X,O,X
JTOILSZ,X,X,X,X,X
JTOILZS,X,X,X,X,X
JTOISLZ,X,X,X,X,X
JTOISZL,X,X,X,X,X
JTOIZLS,X,X,X,X,X
JTOIZSL,X,X,X,X,X
JTOLISZ,X,X,X,X,X
JTOLIZS,X,X,X,X,X
JTOLSIZ,X,X,X,X,X
JTOLSZI,X,X,O,X,X
