sequence,v115@LhA8FeA8BeB8EeH8KeZEJvhFflB6lBlhBcnBTjBGtB,v115@LhA8FeA8BeB8EeH8KeZEJvhFzfB+lBlhBcnB6tBXtB,v115@LhA8FeA8BeB8EeH8KeZEJvhFSlBlhBGjBTnB/tBUqB
LZITSOJ,X,X,X
LZITOJS,X,X,X
LZITOSJ,X,X,X
LZIJTSO,X,X,X
LZIJTOS,X,O,X
LZIJSTO,X,X,X
LZIJSOT,X,X,X
LZIJOTS,X,O,X
LZIJOST,X,X,X
LZISTJO,X,X,X
LZISTOJ,X,X,X
LZISJTO,X,X,X
LZISJOT,X,X,X
LZISOTJ,X,X,X
LZISOJT,X,X,X
LZIOTJS,X,X,X
LZIOTSJ,X,X,X
LZIOJTS,X,O,X
LZIOJST,X,X,X
LZIOSTJ,X,X,X
LZIOSJT,X,X,X
LZJTISO,X,X,X
LZJTIOS,X,O,X
LZJTSIO,X,X,X
LZJTSOI,X,X,X
LZJTOIS,X,O,X
LZJTOSI,X,X,X
LZJITSO,X,X,X
LZJITOS,X,O,X
LZJISTO,X,X,X
LZJISOT,X,X,X
LZJIOTS,X,O,X
LZJIOST,X,X,X
LZJSTIO,X,X,X
LZJSTOI,X,X,X
LZJSITO,X,X,X
LZJSIOT,X,X,X
LZJSOTI,X,X,X
LZJSOIT,X,X,X
LZJOTIS,X,O,X
LZJOTSI,X,X,X
LZJOITS,X,O,X
LZJOIST,X,X,X
LZJOSTI,X,X,X
LZJOSIT,X,X,X
LZSTIJO,X,X,X
LZSTIOJ,X,X,X
LZSTJIO,X,X,X
LZSTJOI,X,X,X
LZSTOIJ,X,X,X
LZSTOJI,X,X,X
LZSITJO,X,X,X
LZSITOJ,X,X,X
LZSIJTO,X,X,X
LZSIJOT,X,X,X
LZSIOTJ,X,X,X
LZSIOJT,X,X,X
LZSJTIO,X,X,X
LZSJTOI,X,X,X
LZSJITO,X,X,X
LZSJIOT,X,X,X
LZSJOTI,X,X,X
LZSJOIT,X,X,X
LZSOTIJ,X,X,X
LZSOTJI,X,X,X
LZSOITJ,X,X,X
LZSOIJT,X,X,X
LZSOJTI,X,X,X
LZSOJIT,X,X,X
LZOTIJS,X,X,X
LZOTISJ,X,X,X
LZOTJIS,X,X,X
LZOTJSI,X,X,X
LZOTSIJ,X,X,X
LZOTSJI,X,X,X
LZOITJS,X,X,X
LZOITSJ,X,X,X
LZOIJTS,X,O,X
LZOIJST,X,X,X
LZOISTJ,X,X,X
LZOISJT,X,X,X
LZOJTIS,X,O,X
LZOJTSI,X,X,X
LZOJITS,X,O,X
LZOJIST,X,X,X
LZOJSTI,X,X,X
LZOJSIT,X,X,X
LZOSTIJ,X,X,X
LZOSTJI,X,X,X
LZOSITJ,X,X,X
LZOSIJT,X,X,X
LZOSJTI,X,X,X
LZOSJIT,X,X,X
LOTIJSZ,X,X,X
LOTIJZS,X,X,X
LOTISJZ,X,X,O
LOTISZJ,X,X,X
LOTIZJS,X,X,X
LOTIZSJ,X,X,X
LOTJISZ,X,X,X
LOTJIZS,X,X,X
LOTJSIZ,X,X,X
LOTJSZI,X,X,X
LOTJZIS,X,X,X
LOTJZSI,X,X,X
LOTSIJZ,X,X,O
LOTSIZJ,X,X,X
LOTSJIZ,X,X,O
LOTSJZI,X,X,X
LOTSZIJ,X,X,X
LOTSZJI,X,X,X
LOTZIJS,X,X,X
LOTZISJ,X,X,X
LOTZJIS,X,X,X
LOTZJSI,X,X,X
LOTZSIJ,X,X,X
LOTZSJI,X,X,X
LOITJSZ,X,X,X
LOITJZS,X,X,X
LOITSJZ,X,X,O
LOITSZJ,X,X,X
LOITZJS,X,X,X
LOITZSJ,X,X,X
LOIJTSZ,X,X,X
LOIJTZS,X,O,X
LOIJSTZ,X,X,X
LOIJSZT,X,X,X
LOIJZTS,X,O,X
LOIJZST,X,X,X
LOISTJZ,X,X,O
LOISTZJ,X,X,X
LOISJTZ,X,X,O
LOISJZT,X,X,X
LOISZTJ,X,X,X
LOISZJT,X,X,X
LOIZTJS,X,X,X
LOIZTSJ,X,X,X
LOIZJTS,X,O,X
LOIZJST,X,X,X
LOIZSTJ,X,X,X
LOIZSJT,X,X,X
LOJTISZ,X,X,X
LOJTIZS,X,O,X
LOJTSIZ,X,X,X
LOJTSZI,X,X,X
LOJTZIS,X,O,X
LOJTZSI,X,X,X
LOJITSZ,X,X,X
LOJITZS,X,O,X
LOJISTZ,X,X,X
LOJISZT,X,X,X
LOJIZTS,X,O,X
LOJIZST,X,X,X
LOJSTIZ,X,X,X
LOJSTZI,X,X,X
LOJSITZ,X,X,X
LOJSIZT,X,X,X
LOJSZTI,X,X,X
LOJSZIT,X,X,X
LOJZTIS,X,O,X
LOJZTSI,X,X,X
LOJZITS,X,O,X
LOJZIST,X,X,X
LOJZSTI,X,X,X
LOJZSIT,X,X,X
LOSTIJZ,X,X,O
LOSTIZJ,X,X,X
LOSTJIZ,X,X,O
LOSTJZI,X,X,X
LOSTZIJ,X,X,X
LOSTZJI,X,X,X
LOSITJZ,X,X,O
LOSITZJ,X,X,X
LOSIJTZ,X,X,O
LOSIJZT,X,X,X
LOSIZTJ,X,X,X
LOSIZJT,X,X,X
LOSJTIZ,X,X,O
LOSJTZI,X,X,X
LOSJITZ,X,X,O
LOSJIZT,X,X,X
LOSJZTI,X,X,X
LOSJZIT,X,X,X
LOSZTIJ,X,X,X
LOSZTJI,X,X,X
LOSZITJ,X,X,X
LOSZIJT,X,X,X
LOSZJTI,X,X,X
LOSZJIT,X,X,X
LOZTIJS,X,X,X
LOZTISJ,X,X,X
LOZTJIS,X,X,X
LOZTJSI,X,X,X
LOZTSIJ,X,X,X
LOZTSJI,X,X,X
LOZITJS,X,X,X
LOZITSJ,X,X,X
LOZIJTS,X,O,X
LOZIJST,X,X,X
LOZISTJ,X,X,X
LOZISJT,X,X,X
LOZJTIS,X,O,X
LOZJTSI,X,X,X
LOZJITS,X,O,X
LOZJIST,X,X,X
LOZJSTI,X,X,X
LOZJSIT,X,X,X
LOZSTIJ,X,X,X
LOZSTJI,X,X,X
LOZSITJ,X,X,X
LOZSIJT,X,X,X
LOZSJTI,X,X,X
LOZSJIT,X,X,X
JTILSZO,X,X,X
JTILSOZ,X,X,X
JTILZSO,X,X,X
JTILZOS,X,O,X
JTILOSZ,X,X,X
JTILOZS,X,O,X
JTISLZO,X,X,X
JTISLOZ,X,X,X
JTISZLO,X,X,X
JTISZOL,X,X,X
JTISOLZ,X,X,X
JTISOZL,X,X,X
JTIZLSO,X,X,X
JTIZLOS,X,O,X
JTIZSLO,X,X,X
JTIZSOL,X,X,X
JTIZOLS,X,O,X
JTIZOSL,X,X,X
JTIOLSZ,X,X,X
JTIOLZS,X,O,X
JTIOSLZ,X,X,X
JTIOSZL,X,X,X
JTIOZLS,X,O,X
JTIOZSL,X,X,X
JTLISZO,X,X,X
JTLISOZ,X,X,X
JTLIZSO,X,X,X
JTLIZOS,X,O,X
JTLIOSZ,X,X,X
JTLIOZS,X,O,X
JTLSIZO,X,X,X
JTLSIOZ,X,X,X
JTLSZIO,X,X,X
JTLSZOI,X,X,X
JTLSOIZ,X,X,X
JTLSOZI,X,X,X
JTLZISO,X,X,X
JTLZIOS,X,O,X
JTLZSIO,X,X,X
JTLZSOI,X,X,X
JTLZOIS,X,O,X
JTLZOSI,X,X,X
JTLOISZ,X,X,X
JTLOIZS,X,O,X
JTLOSIZ,X,X,X
JTLOSZI,X,X,X
JTLOZIS,X,O,X
JTLOZSI,X,X,X
JTSILZO,X,X,X
JTSILOZ,X,X,X
JTSIZLO,X,X,X
JTSIZOL,X,X,X
JTSIOLZ,X,X,X
JTSIOZL,X,X,X
JTSLIZO,X,X,X
JTSLIOZ,X,X,X
JTSLZIO,X,X,X
JTSLZOI,X,X,X
JTSLOIZ,X,X,X
JTSLOZI,X,X,X
JTSZILO,X,X,X
JTSZIOL,X,X,X
JTSZLIO,X,X,X
JTSZLOI,X,X,X
JTSZOIL,X,X,X
JTSZOLI,X,X,X
JTSOILZ,X,X,X
JTSOIZL,X,X,X
JTSOLIZ,X,X,X
JTSOLZI,X,X,X
JTSOZIL,X,X,X
JTSOZLI,X,X,X
JTZILSO,X,X,X
JTZILOS,X,O,X
JTZISLO,X,X,X
JTZISOL,X,X,X
JTZIOLS,X,O,X
JTZIOSL,X,X,X
JTZLISO,X,X,X
JTZLIOS,X,O,X
JTZLSIO,X,X,X
JTZLSOI,X,X,X
JTZLOIS,X,O,X
JTZLOSI,X,X,X
JTZSILO,X,X,X
JTZSIOL,X,X,X
JTZSLIO,X,X,X
JTZSLOI,X,X,X
JTZSOIL,X,X,X
JTZSOLI,X,X,X
JTZOILS,X,O,X
JTZOISL,X,X,X
JTZOLIS,X,O,X
JTZOLSI,X,X,X
JTZOSIL,X,X,X
JTZOSLI,X,X,X
JTOILSZ,X,X,X
JTOILZS,X,O,X
JTOISLZ,X,X,X
JTOISZL,X,X,X
JTOIZLS,X,O,X
JTOIZSL,X,X,X
JTOLISZ,X,X,X
JTOLIZS,X,O,X
JTOLSIZ,X,X,X
JTOLSZI,X,X,X
JTOLZIS,X,O,X
JTOLZSI,X,X,X
JTOSILZ,X,X,X
JTOSIZL,X,X,X
JTOSLIZ,X,X,X
JTOSLZI,X,X,X
JTOSZIL,X,X,X
JTOSZLI,X,X,X
JTOZILS,X,O,X
JTOZISL,X,X,X
JTOZLIS,X,O,X
JTOZLSI,X,X,X
JTOZSIL,X,X,X
JTOZSLI,X,X,X
JITLSZO,X,X,X
JITLSOZ,X,X,X
JITLZSO,X,X,X
JITLZOS,X,O,X
JITLOSZ,X,X,X
JITLOZS,X,O,X
JITSLZO,X,X,X
JITSLOZ,X,X,X
JITSZLO,X,X,X
JITSZOL,X,X,X
JITSOLZ,X,X,X
JITSOZL,X,X,X
JITZLSO,X,X,X
JITZLOS,X,O,X
JITZSLO,X,X,X
JITZSOL,X,X,X
JITZOLS,X,O,X
JITZOSL,X,X,X
JITOLSZ,X,X,X
JITOLZS,X,O,X
JITOSLZ,X,X,X
JITOSZL,X,X,X
JITOZLS,X,O,X
JITOZSL,X,X,X
JILTSZO,X,X,X
JILTSOZ,X,X,X
JILTZSO,X,X,X
JILTZOS,X,O,X
JILTOSZ,X,X,X
JILTOZS,X,O,X
JILSTZO,X,X,X
JILSTOZ,X,X,X
JILSZTO,X,X,X
JILSZOT,X,X,X
JILSOTZ,X,X,X
JILSOZT,X,X,X
JILZTSO,X,X,X
JILZTOS,X,O,X
JILZSTO,X,X,X
JILZSOT,X,X,X
JILZOTS,X,O,X
JILZOST,X,X,X
JILOTSZ,X,X,X
JILOTZS,X,O,X
JILOSTZ,X,X,X
JILOSZT,X,X,X
JILOZTS,X,O,X
JILOZST,X,X,X
JISTLZO,X,X,X
JISTLOZ,X,X,X
JISTZLO,X,X,X
JISTZOL,X,X,X
JISTOLZ,X,X,X
JISTOZL,X,X,X
JISLTZO,X,X,X
JISLTOZ,X,X,X
JISLZTO,O,X,X
JISLZOT,O,X,X
JISLOTZ,X,X,X
JISLOZT,O,X,X
JISZTLO,O,X,X
JISZTOL,O,X,X
JISZLTO,O,X,X
JISZLOT,O,X,X
JISZOTL,O,X,X
JISZOLT,O,X,X
JISOTLZ,X,X,X
JISOTZL,X,X,X
JISOLTZ,X,X,X
JISOLZT,O,X,X
JISOZTL,O,X,X
JISOZLT,O,X,X
JIZTLSO,X,X,X
JIZTLOS,X,O,X
JIZTSLO,O,X,X
JIZTSOL,O,X,X
JIZTOLS,X,O,X
JIZTOSL,O,X,X
JIZLTSO,X,X,X
JIZLTOS,X,O,X
JIZLSTO,X,X,X
JIZLSOT,X,X,X
JIZLOTS,X,O,X
JIZLOST,X,X,X
JIZSTLO,O,X,X
JIZSTOL,O,X,X
JIZSLTO,O,X,X
JIZSLOT,O,X,X
JIZSOTL,O,X,X
JIZSOLT,O,X,X
JIZOTLS,X,O,X
JIZOTSL,O,X,X
JIZOLTS,X,O,X
JIZOLST,X,X,X
JIZOSTL,O,X,X
JIZOSLT,O,X,X
JIOTLSZ,X,X,X
JIOTLZS,X,O,X
JIOTSLZ,X,X,X
JIOTSZL,X,X,X
JIOTZLS,X,O,X
JIOTZSL,X,X,X
JIOLTSZ,X,X,X
JIOLTZS,X,O,X
JIOLSTZ,X,X,X
JIOLSZT,X,X,X
JIOLZTS,X,O,X
JIOLZST,X,X,X
JIOSTLZ,X,X,X
JIOSTZL,X,X,X
JIOSLTZ,X,X,X
JIOSLZT,O,X,X
JIOSZTL,O,X,X
JIOSZLT,O,X,X
JIOZTLS,X,O,X
JIOZTSL,O,X,X
JIOZLTS,X,O,X
JIOZLST,X,X,X
JIOZSTL,O,X,X
JIOZSLT,O,X,X
JLTISZO,X,X,X
JLTISOZ,X,X,X
JLTIZSO,X,X,X
JLTIZOS,X,O,X
JLTIOSZ,X,X,X
JLTIOZS,X,O,X
JLTSIZO,X,X,X
JLTSIOZ,X,X,X
JLTSZIO,X,X,X
JLTSZOI,X,X,X
JLTSOIZ,X,X,X
JLTSOZI,X,X,X
JLTZISO,X,X,X
JLTZIOS,X,O,X
JLTZSIO,X,X,X
JLTZSOI,X,X,X
JLTZOIS,X,O,X
JLTZOSI,X,X,X
JLTOISZ,X,X,X
JLTOIZS,X,O,X
JLTOSIZ,X,X,X
JLTOSZI,X,X,X
JLTOZIS,X,O,X
JLTOZSI,X,X,X
JLITSZO,X,X,X
JLITSOZ,X,X,X
JLITZSO,X,X,X
JLITZOS,X,O,X
JLITOSZ,X,X,X
JLITOZS,X,O,X
JLISTZO,X,X,X
JLISTOZ,X,X,X
JLISZTO,X,X,X
JLISZOT,X,X,X
JLISOTZ,X,X,X
JLISOZT,X,X,X
JLIZTSO,X,X,X
JLIZTOS,X,O,X
JLIZSTO,X,X,X
JLIZSOT,X,X,X
JLIZOTS,X,O,X
JLIZOST,X,X,X
JLIOTSZ,X,X,X
JLIOTZS,X,O,X
JLIOSTZ,X,X,X
JLIOSZT,X,X,X
JLIOZTS,X,O,X
JLIOZST,X,X,X
JLSTIZO,X,X,X
JLSTIOZ,X,X,X
JLSTZIO,X,X,X
JLSTZOI,X,X,X
JLSTOIZ,X,X,X
JLSTOZI,X,X,X
JLSITZO,X,X,X
JLSITOZ,X,X,X
JLSIZTO,X,X,X
JLSIZOT,X,X,X
JLSIOTZ,X,X,X
JLSIOZT,X,X,X
JLSZTIO,X,X,X
JLSZTOI,X,X,X
JLSZITO,X,X,X
JLSZIOT,X,X,X
JLSZOTI,X,X,X
JLSZOIT,X,X,X
JLSOTIZ,X,X,X
JLSOTZI,X,X,X
JLSOITZ,X,X,X
JLSOIZT,X,X,X
JLSOZTI,X,X,X
JLSOZIT,X,X,X
JLZTISO,X,X,X
JLZTIOS,X,O,X
JLZTSIO,X,X,X
JLZTSOI,X,X,X
JLZTOIS,X,O,X
JLZTOSI,X,X,X
JLZITSO,X,X,X
JLZITOS,X,O,X
JLZISTO,X,X,X
JLZISOT,X,X,X
JLZIOTS,X,O,X
JLZIOST,X,X,X
JLZSTIO,X,X,X
JLZSTOI,X,X,X
JLZSITO,X,X,X
JLZSIOT,X,X,X
JLZSOTI,X,X,X
JLZSOIT,X,X,X
JLZOTIS,X,O,X
JLZOTSI,X,X,X
JLZOITS,X,O,X
JLZOIST,X,X,X
JLZOSTI,X,X,X
JLZOSIT,X,X,X
JLOTISZ,X,X,X
JLOTIZS,X,O,X
JLOTSIZ,X,X,X
JLOTSZI,X,X,X
JLOTZIS,X,O,X
JLOTZSI,X,X,X
JLOITSZ,X,X,X
JLOITZS,X,O,X
JLOISTZ,X,X,X
JLOISZT,X,X,X
JLOIZTS,X,O,X
JLOIZST,X,X,X
JLOSTIZ,X,X,X
JLOSTZI,X,X,X
JLOSITZ,X,X,X
JLOSIZT,X,X,X
JLOSZTI,X,X,X
JLOSZIT,X,X,X
JLOZTIS,X,O,X
JLOZTSI,X,X,X
JLOZITS,X,O,X
JLOZIST,X,X,X
JLOZSTI,X,X,X
JLOZSIT,X,X,X
JSTILZO,X,X,X
JSTILOZ,X,X,X
JSTIZLO,X,X,X
JSTIZOL,X,X,X
JSTIOLZ,X,X,X
JSTIOZL,X,X,X
JSTLIZO,X,X,X
JSTLIOZ,X,X,X
JSTLZIO,X,X,X
JSTLZOI,X,X,X
JSTLOIZ,X,X,X
JSTLOZI,X,X,X
JSTZILO,X,X,X
JSTZIOL,X,X,X
JSTZLIO,X,X,X
JSTZLOI,X,X,X
JSTZOIL,X,X,X
JSTZOLI,X,X,X
JSTOILZ,X,X,X
JSTOIZL,X,X,X
JSTOLIZ,X,X,X
JSTOLZI,X,X,X
JSTOZIL,X,X,X
JSTOZLI,X,X,X
JSITLZO,X,X,X
JSITLOZ,X,X,X
JSITZLO,X,X,X
JSITZOL,X,X,X
JSITOLZ,X,X,X
JSITOZL,X,X,X
JSILTZO,X,X,X
JSILTOZ,X,X,X
JSILZTO,O,X,X
JSILZOT,O,X,X
JSILOTZ,X,X,X
JSILOZT,O,X,X
JSIZTLO,O,X,X
JSIZTOL,O,X,X
JSIZLTO,O,X,X
JSIZLOT,O,X,X
JSIZOTL,O,X,X
JSIZOLT,O,X,X
JSIOTLZ,X,X,X
JSIOTZL,X,X,X
JSIOLTZ,X,X,X
JSIOLZT,O,X,X
JSIOZTL,O,X,X
JSIOZLT,O,X,X
JSLTIZO,X,X,X
JSLTIOZ,X,X,X
JSLTZIO,X,X,X
JSLTZOI,X,X,X
JSLTOIZ,X,X,X
JSLTOZI,X,X,X
JSLITZO,X,X,X
JSLITOZ,X,X,X
JSLIZTO,O,X,X
JSLIZOT,O,X,X
JSLIOTZ,X,X,X
JSLIOZT,O,X,X
JSLZTIO,O,X,X
JSLZTOI,O,X,X
JSLZITO,O,X,X
JSLZIOT,O,X,X
JSLZOTI,O,X,X
JSLZOIT,O,X,X
JSLOTIZ,X,X,X
JSLOTZI,X,X,X
JSLOITZ,X,X,X
JSLOIZT,O,X,X
JSLOZTI,O,X,X
JSLOZIT,O,X,X
JSZTILO,O,X,X
JSZTIOL,O,X,X
JSZTLIO,O,X,X
JSZTLOI,O,X,X
JSZTOIL,O,X,X
JSZTOLI,O,X,X
JSZITLO,O,X,X
JSZITOL,O,X,X
JSZILTO,O,X,X
JSZILOT,O,X,X
JSZIOTL,O,X,X
JSZIOLT,O,X,X
JSZLTIO,O,X,X
JSZLTOI,O,X,X
JSZLITO,O,X,X
JSZLIOT,O,X,X
JSZLOTI,O,X,X
JSZLOIT,O,X,X
JSZOTIL,O,X,X
JSZOTLI,O,X,X
JSZOITL,O,X,X
JSZOILT,O,X,X
JSZOLTI,O,X,X
JSZOLIT,O,X,X
JSOTILZ,X,X,X
JSOTIZL,X,X,X
JSOTLIZ,X,X,X
JSOTLZI,X,X,X
JSOTZIL,X,X,X
JSOTZLI,X,X,X
JSOITLZ,X,X,X
JSOITZL,X,X,X
JSOILTZ,X,X,X
JSOILZT,O,X,X
JSOIZTL,O,X,X
JSOIZLT,O,X,X
JSOLTIZ,X,X,X
JSOLTZI,X,X,X
JSOLITZ,X,X,X
JSOLIZT,O,X,X
JSOLZTI,O,X,X
JSOLZIT,O,X,X
JSOZTIL,O,X,X
JSOZTLI,O,X,X
JSOZITL,O,X,X
JSOZILT,O,X,X
JSOZLTI,O,X,X
JSOZLIT,O,X,X
JZTILSO,X,X,X
JZTILOS,X,O,X
JZTISLO,O,X,X
JZTISOL,O,X,X
JZTIOLS,X,O,X
JZTIOSL,O,X,X
JZTLISO,X,X,X
JZTLIOS,X,O,X
JZTLSIO,X,X,X
JZTLSOI,X,X,X
JZTLOIS,X,O,X
JZTLOSI,X,X,X
JZTSILO,O,X,X
JZTSIOL,O,X,X
JZTSLIO,O,X,X
JZTSLOI,O,X,X
JZTSOIL,O,X,X
JZTSOLI,O,X,X
JZTOILS,X,O,X
JZTOISL,O,X,X
JZTOLIS,X,O,X
JZTOLSI,X,X,X
JZTOSIL,O,X,X
JZTOSLI,O,X,X
JZITLSO,X,X,X
JZITLOS,X,O,X
JZITSLO,O,X,X
JZITSOL,O,X,X
JZITOLS,X,O,X
JZITOSL,O,X,X
JZILTSO,X,X,X
JZILTOS,X,O,X
JZILSTO,X,X,X
JZILSOT,X,X,X
JZILOTS,X,O,X
JZILOST,X,X,X
JZISTLO,O,X,X
JZISTOL,O,X,X
JZISLTO,O,X,X
JZISLOT,O,X,X
JZISOTL,O,X,X
JZISOLT,O,X,X
JZIOTLS,X,O,X
JZIOTSL,O,X,X
JZIOLTS,X,O,X
JZIOLST,X,X,X
JZIOSTL,O,X,X
JZIOSLT,O,X,X
JZLTISO,X,X,X
JZLTIOS,X,O,X
JZLTSIO,X,X,X
JZLTSOI,X,X,X
JZLTOIS,X,O,X
JZLTOSI,X,X,X
JZLITSO,X,X,X
JZLITOS,X,O,X
JZLISTO,X,X,X
JZLISOT,X,X,X
JZLIOTS,X,O,X
JZLIOST,X,X,X
JZLSTIO,X,X,X
JZLSTOI,X,X,X
JZLSITO,X,X,X
JZLSIOT,X,X,X
JZLSOTI,X,X,X
JZLSOIT,X,X,X
JZLOTIS,X,O,X
JZLOTSI,X,X,X
JZLOITS,X,O,X
JZLOIST,X,X,X
JZLOSTI,X,X,X
JZLOSIT,X,X,X
JZSTILO,O,X,X
JZSTIOL,O,X,X
JZSTLIO,O,X,X
JZSTLOI,O,X,X
JZSTOIL,O,X,X
JZSTOLI,O,X,X
JZSITLO,O,X,X
JZSITOL,O,X,X
JZSILTO,O,X,X
JZSILOT,O,X,X
JZSIOTL,O,X,X
JZSIOLT,O,X,X
JZSLTIO,O,X,X
JZSLTOI,O,X,X
JZSLITO,O,X,X
JZSLIOT,O,X,X
JZSLOTI,O,X,X
JZSLOIT,O,X,X
JZSOTIL,O,X,X
JZSOTLI,O,X,X
JZSOITL,O,X,X
JZSOILT,O,X,X
JZSOLTI,O,X,X
JZSOLIT,O,X,X
JZOTILS,X,O,X
JZOTISL,O,X,X
JZOTLIS,X,O,X
JZOTLSI,X,X,X
JZOTSIL,O,X,X
JZOTSLI,O,X,X
JZOITLS,X,O,X
JZOITSL,O,X,X
JZOILTS,X,O,X
JZOILST,X,X,X
JZOISTL,O,X,X
JZOISLT,O,X,X
JZOLTIS,X,O,X
JZOLTSI,X,X,X
JZOLITS,X,O,X
JZOLIST,X,X,X
JZOLSTI,X,X,X
JZOLSIT,X,X,X
JZOSTIL,O,X,X
JZOSTLI,O,X,X
JZOSITL,O,X,X
JZOSILT,O,X,X
JZOSLTI,O,X,X
JZOSLIT,O,X,X
JOTILSZ,X,X,X
JOTILZS,X,O,X
JOTISLZ,X,X,X
JOTISZL,X,X,X
JOTIZLS,X,O,X
JOTIZSL,X,X,X
JOTLISZ,X,X,X
JOTLIZS,X,O,X
JOTLSIZ,X,X,X
JOTLSZI,X,X,X
JOTLZIS,X,O,X
JOTLZSI,X,X,X
JOTSILZ,X,X,X
JOTSIZL,X,X,X
JOTSLIZ,X,X,X
JOTSLZI,X,X,X
JOTSZIL,X,X,X
JOTSZLI,X,X,X
JOTZILS,X,O,X
JOTZISL,X,X,X
JOTZLIS,X,O,X
JOTZLSI,X,X,X
JOTZSIL,X,X,X
JOTZSLI,X,X,X
JOITLSZ,X,X,X
JOITLZS,X,O,X
JOITSLZ,X,X,X
JOITSZL,X,X,X
JOITZLS,X,O,X
JOITZSL,X,X,X
JOILTSZ,X,X,X
JOILTZS,X,O,X
JOILSTZ,X,X,X
JOILSZT,X,X,X
JOILZTS,X,O,X
JOILZST,X,X,X
JOISTLZ,X,X,X
JOISTZL,X,X,X
JOISLTZ,X,X,X
JOISLZT,O,X,X
JOISZTL,O,X,X
JOISZLT,O,X,X
JOIZTLS,X,O,X
JOIZTSL,O,X,X
JOIZLTS,X,O,X
JOIZLST,X,X,X
JOIZSTL,O,X,X
JOIZSLT,O,X,X
JOLTISZ,X,X,X
JOLTIZS,X,O,X
JOLTSIZ,X,X,X
JOLTSZI,X,X,X
JOLTZIS,X,O,X
JOLTZSI,X,X,X
JOLITSZ,X,X,X
JOLITZS,X,O,X
JOLISTZ,X,X,X
JOLISZT,X,X,X
JOLIZTS,X,O,X
JOLIZST,X,X,X
JOLSTIZ,X,X,X
JOLSTZI,X,X,X
JOLSITZ,X,X,X
JOLSIZT,X,X,X
JOLSZTI,X,X,X
JOLSZIT,X,X,X
JOLZTIS,X,O,X
JOLZTSI,X,X,X
JOLZITS,X,O,X
JOLZIST,X,X,X
JOLZSTI,X,X,X
JOLZSIT,X,X,X
JOSTILZ,X,X,X
JOSTIZL,X,X,X
JOSTLIZ,X,X,X
JOSTLZI,X,X,X
JOSTZIL,X,X,X
JOSTZLI,X,X,X
JOSITLZ,X,X,X
JOSITZL,X,X,X
JOSILTZ,X,X,X
JOSILZT,O,X,X
JOSIZTL,O,X,X
JOSIZLT,O,X,X
JOSLTIZ,X,X,X
JOSLTZI,X,X,X
JOSLITZ,X,X,X
JOSLIZT,O,X,X
JOSLZTI,O,X,X
JOSLZIT,O,X,X
JOSZTIL,O,X,X
JOSZTLI,O,X,X
JOSZITL,O,X,X
JOSZILT,O,X,X
JOSZLTI,O,X,X
JOSZLIT,O,X,X
JOZTILS,X,O,X
JOZTISL,O,X,X
JOZTLIS,X,O,X
JOZTLSI,X,X,X
JOZTSIL,O,X,X
JOZTSLI,O,X,X
JOZITLS,X,O,X
JOZITSL,O,X,X
JOZILTS,X,O,X
JOZILST,X,X,X
JOZISTL,O,X,X
JOZISLT,O,X,X
JOZLTIS,X,O,X
JOZLTSI,X,X,X
JOZLITS,X,O,X
JOZLIST,X,X,X
JOZLSTI,X,X,X
JOZLSIT,X,X,X
JOZSTIL,O,X,X
JOZSTLI,O,X,X
JOZSITL,O,X,X
JOZSILT,O,X,X
JOZSLTI,O,X,X
JOZSLIT,O,X,X
STILJZO,X,X,X
STILJOZ,X,X,X
STILZJO,O,X,X
STILZOJ,X,X,X
STILOJZ,X,X,X
STILOZJ,X,X,X
STIJLZO,X,X,X
STIJLOZ,X,X,X
STIJZLO,X,X,X
STIJZOL,X,X,X
STIJOLZ,X,X,X
STIJOZL,X,X,X
STIZLJO,O,X,X
STIZLOJ,X,X,X
STIZJLO,O,X,X
STIZJOL,O,X,X
STIZOLJ,X,X,X
STIZOJL,X,X,X
STIOLJZ,X,X,X
STIOLZJ,X,X,X
STIOJLZ,X,X,X
STIOJZL,X,X,X
STIOZLJ,X,X,X
STIOZJL,X,X,X
STLIJZO,X,X,X
STLIJOZ,X,X,X
STLIZJO,O,X,X
STLIZOJ,X,X,X
STLIOJZ,X,X,X
STLIOZJ,X,X,X
STLJIZO,X,X,X
STLJIOZ,X,X,X
STLJZIO,X,X,X
STLJZOI,X,X,X
STLJOIZ,X,X,X
STLJOZI,X,X,X
STLZIJO,O,X,X
STLZIOJ,X,X,X
STLZJIO,O,X,X
STLZJOI,O,X,X
STLZOIJ,X,X,X
STLZOJI,X,X,X
STLOIJZ,X,X,X
STLOIZJ,X,X,X
STLOJIZ,X,X,X
STLOJZI,X,X,X
STLOZIJ,X,X,X
STLOZJI,X,X,X
STJILZO,X,X,X
STJILOZ,X,X,X
STJIZLO,X,X,X
STJIZOL,X,X,X
STJIOLZ,X,X,X
STJIOZL,X,X,X
STJLIZO,X,X,X
STJLIOZ,X,X,X
STJLZIO,X,X,X
STJLZOI,X,X,X
STJLOIZ,X,X,X
STJLOZI,X,X,X
STJZILO,X,X,X
STJZIOL,X,X,X
STJZLIO,X,X,X
STJZLOI,X,X,X
STJZOIL,X,X,X
STJZOLI,X,X,X
STJOILZ,X,X,X
STJOIZL,X,X,X
STJOLIZ,X,X,X
STJOLZI,X,X,X
STJOZIL,X,X,X
STJOZLI,X,X,X
STZILJO,O,X,X
STZILOJ,X,X,X
