sequence,v115@UhC8AeB8AeA8BeF8KeUBJvhFanBziB5oB/pBFlBmpB,v115@UhC8AeB8AeA8BeF8Kel/IvhFUhBanBziB5oB/pBOqB,v115@UhC8AeB8AeA8BeF8KeT/IvhFOlBXhBxiBFnB6tB0pB,v115@UhC8AeB8AeA8BeF8KeOFJvhFXhBxiBTkBFnB6tB0pB
LJTZOIS,X,X,X,X
LJTZOSI,X,X,X,X
LJTOISZ,X,X,X,X
LJTOIZS,X,X,X,X
LJTOSIZ,X,X,X,X
LJTOSZI,X,X,X,X
LJTOZIS,X,X,X,X
LJTOZSI,X,X,X,X
LJITSZO,X,X,X,X
LJITSOZ,X,X,X,X
LJITZSO,X,X,X,X
LJITZOS,X,X,X,X
LJITOSZ,X,X,X,X
LJITOZS,X,X,X,X
LJISTZO,X,O,X,X
LJISTOZ,X,O,X,X
LJISZTO,X,O,X,X
LJISZOT,X,O,X,X
LJISOTZ,X,O,X,X
LJISOZT,X,O,X,X
LJIZTSO,X,X,X,X
LJIZTOS,X,X,X,X
LJIZSTO,X,O,X,X
LJIZSOT,X,O,X,X
LJIZOTS,X,X,X,X
LJIZOST,X,O,X,X
LJIOTSZ,X,X,X,X
LJIOTZS,X,X,X,X
LJIOSTZ,X,O,X,X
LJIOSZT,X,O,X,X
LJIOZTS,X,X,X,X
LJIOZST,X,O,X,X
LJSTIZO,X,O,X,X
LJSTIOZ,X,O,X,X
LJSTZIO,X,O,X,X
LJSTZOI,X,O,X,X
LJSTOIZ,X,O,X,X
LJSTOZI,X,O,X,X
LJSITZO,X,O,X,X
LJSITOZ,X,O,X,X
LJSIZTO,X,O,X,X
LJSIZOT,X,O,X,X
LJSIOTZ,X,O,X,X
LJSIOZT,X,O,X,X
LJSZTIO,X,O,X,X
LJSZTOI,X,O,X,X
LJSZITO,X,O,X,X
LJSZIOT,X,O,X,X
LJSZOTI,X,O,X,X
LJSZOIT,X,O,X,X
LJSOTIZ,X,O,X,X
LJSOTZI,X,O,X,X
LJSOITZ,X,O,X,X
LJSOIZT,X,O,X,X
LJSOZTI,X,O,X,X
LJSOZIT,X,O,X,X
LJZTISO,X,X,X,X
LJZTIOS,X,X,X,X
LJZTSIO,X,X,X,X
LJZTSOI,X,X,X,X
LJZTOIS,X,X,X,X
LJZTOSI,X,X,X,X
LJZITSO,X,X,X,X
LJZITOS,X,X,X,X
LJZISTO,X,O,X,X
LJZISOT,X,O,X,X
LJZIOTS,X,X,X,X
LJZIOST,X,O,X,X
LJZSTIO,X,O,X,X
LJZSTOI,X,O,X,X
LJZSITO,X,O,X,X
LJZSIOT,X,O,X,X
LJZSOTI,X,O,X,X
LJZSOIT,X,O,X,X
LJZOTIS,X,X,X,X
LJZOTSI,X,X,X,X
LJZOITS,X,X,X,X
LJZOIST,X,O,X,X
LJZOSTI,X,O,X,X
LJZOSIT,X,O,X,X
LJOTISZ,X,X,X,X
LJOTIZS,X,X,X,X
LJOTSIZ,X,X,X,X
LJOTSZI,X,X,X,X
LJOTZIS,X,X,X,X
LJOTZSI,X,X,X,X
LJOITSZ,X,X,X,X
LJOITZS,X,X,X,X
LJOISTZ,X,O,X,X
LJOISZT,X,O,X,X
LJOIZTS,X,X,X,X
LJOIZST,X,O,X,X
LJOSTIZ,X,O,X,X
LJOSTZI,X,O,X,X
LJOSITZ,X,O,X,X
LJOSIZT,X,O,X,X
LJOSZTI,X,O,X,X
LJOSZIT,X,O,X,X
LJOZTIS,X,X,X,X
LJOZTSI,X,X,X,X
LJOZITS,X,X,X,X
LJOZIST,X,O,X,X
LJOZSTI,X,O,X,X
LJOZSIT,X,O,X,X
LSTIJZO,X,X,O,X
LSTIJOZ,X,X,X,O
LSTIZJO,X,X,O,X
LSTIZOJ,O,O,O,X
LSTIOJZ,X,X,X,O
LSTIOZJ,O,O,X,X
LSTJIZO,X,X,O,X
LSTJIOZ,X,X,X,O
LSTJZIO,X,X,O,X
LSTJZOI,X,X,O,X
LSTJOIZ,X,X,X,O
LSTJOZI,X,X,X,O
LSTZIJO,X,X,O,X
LSTZIOJ,O,O,O,X
LSTZJIO,X,X,O,X
LSTZJOI,X,X,O,X
LSTZOIJ,O,O,O,X
LSTZOJI,X,X,O,X
LSTOIJZ,X,X,X,O
LSTOIZJ,O,O,X,X
LSTOJIZ,X,X,X,O
LSTOJZI,X,X,X,O
LSTOZIJ,O,O,X,X
LSTOZJI,X,X,X,X
LSITJZO,X,X,X,X
LSITJOZ,X,X,X,X
LSITZJO,X,X,X,X
LSITZOJ,O,O,X,X
LSITOJZ,X,X,X,X
LSITOZJ,O,O,X,X
LSIJTZO,X,O,X,X
LSIJTOZ,X,O,X,X
LSIJZTO,X,O,X,X
LSIJZOT,X,O,O,X
LSIJOTZ,X,O,X,X
LSIJOZT,X,O,X,X
LSIZTJO,X,X,X,X
LSIZTOJ,O,O,X,X
LSIZJTO,X,X,X,X
LSIZJOT,X,X,O,X
LSIZOTJ,O,O,X,X
LSIZOJT,X,X,O,X
LSIOTJZ,X,X,X,X
LSIOTZJ,O,O,X,X
LSIOJTZ,X,O,X,X
LSIOJZT,X,O,X,X
LSIOZTJ,O,O,X,X
LSIOZJT,X,X,X,X
LSJTIZO,X,O,O,X
LSJTIOZ,X,O,X,O
LSJTZIO,X,O,O,X
LSJTZOI,X,O,O,X
LSJTOIZ,X,O,X,O
LSJTOZI,X,O,X,O
LSJITZO,X,O,X,X
LSJITOZ,X,O,X,X
LSJIZTO,X,O,X,X
LSJIZOT,X,O,O,X
LSJIOTZ,X,O,X,X
LSJIOZT,X,O,X,X
LSJZTIO,X,O,O,X
LSJZTOI,X,O,O,X
LSJZITO,X,O,X,X
LSJZIOT,X,O,O,X
LSJZOTI,X,O,O,X
LSJZOIT,X,O,O,X
LSJOTIZ,X,O,X,O
LSJOTZI,X,O,X,O
LSJOITZ,X,O,X,X
LSJOIZT,X,O,X,X
LSJOZTI,X,O,X,X
LSJOZIT,X,O,X,X
LSZTIJO,X,X,O,X
LSZTIOJ,O,O,O,X
LSZTJIO,X,X,O,X
LSZTJOI,X,X,O,X
LSZTOIJ,O,O,O,X
LSZTOJI,X,X,O,X
LSZITJO,X,X,X,X
LSZITOJ,O,O,X,X
LSZIJTO,X,X,X,X
LSZIJOT,X,X,O,X
LSZIOTJ,O,O,X,X
LSZIOJT,X,X,O,X
LSZJTIO,X,X,O,X
LSZJTOI,X,X,O,X
LSZJITO,X,X,X,X
LSZJIOT,X,X,O,X
LSZJOTI,X,X,O,X
LSZJOIT,X,X,O,X
LSZOTIJ,O,O,O,X
LSZOTJI,X,X,O,X
LSZOITJ,O,O,X,X
LSZOIJT,X,X,O,X
LSZOJTI,X,X,O,X
LSZOJIT,X,X,O,X
LSOTIJZ,X,X,X,O
LSOTIZJ,O,O,X,X
LSOTJIZ,X,X,X,O
LSOTJZI,X,X,X,O
LSOTZIJ,O,O,X,X
LSOTZJI,X,X,X,X
LSOITJZ,X,X,X,X
LSOITZJ,O,O,X,X
LSOIJTZ,X,O,X,X
LSOIJZT,X,O,X,X
LSOIZTJ,O,O,X,X
LSOIZJT,X,X,X,X
LSOJTIZ,X,O,X,O
LSOJTZI,X,O,X,O
LSOJITZ,X,O,X,X
LSOJIZT,X,O,X,X
LSOJZTI,X,O,X,X
LSOJZIT,X,O,X,X
LSOZTIJ,O,O,X,X
LSOZTJI,X,X,X,X
LSOZITJ,O,O,X,X
LSOZIJT,X,X,X,X
LSOZJTI,X,X,X,X
LSOZJIT,X,X,X,X
LZTIJSO,X,X,O,X
LZTIJOS,X,X,O,X
LZTISJO,X,X,O,X
LZTISOJ,X,X,O,X
LZTIOJS,X,X,O,X
LZTIOSJ,X,X,O,X
LZTJISO,X,X,O,X
LZTJIOS,X,X,O,X
LZTJSIO,X,X,O,X
LZTJSOI,X,X,O,X
LZTJOIS,X,X,O,X
LZTJOSI,X,X,O,X
LZTSIJO,X,X,O,X
LZTSIOJ,X,X,O,X
LZTSJIO,X,X,O,X
LZTSJOI,X,X,O,X
LZTSOIJ,X,X,O,X
LZTSOJI,X,X,O,X
LZTOIJS,X,X,O,X
LZTOISJ,X,X,O,X
LZTOJIS,X,X,O,X
LZTOJSI,X,X,O,X
LZTOSIJ,X,X,O,X
LZTOSJI,X,X,O,X
LZITJSO,X,X,X,X
LZITJOS,X,X,X,X
LZITSJO,X,X,X,X
LZITSOJ,X,X,X,X
LZITOJS,X,X,X,X
LZITOSJ,X,X,X,X
LZIJTSO,X,X,O,X
LZIJTOS,X,X,O,X
LZIJSTO,X,O,X,X
LZIJSOT,X,O,O,X
LZIJOTS,X,X,O,X
LZIJOST,X,O,O,X
LZISTJO,X,X,X,X
LZISTOJ,O,O,X,X
LZISJTO,X,X,X,X
LZISJOT,X,X,O,X
LZISOTJ,O,O,X,X
LZISOJT,X,X,O,X
LZIOTJS,X,X,X,X
LZIOTSJ,X,X,X,X
LZIOJTS,X,X,O,X
LZIOJST,X,O,O,X
LZIOSTJ,O,O,X,X
LZIOSJT,X,X,O,X
LZJTISO,X,X,O,X
LZJTIOS,X,X,O,X
LZJTSIO,X,X,O,X
LZJTSOI,X,X,O,X
LZJTOIS,X,X,O,X
LZJTOSI,X,X,O,X
LZJITSO,X,X,O,X
LZJITOS,X,X,O,X
LZJISTO,X,O,X,X
LZJISOT,X,O,O,X
LZJIOTS,X,X,O,X
LZJIOST,X,O,O,X
LZJSTIO,X,O,O,X
LZJSTOI,X,O,O,X
LZJSITO,X,O,X,X
LZJSIOT,X,O,O,X
LZJSOTI,X,O,O,X
LZJSOIT,X,O,O,X
LZJOTIS,X,X,O,X
LZJOTSI,X,X,O,X
LZJOITS,X,X,O,X
LZJOIST,X,O,O,X
LZJOSTI,X,O,O,X
LZJOSIT,X,O,O,X
LZSTIJO,X,X,O,X
LZSTIOJ,O,O,O,X
LZSTJIO,X,X,O,X
LZSTJOI,X,X,O,X
LZSTOIJ,O,O,O,X
LZSTOJI,X,X,O,X
LZSITJO,X,X,X,X
LZSITOJ,O,O,X,X
LZSIJTO,X,X,X,X
LZSIJOT,X,X,O,X
LZSIOTJ,O,O,X,X
LZSIOJT,X,X,O,X
LZSJTIO,X,X,O,X
LZSJTOI,X,X,O,X
LZSJITO,X,X,X,X
LZSJIOT,X,X,O,X
LZSJOTI,X,X,O,X
LZSJOIT,X,X,O,X
LZSOTIJ,O,O,O,X
LZSOTJI,X,X,O,X
LZSOITJ,O,O,X,X
LZSOIJT,X,X,O,X
LZSOJTI,X,X,O,X
LZSOJIT,X,X,O,X
LZOTIJS,X,X,O,X
LZOTISJ,X,X,O,X
LZOTJIS,X,X,O,X
LZOTJSI,X,X,O,X
LZOTSIJ,X,X,O,X
LZOTSJI,X,X,O,X
LZOITJS,X,X,X,X
LZOITSJ,X,X,X,X
LZOIJTS,X,X,O,X
LZOIJST,X,O,O,X
LZOISTJ,O,O,X,X
LZOISJT,X,X,O,X
LZOJTIS,X,X,O,X
LZOJTSI,X,X,O,X
LZOJITS,X,X,O,X
LZOJIST,X,O,O,X
LZOJSTI,X,O,O,X
LZOJSIT,X,O,O,X
LZOSTIJ,O,O,O,X
LZOSTJI,X,X,O,X
LZOSITJ,O,O,X,X
LZOSIJT,X,X,O,X
LZOSJTI,X,X,O,X
LZOSJIT,X,X,O,X
LOTIJSZ,X,X,X,X
LOTIJZS,X,X,X,X
LOTISJZ,X,X,X,O
LOTISZJ,X,X,X,X
LOTIZJS,X,X,X,X
LOTIZSJ,X,X,X,X
LOTJISZ,X,X,X,X
LOTJIZS,X,X,X,X
LOTJSIZ,X,X,X,X
LOTJSZI,X,X,X,X
LOTJZIS,X,X,X,X
LOTJZSI,X,X,X,X
LOTSIJZ,X,X,X,O
LOTSIZJ,X,X,X,X
LOTSJIZ,X,X,X,O
LOTSJZI,X,X,X,O
LOTSZIJ,X,X,X,X
LOTSZJI,X,X,X,X
LOTZIJS,X,X,X,X
LOTZISJ,X,X,X,X
LOTZJIS,X,X,X,X
LOTZJSI,X,X,X,X
LOTZSIJ,X,X,X,X
LOTZSJI,X,X,X,X
LOITJSZ,X,X,X,X
LOITJZS,X,X,X,X
LOITSJZ,X,X,X,X
LOITSZJ,X,X,X,X
LOITZJS,X,X,X,X
LOITZSJ,X,X,X,X
LOIJTSZ,X,X,X,X
LOIJTZS,X,X,X,X
LOIJSTZ,X,O,X,X
LOIJSZT,X,O,X,X
LOIJZTS,X,X,X,X
LOIJZST,X,O,X,X
LOISTJZ,X,X,X,X
LOISTZJ,O,O,X,X
LOISJTZ,X,O,X,X
LOISJZT,X,O,X,X
LOISZTJ,O,O,X,X
LOISZJT,X,X,X,X
LOIZTJS,X,X,X,X
LOIZTSJ,X,X,X,X
LOIZJTS,X,X,X,X
LOIZJST,X,O,X,X
LOIZSTJ,O,O,X,X
LOIZSJT,X,X,X,X
LOJTISZ,X,X,X,X
LOJTIZS,X,X,X,X
LOJTSIZ,X,X,X,X
LOJTSZI,X,X,X,X
LOJTZIS,X,X,X,X
LOJTZSI,X,X,X,X
LOJITSZ,X,X,X,X
LOJITZS,X,X,X,X
LOJISTZ,X,O,X,X
LOJISZT,X,O,X,X
LOJIZTS,X,X,X,X
LOJIZST,X,O,X,X
LOJSTIZ,X,O,X,X
LOJSTZI,X,O,X,X
LOJSITZ,X,O,X,X
LOJSIZT,X,O,X,X
LOJSZTI,X,O,X,X
LOJSZIT,X,O,X,X
LOJZTIS,X,X,X,X
LOJZTSI,X,X,X,X
LOJZITS,X,X,X,X
LOJZIST,X,O,X,X
LOJZSTI,X,O,X,X
LOJZSIT,X,O,X,X
LOSTIJZ,X,X,X,O
LOSTIZJ,O,O,X,X
LOSTJIZ,X,X,X,O
LOSTJZI,X,X,X,O
LOSTZIJ,O,O,X,X
LOSTZJI,X,X,X,X
LOSITJZ,X,X,X,X
LOSITZJ,O,O,X,X
LOSIJTZ,X,O,X,X
LOSIJZT,X,O,X,X
LOSIZTJ,O,O,X,X
LOSIZJT,X,X,X,X
LOSJTIZ,X,O,X,O
LOSJTZI,X,O,X,O
LOSJITZ,X,O,X,X
LOSJIZT,X,O,X,X
LOSJZTI,X,O,X,X
LOSJZIT,X,O,X,X
LOSZTIJ,O,O,X,X
LOSZTJI,X,X,X,X
LOSZITJ,O,O,X,X
LOSZIJT,X,X,X,X
LOSZJTI,X,X,X,X
LOSZJIT,X,X,X,X
LOZTIJS,X,X,X,X
LOZTISJ,X,X,X,X
LOZTJIS,X,X,X,X
LOZTJSI,X,X,X,X
LOZTSIJ,X,X,X,X
LOZTSJI,X,X,X,X
LOZITJS,X,X,X,X
LOZITSJ,X,X,X,X
LOZIJTS,X,X,X,X
LOZIJST,X,O,X,X
LOZISTJ,O,O,X,X
LOZISJT,X,X,X,X
LOZJTIS,X,X,X,X
LOZJTSI,X,X,X,X
LOZJITS,X,X,X,X
LOZJIST,X,O,X,X
LOZJSTI,X,O,X,X
LOZJSIT,X,O,X,X
LOZSTIJ,O,O,X,X
LOZSTJI,X,X,X,X
LOZSITJ,O,O,X,X
LOZSIJT,X,X,X,X
LOZSJTI,X,X,X,X
LOZSJIT,X,X,X,X
JTILSZO,X,X,X,X
JTILSOZ,X,X,X,X
JTILZSO,X,X,X,X
JTILZOS,X,X,X,X
JTILOSZ,X,X,X,X
JTILOZS,X,X,X,X
JTISLZO,X,X,X,X
JTISLOZ,X,X,X,X
JTISZLO,X,X,X,X
JTISZOL,X,X,X,X
JTISOLZ,X,X,X,X
JTISOZL,X,X,X,X
JTIZLSO,X,X,X,X
JTIZLOS,X,X,X,X
JTIZSLO,X,X,X,X
JTIZSOL,X,X,X,X
JTIZOLS,X,X,X,X
JTIZOSL,X,X,X,X
JTIOLSZ,X,X,X,X
JTIOLZS,X,X,X,X
JTIOSLZ,X,X,X,X
JTIOSZL,X,X,X,X
JTIOZLS,X,X,X,X
JTIOZSL,X,X,X,X
JTLISZO,X,X,X,X
JTLISOZ,X,X,X,X
JTLIZSO,X,X,X,X
JTLIZOS,X,X,X,X
JTLIOSZ,X,X,X,X
JTLIOZS,X,X,X,X
JTLSIZO,X,X,X,X
JTLSIOZ,X,X,X,X
JTLSZIO,X,X,X,X
JTLSZOI,X,X,X,X
JTLSOIZ,X,X,X,X
JTLSOZI,X,X,X,X
JTLZISO,X,X,X,X
JTLZIOS,X,X,X,X
JTLZSIO,X,X,X,X
JTLZSOI,X,X,X,X
JTLZOIS,X,X,X,X
JTLZOSI,X,X,X,X
JTLOISZ,X,X,X,X
JTLOIZS,X,X,X,X
JTLOSIZ,X,X,X,X
JTLOSZI,X,X,X,X
JTLOZIS,X,X,X,X
JTLOZSI,X,X,X,X
JTSILZO,X,X,X,X
JTSILOZ,X,X,X,X
JTSIZLO,X,X,X,X
JTSIZOL,X,X,X,X
JTSIOLZ,X,X,X,X
JTSIOZL,X,X,X,X
JTSLIZO,X,X,X,X
JTSLIOZ,X,X,X,X
JTSLZIO,X,X,X,X
JTSLZOI,X,X,X,X
JTSLOIZ,X,X,X,X
JTSLOZI,X,X,X,X
JTSZILO,X,X,X,X
JTSZIOL,X,X,X,X
JTSZLIO,X,X,X,X
JTSZLOI,X,X,X,X
JTSZOIL,X,X,X,X
JTSZOLI,X,X,X,X
JTSOILZ,X,X,X,X
JTSOIZL,X,X,X,X
JTSOLIZ,X,X,X,X
JTSOLZI,X,X,X,X
JTSOZIL,X,X,X,X
JTSOZLI,X,X,X,X
JTZILSO,X,X,X,X
JTZILOS,X,X,X,X
JTZISLO,X,X,X,X
JTZISOL,X,X,X,X
JTZIOLS,X,X,X,X
JTZIOSL,X,X,X,X
JTZLISO,X,X,X,X
JTZLIOS,X,X,X,X
JTZLSIO,X,X,X,X
JTZLSOI,X,X,X,X
JTZLOIS,X,X,X,X
JTZLOSI,X,X,X,X
JTZSILO,X,X,X,X
JTZSIOL,X,X,X,X
JTZSLIO,X,X,X,X
JTZSLOI,X,X,X,X
JTZSOIL,X,X,X,X
JTZSOLI,X,X,X,X
JTZOILS,X,X,X,X
JTZOISL,X,X,X,X
JTZOLIS,X,X,X,X
JTZOLSI,X,X,X,X
JTZOSIL,X,X,X,X
JTZOSLI,X,X,X,X
JTOILSZ,X,X,X,X
JTOILZS,X,X,X,X
JTOISLZ,X,X,X,X
JTOISZL,X,X,X,X
JTOIZLS,X,X,X,X
JTOIZSL,X,X,X,X
JTOLISZ,X,X,X,X
JTOLIZS,X,X,X,X
JTOLSIZ,X,X,X,X
JTOLSZI,X,X,X,X
JTOLZIS,X,X,X,X
JTOLZSI,X,X,X,X
JTOSILZ,X,X,X,X
JTOSIZL,X,X,X,X
JTOSLIZ,X,X,X,X
JTOSLZI,X,X,X,X
JTOSZIL,X,X,X,X
JTOSZLI,X,X,X,X
JTOZILS,X,X,X,X
JTOZISL,X,X,X,X
JTOZLIS,X,X,X,X
JTOZLSI,X,X,X,X
JTOZSIL,X,X,X,X
JTOZSLI,X,X,X,X
JITLSZO,X,X,X,X
JITLSOZ,X,X,X,X
JITLZSO,X,X,X,X
JITLZOS,X,X,X,X
JITLOSZ,X,X,X,X
JITLOZS,X,X,X,X
JITSLZO,X,X,X,X
JITSLOZ,X,X,X,X
JITSZLO,X,X,X,X
JITSZOL,X,X,X,X
JITSOLZ,X,X,X,X
JITSOZL,X,X,X,X
JITZLSO,X,X,X,X
JITZLOS,X,X,X,X
JITZSLO,X,X,X,X
JITZSOL,X,X,X,X
JITZOLS,X,X,X,X
JITZOSL,X,X,X,X
JITOLSZ,X,X,X,X
JITOLZS,X,X,X,X
JITOSLZ,X,X,X,X
JITOSZL,X,X,X,X
JITOZLS,X,X,X,X
JITOZSL,X,X,X,X
JILTSZO,X,X,X,X
JILTSOZ,X,X,X,X
JILTZSO,X,X,X,X
JILTZOS,X,X,X,X
JILTOSZ,X,X,X,X
JILTOZS,X,X,X,X
JILSTZO,X,O,X,X
JILSTOZ,X,O,X,X
JILSZTO,X,O,X,X
JILSZOT,X,O,X,X
JILSOTZ,X,O,X,X
JILSOZT,X,O,X,X
JILZTSO,X,X,X,X
JILZTOS,X,X,X,X
JILZSTO,X,O,X,X
JILZSOT,X,O,X,X
JILZOTS,X,X,X,X
JILZOST,X,O,X,X
JILOTSZ,X,X,X,X
JILOTZS,X,X,X,X
JILOSTZ,X,O,X,X
JILOSZT,X,O,X,X
JILOZTS,X,X,X,X
JILOZST,X,O,X,X
JISTLZO,X,O,X,X
JISTLOZ,X,O,X,X
JISTZLO,X,O,X,X
JISTZOL,X,O,X,X
JISTOLZ,X,O,X,X
JISTOZL,X,O,X,X
JISLTZO,X,O,X,X
JISLTOZ,X,O,X,X
JISLZTO,X,O,X,X
JISLZOT,X,O,X,X
JISLOTZ,X,O,X,X
JISLOZT,X,O,X,X
JISZTLO,X,O,X,X
JISZTOL,X,O,X,X
JISZLTO,X,O,X,X
JISZLOT,X,O,X,X
JISZOTL,X,O,X,X
JISZOLT,X,O,X,X
JISOTLZ,X,O,X,X
JISOTZL,X,O,X,X
JISOLTZ,X,O,X,X
JISOLZT,X,O,X,X
JISOZTL,X,O,X,X
JISOZLT,X,O,X,X
JIZTLSO,X,X,X,X
JIZTLOS,X,X,X,X
JIZTSLO,X,X,X,X
JIZTSOL,X,X,X,X
JIZTOLS,X,X,X,X
JIZTOSL,X,X,X,X
JIZLTSO,X,X,X,X
JIZLTOS,X,X,X,X
JIZLSTO,X,O,X,X
JIZLSOT,X,O,X,X
JIZLOTS,X,X,X,X
JIZLOST,X,O,X,X
JIZSTLO,X,O,X,X
JIZSTOL,X,O,X,X
JIZSLTO,X,O,X,X
JIZSLOT,X,O,X,X
JIZSOTL,X,O,X,X
JIZSOLT,X,O,X,X
JIZOTLS,X,X,X,X
JIZOTSL,X,X,X,X
JIZOLTS,X,X,X,X
JIZOLST,X,O,X,X
JIZOSTL,X,O,X,X
JIZOSLT,X,O,X,X
JIOTLSZ,X,X,X,X
JIOTLZS,X,X,X,X
JIOTSLZ,X,X,X,X
JIOTSZL,X,X,X,X
JIOTZLS,X,X,X,X
JIOTZSL,X,X,X,X
JIOLTSZ,X,X,X,X
JIOLTZS,X,X,X,X
JIOLSTZ,X,O,X,X
JIOLSZT,X,O,X,X
JIOLZTS,X,X,X,X
JIOLZST,X,O,X,X
JIOSTLZ,X,O,X,X
JIOSTZL,X,O,X,X
JIOSLTZ,X,O,X,X
JIOSLZT,X,O,X,X
JIOSZTL,X,O,X,X
JIOSZLT,X,O,X,X
JIOZTLS,X,X,X,X
JIOZTSL,X,X,X,X
JIOZLTS,X,X,X,X
JIOZLST,X,O,X,X
JIOZSTL,X,O,X,X
JIOZSLT,X,O,X,X
JLTISZO,X,X,X,X
JLTISOZ,X,X,X,X
JLTIZSO,X,X,X,X
JLTIZOS,X,X,X,X
JLTIOSZ,X,X,X,X
JLTIOZS,X,X,X,X
JLTSIZO,X,X,X,X
JLTSIOZ,X,X,X,X
JLTSZIO,X,X,X,X
JLTSZOI,X,X,X,X
JLTSOIZ,X,X,X,X
JLTSOZI,X,X,X,X
JLTZISO,X,X,X,X
JLTZIOS,X,X,X,X
JLTZSIO,X,X,X,X
JLTZSOI,X,X,X,X
JLTZOIS,X,X,X,X
JLTZOSI,X,X,X,X
JLTOISZ,X,X,X,X
JLTOIZS,X,X,X,X
JLTOSIZ,X,X,X,X
JLTOSZI,X,X,X,X
JLTOZIS,X,X,X,X
JLTOZSI,X,X,X,X
JLITSZO,X,X,X,X
JLITSOZ,X,X,X,X
JLITZSO,X,X,X,X
JLITZOS,X,X,X,X
JLITOSZ,X,X,X,X
JLITOZS,X,X,X,X
JLISTZO,X,O,X,X
JLISTOZ,X,O,X,X
JLISZTO,X,O,X,X
JLISZOT,X,O,X,X
JLISOTZ,X,O,X,X
JLISOZT,X,O,X,X
JLIZTSO,X,X,X,X
JLIZTOS,X,X,X,X
JLIZSTO,X,O,X,X
JLIZSOT,X,O,X,X
JLIZOTS,X,X,X,X
JLIZOST,X,O,X,X
JLIOTSZ,X,X,X,X
JLIOTZS,X,X,X,X
JLIOSTZ,X,O,X,X
JLIOSZT,X,O,X,X
JLIOZTS,X,X,X,X
JLIOZST,X,O,X,X
JLSTIZO,X,O,X,X
JLSTIOZ,X,O,X,X
JLSTZIO,X,O,X,X
JLSTZOI,X,O,X,X
JLSTOIZ,X,O,X,X
JLSTOZI,X,O,X,X
JLSITZO,X,O,X,X
JLSITOZ,X,O,X,X
JLSIZTO,X,O,X,X
JLSIZOT,X,O,X,X
JLSIOTZ,X,O,X,X
JLSIOZT,X,O,X,X
JLSZTIO,X,O,X,X
JLSZTOI,X,O,X,X
JLSZITO,X,O,X,X
JLSZIOT,X,O,X,X
JLSZOTI,X,O,X,X
JLSZOIT,X,O,X,X
JLSOTIZ,X,O,X,X
JLSOTZI,X,O,X,X
JLSOITZ,X,O,X,X
JLSOIZT,X,O,X,X
JLSOZTI,X,O,X,X
JLSOZIT,X,O,X,X
JLZTISO,X,X,X,X
JLZTIOS,X,X,X,X
JLZTSIO,X,X,X,X
JLZTSOI,X,X,X,X
JLZTOIS,X,X,X,X
JLZTOSI,X,X,X,X
JLZITSO,X,X,X,X
JLZITOS,X,X,X,X
JLZISTO,X,O,X,X
JLZISOT,X,O,X,X
JLZIOTS,X,X,X,X
JLZIOST,X,O,X,X
JLZSTIO,X,O,X,X
JLZSTOI,X,O,X,X
JLZSITO,X,O,X,X
JLZSIOT,X,O,X,X
JLZSOTI,X,O,X,X
JLZSOIT,X,O,X,X
JLZOTIS,X,X,X,X
JLZOTSI,X,X,X,X
JLZOITS,X,X,X,X
JLZOIST,X,O,X,X
JLZOSTI,X,O,X,X
JLZOSIT,X,O,X,X
JLOTISZ,X,X,X,X
JLOTIZS,X,X,X,X
JLOTSIZ,X,X,X,X
JLOTSZI,X,X,X,X
JLOTZIS,X,X,X,X
JLOTZSI,X,X,X,X
JLOITSZ,X,X,X,X
JLOITZS,X,X,X,X
JLOISTZ,X,O,X,X
JLOISZT,X,O,X,X
JLOIZTS,X,X,X,X
JLOIZST,X,O,X,X
JLOSTIZ,X,O,X,X
JLOSTZI,X,O,X,X
JLOSITZ,X,O,X,X
JLOSIZT,X,O,X,X
JLOSZTI,X,O,X,X
JLOSZIT,X,O,X,X
JLOZTIS,X,X,X,X
JLOZTSI,X,X,X,X
JLOZITS,X,X,X,X
JLOZIST,X,O,X,X
JLOZSTI,X,O,X,X
JLOZSIT,X,O,X,X
JSTILZO,X,O,X,X
JSTILOZ,X,O,X,X
JSTIZLO,X,O,X,X
JSTIZOL,X,O,X,X
JSTIOLZ,X,O,X,X
JSTIOZL,X,O,X,X
JSTLIZO,X,O,X,X
JSTLIOZ,X,O,X,X
JSTLZIO,X,O,X,X
JSTLZOI,X,O,X,X
JSTLOIZ,X,O,X,X
JSTLOZI,X,O,X,X
JSTZILO,X,O,X,X
JSTZIOL,X,O,X,X
JSTZLIO,X,O,X,X
JSTZLOI,X,O,X,X
JSTZOIL,X,O,X,X
JSTZOLI,X,O,X,X
JSTOILZ,X,O,X,X
JSTOIZL,X,O,X,X
JSTOLIZ,X,O,X,X
JSTOLZI,X,O,X,X
JSTOZIL,X,O,X,X
JSTOZLI,X,O,X,X
JSITLZO,X,O,X,X
JSITLOZ,X,O,X,X
JSITZLO,X,O,X,X
JSITZOL,X,O,X,X
JSITOLZ,X,O,X,X
JSITOZL,X,O,X,X
JSILTZO,X,O,X,X
JSILTOZ,X,O,X,X
JSILZTO,X,O,X,X
JSILZOT,X,O,X,X
JSILOTZ,X,O,X,X
JSILOZT,X,O,X,X
JSIZTLO,X,O,X,X
JSIZTOL,X,O,X,X
JSIZLTO,X,O,X,X
JSIZLOT,X,O,X,X
JSIZOTL,X,O,X,X
JSIZOLT,X,O,X,X
JSIOTLZ,X,O,X,X
JSIOTZL,X,O,X,X
