sequence,v115@QhA8BeA8CeB8AeA8AeB8BeE8Jei/IvhF9lBThBxiBc?pBmnBXrB,v115@QhA8BeA8CeB8AeA8AeB8BeE8JeZEJvhFtkBXhBTiBO?oBSrB0qB,v115@QhA8BeA8CeB8AeA8AeB8BeE8Jei/IvhF3gB9mBxiBc?pBmnBzqB
STJOIZL,O,X,X
STJOLIZ,X,X,X
STJOLZI,X,X,X
STJOZIL,O,X,X
STJOZLI,O,X,X
STZILJO,O,X,O
STZILOJ,O,X,X
STZIJLO,O,X,X
STZIJOL,O,X,X
STZIOLJ,O,X,X
STZIOJL,X,X,X
STZLIJO,O,X,O
STZLIOJ,O,X,X
STZLJIO,O,X,O
STZLJOI,O,X,X
STZLOIJ,O,X,X
STZLOJI,O,X,X
STZJILO,O,X,O
STZJIOL,O,X,X
STZJLIO,O,X,O
STZJLOI,O,X,X
STZJOIL,O,X,X
STZJOLI,O,X,X
STZOILJ,O,X,X
STZOIJL,X,X,X
STZOLIJ,O,X,X
STZOLJI,O,X,X
STZOJIL,O,X,X
STZOJLI,O,X,X
STOILJZ,X,X,X
STOILZJ,X,X,X
STOIJLZ,X,X,X
STOIJZL,X,X,X
STOIZLJ,O,X,X
STOIZJL,X,X,X
STOLIJZ,X,X,X
STOLIZJ,X,X,X
STOLJIZ,X,X,X
STOLJZI,X,X,X
STOLZIJ,X,X,X
STOLZJI,X,X,X
STOJILZ,X,X,X
STOJIZL,O,X,X
STOJLIZ,X,X,X
STOJLZI,X,X,X
STOJZIL,O,X,X
STOJZLI,O,X,X
STOZILJ,O,X,X
STOZIJL,X,X,X
STOZLIJ,O,X,X
STOZLJI,O,X,X
STOZJIL,O,X,X
STOZJLI,O,X,X
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,O,X,X
SITJZOL,O,X,X
SITJOLZ,X,X,X
SITJOZL,O,X,X
SITZLJO,O,X,X
SITZLOJ,O,X,X
SITZJLO,O,X,X
SITZJOL,O,X,X
SITZOLJ,O,X,X
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,X
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,O,X,X
SITOZJL,X,X,X
SILTJZO,X,X,X
SILTJOZ,X,X,X
SILTZJO,X,X,X
SILTZOJ,X,X,X
SILTOJZ,X,X,X
SILTOZJ,X,X,X
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,X,X,X
SILJZOT,X,X,X
SILJOTZ,X,X,X
SILJOZT,X,X,X
SILZTJO,X,X,X
SILZTOJ,X,X,X
SILZJTO,X,X,X
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,X,X
SILOTZJ,X,X,X
SILOJTZ,X,X,X
SILOJZT,X,X,X
SILOZTJ,X,X,X
SILOZJT,X,X,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,O,X,X
SIJTZOL,O,X,X
SIJTOLZ,X,X,X
SIJTOZL,O,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,X,X
SIJLZTO,X,X,X
SIJLZOT,X,X,X
SIJLOTZ,X,X,X
SIJLOZT,X,X,X
SIJZTLO,O,X,X
SIJZTOL,O,X,X
SIJZLTO,O,X,X
SIJZLOT,X,X,X
SIJZOTL,O,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,X,X
SIJOTZL,O,X,X
SIJOLTZ,X,X,X
SIJOLZT,X,X,X
SIJOZTL,O,X,X
SIJOZLT,X,X,X
SIZTLJO,O,X,X
SIZTLOJ,O,X,X
SIZTJLO,O,X,X
SIZTJOL,O,X,X
SIZTOLJ,O,X,X
SIZTOJL,X,X,X
SIZLTJO,O,X,X
SIZLTOJ,O,X,X
SIZLJTO,O,X,X
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,O,X,X
SIZJTOL,O,X,X
SIZJLTO,O,X,X
SIZJLOT,X,X,X
SIZJOTL,O,X,X
SIZJOLT,X,X,X
SIZOTLJ,O,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,X
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,O,X,X
SIOTZJL,X,X,X
SIOLTJZ,X,X,X
SIOLTZJ,X,X,X
SIOLJTZ,X,X,X
SIOLJZT,X,X,X
SIOLZTJ,X,X,X
SIOLZJT,X,X,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,X,X,X
SIOJZTL,X,X,X
SIOJZLT,X,X,X
SIOZTLJ,O,X,X
SIOZTJL,X,X,X
SIOZLTJ,X,X,X
SIOZLJT,X,X,X
SIOZJTL,X,X,X
SIOZJLT,X,X,X
SLTIJZO,X,X,X
SLTIJOZ,X,X,X
SLTIZJO,X,X,X
SLTIZOJ,X,X,X
SLTIOJZ,X,X,X
SLTIOZJ,X,X,X
SLTJIZO,X,X,X
SLTJIOZ,X,X,X
SLTJZIO,X,X,X
SLTJZOI,X,X,X
SLTJOIZ,X,X,X
SLTJOZI,X,X,X
SLTZIJO,X,X,X
SLTZIOJ,X,X,X
SLTZJIO,X,X,X
SLTZJOI,X,X,X
SLTZOIJ,X,X,X
SLTZOJI,X,X,X
SLTOIJZ,X,X,X
SLTOIZJ,X,X,X
SLTOJIZ,X,X,X
SLTOJZI,X,X,X
SLTOZIJ,X,X,X
SLTOZJI,X,X,X
SLITJZO,X,X,X
SLITJOZ,X,X,X
SLITZJO,X,X,X
SLITZOJ,X,X,X
SLITOJZ,X,X,X
SLITOZJ,X,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,X,X,X
SLIJZOT,X,X,X
SLIJOTZ,X,X,X
SLIJOZT,X,X,X
SLIZTJO,X,X,X
SLIZTOJ,X,X,X
SLIZJTO,X,X,X
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,X,X
SLIOTZJ,X,X,X
SLIOJTZ,X,X,X
SLIOJZT,X,X,X
SLIOZTJ,X,X,X
SLIOZJT,X,X,X
SLJTIZO,X,X,X
SLJTIOZ,X,X,X
SLJTZIO,X,X,X
SLJTZOI,X,X,X
SLJTOIZ,X,X,X
SLJTOZI,X,X,X
SLJITZO,X,X,X
SLJITOZ,X,X,X
SLJIZTO,X,X,X
SLJIZOT,X,X,X
SLJIOTZ,X,X,X
SLJIOZT,X,X,X
SLJZTIO,X,X,X
SLJZTOI,X,X,X
SLJZITO,X,X,X
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,X,X,X
SLJOZTI,X,X,X
SLJOZIT,X,X,X
SLZTIJO,X,X,X
SLZTIOJ,X,X,X
SLZTJIO,X,X,X
SLZTJOI,X,X,X
SLZTOIJ,X,X,X
SLZTOJI,X,X,X
SLZITJO,X,X,X
SLZITOJ,X,X,X
SLZIJTO,X,X,X
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,X,X,X
SLZJTOI,X,X,X
SLZJITO,X,X,X
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,X,X,X
SLOTIZJ,X,X,X
SLOTJIZ,X,X,X
SLOTJZI,X,X,X
SLOTZIJ,X,X,X
SLOTZJI,X,X,X
SLOITJZ,X,X,X
SLOITZJ,X,X,X
SLOIJTZ,X,X,X
SLOIJZT,X,X,X
SLOIZTJ,X,X,X
SLOIZJT,X,X,X
SLOJTIZ,X,X,X
SLOJTZI,X,X,X
SLOJITZ,X,X,X
SLOJIZT,X,X,X
SLOJZTI,X,X,X
SLOJZIT,X,X,X
SLOZTIJ,X,X,X
SLOZTJI,X,X,X
SLOZITJ,X,X,X
SLOZIJT,X,X,X
SLOZJTI,X,X,X
SLOZJIT,X,X,X
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,O,X,X
SJTIZOL,O,X,X
SJTIOLZ,X,X,X
SJTIOZL,O,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,X,X
SJTLZIO,X,X,X
SJTLZOI,X,X,X
SJTLOIZ,X,X,X
SJTLOZI,X,X,X
SJTZILO,O,X,X
SJTZIOL,O,X,X
SJTZLIO,O,X,X
SJTZLOI,O,X,X
SJTZOIL,O,X,X
SJTZOLI,O,X,X
SJTOILZ,X,X,X
SJTOIZL,O,X,X
SJTOLIZ,X,X,X
SJTOLZI,X,X,X
SJTOZIL,O,X,X
SJTOZLI,O,X,X
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,O,X,X
SJITZOL,O,X,X
SJITOLZ,X,X,X
SJITOZL,O,X,X
SJILTZO,X,X,X
SJILTOZ,X,X,X
SJILZTO,X,X,X
SJILZOT,X,X,X
SJILOTZ,X,X,X
SJILOZT,X,X,X
SJIZTLO,O,X,X
SJIZTOL,O,X,X
SJIZLTO,O,X,X
SJIZLOT,X,X,X
SJIZOTL,O,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,X,X
SJIOTZL,O,X,X
SJIOLTZ,X,X,X
SJIOLZT,X,X,X
SJIOZTL,O,X,X
SJIOZLT,X,X,X
SJLTIZO,X,X,X
SJLTIOZ,X,X,X
SJLTZIO,X,X,X
SJLTZOI,X,X,X
SJLTOIZ,X,X,X
SJLTOZI,X,X,X
SJLITZO,X,X,X
SJLITOZ,X,X,X
SJLIZTO,X,X,X
SJLIZOT,X,X,X
SJLIOTZ,X,X,X
SJLIOZT,X,X,X
SJLZTIO,X,X,X
SJLZTOI,X,X,X
SJLZITO,X,X,X
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,X
SJLOITZ,X,X,X
SJLOIZT,X,X,X
SJLOZTI,X,X,X
SJLOZIT,X,X,X
SJZTILO,O,X,X
SJZTIOL,O,X,X
SJZTLIO,O,X,X
SJZTLOI,O,X,X
SJZTOIL,O,X,X
SJZTOLI,O,X,X
SJZITLO,O,X,X
SJZITOL,O,X,X
SJZILTO,O,X,X
SJZILOT,X,X,X
SJZIOTL,O,X,X
SJZIOLT,X,X,X
SJZLTIO,O,X,X
SJZLTOI,O,X,X
SJZLITO,O,X,X
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,O,X,X
SJZOTLI,O,X,X
SJZOITL,O,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,X,X,X
SJOTIZL,O,X,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,X
SJOTZIL,O,X,X
SJOTZLI,O,X,X
SJOITLZ,X,X,X
SJOITZL,O,X,X
SJOILTZ,X,X,X
SJOILZT,X,X,X
SJOIZTL,O,X,X
SJOIZLT,X,X,X
SJOLTIZ,X,X,X
SJOLTZI,X,X,X
SJOLITZ,X,X,X
SJOLIZT,X,X,X
SJOLZTI,X,X,X
SJOLZIT,X,X,X
SJOZTIL,O,X,X
SJOZTLI,O,X,X
SJOZITL,O,X,X
SJOZILT,X,X,X
SJOZLTI,X,X,X
SJOZLIT,X,X,X
SZTILJO,O,X,O
SZTILOJ,O,X,X
SZTIJLO,O,X,X
SZTIJOL,O,X,X
SZTIOLJ,O,X,X
SZTIOJL,X,X,X
SZTLIJO,O,X,O
SZTLIOJ,O,X,X
SZTLJIO,O,X,O
SZTLJOI,O,X,X
SZTLOIJ,O,X,X
SZTLOJI,O,X,X
SZTJILO,O,X,O
SZTJIOL,O,X,X
SZTJLIO,O,X,O
SZTJLOI,O,X,X
SZTJOIL,O,X,X
SZTJOLI,O,X,X
SZTOILJ,O,X,X
SZTOIJL,X,X,X
SZTOLIJ,O,X,X
SZTOLJI,O,X,X
SZTOJIL,O,X,X
SZTOJLI,O,X,X
SZITLJO,O,X,X
SZITLOJ,O,X,X
SZITJLO,O,X,X
SZITJOL,O,X,X
SZITOLJ,O,X,X
SZITOJL,X,X,X
SZILTJO,O,X,X
SZILTOJ,O,X,X
SZILJTO,O,X,X
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,O,X,X
SZIJTOL,O,X,X
SZIJLTO,O,X,X
SZIJLOT,X,X,X
SZIJOTL,O,X,X
SZIJOLT,X,X,X
SZIOTLJ,O,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,X,O
SZLTIOJ,O,X,X
SZLTJIO,O,X,O
SZLTJOI,O,X,X
SZLTOIJ,O,X,X
SZLTOJI,O,X,X
SZLITJO,O,X,X
SZLITOJ,O,X,X
SZLIJTO,O,X,X
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,O,X,X
SZLJTOI,O,X,X
SZLJITO,O,X,X
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,O,X,X
SZJTIOL,O,X,X
SZJTLIO,O,X,X
SZJTLOI,O,X,X
SZJTOIL,O,X,X
SZJTOLI,O,X,X
SZJITLO,O,X,X
SZJITOL,O,X,X
SZJILTO,O,X,X
SZJILOT,X,X,X
SZJIOTL,O,X,X
SZJIOLT,X,X,X
SZJLTIO,O,X,X
SZJLTOI,O,X,X
SZJLITO,O,X,X
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,O,X,X
SZJOTLI,O,X,X
SZJOITL,O,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,O,X,X
SZOTIJL,X,X,X
SZOTLIJ,O,X,X
SZOTLJI,O,X,X
SZOTJIL,O,X,X
SZOTJLI,O,X,X
SZOITLJ,O,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,O,X,X
SZOJTLI,O,X,X
SZOJITL,O,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,X,X,X
SOTILZJ,X,X,X
SOTIJLZ,X,X,X
SOTIJZL,X,X,X
SOTIZLJ,O,X,X
SOTIZJL,X,X,X
SOTLIJZ,X,X,X
SOTLIZJ,X,X,X
SOTLJIZ,X,X,X
SOTLJZI,X,X,X
SOTLZIJ,X,X,X
SOTLZJI,X,X,X
SOTJILZ,X,X,X
SOTJIZL,O,X,X
SOTJLIZ,X,X,X
SOTJLZI,X,X,X
SOTJZIL,O,X,X
SOTJZLI,O,X,X
SOTZILJ,O,X,X
SOTZIJL,X,X,X
SOTZLIJ,O,X,X
SOTZLJI,O,X,X
SOTZJIL,O,X,X
SOTZJLI,O,X,X
SOITLJZ,X,X,X
SOITLZJ,X,X,X
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,O,X,X
SOITZJL,X,X,X
SOILTJZ,X,X,X
SOILTZJ,X,X,X
SOILJTZ,X,X,X
SOILJZT,X,X,X
SOILZTJ,X,X,X
SOILZJT,X,X,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,X,X,X
SOIJZTL,X,X,X
SOIJZLT,X,X,X
SOIZTLJ,O,X,X
SOIZTJL,X,X,X
SOIZLTJ,X,X,X
SOIZLJT,X,X,X
SOIZJTL,X,X,X
SOIZJLT,X,X,X
SOLTIJZ,X,X,X
SOLTIZJ,X,X,X
SOLTJIZ,X,X,X
SOLTJZI,X,X,X
SOLTZIJ,X,X,X
SOLTZJI,X,X,X
SOLITJZ,X,X,X
SOLITZJ,X,X,X
SOLIJTZ,X,X,X
SOLIJZT,X,X,X
SOLIZTJ,X,X,X
SOLIZJT,X,X,X
SOLJTIZ,X,X,X
SOLJTZI,X,X,X
SOLJITZ,X,X,X
SOLJIZT,X,X,X
SOLJZTI,X,X,X
SOLJZIT,X,X,X
SOLZTIJ,X,X,X
SOLZTJI,X,X,X
SOLZITJ,X,X,X
SOLZIJT,X,X,X
SOLZJTI,X,X,X
SOLZJIT,X,X,X
SOJTILZ,X,X,X
SOJTIZL,O,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,X
SOJTZIL,O,X,X
SOJTZLI,O,X,X
SOJITLZ,X,X,X
SOJITZL,O,X,X
SOJILTZ,X,X,X
SOJILZT,X,X,X
SOJIZTL,O,X,X
SOJIZLT,X,X,X
SOJLTIZ,X,X,X
SOJLTZI,X,X,X
SOJLITZ,X,X,X
SOJLIZT,X,X,X
SOJLZTI,X,X,X
SOJLZIT,X,X,X
SOJZTIL,O,X,X
SOJZTLI,O,X,X
SOJZITL,O,X,X
SOJZILT,X,X,X
SOJZLTI,X,X,X
SOJZLIT,X,X,X
SOZTILJ,O,X,X
SOZTIJL,X,X,X
SOZTLIJ,O,X,X
SOZTLJI,O,X,X
SOZTJIL,O,X,X
SOZTJLI,O,X,X
SOZITLJ,O,X,X
SOZITJL,X,X,X
SOZILTJ,X,X,X
SOZILJT,X,X,X
SOZIJTL,X,X,X
SOZIJLT,X,X,X
SOZLTIJ,X,X,X
SOZLTJI,X,X,X
SOZLITJ,X,X,X
SOZLIJT,X,X,X
SOZLJTI,X,X,X
SOZLJIT,X,X,X
SOZJTIL,O,X,X
SOZJTLI,O,X,X
SOZJITL,O,X,X
SOZJILT,X,X,X
SOZJLTI,X,X,X
SOZJLIT,X,X,X
ZTILJSO,O,X,X
ZTILJOS,X,X,X
ZTILSJO,X,X,O
ZTILSOJ,X,X,X
ZTILOJS,X,X,X
ZTILOSJ,X,X,X
ZTIJLSO,O,X,X
ZTIJLOS,X,X,X
ZTIJSLO,O,X,X
ZTIJSOL,O,X,X
ZTIJOLS,X,X,X
ZTIJOSL,X,X,X
ZTISLJO,X,X,O
ZTISLOJ,X,X,X
ZTISJLO,X,X,X
ZTISJOL,X,X,X
ZTISOLJ,X,X,X
ZTISOJL,X,X,X
ZTIOLJS,X,X,X
ZTIOLSJ,X,X,X
ZTIOJLS,X,X,X
ZTIOJSL,X,X,X
ZTIOSLJ,X,X,X
ZTIOSJL,X,X,X
ZTLIJSO,O,X,X
ZTLIJOS,X,X,X
ZTLISJO,X,X,O
ZTLISOJ,X,X,X
ZTLIOJS,X,X,X
ZTLIOSJ,X,X,X
ZTLJISO,O,X,O
ZTLJIOS,X,X,X
ZTLJSIO,O,X,O
ZTLJSOI,O,X,X
ZTLJOIS,X,X,X
ZTLJOSI,X,X,X
ZTLSIJO,X,X,O
ZTLSIOJ,X,X,X
ZTLSJIO,X,X,O
ZTLSJOI,X,X,X
ZTLSOIJ,X,X,X
ZTLSOJI,X,X,X
ZTLOIJS,X,X,X
ZTLOISJ,X,X,X
ZTLOJIS,X,X,X
ZTLOJSI,X,X,X
ZTLOSIJ,X,X,X
ZTLOSJI,X,X,X
ZTJILSO,O,X,O
ZTJILOS,X,X,X
ZTJISLO,O,X,O
ZTJISOL,O,X,X
ZTJIOLS,X,X,X
ZTJIOSL,X,X,X
ZTJLISO,O,X,O
ZTJLIOS,X,X,X
ZTJLSIO,O,X,O
ZTJLSOI,O,X,X
ZTJLOIS,X,X,X
ZTJLOSI,X,X,X
ZTJSILO,O,X,O
ZTJSIOL,O,X,X
ZTJSLIO,O,X,O
ZTJSLOI,O,X,X
ZTJSOIL,O,X,X
ZTJSOLI,O,X,X
ZTJOILS,X,X,X
ZTJOISL,X,X,X
ZTJOLIS,X,X,X
ZTJOLSI,X,X,X
ZTJOSIL,X,X,X
ZTJOSLI,X,X,X
ZTSILJO,X,X,O
ZTSILOJ,X,X,X
ZTSIJLO,X,X,X
ZTSIJOL,X,X,X
ZTSIOLJ,X,X,X
ZTSIOJL,X,X,X
ZTSLIJO,X,X,O
ZTSLIOJ,X,X,X
ZTSLJIO,X,X,O
ZTSLJOI,X,X,X
ZTSLOIJ,X,X,X
ZTSLOJI,X,X,X
ZTSJILO,X,X,O
ZTSJIOL,X,X,X
ZTSJLIO,X,X,O
ZTSJLOI,X,X,X
ZTSJOIL,X,X,X
ZTSJOLI,X,X,X
ZTSOILJ,X,X,X
ZTSOIJL,X,X,X
ZTSOLIJ,X,X,X
ZTSOLJI,X,X,X
ZTSOJIL,X,X,X
ZTSOJLI,X,X,X
ZTOILJS,X,X,X
ZTOILSJ,X,X,X
ZTOIJLS,X,X,X
ZTOIJSL,X,X,X
ZTOISLJ,X,X,X
ZTOISJL,X,X,X
ZTOLIJS,X,X,X
ZTOLISJ,X,X,X
ZTOLJIS,X,X,X
ZTOLJSI,X,X,X
ZTOLSIJ,X,X,X
ZTOLSJI,X,X,X
ZTOJILS,X,X,X
ZTOJISL,X,X,X
ZTOJLIS,X,X,X
ZTOJLSI,X,X,X
ZTOJSIL,X,X,X
ZTOJSLI,X,X,X
ZTOSILJ,X,X,X
ZTOSIJL,X,X,X
ZTOSLIJ,X,X,X
ZTOSLJI,X,X,X
ZTOSJIL,X,X,X
ZTOSJLI,X,X,X
ZITLJSO,O,X,X
ZITLJOS,X,X,X
ZITLSJO,X,X,O
ZITLSOJ,X,X,X
ZITLOJS,X,X,X
ZITLOSJ,X,X,X
ZITJLSO,O,X,X
ZITJLOS,X,X,X
ZITJSLO,O,X,X
ZITJSOL,O,X,X
ZITJOLS,X,X,X
ZITJOSL,X,X,X
ZITSLJO,X,X,O
ZITSLOJ,X,X,X
ZITSJLO,X,X,X
ZITSJOL,X,X,X
ZITSOLJ,X,X,X
ZITSOJL,X,X,X
ZITOLJS,X,X,X
ZITOLSJ,X,X,X
ZITOJLS,X,X,X
ZITOJSL,X,X,X
ZITOSLJ,X,X,X
ZITOSJL,X,X,X
ZILTJSO,O,X,X
ZILTJOS,X,X,X
ZILTSJO,X,X,O
ZILTSOJ,X,X,X
ZILTOJS,X,X,X
ZILTOSJ,X,X,X
ZILJTSO,O,X,O
ZILJTOS,X,X,X
ZILJSTO,O,X,X
ZILJSOT,X,X,X
ZILJOTS,X,X,O
ZILJOST,X,X,X
ZILSTJO,O,X,X
ZILSTOJ,O,X,X
ZILSJTO,O,X,X
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,X,X,X
ZILOTSJ,X,X,O
ZILOJTS,X,X,O
ZILOJST,X,X,X
ZILOSTJ,X,X,X
ZILOSJT,X,X,X
ZIJTLSO,O,X,O
ZIJTLOS,X,X,X
ZIJTSLO,O,X,O
ZIJTSOL,O,X,X
ZIJTOLS,X,X,X
ZIJTOSL,X,X,X
ZIJLTSO,O,X,O
ZIJLTOS,X,X,X
ZIJLSTO,O,X,X
ZIJLSOT,X,X,X
ZIJLOTS,X,X,O
ZIJLOST,X,X,X
ZIJSTLO,O,X,X
ZIJSTOL,O,X,X
ZIJSLTO,O,X,X
ZIJSLOT,X,X,X
ZIJSOTL,O,X,X
ZIJSOLT,X,X,X
ZIJOTLS,X,X,O
ZIJOTSL,X,X,O
ZIJOLTS,X,X,O
ZIJOLST,X,X,X
ZIJOSTL,X,X,X
ZIJOSLT,X,X,X
ZISTLJO,O,X,X
ZISTLOJ,O,X,X
ZISTJLO,O,X,X
ZISTJOL,O,X,X
ZISTOLJ,O,X,X
ZISTOJL,X,X,X
ZISLTJO,O,X,X
ZISLTOJ,O,X,X
ZISLJTO,O,X,X
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,O,X,X
ZISJTOL,O,X,X
ZISJLTO,O,X,X
ZISJLOT,X,X,X
ZISJOTL,O,X,X
ZISJOLT,X,X,X
ZISOTLJ,O,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,X,X,X
ZIOTLSJ,X,X,O
ZIOTJLS,X,X,X
ZIOTJSL,X,X,X
ZIOTSLJ,X,X,O
ZIOTSJL,X,X,X
ZIOLTJS,X,X,X
ZIOLTSJ,X,X,O
ZIOLJTS,X,X,O
ZIOLJST,X,X,X
ZIOLSTJ,X,X,X
ZIOLSJT,X,X,X
ZIOJTLS,X,X,O
ZIOJTSL,X,X,O
ZIOJLTS,X,X,O
ZIOJLST,X,X,X
ZIOJSTL,X,X,X
ZIOJSLT,X,X,X
ZIOSTLJ,X,X,X
ZIOSTJL,X,X,X
ZIOSLTJ,X,X,X
ZIOSLJT,X,X,X
ZIOSJTL,X,X,X
ZIOSJLT,X,X,X
ZLTIJSO,O,X,X
ZLTIJOS,X,X,X
ZLTISJO,X,X,O
ZLTISOJ,X,X,X
ZLTIOJS,X,X,X
ZLTIOSJ,X,X,X
ZLTJISO,O,X,O
ZLTJIOS,X,X,X
ZLTJSIO,O,X,O
ZLTJSOI,O,X,X
ZLTJOIS,X,X,X
ZLTJOSI,X,X,X
ZLTSIJO,X,X,O
ZLTSIOJ,X,X,X
ZLTSJIO,X,X,O
ZLTSJOI,X,X,X
ZLTSOIJ,X,X,X
ZLTSOJI,X,X,X
ZLTOIJS,X,X,X
ZLTOISJ,X,X,X
ZLTOJIS,X,X,X
ZLTOJSI,X,X,X
ZLTOSIJ,X,X,X
ZLTOSJI,X,X,X
ZLITJSO,O,X,X
ZLITJOS,X,X,X
ZLITSJO,X,X,O
ZLITSOJ,X,X,X
ZLITOJS,X,X,X
ZLITOSJ,X,X,X
ZLIJTSO,O,X,O
ZLIJTOS,X,X,X
ZLIJSTO,O,X,X
ZLIJSOT,X,X,X
ZLIJOTS,X,X,O
ZLIJOST,X,X,X
ZLISTJO,O,X,X
ZLISTOJ,O,X,X
ZLISJTO,O,X,X
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,X,X,X
ZLIOTSJ,X,X,O
ZLIOJTS,X,X,O
ZLIOJST,X,X,X
ZLIOSTJ,X,X,X
ZLIOSJT,X,X,X
ZLJTISO,O,X,O
ZLJTIOS,X,X,X
ZLJTSIO,O,X,O
ZLJTSOI,O,X,X
ZLJTOIS,X,X,X
ZLJTOSI,X,X,X
ZLJITSO,O,X,O
ZLJITOS,X,X,X
ZLJISTO,O,X,X
ZLJISOT,X,X,X
ZLJIOTS,X,X,O
ZLJIOST,X,X,X
ZLJSTIO,O,X,X
ZLJSTOI,O,X,X
ZLJSITO,O,X,X
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,X,X,O
ZLJOTSI,X,X,O
ZLJOITS,X,X,O
ZLJOIST,X,X,X
ZLJOSTI,X,X,X
ZLJOSIT,X,X,X
ZLSTIJO,O,X,O
ZLSTIOJ,O,X,X
ZLSTJIO,O,X,O
ZLSTJOI,O,X,X
ZLSTOIJ,O,X,X
ZLSTOJI,O,X,X
ZLSITJO,O,X,X
