sequence,v115@GhA8IeA8AeA8GeE8BeD8JeOEJvhFXgBlhBaoBTnBxq?BUrB,v115@GhA8IeA8AeA8GeE8BeD8Jex/IvhF0hBmiBikB3lB1s?BTrB,v115@GhA8IeA8AeA8GeE8BeD8JeOEJvhFlgBRiBUlBimBzn?B3rB,v115@GhA8IeA8AeA8GeE8BeD8JeOEJvhFlgBziBUlBimBRs?B3rB
JSIZOTL,X,X,X,X
JSIZOLT,X,X,X,X
JSIOTLZ,O,X,X,X
JSIOTZL,X,X,X,X
JSIOLTZ,O,X,X,X
JSIOLZT,O,X,X,X
JSIOZTL,X,X,X,X
JSIOZLT,X,X,X,X
JSLTIZO,X,X,O,X
JSLTIOZ,X,X,O,X
JSLTZIO,X,X,X,X
JSLTZOI,X,X,X,X
JSLTOIZ,X,X,O,X
JSLTOZI,X,X,X,X
JSLITZO,X,X,O,X
JSLITOZ,O,X,O,X
JSLIZTO,X,X,O,X
JSLIZOT,X,X,X,X
JSLIOTZ,X,X,X,X
JSLIOZT,X,X,X,X
JSLZTIO,X,X,O,X
JSLZTOI,X,X,O,X
JSLZITO,X,X,O,X
JSLZIOT,X,X,X,X
JSLZOTI,X,X,O,X
JSLZOIT,X,X,O,X
JSLOTIZ,O,X,O,X
JSLOTZI,X,X,X,X
JSLOITZ,O,X,O,X
JSLOIZT,O,X,O,X
JSLOZTI,X,X,O,X
JSLOZIT,X,X,O,X
JSZTILO,X,X,X,X
JSZTIOL,X,X,X,X
JSZTLIO,X,X,O,X
JSZTLOI,X,X,O,X
JSZTOIL,X,X,O,X
JSZTOLI,X,X,X,X
JSZITLO,X,X,X,X
JSZITOL,X,X,X,X
JSZILTO,X,X,X,X
JSZILOT,X,X,X,X
JSZIOTL,X,X,X,X
JSZIOLT,X,X,X,X
JSZLTIO,X,X,O,X
JSZLTOI,X,X,O,X
JSZLITO,X,X,O,X
JSZLIOT,X,X,X,X
JSZLOTI,X,X,O,X
JSZLOIT,X,X,O,X
JSZOTIL,X,X,O,X
JSZOTLI,X,X,X,X
JSZOITL,X,X,O,X
JSZOILT,X,X,O,X
JSZOLTI,X,X,O,X
JSZOLIT,X,X,O,X
JSOTILZ,X,X,X,X
JSOTIZL,X,X,X,X
JSOTLIZ,O,X,X,X
JSOTLZI,X,X,X,X
JSOTZIL,X,X,X,X
JSOTZLI,X,X,X,X
JSOITLZ,O,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,O,X,O,X
JSOILZT,O,X,O,X
JSOIZTL,X,X,O,X
JSOIZLT,X,X,O,X
JSOLTIZ,O,X,O,X
JSOLTZI,X,X,X,X
JSOLITZ,O,X,O,X
JSOLIZT,O,X,O,X
JSOLZTI,X,X,O,X
JSOLZIT,X,X,O,X
JSOZTIL,X,X,O,X
JSOZTLI,X,X,X,X
JSOZITL,X,X,O,X
JSOZILT,X,X,O,X
JSOZLTI,X,X,O,X
JSOZLIT,X,X,O,X
JZTILSO,X,X,X,X
JZTILOS,X,X,X,O
JZTISLO,X,X,X,X
JZTISOL,X,X,X,X
JZTIOLS,X,X,X,O
JZTIOSL,X,X,X,X
JZTLISO,X,X,X,X
JZTLIOS,X,X,X,X
JZTLSIO,X,X,X,X
JZTLSOI,X,X,X,X
JZTLOIS,X,X,X,X
JZTLOSI,X,X,X,X
JZTSILO,X,X,X,X
JZTSIOL,X,X,X,X
JZTSLIO,X,X,O,X
JZTSLOI,X,X,O,X
JZTSOIL,X,X,O,X
JZTSOLI,X,X,X,X
JZTOILS,X,X,X,X
JZTOISL,X,X,O,X
JZTOLIS,X,X,X,X
JZTOLSI,X,X,X,X
JZTOSIL,X,X,O,X
JZTOSLI,X,X,X,X
JZITLSO,X,X,X,X
JZITLOS,X,X,X,O
JZITSLO,X,X,X,X
JZITSOL,X,X,X,X
JZITOLS,X,X,X,O
JZITOSL,X,X,X,X
JZILTSO,X,X,X,X
JZILTOS,X,X,X,O
JZILSTO,X,X,X,X
JZILSOT,X,X,X,X
JZILOTS,X,X,X,O
JZILOST,X,X,X,X
JZISTLO,X,X,X,X
JZISTOL,X,X,X,X
JZISLTO,X,X,X,X
JZISLOT,X,X,X,X
JZISOTL,X,X,X,X
JZISOLT,X,X,X,X
JZIOTLS,X,X,X,O
JZIOTSL,X,X,X,X
JZIOLTS,X,X,X,O
JZIOLST,X,X,X,X
JZIOSTL,X,X,X,X
JZIOSLT,X,X,X,X
JZLTISO,X,X,X,X
JZLTIOS,X,X,X,X
JZLTSIO,X,X,X,X
JZLTSOI,X,X,X,X
JZLTOIS,X,X,X,X
JZLTOSI,X,X,X,X
JZLITSO,X,X,X,X
JZLITOS,X,X,X,X
JZLISTO,X,X,X,X
JZLISOT,X,X,X,X
JZLIOTS,X,X,X,X
JZLIOST,X,X,X,X
JZLSTIO,X,X,X,X
JZLSTOI,X,X,X,X
JZLSITO,X,X,X,X
JZLSIOT,X,X,X,X
JZLSOTI,X,X,X,X
JZLSOIT,X,X,X,X
JZLOTIS,X,X,X,X
JZLOTSI,X,X,X,X
JZLOITS,X,X,X,X
JZLOIST,X,X,X,X
JZLOSTI,X,X,X,X
JZLOSIT,X,X,X,X
JZSTILO,X,X,X,X
JZSTIOL,X,X,X,X
JZSTLIO,X,X,O,X
JZSTLOI,X,X,O,X
JZSTOIL,X,X,O,X
JZSTOLI,X,X,X,X
JZSITLO,X,X,X,X
JZSITOL,X,X,X,X
JZSILTO,X,X,X,X
JZSILOT,X,X,X,X
JZSIOTL,X,X,X,X
JZSIOLT,X,X,X,X
JZSLTIO,X,X,O,X
JZSLTOI,X,X,O,X
JZSLITO,X,X,O,X
JZSLIOT,X,X,X,X
JZSLOTI,X,X,O,X
JZSLOIT,X,X,O,X
JZSOTIL,X,X,O,X
JZSOTLI,X,X,X,X
JZSOITL,X,X,O,X
JZSOILT,X,X,O,X
JZSOLTI,X,X,O,X
JZSOLIT,X,X,O,X
JZOTILS,X,X,X,X
JZOTISL,X,X,O,X
JZOTLIS,X,X,X,X
JZOTLSI,X,X,X,X
JZOTSIL,X,X,O,X
JZOTSLI,X,X,X,X
JZOITLS,X,X,X,X
JZOITSL,X,X,O,X
JZOILTS,X,X,X,X
JZOILST,X,X,X,X
JZOISTL,X,X,O,X
JZOISLT,X,X,O,X
JZOLTIS,X,X,X,X
JZOLTSI,X,X,X,X
JZOLITS,X,X,X,X
JZOLIST,X,X,X,X
JZOLSTI,X,X,X,X
JZOLSIT,X,X,X,X
JZOSTIL,X,X,O,X
JZOSTLI,X,X,X,X
JZOSITL,X,X,O,X
JZOSILT,X,X,O,X
JZOSLTI,X,X,O,X
JZOSLIT,X,X,O,X
JOTILSZ,O,X,X,X
JOTILZS,X,X,X,X
JOTISLZ,O,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,X,X
JOTIZSL,X,X,X,X
JOTLISZ,O,X,X,X
JOTLIZS,X,X,X,X
JOTLSIZ,O,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,X
JOTSLIZ,O,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,X,X,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,X,X
JOTZLSI,X,X,X,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,O,X,X,X
JOITLZS,X,X,X,X
JOITSLZ,O,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,O,X,X,X
JOILTZS,X,X,X,X
JOILSTZ,O,X,X,X
JOILSZT,O,X,X,X
JOILZTS,O,X,X,X
JOILZST,O,X,X,X
JOISTLZ,O,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,O,X,O,X
JOISLZT,O,X,O,X
JOISZTL,X,X,O,X
JOISZLT,X,X,O,X
JOIZTLS,X,X,X,X
JOIZTSL,X,X,O,X
JOIZLTS,X,X,X,X
JOIZLST,X,X,X,X
JOIZSTL,X,X,O,X
JOIZSLT,X,X,O,X
JOLTISZ,O,X,X,X
JOLTIZS,X,X,X,X
JOLTSIZ,O,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,O,X,X,X
JOLITZS,X,X,X,X
JOLISTZ,O,X,X,X
JOLISZT,O,X,X,X
JOLIZTS,O,X,X,X
JOLIZST,O,X,X,X
JOLSTIZ,O,X,X,X
JOLSTZI,X,X,X,X
JOLSITZ,O,X,X,X
JOLSIZT,O,X,X,X
JOLSZTI,X,X,X,X
JOLSZIT,X,X,X,X
JOLZTIS,X,X,X,X
JOLZTSI,X,X,X,X
JOLZITS,X,X,X,X
JOLZIST,X,X,X,X
JOLZSTI,X,X,X,X
JOLZSIT,X,X,X,X
JOSTILZ,X,X,X,X
JOSTIZL,X,X,X,X
JOSTLIZ,O,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,O,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,O,X,O,X
JOSILZT,O,X,O,X
JOSIZTL,X,X,O,X
JOSIZLT,X,X,O,X
JOSLTIZ,O,X,O,X
JOSLTZI,X,X,X,X
JOSLITZ,O,X,O,X
JOSLIZT,O,X,O,X
JOSLZTI,X,X,O,X
JOSLZIT,X,X,O,X
JOSZTIL,X,X,O,X
JOSZTLI,X,X,X,X
JOSZITL,X,X,O,X
JOSZILT,X,X,O,X
JOSZLTI,X,X,O,X
JOSZLIT,X,X,O,X
JOZTILS,X,X,X,X
JOZTISL,X,X,O,X
JOZTLIS,X,X,X,X
JOZTLSI,X,X,X,X
JOZTSIL,X,X,O,X
JOZTSLI,X,X,X,X
JOZITLS,X,X,X,X
JOZITSL,X,X,O,X
JOZILTS,X,X,X,X
JOZILST,X,X,X,X
JOZISTL,X,X,O,X
JOZISLT,X,X,O,X
JOZLTIS,X,X,X,X
JOZLTSI,X,X,X,X
JOZLITS,X,X,X,X
JOZLIST,X,X,X,X
JOZLSTI,X,X,X,X
JOZLSIT,X,X,X,X
JOZSTIL,X,X,O,X
JOZSTLI,X,X,X,X
JOZSITL,X,X,O,X
JOZSILT,X,X,O,X
JOZSLTI,X,X,O,X
JOZSLIT,X,X,O,X
STILJZO,X,X,X,X
STILJOZ,X,X,X,X
STILZJO,X,X,X,X
STILZOJ,X,X,X,X
STILOJZ,X,X,X,X
STILOZJ,X,X,X,X
STIJLZO,X,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,X,O,X,X
STIJZOL,X,X,X,X
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,X,X,X,X
STIZLOJ,X,X,X,X
STIZJLO,X,O,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,X
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,X
STIOJLZ,X,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,X,X,X,X
STIOZJL,X,X,X,X
STLIJZO,X,O,X,X
STLIJOZ,X,X,X,X
STLIZJO,X,O,X,X
STLIZOJ,X,X,X,X
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,X
STLJIZO,X,O,X,X
STLJIOZ,X,X,X,X
STLJZIO,X,O,X,X
STLJZOI,X,X,X,X
STLJOIZ,X,X,X,X
STLJOZI,X,X,X,X
STLZIJO,X,O,X,X
STLZIOJ,X,X,X,X
STLZJIO,X,O,X,X
STLZJOI,X,X,X,X
STLZOIJ,X,X,X,X
STLZOJI,X,X,X,X
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,X
STLOJIZ,X,X,X,X
STLOJZI,X,X,X,X
STLOZIJ,X,X,X,X
STLOZJI,X,X,X,X
STJILZO,X,X,X,X
STJILOZ,X,X,X,X
STJIZLO,X,O,X,X
STJIZOL,X,X,X,X
STJIOLZ,X,X,X,X
STJIOZL,X,X,X,X
STJLIZO,X,O,X,X
STJLIOZ,X,X,X,X
STJLZIO,X,O,X,X
STJLZOI,X,X,X,X
STJLOIZ,X,X,X,X
STJLOZI,X,X,X,X
STJZILO,X,O,X,X
STJZIOL,X,X,X,X
STJZLIO,X,O,X,X
STJZLOI,X,X,X,X
STJZOIL,X,X,X,X
STJZOLI,X,X,X,X
STJOILZ,X,X,X,X
STJOIZL,X,X,X,X
STJOLIZ,X,X,X,X
STJOLZI,X,X,X,X
STJOZIL,X,X,X,X
STJOZLI,X,X,X,X
STZILJO,X,X,X,X
STZILOJ,X,X,X,X
STZIJLO,X,O,X,X
STZIJOL,X,X,X,X
STZIOLJ,X,X,X,X
STZIOJL,X,X,X,X
STZLIJO,X,O,X,X
STZLIOJ,X,X,X,X
STZLJIO,X,O,X,X
STZLJOI,X,X,X,X
STZLOIJ,X,X,X,X
STZLOJI,X,X,X,X
STZJILO,X,O,X,X
STZJIOL,X,X,X,X
STZJLIO,X,O,X,X
STZJLOI,X,X,X,X
STZJOIL,X,X,X,X
STZJOLI,X,X,X,X
STZOILJ,X,X,X,X
STZOIJL,X,X,X,X
STZOLIJ,X,X,X,X
STZOLJI,X,X,X,X
STZOJIL,X,X,X,X
STZOJLI,X,X,X,X
STOILJZ,X,X,X,X
STOILZJ,X,X,X,X
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,X,X,X,X
STOIZJL,X,X,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,X
STOLJIZ,X,X,X,X
STOLJZI,X,X,X,X
STOLZIJ,X,X,X,X
STOLZJI,X,X,X,X
STOJILZ,X,X,X,X
STOJIZL,X,X,X,X
STOJLIZ,X,X,X,X
STOJLZI,X,X,X,X
STOJZIL,X,X,X,X
STOJZLI,X,X,X,X
STOZILJ,X,X,X,X
STOZIJL,X,X,X,X
STOZLIJ,X,X,X,X
STOZLJI,X,X,X,X
STOZJIL,X,X,X,X
STOZJLI,X,X,X,X
SITLJZO,X,X,X,X
SITLJOZ,O,X,X,X
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,O,X,X,X
SITJZLO,X,O,X,X
SITJZOL,X,X,X,X
SITJOLZ,O,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,X,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,O,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,O,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,O,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,O,X,X,X
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,O,X,X,X
SILJZTO,X,X,X,X
SILJZOT,X,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,X,X,X,X
SILZTJO,X,X,X,X
SILZTOJ,X,X,X,X
SILZJTO,X,X,X,X
SILZJOT,X,X,X,X
SILZOTJ,X,X,X,X
SILZOJT,X,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,X,X,X,X
SILOJTZ,X,X,X,X
SILOJZT,X,X,X,X
SILOZTJ,X,X,X,X
SILOZJT,X,X,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,O,X,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,O,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,O,X,X,X
SIJLZTO,X,X,X,X
SIJLZOT,X,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,X,X,X,X
SIJZTLO,X,X,X,X
SIJZTOL,X,X,X,X
SIJZLTO,X,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,X,X,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,O,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,O,X,X,X
SIJOLZT,O,X,X,X
SIJOZTL,X,X,X,X
SIJOZLT,X,X,X,X
SIZTLJO,X,X,X,X
SIZTLOJ,X,X,X,X
SIZTJLO,X,O,X,X
SIZTJOL,X,X,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,X,X,X,X
SIZLTJO,X,X,X,X
SIZLTOJ,X,X,X,X
SIZLJTO,X,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,X,X,X,X
SIZJTOL,X,X,X,X
SIZJLTO,X,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,X,X,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,X,X,X,X
SIZOLTJ,X,X,X,X
SIZOLJT,X,X,X,X
SIZOJTL,X,X,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,O,X,X,X
SIOTLZJ,X,X,X,X
SIOTJLZ,O,X,X,X
SIOTJZL,X,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,O,X,X,X
SIOLTZJ,X,X,X,X
SIOLJTZ,O,X,X,X
SIOLJZT,O,X,X,X
SIOLZTJ,X,X,X,X
SIOLZJT,X,X,X,X
SIOJTLZ,O,X,X,X
SIOJTZL,X,X,X,X
SIOJLTZ,O,X,X,X
SIOJLZT,O,X,X,X
SIOJZTL,X,X,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,X,X,X,X
SIOZLTJ,X,X,X,X
SIOZLJT,X,X,X,X
SIOZJTL,X,X,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,O,O,X
SLTIJOZ,X,X,O,X
SLTIZJO,X,O,X,X
SLTIZOJ,X,X,X,X
SLTIOJZ,X,X,X,X
SLTIOZJ,X,X,X,X
SLTJIZO,X,O,O,X
SLTJIOZ,X,X,O,X
SLTJZIO,X,O,X,X
SLTJZOI,X,X,X,X
SLTJOIZ,X,X,O,X
SLTJOZI,X,X,X,X
SLTZIJO,X,O,X,X
SLTZIOJ,X,X,X,X
SLTZJIO,X,O,X,X
SLTZJOI,X,X,X,X
SLTZOIJ,X,X,X,X
SLTZOJI,X,X,X,X
SLTOIJZ,X,X,O,X
SLTOIZJ,X,X,X,X
SLTOJIZ,X,X,O,X
SLTOJZI,X,X,X,X
SLTOZIJ,X,X,X,X
SLTOZJI,X,X,X,X
SLITJZO,X,O,O,X
SLITJOZ,O,X,O,X
SLITZJO,X,O,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,O,X
SLIJTOZ,O,X,O,X
SLIJZTO,X,X,O,X
SLIJZOT,X,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,X,X,X,X
SLIZTJO,X,O,O,X
SLIZTOJ,X,X,X,X
SLIZJTO,X,X,O,X
SLIZJOT,X,X,X,X
SLIZOTJ,X,X,X,X
SLIZOJT,X,X,X,X
SLIOTJZ,X,X,X,X
SLIOTZJ,X,X,X,X
SLIOJTZ,X,X,X,X
SLIOJZT,X,X,X,X
SLIOZTJ,X,X,X,X
SLIOZJT,X,X,X,X
SLJTIZO,X,X,O,X
SLJTIOZ,X,X,O,X
SLJTZIO,X,X,X,X
SLJTZOI,X,X,X,X
SLJTOIZ,X,X,O,X
SLJTOZI,X,X,X,X
SLJITZO,X,X,O,X
SLJITOZ,O,X,O,X
SLJIZTO,X,X,O,X
SLJIZOT,X,X,X,X
SLJIOTZ,X,X,X,X
SLJIOZT,X,X,X,X
SLJZTIO,X,X,O,X
SLJZTOI,X,X,O,X
SLJZITO,X,X,O,X
SLJZIOT,X,X,X,X
SLJZOTI,X,X,O,X
SLJZOIT,X,X,O,X
SLJOTIZ,O,X,O,X
SLJOTZI,X,X,X,X
SLJOITZ,O,X,O,X
SLJOIZT,O,X,O,X
SLJOZTI,X,X,O,X
SLJOZIT,X,X,O,X
SLZTIJO,X,O,O,X
SLZTIOJ,X,X,X,X
SLZTJIO,X,O,O,X
SLZTJOI,X,X,O,X
SLZTOIJ,X,X,O,X
SLZTOJI,X,X,O,X
SLZITJO,X,O,O,X
SLZITOJ,X,X,X,X
SLZIJTO,X,X,O,X
SLZIJOT,X,X,X,X
SLZIOTJ,X,X,X,X
SLZIOJT,X,X,X,X
SLZJTIO,X,X,O,X
SLZJTOI,X,X,O,X
SLZJITO,X,X,O,X
SLZJIOT,X,X,X,X
SLZJOTI,X,X,O,X
SLZJOIT,X,X,O,X
SLZOTIJ,X,X,O,X
SLZOTJI,X,X,O,X
SLZOITJ,X,X,O,X
SLZOIJT,X,X,O,X
SLZOJTI,X,X,O,X
SLZOJIT,X,X,O,X
SLOTIJZ,X,X,O,X
SLOTIZJ,X,X,X,X
SLOTJIZ,O,X,O,X
SLOTJZI,X,X,X,X
SLOTZIJ,X,X,X,X
SLOTZJI,X,X,X,X
SLOITJZ,O,X,O,X
SLOITZJ,X,X,X,X
SLOIJTZ,O,X,O,X
SLOIJZT,O,X,O,X
SLOIZTJ,X,X,O,X
SLOIZJT,X,X,O,X
SLOJTIZ,O,X,O,X
SLOJTZI,X,X,X,X
SLOJITZ,O,X,O,X
SLOJIZT,O,X,O,X
SLOJZTI,X,X,O,X
SLOJZIT,X,X,O,X
SLOZTIJ,X,X,O,X
SLOZTJI,X,X,O,X
SLOZITJ,X,X,O,X
SLOZIJT,X,X,O,X
SLOZJTI,X,X,O,X
SLOZJIT,X,X,O,X
SJTILZO,X,X,X,X
SJTILOZ,X,X,X,X
SJTIZLO,X,X,X,X
SJTIZOL,X,X,X,X
SJTIOLZ,X,X,X,X
SJTIOZL,X,X,X,X
SJTLIZO,X,X,X,X
SJTLIOZ,X,X,X,X
SJTLZIO,X,X,X,X
SJTLZOI,X,X,X,X
SJTLOIZ,X,X,X,X
SJTLOZI,X,X,X,X
SJTZILO,X,X,X,X
SJTZIOL,X,X,X,X
SJTZLIO,X,X,X,X
SJTZLOI,X,X,X,X
SJTZOIL,X,X,X,X
SJTZOLI,X,X,X,X
SJTOILZ,X,X,X,X
SJTOIZL,X,X,X,X
SJTOLIZ,X,X,X,X
SJTOLZI,X,X,X,X
SJTOZIL,X,X,X,X
SJTOZLI,X,X,X,X
SJITLZO,X,X,X,X
SJITLOZ,O,X,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,O,X,X,X
SJITOZL,X,X,X,X
SJILTZO,X,X,X,X
SJILTOZ,O,X,X,X
SJILZTO,X,X,X,X
SJILZOT,X,X,X,X
SJILOTZ,X,X,X,X
SJILOZT,X,X,X,X
SJIZTLO,X,X,X,X
SJIZTOL,X,X,X,X
SJIZLTO,X,X,X,X
SJIZLOT,X,X,X,X
SJIZOTL,X,X,X,X
SJIZOLT,X,X,X,X
SJIOTLZ,O,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,O,X,X,X
SJIOLZT,O,X,X,X
SJIOZTL,X,X,X,X
SJIOZLT,X,X,X,X
SJLTIZO,X,X,O,X
SJLTIOZ,X,X,O,X
SJLTZIO,X,X,X,X
SJLTZOI,X,X,X,X
SJLTOIZ,X,X,O,X
SJLTOZI,X,X,X,X
SJLITZO,X,X,O,X
SJLITOZ,O,X,O,X
SJLIZTO,X,X,O,X
SJLIZOT,X,X,X,X
SJLIOTZ,X,X,X,X
SJLIOZT,X,X,X,X
SJLZTIO,X,X,O,X
SJLZTOI,X,X,O,X
SJLZITO,X,X,O,X
SJLZIOT,X,X,X,X
SJLZOTI,X,X,O,X
SJLZOIT,X,X,O,X
SJLOTIZ,O,X,O,X
SJLOTZI,X,X,X,X
SJLOITZ,O,X,O,X
SJLOIZT,O,X,O,X
SJLOZTI,X,X,O,X
SJLOZIT,X,X,O,X
SJZTILO,X,X,X,X
SJZTIOL,X,X,X,X
SJZTLIO,X,X,O,X
SJZTLOI,X,X,O,X
SJZTOIL,X,X,O,X
SJZTOLI,X,X,X,X
SJZITLO,X,X,X,X
SJZITOL,X,X,X,X
SJZILTO,X,X,X,X
SJZILOT,X,X,X,X
SJZIOTL,X,X,X,X
SJZIOLT,X,X,X,X
SJZLTIO,X,X,O,X
SJZLTOI,X,X,O,X
SJZLITO,X,X,O,X
SJZLIOT,X,X,X,X
SJZLOTI,X,X,O,X
SJZLOIT,X,X,O,X
SJZOTIL,X,X,O,X
SJZOTLI,X,X,X,X
SJZOITL,X,X,O,X
SJZOILT,X,X,O,X
SJZOLTI,X,X,O,X
SJZOLIT,X,X,O,X
SJOTILZ,X,X,X,X
SJOTIZL,X,X,X,X
SJOTLIZ,O,X,X,X
SJOTLZI,X,X,X,X
SJOTZIL,X,X,X,X
SJOTZLI,X,X,X,X
SJOITLZ,O,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,O,X,O,X
SJOILZT,O,X,O,X
SJOIZTL,X,X,O,X
SJOIZLT,X,X,O,X
SJOLTIZ,O,X,O,X
SJOLTZI,X,X,X,X
SJOLITZ,O,X,O,X
SJOLIZT,O,X,O,X
SJOLZTI,X,X,O,X
SJOLZIT,X,X,O,X
SJOZTIL,X,X,O,X
SJOZTLI,X,X,X,X
SJOZITL,X,X,O,X
SJOZILT,X,X,O,X
SJOZLTI,X,X,O,X
SJOZLIT,X,X,O,X
SZTILJO,X,X,X,X
SZTILOJ,X,X,X,X
SZTIJLO,X,O,X,X
SZTIJOL,X,X,X,X
SZTIOLJ,X,X,X,X
SZTIOJL,X,X,X,X
SZTLIJO,X,O,O,X
SZTLIOJ,X,X,X,X
SZTLJIO,X,O,O,X
SZTLJOI,X,X,O,X
SZTLOIJ,X,X,O,X
SZTLOJI,X,X,O,X
SZTJILO,X,O,X,X
SZTJIOL,X,X,X,X
SZTJLIO,X,O,O,X
SZTJLOI,X,X,O,X
SZTJOIL,X,X,O,X
SZTJOLI,X,X,X,X
SZTOILJ,X,X,X,X
SZTOIJL,X,X,O,X
SZTOLIJ,X,X,X,X
SZTOLJI,X,X,X,X
SZTOJIL,X,X,O,X
SZTOJLI,X,X,X,X
SZITLJO,X,X,X,X
SZITLOJ,X,X,X,X
SZITJLO,X,O,X,X
SZITJOL,X,X,X,X
SZITOLJ,X,X,X,X
SZITOJL,X,X,X,X
SZILTJO,X,X,X,X
SZILTOJ,X,X,X,X
SZILJTO,X,X,X,X
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,X,X,X,X
SZIJTOL,X,X,X,X
SZIJLTO,X,X,X,X
SZIJLOT,X,X,X,X
SZIJOTL,X,X,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,X,X,X
SZIOTJL,X,X,X,X
SZIOLTJ,X,X,X,X
SZIOLJT,X,X,X,X
SZIOJTL,X,X,X,X
SZIOJLT,X,X,X,X
SZLTIJO,X,O,O,X
SZLTIOJ,X,X,X,X
SZLTJIO,X,O,O,X
SZLTJOI,X,X,O,X
SZLTOIJ,X,X,O,X
SZLTOJI,X,X,O,X
SZLITJO,X,O,O,X
SZLITOJ,X,X,X,X
SZLIJTO,X,X,O,X
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,X,X,O,X
SZLJTOI,X,X,O,X
SZLJITO,X,X,O,X
SZLJIOT,X,X,X,X
SZLJOTI,X,X,O,X
SZLJOIT,X,X,O,X
SZLOTIJ,X,X,O,X
SZLOTJI,X,X,O,X
SZLOITJ,X,X,O,X
SZLOIJT,X,X,O,X
SZLOJTI,X,X,O,X
SZLOJIT,X,X,O,X
SZJTILO,X,X,X,X
