sequence,v115@ThC8FeI8JeZEJvhFupB3lBFnB6tB0rBzsB,v115@ThC8FeI8Jei/IvhF3gBGiBTjBcpBlrBxxB
OLITJZS,O,X
OLITSJZ,O,X
OLITSZJ,O,X
OLITZJS,O,X
OLITZSJ,O,X
OLIJTSZ,O,X
OLIJTZS,O,X
OLIJSTZ,O,X
OLIJSZT,O,X
OLIJZTS,O,X
OLIJZST,O,X
OLISTJZ,O,X
OLISTZJ,O,X
OLISJTZ,O,X
OLISJZT,O,X
OLISZTJ,O,X
OLISZJT,O,X
OLIZTJS,O,X
OLIZTSJ,O,X
OLIZJTS,O,X
OLIZJST,O,X
OLIZSTJ,O,X
OLIZSJT,O,X
OLJTISZ,O,X
OLJTIZS,O,X
OLJTSIZ,O,X
OLJTSZI,O,X
OLJTZIS,O,X
OLJTZSI,O,X
OLJITSZ,O,X
OLJITZS,O,X
OLJISTZ,O,X
OLJISZT,O,X
OLJIZTS,O,X
OLJIZST,O,X
OLJSTIZ,O,X
OLJSTZI,O,X
OLJSITZ,O,X
OLJSIZT,O,X
OLJSZTI,O,X
OLJSZIT,O,X
OLJZTIS,O,X
OLJZTSI,O,X
OLJZITS,O,X
OLJZIST,O,X
OLJZSTI,O,X
OLJZSIT,O,X
OLSTIJZ,O,X
OLSTIZJ,O,X
OLSTJIZ,O,X
OLSTJZI,O,X
OLSTZIJ,O,X
OLSTZJI,O,X
OLSITJZ,O,X
OLSITZJ,O,X
OLSIJTZ,O,X
OLSIJZT,O,X
OLSIZTJ,O,X
OLSIZJT,O,X
OLSJTIZ,O,X
OLSJTZI,O,X
OLSJITZ,O,X
OLSJIZT,O,X
OLSJZTI,O,X
OLSJZIT,O,X
OLSZTIJ,O,X
OLSZTJI,O,X
OLSZITJ,O,X
OLSZIJT,O,X
OLSZJTI,O,X
OLSZJIT,O,X
OLZTIJS,O,X
OLZTISJ,O,X
OLZTJIS,O,X
OLZTJSI,O,X
OLZTSIJ,O,X
OLZTSJI,O,X
OLZITJS,O,X
OLZITSJ,O,X
OLZIJTS,O,X
OLZIJST,O,X
OLZISTJ,O,X
OLZISJT,O,X
OLZJTIS,O,X
OLZJTSI,O,X
OLZJITS,O,X
OLZJIST,O,X
OLZJSTI,O,X
OLZJSIT,O,X
OLZSTIJ,O,X
OLZSTJI,O,X
OLZSITJ,O,X
OLZSIJT,O,X
OLZSJTI,O,X
OLZSJIT,O,X
OJTILSZ,O,X
OJTILZS,O,X
OJTISLZ,O,X
OJTISZL,O,X
OJTIZLS,O,X
OJTIZSL,O,X
OJTLISZ,O,X
OJTLIZS,O,X
OJTLSIZ,O,X
OJTLSZI,O,X
OJTLZIS,O,X
OJTLZSI,O,X
OJTSILZ,O,X
OJTSIZL,O,X
OJTSLIZ,O,X
OJTSLZI,O,X
OJTSZIL,O,X
OJTSZLI,O,X
OJTZILS,O,X
OJTZISL,O,X
OJTZLIS,O,X
OJTZLSI,O,X
OJTZSIL,O,X
OJTZSLI,O,X
OJITLSZ,O,X
OJITLZS,O,X
OJITSLZ,O,X
OJITSZL,O,X
OJITZLS,O,X
OJITZSL,O,X
OJILTSZ,O,X
OJILTZS,O,X
OJILSTZ,O,X
OJILSZT,O,X
OJILZTS,O,X
OJILZST,O,X
OJISTLZ,O,X
OJISTZL,O,X
OJISLTZ,O,X
OJISLZT,O,X
OJISZTL,O,X
OJISZLT,O,X
OJIZTLS,O,X
OJIZTSL,O,X
OJIZLTS,O,X
OJIZLST,O,X
OJIZSTL,O,X
OJIZSLT,O,X
OJLTISZ,O,X
OJLTIZS,O,X
OJLTSIZ,O,X
OJLTSZI,O,X
OJLTZIS,O,X
OJLTZSI,O,X
OJLITSZ,O,X
OJLITZS,O,X
OJLISTZ,O,X
OJLISZT,O,X
OJLIZTS,O,X
OJLIZST,O,X
OJLSTIZ,O,X
OJLSTZI,O,X
OJLSITZ,O,X
OJLSIZT,O,X
OJLSZTI,O,X
OJLSZIT,O,X
OJLZTIS,O,X
OJLZTSI,O,X
OJLZITS,O,X
OJLZIST,O,X
OJLZSTI,O,X
OJLZSIT,O,X
OJSTILZ,O,X
OJSTIZL,O,X
OJSTLIZ,O,X
OJSTLZI,O,X
OJSTZIL,O,X
OJSTZLI,O,X
OJSITLZ,O,X
OJSITZL,O,X
OJSILTZ,O,X
OJSILZT,O,X
OJSIZTL,O,X
OJSIZLT,O,X
OJSLTIZ,O,X
OJSLTZI,O,X
OJSLITZ,O,X
OJSLIZT,O,X
OJSLZTI,O,X
OJSLZIT,O,X
OJSZTIL,O,X
OJSZTLI,O,X
OJSZITL,O,X
OJSZILT,O,X
OJSZLTI,O,X
OJSZLIT,O,X
OJZTILS,O,X
OJZTISL,O,X
OJZTLIS,O,X
OJZTLSI,O,X
OJZTSIL,O,X
OJZTSLI,O,X
OJZITLS,O,X
OJZITSL,O,X
OJZILTS,O,X
OJZILST,O,X
OJZISTL,O,X
OJZISLT,O,X
OJZLTIS,O,X
OJZLTSI,O,X
OJZLITS,O,X
OJZLIST,O,X
OJZLSTI,O,X
OJZLSIT,O,X
OJZSTIL,O,X
OJZSTLI,O,X
OJZSITL,O,X
OJZSILT,O,X
OJZSLTI,O,X
OJZSLIT,O,X
OSTILJZ,O,O
OSTILZJ,O,O
OSTIJLZ,O,O
OSTIJZL,O,O
OSTIZLJ,O,O
OSTIZJL,O,O
OSTLIJZ,O,X
OSTLIZJ,O,X
OSTLJIZ,O,X
OSTLJZI,O,X
OSTLZIJ,O,X
OSTLZJI,O,X
OSTJILZ,O,O
OSTJIZL,O,O
OSTJLIZ,O,X
OSTJLZI,O,X
OSTJZIL,O,O
OSTJZLI,O,O
OSTZILJ,O,O
OSTZIJL,O,O
OSTZLIJ,O,O
OSTZLJI,O,O
OSTZJIL,O,O
OSTZJLI,O,O
OSITLJZ,O,O
OSITLZJ,O,O
OSITJLZ,O,O
OSITJZL,O,O
OSITZLJ,O,O
OSITZJL,O,O
OSILTJZ,O,O
OSILTZJ,O,O
OSILJTZ,O,X
OSILJZT,O,O
OSILZTJ,O,O
OSILZJT,O,O
OSIJTLZ,O,O
OSIJTZL,O,O
OSIJLTZ,O,X
OSIJLZT,O,O
OSIJZTL,O,O
OSIJZLT,O,O
OSIZTLJ,O,O
OSIZTJL,O,O
OSIZLTJ,O,O
OSIZLJT,O,O
OSIZJTL,O,O
OSIZJLT,O,O
OSLTIJZ,O,X
OSLTIZJ,O,X
OSLTJIZ,O,X
OSLTJZI,O,X
OSLTZIJ,O,X
OSLTZJI,O,X
OSLITJZ,O,X
OSLITZJ,O,X
OSLIJTZ,O,X
OSLIJZT,O,X
OSLIZTJ,O,X
OSLIZJT,O,X
OSLJTIZ,O,X
OSLJTZI,O,X
OSLJITZ,O,X
OSLJIZT,O,X
OSLJZTI,O,X
OSLJZIT,O,X
OSLZTIJ,O,X
OSLZTJI,O,X
OSLZITJ,O,X
OSLZIJT,O,X
OSLZJTI,O,X
OSLZJIT,O,X
OSJTILZ,O,X
OSJTIZL,O,X
OSJTLIZ,O,X
OSJTLZI,O,X
OSJTZIL,O,X
OSJTZLI,O,X
OSJITLZ,O,X
OSJITZL,O,X
OSJILTZ,O,X
OSJILZT,O,X
OSJIZTL,O,X
OSJIZLT,O,X
OSJLTIZ,O,X
OSJLTZI,O,X
OSJLITZ,O,X
OSJLIZT,O,X
OSJLZTI,O,X
OSJLZIT,O,X
OSJZTIL,O,X
OSJZTLI,O,X
OSJZITL,O,X
OSJZILT,O,X
OSJZLTI,O,X
OSJZLIT,O,X
OSZTILJ,O,O
OSZTIJL,O,O
OSZTLIJ,O,O
OSZTLJI,O,O
OSZTJIL,O,O
OSZTJLI,O,O
OSZITLJ,O,O
OSZITJL,O,O
OSZILTJ,O,O
OSZILJT,O,O
OSZIJTL,O,O
OSZIJLT,O,O
OSZLTIJ,O,O
OSZLTJI,O,O
OSZLITJ,O,O
OSZLIJT,O,O
OSZLJTI,O,X
OSZLJIT,O,X
OSZJTIL,O,X
OSZJTLI,O,X
OSZJITL,O,X
OSZJILT,O,X
OSZJLTI,O,X
OSZJLIT,O,X
OZTILJS,O,O
OZTILSJ,O,O
OZTIJLS,O,O
OZTIJSL,O,O
OZTISLJ,O,O
OZTISJL,O,O
OZTLIJS,O,O
OZTLISJ,O,O
OZTLJIS,O,O
OZTLJSI,O,O
OZTLSIJ,O,O
OZTLSJI,O,O
OZTJILS,O,O
OZTJISL,O,O
OZTJLIS,O,O
OZTJLSI,O,O
OZTJSIL,O,O
OZTJSLI,O,O
OZTSILJ,O,O
OZTSIJL,O,O
OZTSLIJ,O,O
OZTSLJI,O,O
OZTSJIL,O,O
OZTSJLI,O,O
OZITLJS,O,O
OZITLSJ,O,O
OZITJLS,O,O
OZITJSL,O,O
OZITSLJ,O,O
OZITSJL,O,O
OZILTJS,O,O
OZILTSJ,O,O
OZILJTS,O,O
OZILJST,O,O
OZILSTJ,O,O
OZILSJT,O,O
OZIJTLS,O,O
OZIJTSL,O,O
OZIJLTS,O,O
OZIJLST,O,O
OZIJSTL,O,O
OZIJSLT,O,O
OZISTLJ,O,O
OZISTJL,O,O
OZISLTJ,O,O
OZISLJT,O,O
OZISJTL,O,O
OZISJLT,O,O
OZLTIJS,O,O
OZLTISJ,O,O
OZLTJIS,O,O
OZLTJSI,O,O
OZLTSIJ,O,O
OZLTSJI,O,O
OZLITJS,O,O
OZLITSJ,O,O
OZLIJTS,O,O
OZLIJST,O,O
OZLISTJ,O,O
OZLISJT,O,O
OZLJTIS,O,X
OZLJTSI,O,X
OZLJITS,O,X
OZLJIST,O,X
OZLJSTI,O,X
OZLJSIT,O,X
OZLSTIJ,O,O
OZLSTJI,O,O
OZLSITJ,O,O
OZLSIJT,O,O
OZLSJTI,O,X
OZLSJIT,O,X
OZJTILS,O,X
OZJTISL,O,X
OZJTLIS,O,X
OZJTLSI,O,X
OZJTSIL,O,X
OZJTSLI,O,X
OZJITLS,O,X
OZJITSL,O,X
OZJILTS,O,X
OZJILST,O,X
OZJISTL,O,X
OZJISLT,O,X
OZJLTIS,O,X
OZJLTSI,O,X
OZJLITS,O,X
OZJLIST,O,X
OZJLSTI,O,X
OZJLSIT,O,X
OZJSTIL,O,X
OZJSTLI,O,X
OZJSITL,O,X
OZJSILT,O,X
OZJSLTI,O,X
OZJSLIT,O,X
OZSTILJ,O,O
OZSTIJL,O,O
OZSTLIJ,O,O
OZSTLJI,O,O
OZSTJIL,O,O
OZSTJLI,O,O
OZSITLJ,O,O
OZSITJL,O,O
OZSILTJ,O,O
OZSILJT,O,O
OZSIJTL,O,O
OZSIJLT,O,O
OZSLTIJ,O,O
OZSLTJI,O,O
OZSLITJ,O,O
OZSLIJT,O,O
OZSLJTI,O,X
OZSLJIT,O,X
OZSJTIL,O,X
OZSJTLI,O,X
OZSJITL,O,X
OZSJILT,O,X
OZSJLTI,O,X
OZSJLIT,O,X
