sequence,v115@JhA8IeA8AeA8CeB8AeD8BeC8JeZEJvhFukBtlBXiBT?jBcsB6rB,v115@JhA8IeA8AeA8CeB8AeD8BeC8JeZEJvhFukBtlBXiBT?jBSsB0rB
ISJTOLZ,X,O
ISJTOZL,O,X
ISJLTZO,X,O
ISJLTOZ,X,O
ISJLZTO,X,O
ISJLZOT,X,O
ISJLOTZ,X,O
ISJLOZT,X,O
ISJZTLO,O,X
ISJZTOL,O,X
ISJZLTO,O,X
ISJZLOT,O,X
ISJZOTL,O,X
ISJZOLT,O,X
ISJOTLZ,X,O
ISJOTZL,O,X
ISJOLTZ,X,O
ISJOLZT,X,O
ISJOZTL,O,X
ISJOZLT,O,X
ISZTLJO,O,X
ISZTLOJ,O,X
ISZTJLO,O,X
ISZTJOL,O,X
ISZTOLJ,O,X
ISZTOJL,O,X
ISZLTJO,O,X
ISZLTOJ,O,X
ISZLJTO,O,X
ISZLJOT,O,X
ISZLOTJ,O,X
ISZLOJT,O,X
ISZJTLO,O,X
ISZJTOL,O,X
ISZJLTO,O,X
ISZJLOT,O,X
ISZJOTL,O,X
ISZJOLT,O,X
ISZOTLJ,O,X
ISZOTJL,O,X
ISZOLTJ,O,X
ISZOLJT,O,X
ISZOJTL,O,X
ISZOJLT,O,X
ISOTLJZ,X,O
ISOTLZJ,X,O
ISOTJLZ,X,O
ISOTJZL,O,X
ISOTZLJ,O,X
ISOTZJL,O,X
ISOLTJZ,X,O
ISOLTZJ,X,O
ISOLJTZ,X,O
ISOLJZT,X,O
ISOLZTJ,X,O
ISOLZJT,X,O
ISOJTLZ,X,O
ISOJTZL,O,X
ISOJLTZ,X,O
ISOJLZT,X,O
ISOJZTL,O,X
ISOJZLT,O,X
ISOZTLJ,O,X
ISOZTJL,O,X
ISOZLTJ,O,X
ISOZLJT,O,X
ISOZJTL,O,X
ISOZJLT,O,X
IZTLJSO,O,O
IZTLJOS,O,O
IZTLSJO,O,O
IZTLSOJ,O,O
IZTLOJS,O,O
IZTLOSJ,O,O
IZTJLSO,O,O
IZTJLOS,O,O
IZTJSLO,O,X
IZTJSOL,O,X
IZTJOLS,O,O
IZTJOSL,O,X
IZTSLJO,O,X
IZTSLOJ,O,X
IZTSJLO,O,X
IZTSJOL,O,X
IZTSOLJ,O,X
IZTSOJL,O,X
IZTOLJS,O,O
IZTOLSJ,O,O
IZTOJLS,O,O
IZTOJSL,O,X
IZTOSLJ,O,X
IZTOSJL,O,X
IZLTJSO,O,O
IZLTJOS,O,O
IZLTSJO,O,O
IZLTSOJ,O,O
IZLTOJS,O,O
IZLTOSJ,O,O
IZLJTSO,O,O
IZLJTOS,O,O
IZLJSTO,O,O
IZLJSOT,O,O
IZLJOTS,O,O
IZLJOST,O,O
IZLSTJO,O,O
IZLSTOJ,O,O
IZLSJTO,O,O
IZLSJOT,O,O
IZLSOTJ,O,O
IZLSOJT,O,O
IZLOTJS,O,O
IZLOTSJ,O,O
IZLOJTS,O,O
IZLOJST,O,O
IZLOSTJ,O,O
IZLOSJT,O,O
IZJTLSO,O,O
IZJTLOS,O,O
IZJTSLO,O,X
IZJTSOL,O,X
IZJTOLS,O,O
IZJTOSL,O,X
IZJLTSO,O,O
IZJLTOS,O,O
IZJLSTO,O,O
IZJLSOT,O,O
IZJLOTS,O,O
IZJLOST,O,O
IZJSTLO,O,X
IZJSTOL,O,X
IZJSLTO,O,X
IZJSLOT,O,X
IZJSOTL,O,X
IZJSOLT,O,X
IZJOTLS,O,O
IZJOTSL,O,X
IZJOLTS,O,O
IZJOLST,O,O
IZJOSTL,O,X
IZJOSLT,O,X
IZSTLJO,O,X
IZSTLOJ,O,X
IZSTJLO,O,X
IZSTJOL,O,X
IZSTOLJ,O,X
IZSTOJL,O,X
IZSLTJO,O,X
IZSLTOJ,O,X
IZSLJTO,O,X
IZSLJOT,O,X
IZSLOTJ,O,X
IZSLOJT,O,X
IZSJTLO,O,X
IZSJTOL,O,X
IZSJLTO,O,X
IZSJLOT,O,X
IZSJOTL,O,X
IZSJOLT,O,X
IZSOTLJ,O,X
IZSOTJL,O,X
IZSOLTJ,O,X
IZSOLJT,O,X
IZSOJTL,O,X
IZSOJLT,O,X
IZOTLJS,O,O
IZOTLSJ,O,O
IZOTJLS,O,O
IZOTJSL,O,X
IZOTSLJ,O,X
IZOTSJL,O,X
IZOLTJS,O,O
IZOLTSJ,O,O
IZOLJTS,O,O
IZOLJST,O,O
IZOLSTJ,O,O
IZOLSJT,O,O
IZOJTLS,O,O
IZOJTSL,O,X
IZOJLTS,O,O
IZOJLST,O,O
IZOJSTL,O,X
IZOJSLT,O,X
IZOSTLJ,O,X
IZOSTJL,O,X
IZOSLTJ,O,X
IZOSLJT,O,X
IZOSJTL,O,X
IZOSJLT,O,X
IOTLJSZ,X,O
IOTLJZS,O,O
IOTLSJZ,X,O
IOTLSZJ,X,O
IOTLZJS,O,O
IOTLZSJ,O,O
IOTJLSZ,X,O
IOTJLZS,O,O
IOTJSLZ,X,O
IOTJSZL,O,X
IOTJZLS,O,O
IOTJZSL,O,X
IOTSLJZ,X,O
IOTSLZJ,X,O
IOTSJLZ,X,O
IOTSJZL,O,X
IOTSZLJ,O,X
IOTSZJL,O,X
IOTZLJS,O,O
IOTZLSJ,O,O
IOTZJLS,O,O
IOTZJSL,O,X
IOTZSLJ,O,X
IOTZSJL,O,X
IOLTJSZ,X,O
IOLTJZS,O,O
IOLTSJZ,X,O
IOLTSZJ,X,O
IOLTZJS,O,O
IOLTZSJ,O,O
IOLJTSZ,X,O
IOLJTZS,O,O
IOLJSTZ,X,O
IOLJSZT,X,O
IOLJZTS,O,O
IOLJZST,O,O
IOLSTJZ,X,O
IOLSTZJ,X,O
IOLSJTZ,X,O
IOLSJZT,X,O
IOLSZTJ,X,O
IOLSZJT,X,O
IOLZTJS,O,O
IOLZTSJ,O,O
IOLZJTS,O,O
IOLZJST,O,O
IOLZSTJ,O,O
IOLZSJT,O,O
IOJTLSZ,X,O
IOJTLZS,O,O
IOJTSLZ,X,O
IOJTSZL,O,X
IOJTZLS,O,O
IOJTZSL,O,X
IOJLTSZ,X,O
IOJLTZS,O,O
IOJLSTZ,X,O
IOJLSZT,X,O
IOJLZTS,O,O
IOJLZST,O,O
IOJSTLZ,X,O
IOJSTZL,O,X
IOJSLTZ,X,O
IOJSLZT,X,O
IOJSZTL,O,X
IOJSZLT,O,X
IOJZTLS,O,O
IOJZTSL,O,X
IOJZLTS,O,O
IOJZLST,O,O
IOJZSTL,O,X
IOJZSLT,O,X
IOSTLJZ,X,O
IOSTLZJ,X,O
IOSTJLZ,X,O
IOSTJZL,O,X
IOSTZLJ,O,X
IOSTZJL,O,X
IOSLTJZ,X,O
IOSLTZJ,X,O
IOSLJTZ,X,O
IOSLJZT,X,O
IOSLZTJ,X,O
IOSLZJT,X,O
IOSJTLZ,X,O
IOSJTZL,O,X
IOSJLTZ,X,O
IOSJLZT,X,O
IOSJZTL,O,X
IOSJZLT,O,X
IOSZTLJ,O,X
IOSZTJL,O,X
IOSZLTJ,O,X
IOSZLJT,O,X
IOSZJTL,O,X
IOSZJLT,O,X
IOZTLJS,O,O
IOZTLSJ,O,O
IOZTJLS,O,O
IOZTJSL,O,X
IOZTSLJ,O,X
IOZTSJL,O,X
IOZLTJS,O,O
IOZLTSJ,O,O
IOZLJTS,O,O
IOZLJST,O,O
IOZLSTJ,O,O
IOZLSJT,O,O
IOZJTLS,O,O
IOZJTSL,O,X
IOZJLTS,O,O
IOZJLST,O,O
IOZJSTL,O,X
IOZJSLT,O,X
IOZSTLJ,O,X
IOZSTJL,O,X
IOZSLTJ,O,X
IOZSLJT,O,X
IOZSJTL,O,X
IOZSJLT,O,X
LTIJSZO,X,O
LTIJSOZ,X,O
LTIJZSO,O,O
LTIJZOS,O,O
LTIJOSZ,X,O
LTIJOZS,O,O
LTISJZO,X,O
LTISJOZ,X,O
LTISZJO,X,O
LTISZOJ,X,O
LTISOJZ,X,O
LTISOZJ,X,O
LTIZJSO,O,O
LTIZJOS,O,O
LTIZSJO,O,O
LTIZSOJ,O,O
LTIZOJS,O,O
LTIZOSJ,O,O
LTIOJSZ,X,O
LTIOJZS,O,O
LTIOSJZ,X,O
LTIOSZJ,X,O
LTIOZJS,O,O
LTIOZSJ,O,O
LTJISZO,X,O
LTJISOZ,X,O
LTJIZSO,O,O
LTJIZOS,O,O
LTJIOSZ,X,O
LTJIOZS,O,O
LTJSIZO,X,O
LTJSIOZ,X,O
LTJSZIO,X,O
LTJSZOI,X,O
LTJSOIZ,X,O
LTJSOZI,X,O
LTJZISO,O,O
LTJZIOS,O,O
LTJZSIO,O,O
LTJZSOI,O,O
LTJZOIS,O,O
LTJZOSI,O,O
LTJOISZ,X,O
LTJOIZS,O,O
LTJOSIZ,X,O
LTJOSZI,X,O
LTJOZIS,O,O
LTJOZSI,O,O
LTSIJZO,X,O
LTSIJOZ,X,O
LTSIZJO,X,O
LTSIZOJ,X,O
LTSIOJZ,X,O
LTSIOZJ,X,O
LTSJIZO,X,O
LTSJIOZ,X,O
LTSJZIO,X,O
LTSJZOI,X,O
LTSJOIZ,X,O
LTSJOZI,X,O
LTSZIJO,X,O
LTSZIOJ,X,O
LTSZJIO,X,O
LTSZJOI,X,O
LTSZOIJ,X,O
LTSZOJI,X,O
LTSOIJZ,X,O
LTSOIZJ,X,O
LTSOJIZ,X,O
LTSOJZI,X,O
LTSOZIJ,X,O
LTSOZJI,X,O
LTZIJSO,O,O
LTZIJOS,O,O
LTZISJO,O,O
LTZISOJ,O,O
LTZIOJS,O,O
LTZIOSJ,O,O
LTZJISO,O,O
LTZJIOS,O,O
LTZJSIO,O,O
LTZJSOI,O,O
LTZJOIS,O,O
LTZJOSI,O,O
LTZSIJO,O,O
LTZSIOJ,O,O
LTZSJIO,O,O
LTZSJOI,O,O
LTZSOIJ,O,O
LTZSOJI,O,O
LTZOIJS,O,O
LTZOISJ,O,O
LTZOJIS,O,O
LTZOJSI,O,O
LTZOSIJ,O,O
LTZOSJI,O,O
LTOIJSZ,X,O
LTOIJZS,O,O
LTOISJZ,X,O
LTOISZJ,X,O
LTOIZJS,O,O
LTOIZSJ,O,O
LTOJISZ,X,O
LTOJIZS,O,O
LTOJSIZ,X,O
LTOJSZI,X,O
LTOJZIS,O,O
LTOJZSI,O,O
LTOSIJZ,X,O
LTOSIZJ,X,O
LTOSJIZ,X,O
LTOSJZI,X,O
LTOSZIJ,X,O
LTOSZJI,X,O
LTOZIJS,O,O
LTOZISJ,O,O
LTOZJIS,O,O
LTOZJSI,O,O
LTOZSIJ,O,O
LTOZSJI,O,O
LITJSZO,X,O
LITJSOZ,X,O
LITJZSO,O,O
LITJZOS,O,O
LITJOSZ,X,O
LITJOZS,O,O
LITSJZO,X,O
LITSJOZ,X,O
LITSZJO,X,O
LITSZOJ,X,O
LITSOJZ,X,O
LITSOZJ,X,O
LITZJSO,O,O
LITZJOS,O,O
LITZSJO,O,O
LITZSOJ,O,O
LITZOJS,O,O
LITZOSJ,O,O
LITOJSZ,X,O
LITOJZS,O,O
LITOSJZ,X,O
LITOSZJ,X,O
LITOZJS,O,O
LITOZSJ,O,O
LIJTSZO,X,O
LIJTSOZ,X,O
LIJTZSO,O,O
LIJTZOS,O,O
LIJTOSZ,X,O
LIJTOZS,O,O
LIJSTZO,X,O
LIJSTOZ,X,O
LIJSZTO,X,O
LIJSZOT,X,O
LIJSOTZ,X,O
LIJSOZT,X,O
LIJZTSO,O,O
LIJZTOS,O,O
LIJZSTO,O,O
LIJZSOT,O,O
LIJZOTS,O,O
LIJZOST,O,O
LIJOTSZ,X,O
LIJOTZS,O,O
LIJOSTZ,X,O
LIJOSZT,X,O
LIJOZTS,O,O
LIJOZST,O,O
LISTJZO,X,O
LISTJOZ,X,O
LISTZJO,X,O
LISTZOJ,X,O
LISTOJZ,X,O
LISTOZJ,X,O
LISJTZO,X,O
LISJTOZ,X,O
LISJZTO,X,O
LISJZOT,X,O
LISJOTZ,X,O
LISJOZT,X,O
LISZTJO,X,O
LISZTOJ,X,O
LISZJTO,X,O
LISZJOT,X,O
LISZOTJ,X,O
LISZOJT,X,O
LISOTJZ,X,O
LISOTZJ,X,O
LISOJTZ,X,O
LISOJZT,X,O
LISOZTJ,X,O
LISOZJT,X,O
LIZTJSO,O,O
LIZTJOS,O,O
LIZTSJO,O,O
LIZTSOJ,O,O
LIZTOJS,O,O
LIZTOSJ,O,O
LIZJTSO,O,O
LIZJTOS,O,O
LIZJSTO,O,O
LIZJSOT,O,O
LIZJOTS,O,O
LIZJOST,O,O
LIZSTJO,O,O
LIZSTOJ,O,O
LIZSJTO,O,O
LIZSJOT,O,O
LIZSOTJ,O,O
LIZSOJT,O,O
LIZOTJS,O,O
LIZOTSJ,O,O
LIZOJTS,O,O
LIZOJST,O,O
LIZOSTJ,O,O
LIZOSJT,O,O
LIOTJSZ,X,O
LIOTJZS,O,O
LIOTSJZ,X,O
LIOTSZJ,X,O
LIOTZJS,O,O
LIOTZSJ,O,O
LIOJTSZ,X,O
LIOJTZS,O,O
LIOJSTZ,X,O
LIOJSZT,X,O
LIOJZTS,O,O
LIOJZST,O,O
LIOSTJZ,X,O
LIOSTZJ,X,O
LIOSJTZ,X,O
LIOSJZT,X,O
LIOSZTJ,X,O
LIOSZJT,X,O
LIOZTJS,O,O
LIOZTSJ,O,O
LIOZJTS,O,O
LIOZJST,O,O
LIOZSTJ,O,O
LIOZSJT,O,O
LJTISZO,X,O
LJTISOZ,X,O
LJTIZSO,O,O
LJTIZOS,O,O
LJTIOSZ,X,O
LJTIOZS,O,O
LJTSIZO,X,O
LJTSIOZ,X,O
LJTSZIO,X,O
LJTSZOI,X,O
LJTSOIZ,X,O
LJTSOZI,X,O
LJTZISO,O,O
LJTZIOS,O,O
LJTZSIO,O,O
LJTZSOI,O,O
LJTZOIS,O,O
LJTZOSI,O,O
LJTOISZ,X,O
LJTOIZS,O,O
LJTOSIZ,X,O
LJTOSZI,X,O
LJTOZIS,O,O
LJTOZSI,O,O
LJITSZO,X,O
LJITSOZ,X,O
LJITZSO,O,O
LJITZOS,O,O
LJITOSZ,X,O
LJITOZS,O,O
LJISTZO,X,O
LJISTOZ,X,O
LJISZTO,X,O
LJISZOT,X,O
LJISOTZ,X,O
LJISOZT,X,O
LJIZTSO,O,O
LJIZTOS,O,O
LJIZSTO,O,O
LJIZSOT,O,O
LJIZOTS,O,O
LJIZOST,O,O
LJIOTSZ,X,O
LJIOTZS,O,O
LJIOSTZ,X,O
LJIOSZT,X,O
LJIOZTS,O,O
LJIOZST,O,O
LJSTIZO,X,O
LJSTIOZ,X,O
LJSTZIO,X,O
LJSTZOI,X,O
LJSTOIZ,X,O
LJSTOZI,X,O
LJSITZO,X,O
LJSITOZ,X,O
LJSIZTO,X,O
LJSIZOT,X,O
LJSIOTZ,X,O
LJSIOZT,X,O
LJSZTIO,X,O
LJSZTOI,X,O
LJSZITO,X,O
LJSZIOT,X,O
LJSZOTI,X,O
LJSZOIT,X,O
LJSOTIZ,X,O
LJSOTZI,X,O
LJSOITZ,X,O
LJSOIZT,X,O
LJSOZTI,X,O
LJSOZIT,X,O
LJZTISO,O,O
LJZTIOS,O,O
LJZTSIO,O,O
LJZTSOI,O,O
LJZTOIS,O,O
LJZTOSI,O,O
LJZITSO,O,O
LJZITOS,O,O
LJZISTO,O,O
LJZISOT,O,O
LJZIOTS,O,O
LJZIOST,O,O
LJZSTIO,O,O
LJZSTOI,O,O
LJZSITO,O,O
LJZSIOT,O,O
LJZSOTI,O,O
LJZSOIT,O,O
LJZOTIS,O,O
LJZOTSI,O,O
LJZOITS,O,O
LJZOIST,O,O
LJZOSTI,O,O
LJZOSIT,O,O
LJOTISZ,X,O
LJOTIZS,O,O
LJOTSIZ,X,O
LJOTSZI,X,O
LJOTZIS,O,O
LJOTZSI,O,O
LJOITSZ,X,O
LJOITZS,O,O
LJOISTZ,X,O
LJOISZT,X,O
LJOIZTS,O,O
LJOIZST,O,O
LJOSTIZ,X,O
LJOSTZI,X,O
LJOSITZ,X,O
LJOSIZT,X,O
LJOSZTI,X,O
LJOSZIT,X,O
LJOZTIS,O,O
LJOZTSI,O,O
LJOZITS,O,O
LJOZIST,O,O
LJOZSTI,O,O
LJOZSIT,O,O
LSTIJZO,X,O
LSTIJOZ,X,O
LSTIZJO,X,O
LSTIZOJ,X,O
LSTIOJZ,X,O
LSTIOZJ,X,O
LSTJIZO,X,O
LSTJIOZ,X,O
LSTJZIO,X,O
LSTJZOI,X,O
LSTJOIZ,X,O
LSTJOZI,X,O
LSTZIJO,X,O
LSTZIOJ,X,O
LSTZJIO,X,O
LSTZJOI,X,O
LSTZOIJ,X,O
LSTZOJI,X,O
LSTOIJZ,X,O
LSTOIZJ,X,O
LSTOJIZ,X,O
LSTOJZI,X,O
LSTOZIJ,X,O
LSTOZJI,X,O
LSITJZO,X,O
LSITJOZ,X,O
LSITZJO,X,O
LSITZOJ,X,O
LSITOJZ,X,O
LSITOZJ,X,O
LSIJTZO,X,O
LSIJTOZ,X,O
LSIJZTO,X,O
LSIJZOT,X,O
LSIJOTZ,X,O
LSIJOZT,X,O
LSIZTJO,X,O
LSIZTOJ,X,O
LSIZJTO,X,O
LSIZJOT,X,O
LSIZOTJ,X,O
LSIZOJT,X,O
LSIOTJZ,X,O
LSIOTZJ,X,O
LSIOJTZ,X,O
LSIOJZT,X,O
LSIOZTJ,X,O
LSIOZJT,X,O
LSJTIZO,X,O
LSJTIOZ,X,O
LSJTZIO,X,O
LSJTZOI,X,O
LSJTOIZ,X,O
LSJTOZI,X,O
LSJITZO,X,O
LSJITOZ,X,O
LSJIZTO,X,O
LSJIZOT,X,O
LSJIOTZ,X,O
LSJIOZT,X,O
LSJZTIO,X,O
LSJZTOI,X,O
LSJZITO,X,O
LSJZIOT,X,O
LSJZOTI,X,O
LSJZOIT,X,O
LSJOTIZ,X,O
LSJOTZI,X,O
LSJOITZ,X,O
LSJOIZT,X,O
LSJOZTI,X,O
LSJOZIT,X,O
LSZTIJO,X,O
LSZTIOJ,X,O
LSZTJIO,X,O
LSZTJOI,X,O
LSZTOIJ,X,O
LSZTOJI,X,O
LSZITJO,X,O
LSZITOJ,X,O
LSZIJTO,X,O
LSZIJOT,X,O
LSZIOTJ,X,O
LSZIOJT,X,O
LSZJTIO,X,O
LSZJTOI,X,O
LSZJITO,X,O
LSZJIOT,X,O
LSZJOTI,X,O
LSZJOIT,X,O
LSZOTIJ,X,O
LSZOTJI,X,O
LSZOITJ,X,O
LSZOIJT,X,O
LSZOJTI,X,O
LSZOJIT,X,O
LSOTIJZ,X,O
LSOTIZJ,X,O
LSOTJIZ,X,O
LSOTJZI,X,O
LSOTZIJ,X,O
LSOTZJI,X,O
LSOITJZ,X,O
LSOITZJ,X,O
LSOIJTZ,X,O
LSOIJZT,X,O
LSOIZTJ,X,O
LSOIZJT,X,O
LSOJTIZ,X,O
LSOJTZI,X,O
LSOJITZ,X,O
LSOJIZT,X,O
LSOJZTI,X,O
LSOJZIT,X,O
LSOZTIJ,X,O
LSOZTJI,X,O
LSOZITJ,X,O
LSOZIJT,X,O
LSOZJTI,X,O
LSOZJIT,X,O
LZTIJSO,O,O
LZTIJOS,O,O
LZTISJO,O,O
LZTISOJ,O,O
LZTIOJS,O,O
LZTIOSJ,O,O
LZTJISO,O,O
LZTJIOS,O,O
LZTJSIO,O,O
LZTJSOI,O,O
LZTJOIS,O,O
LZTJOSI,O,O
LZTSIJO,O,O
LZTSIOJ,O,O
LZTSJIO,O,O
LZTSJOI,O,O
LZTSOIJ,O,O
LZTSOJI,O,O
LZTOIJS,O,O
LZTOISJ,O,O
LZTOJIS,O,O
LZTOJSI,O,O
LZTOSIJ,O,O
LZTOSJI,O,O
LZITJSO,O,O
LZITJOS,O,O
LZITSJO,O,O
LZITSOJ,O,O
LZITOJS,O,O
LZITOSJ,O,O
LZIJTSO,O,O
LZIJTOS,O,O
LZIJSTO,O,O
LZIJSOT,O,O
LZIJOTS,O,O
LZIJOST,O,O
LZISTJO,O,O
LZISTOJ,O,O
LZISJTO,O,O
LZISJOT,O,O
LZISOTJ,O,O
LZISOJT,O,O
LZIOTJS,O,O
LZIOTSJ,O,O
LZIOJTS,O,O
LZIOJST,O,O
LZIOSTJ,O,O
LZIOSJT,O,O
LZJTISO,O,O
LZJTIOS,O,O
LZJTSIO,O,O
LZJTSOI,O,O
LZJTOIS,O,O
LZJTOSI,O,O
LZJITSO,O,O
LZJITOS,O,O
LZJISTO,O,O
LZJISOT,O,O
LZJIOTS,O,O
LZJIOST,O,O
LZJSTIO,O,O
LZJSTOI,O,O
LZJSITO,O,O
LZJSIOT,O,O
LZJSOTI,O,O
LZJSOIT,O,O
LZJOTIS,O,O
LZJOTSI,O,O
LZJOITS,O,O
LZJOIST,O,O
LZJOSTI,O,O
LZJOSIT,O,O
LZSTIJO,O,O
LZSTIOJ,O,O
LZSTJIO,O,O
LZSTJOI,O,O
LZSTOIJ,O,O
LZSTOJI,O,O
LZSITJO,O,O
LZSITOJ,O,O
LZSIJTO,O,O
LZSIJOT,O,O
LZSIOTJ,O,O
LZSIOJT,O,O
LZSJTIO,O,O
LZSJTOI,O,O
LZSJITO,O,O
LZSJIOT,O,O
LZSJOTI,O,O
LZSJOIT,O,O
LZSOTIJ,O,O
LZSOTJI,O,O
LZSOITJ,O,O
LZSOIJT,O,O
LZSOJTI,O,O
LZSOJIT,O,O
LZOTIJS,O,O
LZOTISJ,O,O
LZOTJIS,O,O
LZOTJSI,O,O
LZOTSIJ,O,O
LZOTSJI,O,O
LZOITJS,O,O
LZOITSJ,O,O
LZOIJTS,O,O
LZOIJST,O,O
LZOISTJ,O,O
LZOISJT,O,O
LZOJTIS,O,O
LZOJTSI,O,O
LZOJITS,O,O
LZOJIST,O,O
LZOJSTI,O,O
LZOJSIT,O,O
LZOSTIJ,O,O
LZOSTJI,O,O
LZOSITJ,O,O
LZOSIJT,O,O
LZOSJTI,O,O
LZOSJIT,O,O
LOTIJSZ,X,O
LOTIJZS,O,O
LOTISJZ,X,O
LOTISZJ,X,O
LOTIZJS,O,O
LOTIZSJ,O,O
LOTJISZ,X,O
LOTJIZS,O,O
LOTJSIZ,X,O
LOTJSZI,X,O
LOTJZIS,O,O
LOTJZSI,O,O
LOTSIJZ,X,O
LOTSIZJ,X,O
LOTSJIZ,X,O
LOTSJZI,X,O
LOTSZIJ,X,O
LOTSZJI,X,O
LOTZIJS,O,O
LOTZISJ,O,O
LOTZJIS,O,O
LOTZJSI,O,O
LOTZSIJ,O,O
LOTZSJI,O,O
LOITJSZ,X,O
LOITJZS,O,O
LOITSJZ,X,O
LOITSZJ,X,O
LOITZJS,O,O
LOITZSJ,O,O
LOIJTSZ,X,O
LOIJTZS,O,O
LOIJSTZ,X,O
LOIJSZT,X,O
LOIJZTS,O,O
LOIJZST,O,O
LOISTJZ,X,O
LOISTZJ,X,O
LOISJTZ,X,O
LOISJZT,X,O
LOISZTJ,X,O
LOISZJT,X,O
LOIZTJS,O,O
LOIZTSJ,O,O
LOIZJTS,O,O
LOIZJST,O,O
LOIZSTJ,O,O
LOIZSJT,O,O
LOJTISZ,X,O
LOJTIZS,O,O
LOJTSIZ,X,O
LOJTSZI,X,O
LOJTZIS,O,O
LOJTZSI,O,O
LOJITSZ,X,O
LOJITZS,O,O
LOJISTZ,X,O
LOJISZT,X,O
LOJIZTS,O,O
LOJIZST,O,O
LOJSTIZ,X,O
LOJSTZI,X,O
LOJSITZ,X,O
LOJSIZT,X,O
LOJSZTI,X,O
LOJSZIT,X,O
LOJZTIS,O,O
LOJZTSI,O,O
LOJZITS,O,O
LOJZIST,O,O
LOJZSTI,O,O
LOJZSIT,O,O
LOSTIJZ,X,O
LOSTIZJ,X,O
LOSTJIZ,X,O
LOSTJZI,X,O
LOSTZIJ,X,O
LOSTZJI,X,O
LOSITJZ,X,O
LOSITZJ,X,O
LOSIJTZ,X,O
LOSIJZT,X,O
LOSIZTJ,X,O
LOSIZJT,X,O
LOSJTIZ,X,O
LOSJTZI,X,O
LOSJITZ,X,O
LOSJIZT,X,O
LOSJZTI,X,O
LOSJZIT,X,O
LOSZTIJ,X,O
LOSZTJI,X,O
LOSZITJ,X,O
LOSZIJT,X,O
LOSZJTI,X,O
LOSZJIT,X,O
LOZTIJS,O,O
LOZTISJ,O,O
LOZTJIS,O,O
LOZTJSI,O,O
LOZTSIJ,O,O
LOZTSJI,O,O
LOZITJS,O,O
LOZITSJ,O,O
LOZIJTS,O,O
LOZIJST,O,O
LOZISTJ,O,O
LOZISJT,O,O
LOZJTIS,O,O
LOZJTSI,O,O
LOZJITS,O,O
LOZJIST,O,O
LOZJSTI,O,O
LOZJSIT,O,O
LOZSTIJ,O,O
LOZSTJI,O,O
LOZSITJ,O,O
LOZSIJT,O,O
LOZSJTI,O,O
LOZSJIT,O,O
JTILSZO,X,O
JTILSOZ,X,O
JTILZSO,O,O
JTILZOS,O,O
JTILOSZ,X,O
JTILOZS,O,O
JTISLZO,X,O
JTISLOZ,X,O
JTISZLO,O,X
JTISZOL,O,X
JTISOLZ,X,O
JTISOZL,O,X
JTIZLSO,O,O
JTIZLOS,O,O
JTIZSLO,O,X
JTIZSOL,O,X
JTIZOLS,O,O
JTIZOSL,O,X
JTIOLSZ,X,O
JTIOLZS,O,O
JTIOSLZ,X,O
JTIOSZL,O,X
JTIOZLS,O,O
JTIOZSL,O,X
JTLISZO,X,O
JTLISOZ,X,O
JTLIZSO,O,O
JTLIZOS,O,O
JTLIOSZ,X,O
JTLIOZS,O,O
JTLSIZO,X,O
JTLSIOZ,X,O
JTLSZIO,X,O
JTLSZOI,X,O
JTLSOIZ,X,O
JTLSOZI,X,O
JTLZISO,O,O
JTLZIOS,O,O
JTLZSIO,O,O
JTLZSOI,O,O
JTLZOIS,O,O
JTLZOSI,O,O
JTLOISZ,X,O
JTLOIZS,O,O
JTLOSIZ,X,O
JTLOSZI,X,O
JTLOZIS,O,O
JTLOZSI,O,O
JTSILZO,X,O
JTSILOZ,X,O
JTSIZLO,O,X
JTSIZOL,O,X
JTSIOLZ,X,O
JTSIOZL,O,X
JTSLIZO,X,O
JTSLIOZ,X,O
JTSLZIO,X,O
JTSLZOI,X,O
JTSLOIZ,X,O
JTSLOZI,X,O
JTSZILO,O,X
JTSZIOL,O,X
JTSZLIO,O,X
JTSZLOI,O,X
JTSZOIL,O,X
JTSZOLI,O,X
JTSOILZ,X,O
JTSOIZL,O,X
JTSOLIZ,X,O
JTSOLZI,X,O
JTSOZIL,O,X
JTSOZLI,O,X
JTZILSO,O,O
JTZILOS,O,O
JTZISLO,O,X
JTZISOL,O,X
JTZIOLS,O,O
JTZIOSL,O,X
JTZLISO,O,O
JTZLIOS,O,O
JTZLSIO,O,O
JTZLSOI,O,O
JTZLOIS,O,O
JTZLOSI,O,O
JTZSILO,O,X
JTZSIOL,O,X
JTZSLIO,O,X
JTZSLOI,O,X
JTZSOIL,O,X
JTZSOLI,O,X
JTZOILS,O,O
JTZOISL,O,X
JTZOLIS,O,O
JTZOLSI,O,O
JTZOSIL,O,X
JTZOSLI,O,X
JTOILSZ,X,O
JTOILZS,O,O
JTOISLZ,X,O
JTOISZL,O,X
JTOIZLS,O,O
JTOIZSL,O,X
JTOLISZ,X,O
JTOLIZS,O,O
JTOLSIZ,X,O
JTOLSZI,X,O
JTOLZIS,O,O
JTOLZSI,O,O
JTOSILZ,X,O
JTOSIZL,O,X
JTOSLIZ,X,O
JTOSLZI,X,O
JTOSZIL,O,X
JTOSZLI,O,X
JTOZILS,O,O
JTOZISL,O,X
JTOZLIS,O,O
JTOZLSI,O,O
JTOZSIL,O,X
JTOZSLI,O,X
JITLSZO,X,O
