sequence,v115@OhA8DeA8DeC8AeD8BeC8JeZEJvhFtkB6lBXiBTjB2r?B0rB,v115@OhA8DeA8DeC8AeD8BeC8JeZEJvhFtkBXhBOnBTjBqr?B0qB,v115@OhA8DeA8DeC8AeD8BeC8Jei/IvhF3gBTjBcpBRrB9r?BOsB
IJTSLOZ,O,O,X
IJTSZLO,O,X,X
IJTSZOL,O,X,X
IJTSOLZ,O,O,X
IJTSOZL,O,X,X
IJTZLSO,O,O,X
IJTZLOS,O,O,X
IJTZSLO,O,X,X
IJTZSOL,O,X,X
IJTZOLS,O,O,X
IJTZOSL,O,X,X
IJTOLSZ,O,O,X
IJTOLZS,O,O,X
IJTOSLZ,O,O,X
IJTOSZL,O,X,X
IJTOZLS,O,O,X
IJTOZSL,O,X,X
IJLTSZO,O,O,X
IJLTSOZ,O,O,X
IJLTZSO,O,O,X
IJLTZOS,O,O,X
IJLTOSZ,O,O,X
IJLTOZS,O,O,X
IJLSTZO,O,O,X
IJLSTOZ,O,O,X
IJLSZTO,X,O,X
IJLSZOT,X,O,X
IJLSOTZ,O,O,X
IJLSOZT,X,O,X
IJLZTSO,X,O,X
IJLZTOS,X,O,X
IJLZSTO,X,O,X
IJLZSOT,X,O,X
IJLZOTS,X,O,X
IJLZOST,X,O,X
IJLOTSZ,O,O,X
IJLOTZS,O,O,X
IJLOSTZ,O,O,X
IJLOSZT,X,O,X
IJLOZTS,X,O,X
IJLOZST,X,O,X
IJSTLZO,O,O,X
IJSTLOZ,O,O,X
IJSTZLO,O,X,X
IJSTZOL,O,X,X
IJSTOLZ,O,O,X
IJSTOZL,O,X,X
IJSLTZO,O,O,X
IJSLTOZ,O,O,X
IJSLZTO,X,O,X
IJSLZOT,X,O,X
IJSLOTZ,O,O,X
IJSLOZT,X,O,X
IJSZTLO,O,X,O
IJSZTOL,O,X,O
IJSZLTO,X,X,O
IJSZLOT,X,X,O
IJSZOTL,O,X,O
IJSZOLT,X,X,O
IJSOTLZ,O,O,X
IJSOTZL,O,X,X
IJSOLTZ,O,O,X
IJSOLZT,X,O,X
IJSOZTL,O,X,O
IJSOZLT,X,X,O
IJZTLSO,O,O,O
IJZTLOS,O,O,O
IJZTSLO,O,X,O
IJZTSOL,O,X,O
IJZTOLS,O,O,O
IJZTOSL,O,X,O
IJZLTSO,X,O,O
IJZLTOS,X,O,O
IJZLSTO,X,O,O
IJZLSOT,X,O,O
IJZLOTS,X,O,O
IJZLOST,X,O,O
IJZSTLO,O,X,O
IJZSTOL,O,X,O
IJZSLTO,X,X,O
IJZSLOT,X,X,O
IJZSOTL,O,X,O
IJZSOLT,X,X,O
IJZOTLS,O,O,O
IJZOTSL,O,X,O
IJZOLTS,X,O,O
IJZOLST,X,O,O
IJZOSTL,O,X,O
IJZOSLT,X,X,O
IJOTLSZ,O,O,X
IJOTLZS,O,O,X
IJOTSLZ,O,O,X
IJOTSZL,O,X,X
IJOTZLS,O,O,X
IJOTZSL,O,X,X
IJOLTSZ,O,O,X
IJOLTZS,O,O,X
IJOLSTZ,O,O,X
IJOLSZT,X,O,X
IJOLZTS,X,O,X
IJOLZST,X,O,X
IJOSTLZ,O,O,X
IJOSTZL,O,X,X
IJOSLTZ,O,O,X
IJOSLZT,X,O,X
IJOSZTL,O,X,O
IJOSZLT,X,X,O
IJOZTLS,O,O,O
IJOZTSL,O,X,O
IJOZLTS,X,O,O
IJOZLST,X,O,O
IJOZSTL,O,X,O
IJOZSLT,X,X,O
ISTLJZO,O,O,X
ISTLJOZ,O,O,X
ISTLZJO,O,O,X
ISTLZOJ,O,O,X
ISTLOJZ,O,O,X
ISTLOZJ,O,O,X
ISTJLZO,O,O,X
ISTJLOZ,O,O,X
ISTJZLO,O,X,X
ISTJZOL,O,X,X
ISTJOLZ,O,O,X
ISTJOZL,O,X,X
ISTZLJO,O,X,O
ISTZLOJ,O,X,O
ISTZJLO,O,X,O
ISTZJOL,O,X,O
ISTZOLJ,O,X,O
ISTZOJL,O,X,O
ISTOLJZ,O,O,X
ISTOLZJ,O,O,X
ISTOJLZ,O,O,X
ISTOJZL,O,X,X
ISTOZLJ,O,X,O
ISTOZJL,O,X,O
ISLTJZO,O,O,X
ISLTJOZ,O,O,X
ISLTZJO,O,O,X
ISLTZOJ,O,O,X
ISLTOJZ,O,O,X
ISLTOZJ,O,O,X
ISLJTZO,O,O,X
ISLJTOZ,O,O,X
ISLJZTO,X,O,X
ISLJZOT,X,O,X
ISLJOTZ,O,O,X
ISLJOZT,X,O,X
ISLZTJO,X,O,O
ISLZTOJ,X,O,O
ISLZJTO,X,O,O
ISLZJOT,X,O,O
ISLZOTJ,X,O,O
ISLZOJT,X,O,O
ISLOTJZ,O,O,X
ISLOTZJ,O,O,X
ISLOJTZ,O,O,X
ISLOJZT,X,O,X
ISLOZTJ,X,O,O
ISLOZJT,X,O,O
ISJTLZO,O,O,X
ISJTLOZ,O,O,X
ISJTZLO,O,X,X
ISJTZOL,O,X,X
ISJTOLZ,O,O,X
ISJTOZL,O,X,X
ISJLTZO,O,O,X
ISJLTOZ,O,O,X
ISJLZTO,X,O,X
ISJLZOT,X,O,X
ISJLOTZ,O,O,X
ISJLOZT,X,O,X
ISJZTLO,O,X,O
ISJZTOL,O,X,O
ISJZLTO,X,X,O
ISJZLOT,X,X,O
ISJZOTL,O,X,O
ISJZOLT,X,X,O
ISJOTLZ,O,O,X
ISJOTZL,O,X,X
ISJOLTZ,O,O,X
ISJOLZT,X,O,X
ISJOZTL,O,X,O
ISJOZLT,X,X,O
ISZTLJO,O,X,O
ISZTLOJ,O,X,O
ISZTJLO,O,X,O
ISZTJOL,O,X,O
ISZTOLJ,O,X,O
ISZTOJL,O,X,O
ISZLTJO,X,X,O
ISZLTOJ,X,X,O
ISZLJTO,X,X,O
ISZLJOT,X,X,O
ISZLOTJ,X,X,O
ISZLOJT,X,X,O
ISZJTLO,O,X,O
ISZJTOL,O,X,O
ISZJLTO,X,X,O
ISZJLOT,X,X,O
ISZJOTL,O,X,O
ISZJOLT,X,X,O
ISZOTLJ,O,X,O
ISZOTJL,O,X,O
ISZOLTJ,X,X,O
ISZOLJT,X,X,O
ISZOJTL,O,X,O
ISZOJLT,X,X,O
ISOTLJZ,O,O,X
ISOTLZJ,O,O,X
ISOTJLZ,O,O,X
ISOTJZL,O,X,X
ISOTZLJ,O,X,O
ISOTZJL,O,X,O
ISOLTJZ,O,O,X
ISOLTZJ,O,O,X
ISOLJTZ,O,O,X
ISOLJZT,X,O,X
ISOLZTJ,X,O,O
ISOLZJT,X,O,O
ISOJTLZ,O,O,X
ISOJTZL,O,X,X
ISOJLTZ,O,O,X
ISOJLZT,X,O,X
ISOJZTL,O,X,O
ISOJZLT,X,X,O
ISOZTLJ,O,X,O
ISOZTJL,O,X,O
ISOZLTJ,X,X,O
ISOZLJT,X,X,O
ISOZJTL,O,X,O
ISOZJLT,X,X,O
IZTLJSO,O,O,O
IZTLJOS,O,O,O
IZTLSJO,O,O,O
IZTLSOJ,O,O,O
IZTLOJS,O,O,O
IZTLOSJ,O,O,O
IZTJLSO,O,O,O
IZTJLOS,O,O,O
IZTJSLO,O,X,O
IZTJSOL,O,X,O
IZTJOLS,O,O,O
IZTJOSL,O,X,O
IZTSLJO,O,X,O
IZTSLOJ,O,X,O
IZTSJLO,O,X,O
IZTSJOL,O,X,O
IZTSOLJ,O,X,O
IZTSOJL,O,X,O
IZTOLJS,O,O,O
IZTOLSJ,O,O,O
IZTOJLS,O,O,O
IZTOJSL,O,X,O
IZTOSLJ,O,X,O
IZTOSJL,O,X,O
IZLTJSO,X,O,O
IZLTJOS,X,O,O
IZLTSJO,X,O,O
IZLTSOJ,X,O,O
IZLTOJS,X,O,O
IZLTOSJ,X,O,O
IZLJTSO,X,O,O
IZLJTOS,X,O,O
IZLJSTO,X,O,O
IZLJSOT,X,O,O
IZLJOTS,X,O,O
IZLJOST,X,O,O
IZLSTJO,X,O,O
IZLSTOJ,X,O,O
IZLSJTO,X,O,O
IZLSJOT,X,O,O
IZLSOTJ,X,O,O
IZLSOJT,X,O,O
IZLOTJS,X,O,O
IZLOTSJ,X,O,O
IZLOJTS,X,O,O
IZLOJST,X,O,O
IZLOSTJ,X,O,O
IZLOSJT,X,O,O
IZJTLSO,O,O,O
IZJTLOS,O,O,O
IZJTSLO,O,X,O
IZJTSOL,O,X,O
IZJTOLS,O,O,O
IZJTOSL,O,X,O
IZJLTSO,X,O,O
IZJLTOS,X,O,O
IZJLSTO,X,O,O
IZJLSOT,X,O,O
IZJLOTS,X,O,O
IZJLOST,X,O,O
IZJSTLO,O,X,O
IZJSTOL,O,X,O
IZJSLTO,X,X,O
IZJSLOT,X,X,O
IZJSOTL,O,X,O
IZJSOLT,X,X,O
IZJOTLS,O,O,O
IZJOTSL,O,X,O
IZJOLTS,X,O,O
IZJOLST,X,O,O
IZJOSTL,O,X,O
IZJOSLT,X,X,O
IZSTLJO,O,X,O
IZSTLOJ,O,X,O
IZSTJLO,O,X,O
IZSTJOL,O,X,O
IZSTOLJ,O,X,O
IZSTOJL,O,X,O
IZSLTJO,X,X,O
IZSLTOJ,X,X,O
IZSLJTO,X,X,O
IZSLJOT,X,X,O
IZSLOTJ,X,X,O
IZSLOJT,X,X,O
IZSJTLO,O,X,O
IZSJTOL,O,X,O
IZSJLTO,X,X,O
IZSJLOT,X,X,O
IZSJOTL,O,X,O
IZSJOLT,X,X,O
IZSOTLJ,O,X,O
IZSOTJL,O,X,O
IZSOLTJ,X,X,O
IZSOLJT,X,X,O
IZSOJTL,O,X,O
IZSOJLT,X,X,O
IZOTLJS,O,O,O
IZOTLSJ,O,O,O
IZOTJLS,O,O,O
IZOTJSL,O,X,O
IZOTSLJ,O,X,O
IZOTSJL,O,X,O
IZOLTJS,X,O,O
IZOLTSJ,X,O,O
IZOLJTS,X,O,O
IZOLJST,X,O,O
IZOLSTJ,X,O,O
IZOLSJT,X,O,O
IZOJTLS,O,O,O
IZOJTSL,O,X,O
IZOJLTS,X,O,O
IZOJLST,X,O,O
IZOJSTL,O,X,O
IZOJSLT,X,X,O
IZOSTLJ,O,X,O
IZOSTJL,O,X,O
IZOSLTJ,X,X,O
IZOSLJT,X,X,O
IZOSJTL,O,X,O
IZOSJLT,X,X,O
IOTLJSZ,O,O,X
IOTLJZS,O,O,X
IOTLSJZ,O,O,X
IOTLSZJ,O,O,X
IOTLZJS,O,O,X
IOTLZSJ,O,O,X
IOTJLSZ,O,O,X
IOTJLZS,O,O,X
IOTJSLZ,O,O,X
IOTJSZL,O,X,X
IOTJZLS,O,O,X
IOTJZSL,O,X,X
IOTSLJZ,O,O,X
IOTSLZJ,O,O,X
IOTSJLZ,O,O,X
IOTSJZL,O,X,X
IOTSZLJ,O,X,O
IOTSZJL,O,X,O
IOTZLJS,O,O,O
IOTZLSJ,O,O,O
IOTZJLS,O,O,O
IOTZJSL,O,X,O
IOTZSLJ,O,X,O
IOTZSJL,O,X,O
IOLTJSZ,O,O,X
IOLTJZS,O,O,X
IOLTSJZ,O,O,X
IOLTSZJ,O,O,X
IOLTZJS,O,O,X
IOLTZSJ,O,O,X
IOLJTSZ,O,O,X
IOLJTZS,O,O,X
IOLJSTZ,O,O,X
IOLJSZT,X,O,X
IOLJZTS,X,O,X
IOLJZST,X,O,X
IOLSTJZ,O,O,X
IOLSTZJ,O,O,X
IOLSJTZ,O,O,X
IOLSJZT,X,O,X
IOLSZTJ,X,O,O
IOLSZJT,X,O,O
IOLZTJS,X,O,O
IOLZTSJ,X,O,O
IOLZJTS,X,O,O
IOLZJST,X,O,O
IOLZSTJ,X,O,O
IOLZSJT,X,O,O
IOJTLSZ,O,O,X
IOJTLZS,O,O,X
IOJTSLZ,O,O,X
IOJTSZL,O,X,X
IOJTZLS,O,O,X
IOJTZSL,O,X,X
IOJLTSZ,O,O,X
IOJLTZS,O,O,X
IOJLSTZ,O,O,X
IOJLSZT,X,O,X
IOJLZTS,X,O,X
IOJLZST,X,O,X
IOJSTLZ,O,O,X
IOJSTZL,O,X,X
IOJSLTZ,O,O,X
IOJSLZT,X,O,X
IOJSZTL,O,X,O
IOJSZLT,X,X,O
IOJZTLS,O,O,O
IOJZTSL,O,X,O
IOJZLTS,X,O,O
IOJZLST,X,O,O
IOJZSTL,O,X,O
IOJZSLT,X,X,O
IOSTLJZ,O,O,X
IOSTLZJ,O,O,X
IOSTJLZ,O,O,X
IOSTJZL,O,X,X
IOSTZLJ,O,X,O
IOSTZJL,O,X,O
IOSLTJZ,O,O,X
IOSLTZJ,O,O,X
IOSLJTZ,O,O,X
IOSLJZT,X,O,X
IOSLZTJ,X,O,O
IOSLZJT,X,O,O
IOSJTLZ,O,O,X
IOSJTZL,O,X,X
IOSJLTZ,O,O,X
IOSJLZT,X,O,X
IOSJZTL,O,X,O
IOSJZLT,X,X,O
IOSZTLJ,O,X,O
IOSZTJL,O,X,O
IOSZLTJ,X,X,O
IOSZLJT,X,X,O
IOSZJTL,O,X,O
IOSZJLT,X,X,O
IOZTLJS,O,O,O
IOZTLSJ,O,O,O
IOZTJLS,O,O,O
IOZTJSL,O,X,O
IOZTSLJ,O,X,O
IOZTSJL,O,X,O
IOZLTJS,X,O,O
IOZLTSJ,X,O,O
IOZLJTS,X,O,O
IOZLJST,X,O,O
IOZLSTJ,X,O,O
IOZLSJT,X,O,O
IOZJTLS,O,O,O
IOZJTSL,O,X,O
IOZJLTS,X,O,O
IOZJLST,X,O,O
IOZJSTL,O,X,O
IOZJSLT,X,X,O
IOZSTLJ,O,X,O
IOZSTJL,O,X,O
IOZSLTJ,X,X,O
IOZSLJT,X,X,O
IOZSJTL,O,X,O
IOZSJLT,X,X,O
LTIJSZO,O,O,X
LTIJSOZ,O,O,X
LTIJZSO,O,O,X
LTIJZOS,O,O,X
LTIJOSZ,O,O,X
LTIJOZS,O,O,X
LTISJZO,O,O,X
LTISJOZ,O,O,X
LTISZJO,O,O,X
LTISZOJ,O,O,X
LTISOJZ,O,O,X
LTISOZJ,O,O,X
LTIZJSO,O,O,X
LTIZJOS,O,O,X
LTIZSJO,O,O,X
LTIZSOJ,O,O,X
LTIZOJS,O,O,X
LTIZOSJ,O,O,X
LTIOJSZ,O,O,X
LTIOJZS,O,O,X
LTIOSJZ,O,O,X
LTIOSZJ,O,O,X
LTIOZJS,O,O,X
LTIOZSJ,O,O,X
LTJISZO,O,O,X
LTJISOZ,O,O,X
LTJIZSO,O,O,X
LTJIZOS,O,O,X
LTJIOSZ,O,O,X
LTJIOZS,O,O,X
LTJSIZO,O,O,X
LTJSIOZ,O,O,X
LTJSZIO,O,O,X
LTJSZOI,O,O,X
LTJSOIZ,O,O,X
LTJSOZI,O,O,X
LTJZISO,O,O,X
LTJZIOS,O,O,X
LTJZSIO,O,O,X
LTJZSOI,O,O,X
LTJZOIS,O,O,X
LTJZOSI,O,O,X
LTJOISZ,O,O,X
LTJOIZS,O,O,X
LTJOSIZ,O,O,X
LTJOSZI,O,O,X
LTJOZIS,O,O,X
LTJOZSI,O,O,X
LTSIJZO,O,O,X
LTSIJOZ,O,O,X
LTSIZJO,O,O,X
LTSIZOJ,O,O,X
LTSIOJZ,O,O,X
LTSIOZJ,O,O,X
LTSJIZO,O,O,X
LTSJIOZ,O,O,X
LTSJZIO,O,O,X
LTSJZOI,O,O,X
LTSJOIZ,O,O,X
LTSJOZI,O,O,X
LTSZIJO,O,O,X
LTSZIOJ,O,O,X
LTSZJIO,O,O,X
LTSZJOI,O,O,X
LTSZOIJ,O,O,X
LTSZOJI,O,O,X
LTSOIJZ,O,O,X
LTSOIZJ,O,O,X
LTSOJIZ,O,O,X
LTSOJZI,O,O,X
LTSOZIJ,O,O,X
LTSOZJI,O,O,X
LTZIJSO,O,O,X
LTZIJOS,O,O,X
LTZISJO,O,O,X
LTZISOJ,O,O,X
LTZIOJS,O,O,X
LTZIOSJ,O,O,X
LTZJISO,O,O,X
LTZJIOS,O,O,X
LTZJSIO,O,O,X
LTZJSOI,O,O,X
LTZJOIS,O,O,X
LTZJOSI,O,O,X
LTZSIJO,O,O,X
LTZSIOJ,O,O,X
LTZSJIO,O,O,X
LTZSJOI,O,O,X
LTZSOIJ,O,O,X
LTZSOJI,O,O,X
LTZOIJS,O,O,X
LTZOISJ,O,O,X
LTZOJIS,O,O,X
LTZOJSI,O,O,X
LTZOSIJ,O,O,X
LTZOSJI,O,O,X
LTOIJSZ,O,O,X
LTOIJZS,O,O,X
LTOISJZ,O,O,X
LTOISZJ,O,O,X
LTOIZJS,O,O,X
LTOIZSJ,O,O,X
LTOJISZ,O,O,X
LTOJIZS,O,O,X
LTOJSIZ,O,O,X
LTOJSZI,O,O,X
LTOJZIS,O,O,X
LTOJZSI,O,O,X
LTOSIJZ,O,O,X
LTOSIZJ,O,O,X
LTOSJIZ,O,O,X
LTOSJZI,O,O,X
LTOSZIJ,O,O,X
LTOSZJI,O,O,X
LTOZIJS,O,O,X
LTOZISJ,O,O,X
LTOZJIS,O,O,X
LTOZJSI,O,O,X
LTOZSIJ,O,O,X
LTOZSJI,O,O,X
LITJSZO,O,O,X
LITJSOZ,O,O,X
LITJZSO,O,O,X
LITJZOS,O,O,X
LITJOSZ,O,O,X
LITJOZS,O,O,X
LITSJZO,O,O,X
LITSJOZ,O,O,X
LITSZJO,O,O,X
LITSZOJ,O,O,X
LITSOJZ,O,O,X
LITSOZJ,O,O,X
LITZJSO,O,O,X
LITZJOS,O,O,X
LITZSJO,O,O,X
LITZSOJ,O,O,X
LITZOJS,O,O,X
LITZOSJ,O,O,X
LITOJSZ,O,O,X
LITOJZS,O,O,X
LITOSJZ,O,O,X
LITOSZJ,O,O,X
LITOZJS,O,O,X
LITOZSJ,O,O,X
LIJTSZO,O,O,X
LIJTSOZ,O,O,X
LIJTZSO,O,O,X
LIJTZOS,O,O,X
LIJTOSZ,O,O,X
LIJTOZS,O,O,X
LIJSTZO,O,O,X
LIJSTOZ,O,O,X
LIJSZTO,X,O,X
LIJSZOT,X,O,X
LIJSOTZ,O,O,X
LIJSOZT,X,O,X
LIJZTSO,X,O,X
LIJZTOS,X,O,X
LIJZSTO,X,O,X
LIJZSOT,X,O,X
LIJZOTS,X,O,X
LIJZOST,X,O,X
LIJOTSZ,O,O,X
LIJOTZS,O,O,X
LIJOSTZ,O,O,X
LIJOSZT,X,O,X
LIJOZTS,X,O,X
LIJOZST,X,O,X
LISTJZO,O,O,X
LISTJOZ,O,O,X
LISTZJO,O,O,X
LISTZOJ,O,O,X
LISTOJZ,O,O,X
LISTOZJ,O,O,X
LISJTZO,O,O,X
LISJTOZ,O,O,X
LISJZTO,X,O,X
LISJZOT,X,O,X
LISJOTZ,O,O,X
LISJOZT,X,O,X
LISZTJO,X,O,O
LISZTOJ,X,O,O
LISZJTO,X,O,O
LISZJOT,X,O,O
LISZOTJ,X,O,O
LISZOJT,X,O,O
LISOTJZ,O,O,X
LISOTZJ,O,O,X
LISOJTZ,O,O,X
LISOJZT,X,O,X
LISOZTJ,X,O,O
LISOZJT,X,O,O
LIZTJSO,X,O,O
LIZTJOS,X,O,O
LIZTSJO,X,O,O
LIZTSOJ,X,O,O
LIZTOJS,X,O,O
LIZTOSJ,X,O,O
LIZJTSO,X,O,O
LIZJTOS,X,O,O
LIZJSTO,X,O,O
LIZJSOT,X,O,O
LIZJOTS,X,O,O
LIZJOST,X,O,O
LIZSTJO,X,O,O
LIZSTOJ,X,O,O
LIZSJTO,X,O,O
LIZSJOT,X,O,O
LIZSOTJ,X,O,O
LIZSOJT,X,O,O
LIZOTJS,X,O,O
LIZOTSJ,X,O,O
LIZOJTS,X,O,O
LIZOJST,X,O,O
LIZOSTJ,X,O,O
LIZOSJT,X,O,O
LIOTJSZ,O,O,X
LIOTJZS,O,O,X
LIOTSJZ,O,O,X
LIOTSZJ,O,O,X
LIOTZJS,O,O,X
LIOTZSJ,O,O,X
LIOJTSZ,O,O,X
LIOJTZS,O,O,X
LIOJSTZ,O,O,X
LIOJSZT,X,O,X
LIOJZTS,X,O,X
LIOJZST,X,O,X
LIOSTJZ,O,O,X
LIOSTZJ,O,O,X
LIOSJTZ,O,O,X
LIOSJZT,X,O,X
LIOSZTJ,X,O,O
LIOSZJT,X,O,O
LIOZTJS,X,O,O
LIOZTSJ,X,O,O
LIOZJTS,X,O,O
LIOZJST,X,O,O
LIOZSTJ,X,O,O
LIOZSJT,X,O,O
LJTISZO,O,O,X
LJTISOZ,O,O,X
LJTIZSO,O,O,X
LJTIZOS,O,O,X
LJTIOSZ,O,O,X
LJTIOZS,O,O,X
LJTSIZO,O,O,X
LJTSIOZ,O,O,X
LJTSZIO,O,O,X
LJTSZOI,O,O,X
LJTSOIZ,O,O,X
LJTSOZI,O,O,X
LJTZISO,O,O,X
LJTZIOS,O,O,X
LJTZSIO,O,O,X
LJTZSOI,O,O,X
LJTZOIS,O,O,X
LJTZOSI,O,O,X
LJTOISZ,O,O,X
LJTOIZS,O,O,X
LJTOSIZ,O,O,X
LJTOSZI,O,O,X
LJTOZIS,O,O,X
LJTOZSI,O,O,X
LJITSZO,O,O,X
LJITSOZ,O,O,X
LJITZSO,O,O,X
LJITZOS,O,O,X
LJITOSZ,O,O,X
LJITOZS,O,O,X
LJISTZO,O,O,X
LJISTOZ,O,O,X
LJISZTO,X,O,X
LJISZOT,X,O,X
LJISOTZ,O,O,X
LJISOZT,X,O,X
LJIZTSO,X,O,X
LJIZTOS,X,O,X
LJIZSTO,X,O,X
LJIZSOT,X,O,X
LJIZOTS,X,O,X
LJIZOST,X,O,X
LJIOTSZ,O,O,X
LJIOTZS,O,O,X
LJIOSTZ,O,O,X
LJIOSZT,X,O,X
LJIOZTS,X,O,X
LJIOZST,X,O,X
LJSTIZO,O,O,X
LJSTIOZ,O,O,X
LJSTZIO,O,O,X
LJSTZOI,O,O,X
LJSTOIZ,O,O,X
LJSTOZI,O,O,X
LJSITZO,O,O,X
LJSITOZ,O,O,X
LJSIZTO,X,O,X
LJSIZOT,X,O,X
LJSIOTZ,O,O,X
LJSIOZT,X,O,X
LJSZTIO,O,O,X
LJSZTOI,O,O,X
LJSZITO,X,O,X
LJSZIOT,X,O,X
LJSZOTI,O,O,X
LJSZOIT,X,O,X
LJSOTIZ,O,O,X
LJSOTZI,O,O,X
LJSOITZ,O,O,X
LJSOIZT,X,O,X
LJSOZTI,O,O,X
LJSOZIT,X,O,X
LJZTISO,O,O,X
LJZTIOS,O,O,X
LJZTSIO,O,O,X
LJZTSOI,O,O,X
LJZTOIS,O,O,X
LJZTOSI,O,O,X
LJZITSO,X,O,X
LJZITOS,X,O,X
LJZISTO,X,O,X
LJZISOT,X,O,X
LJZIOTS,X,O,X
LJZIOST,X,O,X
LJZSTIO,O,O,X
LJZSTOI,O,O,X
LJZSITO,X,O,X
LJZSIOT,X,O,X
LJZSOTI,O,O,X
LJZSOIT,X,O,X
LJZOTIS,O,O,X
LJZOTSI,O,O,X
LJZOITS,X,O,X
LJZOIST,X,O,X
LJZOSTI,O,O,X
LJZOSIT,X,O,X
LJOTISZ,O,O,X
LJOTIZS,O,O,X
LJOTSIZ,O,O,X
LJOTSZI,O,O,X
LJOTZIS,O,O,X
LJOTZSI,O,O,X
LJOITSZ,O,O,X
LJOITZS,O,O,X
LJOISTZ,O,O,X
LJOISZT,X,O,X
LJOIZTS,X,O,X
LJOIZST,X,O,X
LJOSTIZ,O,O,X
LJOSTZI,O,O,X
LJOSITZ,O,O,X
LJOSIZT,X,O,X
LJOSZTI,O,O,X
LJOSZIT,X,O,X
LJOZTIS,O,O,X
LJOZTSI,O,O,X
LJOZITS,X,O,X
LJOZIST,X,O,X
LJOZSTI,O,O,X
LJOZSIT,X,O,X
LSTIJZO,O,O,X
LSTIJOZ,O,O,X
LSTIZJO,O,O,X
LSTIZOJ,O,O,X
LSTIOJZ,O,O,X
LSTIOZJ,O,O,X
LSTJIZO,O,O,X
LSTJIOZ,O,O,X
LSTJZIO,O,O,X
LSTJZOI,O,O,X
LSTJOIZ,O,O,X
LSTJOZI,O,O,X
LSTZIJO,O,O,X
LSTZIOJ,O,O,X
LSTZJIO,O,O,X
LSTZJOI,O,O,X
LSTZOIJ,O,O,X
LSTZOJI,O,O,X
LSTOIJZ,O,O,X
LSTOIZJ,O,O,X
LSTOJIZ,O,O,X
LSTOJZI,O,O,X
LSTOZIJ,O,O,X
LSTOZJI,O,O,X
LSITJZO,O,O,X
LSITJOZ,O,O,X
LSITZJO,O,O,X
LSITZOJ,O,O,X
LSITOJZ,O,O,X
LSITOZJ,O,O,X
LSIJTZO,O,O,X
LSIJTOZ,O,O,X
LSIJZTO,X,O,X
LSIJZOT,X,O,X
LSIJOTZ,O,O,X
LSIJOZT,X,O,X
LSIZTJO,X,O,O
LSIZTOJ,X,O,O
LSIZJTO,X,O,O
LSIZJOT,X,O,O
LSIZOTJ,X,O,O
LSIZOJT,X,O,O
LSIOTJZ,O,O,X
LSIOTZJ,O,O,X
LSIOJTZ,O,O,X
LSIOJZT,X,O,X
LSIOZTJ,X,O,O
LSIOZJT,X,O,O
LSJTIZO,O,O,X
LSJTIOZ,O,O,X
LSJTZIO,O,O,X
LSJTZOI,O,O,X
LSJTOIZ,O,O,X
LSJTOZI,O,O,X
LSJITZO,O,O,X
LSJITOZ,O,O,X
LSJIZTO,X,O,X
LSJIZOT,X,O,X
LSJIOTZ,O,O,X
LSJIOZT,X,O,X
LSJZTIO,O,O,X
LSJZTOI,O,O,X
LSJZITO,X,O,X
LSJZIOT,X,O,X
LSJZOTI,O,O,X
LSJZOIT,X,O,X
LSJOTIZ,O,O,X
LSJOTZI,O,O,X
LSJOITZ,O,O,X
LSJOIZT,X,O,X
LSJOZTI,O,O,X
LSJOZIT,X,O,X
LSZTIJO,O,O,O
LSZTIOJ,O,O,O
LSZTJIO,O,O,X
LSZTJOI,O,O,X
LSZTOIJ,O,O,O
LSZTOJI,O,O,X
LSZITJO,X,O,O
LSZITOJ,X,O,O
LSZIJTO,X,O,O
LSZIJOT,X,O,O
LSZIOTJ,X,O,O
LSZIOJT,X,O,O
LSZJTIO,O,O,X
LSZJTOI,O,O,X
LSZJITO,X,O,O
LSZJIOT,X,O,O
LSZJOTI,O,O,X
LSZJOIT,X,O,O
LSZOTIJ,O,O,O
LSZOTJI,O,O,X
LSZOITJ,X,O,O
LSZOIJT,X,O,O
LSZOJTI,O,O,X
LSZOJIT,X,O,O
LSOTIJZ,O,O,X
LSOTIZJ,O,O,X
LSOTJIZ,O,O,X
LSOTJZI,O,O,X
LSOTZIJ,O,O,X
LSOTZJI,O,O,X
LSOITJZ,O,O,X
LSOITZJ,O,O,X
LSOIJTZ,O,O,X
LSOIJZT,X,O,X
LSOIZTJ,X,O,O
LSOIZJT,X,O,O
LSOJTIZ,O,O,X
LSOJTZI,O,O,X
LSOJITZ,O,O,X
LSOJIZT,X,O,X
LSOJZTI,O,O,X
LSOJZIT,X,O,X
LSOZTIJ,O,O,O
LSOZTJI,O,O,X
LSOZITJ,X,O,O
LSOZIJT,X,O,O
LSOZJTI,O,O,X
LSOZJIT,X,O,O
LZTIJSO,O,O,O
LZTIJOS,O,O,O
LZTISJO,O,O,O
LZTISOJ,O,O,O
LZTIOJS,O,O,O
LZTIOSJ,O,O,O
LZTJISO,O,O,X
LZTJIOS,O,O,X
LZTJSIO,O,O,X
LZTJSOI,O,O,X
LZTJOIS,O,O,X
LZTJOSI,O,O,X
LZTSIJO,O,O,O
LZTSIOJ,O,O,O
LZTSJIO,O,O,X
LZTSJOI,O,O,X
LZTSOIJ,O,O,O
LZTSOJI,O,O,X
LZTOIJS,O,O,O
LZTOISJ,O,O,O
LZTOJIS,O,O,X
LZTOJSI,O,O,X
LZTOSIJ,O,O,O
LZTOSJI,O,O,X
