sequence,v115@MhB8GeC8DeF8BeA8JeZEJvhFUgBFhB6nBTjBWqBXtB,v115@MhB8GeC8DeF8BeA8JeZEJvhFukBFhB0iBTlBStBXtB,v115@MhB8GeC8DeF8BeA8JeZEJvhFFgBXhB0iB6oBWqBzsB
LZITSOJ,X,X,X
LZITOJS,X,O,X
LZITOSJ,X,X,X
LZIJTSO,X,X,O
LZIJTOS,X,X,X
LZIJSTO,X,X,O
LZIJSOT,X,X,X
LZIJOTS,X,X,X
LZIJOST,X,X,X
LZISTJO,X,X,O
LZISTOJ,X,X,X
LZISJTO,X,X,O
LZISJOT,X,X,X
LZISOTJ,X,X,X
LZISOJT,X,X,X
LZIOTJS,X,O,X
LZIOTSJ,X,X,X
LZIOJTS,X,O,X
LZIOJST,X,X,X
LZIOSTJ,X,X,X
LZIOSJT,X,X,X
LZJTISO,X,X,O
LZJTIOS,X,X,X
LZJTSIO,X,X,O
LZJTSOI,X,X,X
LZJTOIS,X,X,X
LZJTOSI,X,X,X
LZJITSO,X,X,O
LZJITOS,X,X,X
LZJISTO,X,X,O
LZJISOT,X,X,X
LZJIOTS,X,X,X
LZJIOST,X,X,X
LZJSTIO,X,X,O
LZJSTOI,X,X,X
LZJSITO,X,X,O
LZJSIOT,X,X,X
LZJSOTI,X,X,X
LZJSOIT,X,X,X
LZJOTIS,X,X,X
LZJOTSI,X,X,X
LZJOITS,X,X,X
LZJOIST,X,X,X
LZJOSTI,X,X,X
LZJOSIT,X,X,X
LZSTIJO,X,X,O
LZSTIOJ,X,X,X
LZSTJIO,X,X,X
LZSTJOI,X,X,X
LZSTOIJ,X,X,X
LZSTOJI,X,X,X
LZSITJO,X,X,O
LZSITOJ,X,X,X
LZSIJTO,X,X,O
LZSIJOT,X,X,X
LZSIOTJ,X,X,X
LZSIOJT,X,X,X
LZSJTIO,X,X,O
LZSJTOI,X,X,X
LZSJITO,X,X,O
LZSJIOT,X,X,X
LZSJOTI,X,X,X
LZSJOIT,X,X,X
LZSOTIJ,X,X,X
LZSOTJI,X,X,X
LZSOITJ,X,X,X
LZSOIJT,X,X,X
LZSOJTI,X,X,X
LZSOJIT,X,X,X
LZOTIJS,X,O,X
LZOTISJ,X,X,X
LZOTJIS,X,O,X
LZOTJSI,X,X,X
LZOTSIJ,X,X,X
LZOTSJI,X,X,X
LZOITJS,X,O,X
LZOITSJ,X,X,X
LZOIJTS,X,O,X
LZOIJST,X,X,X
LZOISTJ,X,X,X
LZOISJT,X,X,X
LZOJTIS,X,O,X
LZOJTSI,X,X,X
LZOJITS,X,O,X
LZOJIST,X,X,X
LZOJSTI,X,X,X
LZOJSIT,X,X,X
LZOSTIJ,X,X,X
LZOSTJI,X,X,X
LZOSITJ,X,X,X
LZOSIJT,X,X,X
LZOSJTI,X,X,X
LZOSJIT,X,X,X
LOTIJSZ,X,X,X
LOTIJZS,X,O,X
LOTISJZ,X,X,X
LOTISZJ,X,X,X
LOTIZJS,X,O,X
LOTIZSJ,X,X,X
LOTJISZ,X,X,X
LOTJIZS,X,O,X
LOTJSIZ,X,X,X
LOTJSZI,X,X,X
LOTJZIS,X,O,X
LOTJZSI,X,X,X
LOTSIJZ,X,X,X
LOTSIZJ,X,X,X
LOTSJIZ,X,X,X
LOTSJZI,X,X,X
LOTSZIJ,X,X,X
LOTSZJI,X,X,X
LOTZIJS,X,O,X
LOTZISJ,X,X,X
LOTZJIS,X,O,X
LOTZJSI,X,X,X
LOTZSIJ,X,X,X
LOTZSJI,X,X,X
LOITJSZ,X,X,X
LOITJZS,X,O,X
LOITSJZ,X,X,X
LOITSZJ,X,X,X
LOITZJS,X,O,X
LOITZSJ,X,X,X
LOIJTSZ,X,X,X
LOIJTZS,X,O,X
LOIJSTZ,X,X,X
LOIJSZT,X,X,X
LOIJZTS,X,O,X
LOIJZST,X,X,X
LOISTJZ,X,X,X
LOISTZJ,X,X,X
LOISJTZ,X,X,X
LOISJZT,X,X,X
LOISZTJ,X,X,X
LOISZJT,X,X,X
LOIZTJS,X,O,X
LOIZTSJ,X,X,X
LOIZJTS,X,O,X
LOIZJST,X,X,X
LOIZSTJ,X,X,X
LOIZSJT,X,X,X
LOJTISZ,X,X,X
LOJTIZS,X,O,X
LOJTSIZ,X,X,X
LOJTSZI,X,X,X
LOJTZIS,X,O,X
LOJTZSI,X,X,X
LOJITSZ,X,X,X
LOJITZS,X,O,X
LOJISTZ,X,X,X
LOJISZT,X,X,X
LOJIZTS,X,O,X
LOJIZST,X,X,X
LOJSTIZ,X,X,X
LOJSTZI,X,X,X
LOJSITZ,X,X,X
LOJSIZT,X,X,X
LOJSZTI,X,X,X
LOJSZIT,X,X,X
LOJZTIS,X,O,X
LOJZTSI,X,X,X
LOJZITS,X,O,X
LOJZIST,X,X,X
LOJZSTI,X,X,X
LOJZSIT,X,X,X
LOSTIJZ,X,X,X
LOSTIZJ,X,X,X
LOSTJIZ,X,X,X
LOSTJZI,X,X,X
LOSTZIJ,X,X,X
LOSTZJI,X,X,X
LOSITJZ,X,X,X
LOSITZJ,X,X,X
LOSIJTZ,X,X,X
LOSIJZT,X,X,X
LOSIZTJ,X,X,X
LOSIZJT,X,X,X
LOSJTIZ,X,X,X
LOSJTZI,X,X,X
LOSJITZ,X,X,X
LOSJIZT,X,X,X
LOSJZTI,X,X,X
LOSJZIT,X,X,X
LOSZTIJ,X,X,X
LOSZTJI,X,X,X
LOSZITJ,X,X,X
LOSZIJT,X,X,X
LOSZJTI,X,X,X
LOSZJIT,X,X,X
LOZTIJS,X,O,X
LOZTISJ,X,X,X
LOZTJIS,X,O,X
LOZTJSI,X,X,X
LOZTSIJ,X,X,X
LOZTSJI,X,X,X
LOZITJS,X,O,X
LOZITSJ,X,X,X
LOZIJTS,X,O,X
LOZIJST,X,X,X
LOZISTJ,X,X,X
LOZISJT,X,X,X
LOZJTIS,X,O,X
LOZJTSI,X,X,X
LOZJITS,X,O,X
LOZJIST,X,X,X
LOZJSTI,X,X,X
LOZJSIT,X,X,X
LOZSTIJ,X,X,X
LOZSTJI,X,X,X
LOZSITJ,X,X,X
LOZSIJT,X,X,X
LOZSJTI,X,X,X
LOZSJIT,X,X,X
JTILSZO,O,X,O
JTILSOZ,O,X,X
JTILZSO,O,X,O
JTILZOS,X,X,X
JTILOSZ,X,X,X
JTILOZS,X,X,X
JTISLZO,O,X,O
JTISLOZ,O,X,X
JTISZLO,O,X,O
JTISZOL,O,X,X
JTISOLZ,O,X,O
JTISOZL,O,X,O
JTIZLSO,O,X,O
JTIZLOS,X,X,X
JTIZSLO,O,X,O
JTIZSOL,O,X,X
JTIZOLS,X,X,X
JTIZOSL,X,X,X
JTIOLSZ,X,X,O
JTIOLZS,X,X,O
JTIOSLZ,X,X,O
JTIOSZL,X,X,O
JTIOZLS,X,X,O
JTIOZSL,X,X,O
JTLISZO,O,X,O
JTLISOZ,O,X,X
JTLIZSO,O,X,O
JTLIZOS,X,X,X
JTLIOSZ,X,X,X
JTLIOZS,X,X,X
JTLSIZO,O,X,O
JTLSIOZ,O,X,X
JTLSZIO,O,X,O
JTLSZOI,O,X,X
JTLSOIZ,O,X,X
JTLSOZI,O,X,X
JTLZISO,O,X,O
JTLZIOS,X,X,X
JTLZSIO,O,X,O
JTLZSOI,O,X,X
JTLZOIS,X,X,X
JTLZOSI,X,X,X
JTLOISZ,X,X,X
JTLOIZS,X,X,X
JTLOSIZ,X,X,X
JTLOSZI,X,X,X
JTLOZIS,X,X,X
JTLOZSI,X,X,X
JTSILZO,O,X,O
JTSILOZ,O,X,X
JTSIZLO,O,X,O
JTSIZOL,O,X,X
JTSIOLZ,O,X,O
JTSIOZL,O,X,O
JTSLIZO,O,X,O
JTSLIOZ,O,X,X
JTSLZIO,O,X,O
JTSLZOI,O,X,X
JTSLOIZ,O,X,X
JTSLOZI,O,X,X
JTSZILO,O,X,O
JTSZIOL,O,X,X
JTSZLIO,O,X,O
JTSZLOI,O,X,X
JTSZOIL,O,X,X
JTSZOLI,O,X,X
JTSOILZ,O,X,O
JTSOIZL,O,X,O
JTSOLIZ,O,X,O
JTSOLZI,O,X,O
JTSOZIL,O,X,O
JTSOZLI,O,X,O
JTZILSO,O,X,O
JTZILOS,X,X,X
JTZISLO,O,X,O
JTZISOL,O,X,X
JTZIOLS,X,X,X
JTZIOSL,X,X,X
JTZLISO,O,X,O
JTZLIOS,X,X,X
JTZLSIO,O,X,O
JTZLSOI,O,X,X
JTZLOIS,X,X,X
JTZLOSI,X,X,X
JTZSILO,O,X,O
JTZSIOL,O,X,X
JTZSLIO,O,X,O
JTZSLOI,O,X,X
JTZSOIL,O,X,X
JTZSOLI,O,X,X
JTZOILS,X,X,X
JTZOISL,X,X,X
JTZOLIS,X,X,X
JTZOLSI,X,X,X
JTZOSIL,X,X,X
JTZOSLI,X,X,X
JTOILSZ,X,X,O
JTOILZS,X,X,O
JTOISLZ,X,X,O
JTOISZL,X,X,O
JTOIZLS,X,X,O
JTOIZSL,X,X,O
JTOLISZ,X,X,O
JTOLIZS,X,X,O
JTOLSIZ,X,X,O
JTOLSZI,X,X,O
JTOLZIS,X,X,O
JTOLZSI,X,X,O
JTOSILZ,X,X,O
JTOSIZL,X,X,O
JTOSLIZ,X,X,O
JTOSLZI,X,X,O
JTOSZIL,X,X,O
JTOSZLI,X,X,O
JTOZILS,X,X,O
JTOZISL,X,X,O
JTOZLIS,X,X,O
JTOZLSI,X,X,O
JTOZSIL,X,X,O
JTOZSLI,X,X,O
JITLSZO,O,X,O
JITLSOZ,O,X,X
JITLZSO,O,X,O
JITLZOS,X,X,X
JITLOSZ,X,X,X
JITLOZS,X,X,X
JITSLZO,O,X,O
JITSLOZ,O,X,X
JITSZLO,O,X,O
JITSZOL,O,X,X
JITSOLZ,O,X,O
JITSOZL,O,X,O
JITZLSO,O,X,O
JITZLOS,X,X,X
JITZSLO,O,X,O
JITZSOL,O,X,X
JITZOLS,X,X,X
JITZOSL,X,X,X
JITOLSZ,X,X,O
JITOLZS,X,X,O
JITOSLZ,X,X,O
JITOSZL,X,X,O
JITOZLS,X,X,O
JITOZSL,X,X,O
JILTSZO,O,X,O
JILTSOZ,O,X,X
JILTZSO,O,X,O
JILTZOS,X,X,X
JILTOSZ,X,X,X
JILTOZS,X,X,X
JILSTZO,O,X,O
JILSTOZ,O,X,X
JILSZTO,O,X,O
JILSZOT,O,X,X
JILSOTZ,O,X,X
JILSOZT,O,X,X
JILZTSO,O,X,O
JILZTOS,X,X,X
JILZSTO,O,X,O
JILZSOT,O,X,X
JILZOTS,X,X,X
JILZOST,X,X,X
JILOTSZ,X,X,X
JILOTZS,X,X,X
JILOSTZ,X,X,X
JILOSZT,X,X,X
JILOZTS,X,X,X
JILOZST,X,X,X
JISTLZO,O,X,O
JISTLOZ,O,X,X
JISTZLO,O,X,O
JISTZOL,O,X,X
JISTOLZ,O,X,O
JISTOZL,O,X,O
JISLTZO,O,X,O
JISLTOZ,O,X,X
JISLZTO,O,X,O
JISLZOT,O,X,X
JISLOTZ,O,X,X
JISLOZT,O,X,X
JISZTLO,O,X,O
JISZTOL,O,X,X
JISZLTO,O,X,O
JISZLOT,O,X,X
JISZOTL,O,X,X
JISZOLT,O,X,X
JISOTLZ,O,X,O
JISOTZL,O,X,O
JISOLTZ,O,X,O
JISOLZT,O,X,O
JISOZTL,O,X,O
JISOZLT,O,X,O
JIZTLSO,O,X,O
JIZTLOS,X,X,X
JIZTSLO,O,X,O
JIZTSOL,O,X,X
JIZTOLS,X,X,X
JIZTOSL,X,X,X
JIZLTSO,O,X,O
JIZLTOS,X,X,X
JIZLSTO,O,X,O
JIZLSOT,O,X,X
JIZLOTS,X,X,X
JIZLOST,X,X,X
JIZSTLO,O,X,O
JIZSTOL,O,X,X
JIZSLTO,O,X,O
JIZSLOT,O,X,X
JIZSOTL,O,X,X
JIZSOLT,O,X,X
JIZOTLS,X,X,X
JIZOTSL,X,X,X
JIZOLTS,X,X,X
JIZOLST,X,X,X
JIZOSTL,X,X,X
JIZOSLT,X,X,X
JIOTLSZ,X,X,O
JIOTLZS,X,X,O
JIOTSLZ,X,X,O
JIOTSZL,X,X,O
JIOTZLS,X,X,O
JIOTZSL,X,X,O
JIOLTSZ,X,X,O
JIOLTZS,X,X,O
JIOLSTZ,X,X,O
JIOLSZT,X,X,O
JIOLZTS,X,X,O
JIOLZST,X,X,O
JIOSTLZ,X,X,O
JIOSTZL,X,X,O
JIOSLTZ,X,X,O
JIOSLZT,X,X,O
JIOSZTL,X,X,O
JIOSZLT,X,X,O
JIOZTLS,X,X,O
JIOZTSL,X,X,O
JIOZLTS,X,X,O
JIOZLST,X,X,O
JIOZSTL,X,X,O
JIOZSLT,X,X,O
JLTISZO,O,X,O
JLTISOZ,O,X,X
JLTIZSO,O,X,O
JLTIZOS,X,X,X
JLTIOSZ,X,X,X
JLTIOZS,X,X,X
JLTSIZO,O,X,O
JLTSIOZ,O,X,X
JLTSZIO,O,X,O
JLTSZOI,O,X,X
JLTSOIZ,O,X,X
JLTSOZI,O,X,X
JLTZISO,O,X,O
JLTZIOS,X,X,X
JLTZSIO,O,X,O
JLTZSOI,O,X,X
JLTZOIS,X,X,X
JLTZOSI,X,X,X
JLTOISZ,X,X,X
JLTOIZS,X,X,X
JLTOSIZ,X,X,X
JLTOSZI,X,X,X
JLTOZIS,X,X,X
JLTOZSI,X,X,X
JLITSZO,O,X,O
JLITSOZ,O,X,X
JLITZSO,O,X,O
JLITZOS,X,X,X
JLITOSZ,X,X,X
JLITOZS,X,X,X
JLISTZO,O,X,O
JLISTOZ,O,X,X
JLISZTO,O,X,O
JLISZOT,O,X,X
JLISOTZ,O,X,X
JLISOZT,O,X,X
JLIZTSO,O,X,O
JLIZTOS,X,X,X
JLIZSTO,O,X,O
JLIZSOT,O,X,X
JLIZOTS,X,X,X
JLIZOST,X,X,X
JLIOTSZ,X,X,X
JLIOTZS,X,X,X
JLIOSTZ,X,X,X
JLIOSZT,X,X,X
JLIOZTS,X,X,X
JLIOZST,X,X,X
JLSTIZO,O,X,O
JLSTIOZ,O,X,X
JLSTZIO,O,X,O
JLSTZOI,O,X,X
JLSTOIZ,O,X,X
JLSTOZI,O,X,X
JLSITZO,O,X,O
JLSITOZ,O,X,X
JLSIZTO,O,X,O
JLSIZOT,O,X,X
JLSIOTZ,O,X,X
JLSIOZT,O,X,X
JLSZTIO,O,X,O
JLSZTOI,O,X,X
JLSZITO,O,X,O
JLSZIOT,O,X,X
JLSZOTI,O,X,X
JLSZOIT,O,X,X
JLSOTIZ,O,X,X
JLSOTZI,O,X,X
JLSOITZ,O,X,X
JLSOIZT,O,X,X
JLSOZTI,O,X,X
JLSOZIT,O,X,X
JLZTISO,O,X,O
JLZTIOS,X,X,X
JLZTSIO,O,X,O
JLZTSOI,O,X,X
JLZTOIS,X,X,X
JLZTOSI,X,X,X
JLZITSO,O,X,O
JLZITOS,X,X,X
JLZISTO,O,X,O
JLZISOT,O,X,X
JLZIOTS,X,X,X
JLZIOST,X,X,X
JLZSTIO,O,X,O
JLZSTOI,O,X,X
JLZSITO,O,X,O
JLZSIOT,O,X,X
JLZSOTI,O,X,X
JLZSOIT,O,X,X
JLZOTIS,X,X,X
JLZOTSI,X,X,X
JLZOITS,X,X,X
JLZOIST,X,X,X
JLZOSTI,X,X,X
JLZOSIT,X,X,X
JLOTISZ,X,X,X
JLOTIZS,X,X,X
JLOTSIZ,X,X,X
JLOTSZI,X,X,X
JLOTZIS,X,X,X
JLOTZSI,X,X,X
JLOITSZ,X,X,X
JLOITZS,X,X,X
JLOISTZ,X,X,X
JLOISZT,X,X,X
JLOIZTS,X,X,X
JLOIZST,X,X,X
JLOSTIZ,X,X,X
JLOSTZI,X,X,X
JLOSITZ,X,X,X
JLOSIZT,X,X,X
JLOSZTI,X,X,X
JLOSZIT,X,X,X
JLOZTIS,X,X,X
JLOZTSI,X,X,X
JLOZITS,X,X,X
JLOZIST,X,X,X
JLOZSTI,X,X,X
JLOZSIT,X,X,X
JSTILZO,O,X,O
JSTILOZ,O,X,X
JSTIZLO,O,X,O
JSTIZOL,O,X,X
JSTIOLZ,O,X,O
JSTIOZL,O,X,O
JSTLIZO,O,X,O
JSTLIOZ,O,X,X
JSTLZIO,O,X,O
JSTLZOI,O,X,X
JSTLOIZ,O,X,X
JSTLOZI,O,X,X
JSTZILO,O,X,O
JSTZIOL,O,X,X
JSTZLIO,O,X,O
JSTZLOI,O,X,X
JSTZOIL,O,X,X
JSTZOLI,O,X,X
JSTOILZ,O,X,O
JSTOIZL,O,X,O
JSTOLIZ,O,X,O
JSTOLZI,O,X,O
JSTOZIL,O,X,O
JSTOZLI,O,X,O
JSITLZO,O,X,O
JSITLOZ,O,X,X
JSITZLO,O,X,O
JSITZOL,O,X,X
JSITOLZ,O,X,O
JSITOZL,O,X,O
JSILTZO,O,X,O
JSILTOZ,O,X,X
JSILZTO,O,X,O
JSILZOT,O,X,X
JSILOTZ,O,X,X
JSILOZT,O,X,X
JSIZTLO,O,X,O
JSIZTOL,O,X,X
JSIZLTO,O,X,O
JSIZLOT,O,X,X
JSIZOTL,O,X,X
JSIZOLT,O,X,X
JSIOTLZ,O,X,O
JSIOTZL,O,X,O
JSIOLTZ,O,X,O
JSIOLZT,O,X,O
JSIOZTL,O,X,O
JSIOZLT,O,X,O
JSLTIZO,O,X,O
JSLTIOZ,O,X,X
JSLTZIO,O,X,O
JSLTZOI,O,X,X
JSLTOIZ,O,X,X
JSLTOZI,O,X,X
JSLITZO,O,X,O
JSLITOZ,O,X,X
JSLIZTO,O,X,O
JSLIZOT,O,X,X
JSLIOTZ,O,X,X
JSLIOZT,O,X,X
JSLZTIO,O,X,O
JSLZTOI,O,X,X
JSLZITO,O,X,O
JSLZIOT,O,X,X
JSLZOTI,O,X,X
JSLZOIT,O,X,X
JSLOTIZ,O,X,X
JSLOTZI,O,X,X
JSLOITZ,O,X,X
JSLOIZT,O,X,X
JSLOZTI,O,X,X
JSLOZIT,O,X,X
JSZTILO,O,X,O
JSZTIOL,O,X,X
JSZTLIO,O,X,O
JSZTLOI,O,X,X
JSZTOIL,O,X,X
JSZTOLI,O,X,X
JSZITLO,O,X,O
JSZITOL,O,X,X
JSZILTO,O,X,O
JSZILOT,O,X,X
JSZIOTL,O,X,X
JSZIOLT,O,X,X
JSZLTIO,O,X,O
JSZLTOI,O,X,X
JSZLITO,O,X,O
JSZLIOT,O,X,X
JSZLOTI,O,X,X
JSZLOIT,O,X,X
JSZOTIL,O,X,X
JSZOTLI,O,X,X
JSZOITL,O,X,X
JSZOILT,O,X,X
JSZOLTI,O,X,X
JSZOLIT,O,X,X
JSOTILZ,O,X,O
JSOTIZL,O,X,O
JSOTLIZ,O,X,O
JSOTLZI,O,X,O
JSOTZIL,O,X,O
JSOTZLI,O,X,O
JSOITLZ,O,X,O
JSOITZL,O,X,O
JSOILTZ,O,X,O
JSOILZT,O,X,O
JSOIZTL,O,X,O
JSOIZLT,O,X,O
JSOLTIZ,O,X,O
JSOLTZI,O,X,O
JSOLITZ,O,X,O
JSOLIZT,O,X,O
JSOLZTI,O,X,O
JSOLZIT,O,X,O
JSOZTIL,O,X,O
JSOZTLI,O,X,O
JSOZITL,O,X,O
JSOZILT,O,X,O
JSOZLTI,O,X,O
JSOZLIT,O,X,O
JZTILSO,O,X,O
JZTILOS,X,X,X
JZTISLO,O,X,O
JZTISOL,O,X,X
JZTIOLS,X,X,X
JZTIOSL,X,X,X
JZTLISO,O,X,O
JZTLIOS,X,X,X
JZTLSIO,O,X,O
JZTLSOI,O,X,X
JZTLOIS,X,X,X
JZTLOSI,X,X,X
JZTSILO,O,X,O
JZTSIOL,O,X,X
JZTSLIO,O,X,O
JZTSLOI,O,X,X
JZTSOIL,O,X,X
JZTSOLI,O,X,X
JZTOILS,X,X,X
JZTOISL,X,X,X
JZTOLIS,X,X,X
JZTOLSI,X,X,X
JZTOSIL,X,X,X
JZTOSLI,X,X,X
JZITLSO,O,X,O
JZITLOS,X,X,X
JZITSLO,O,X,O
JZITSOL,O,X,X
JZITOLS,X,X,X
JZITOSL,X,X,X
JZILTSO,O,X,O
JZILTOS,X,X,X
JZILSTO,O,X,O
JZILSOT,O,X,X
JZILOTS,X,X,X
JZILOST,X,X,X
JZISTLO,O,X,O
JZISTOL,O,X,X
JZISLTO,O,X,O
JZISLOT,O,X,X
JZISOTL,O,X,X
JZISOLT,O,X,X
JZIOTLS,X,X,X
JZIOTSL,X,X,X
JZIOLTS,X,X,X
JZIOLST,X,X,X
JZIOSTL,X,X,X
JZIOSLT,X,X,X
JZLTISO,O,X,O
JZLTIOS,X,X,X
JZLTSIO,O,X,O
JZLTSOI,O,X,X
JZLTOIS,X,X,X
JZLTOSI,X,X,X
JZLITSO,O,X,O
JZLITOS,X,X,X
JZLISTO,O,X,O
JZLISOT,O,X,X
JZLIOTS,X,X,X
JZLIOST,X,X,X
JZLSTIO,O,X,O
JZLSTOI,O,X,X
JZLSITO,O,X,O
JZLSIOT,O,X,X
JZLSOTI,O,X,X
JZLSOIT,O,X,X
JZLOTIS,X,X,X
JZLOTSI,X,X,X
JZLOITS,X,X,X
JZLOIST,X,X,X
JZLOSTI,X,X,X
JZLOSIT,X,X,X
JZSTILO,O,X,O
JZSTIOL,O,X,X
JZSTLIO,O,X,O
JZSTLOI,O,X,X
JZSTOIL,O,X,X
JZSTOLI,O,X,X
JZSITLO,O,X,O
JZSITOL,O,X,X
JZSILTO,O,X,O
JZSILOT,O,X,X
JZSIOTL,O,X,X
JZSIOLT,O,X,X
JZSLTIO,O,X,O
JZSLTOI,O,X,X
JZSLITO,O,X,O
JZSLIOT,O,X,X
JZSLOTI,O,X,X
JZSLOIT,O,X,X
JZSOTIL,O,X,X
JZSOTLI,O,X,X
JZSOITL,O,X,X
JZSOILT,O,X,X
JZSOLTI,O,X,X
JZSOLIT,O,X,X
JZOTILS,X,X,X
JZOTISL,X,X,X
JZOTLIS,X,X,X
JZOTLSI,X,X,X
JZOTSIL,X,X,X
JZOTSLI,X,X,X
JZOITLS,X,X,X
JZOITSL,X,X,X
JZOILTS,X,X,X
JZOILST,X,X,X
JZOISTL,X,X,X
JZOISLT,X,X,X
JZOLTIS,X,X,X
JZOLTSI,X,X,X
JZOLITS,X,X,X
JZOLIST,X,X,X
JZOLSTI,X,X,X
JZOLSIT,X,X,X
JZOSTIL,X,X,X
JZOSTLI,X,X,X
JZOSITL,X,X,X
JZOSILT,X,X,X
JZOSLTI,X,X,X
JZOSLIT,X,X,X
JOTILSZ,X,X,O
JOTILZS,X,X,O
JOTISLZ,X,X,O
JOTISZL,X,X,O
JOTIZLS,X,X,O
JOTIZSL,X,X,O
JOTLISZ,X,X,O
JOTLIZS,X,X,O
JOTLSIZ,X,X,O
JOTLSZI,X,X,O
JOTLZIS,X,X,O
JOTLZSI,X,X,O
JOTSILZ,X,X,O
JOTSIZL,X,X,O
JOTSLIZ,X,X,O
JOTSLZI,X,X,O
JOTSZIL,X,X,O
JOTSZLI,X,X,O
JOTZILS,X,X,O
JOTZISL,X,X,O
JOTZLIS,X,X,O
JOTZLSI,X,X,O
JOTZSIL,X,X,O
JOTZSLI,X,X,O
JOITLSZ,X,X,O
JOITLZS,X,X,O
JOITSLZ,X,X,O
JOITSZL,X,X,O
JOITZLS,X,X,O
JOITZSL,X,X,O
JOILTSZ,X,X,O
JOILTZS,X,X,O
JOILSTZ,X,X,O
JOILSZT,X,X,O
JOILZTS,X,X,O
JOILZST,X,X,O
JOISTLZ,X,X,O
JOISTZL,X,X,O
JOISLTZ,X,X,O
JOISLZT,X,X,O
JOISZTL,X,X,O
JOISZLT,X,X,O
JOIZTLS,X,X,O
JOIZTSL,X,X,O
JOIZLTS,X,X,O
JOIZLST,X,X,O
JOIZSTL,X,X,O
JOIZSLT,X,X,O
JOLTISZ,X,X,O
JOLTIZS,X,X,O
JOLTSIZ,X,X,O
JOLTSZI,X,X,O
JOLTZIS,X,X,O
JOLTZSI,X,X,O
JOLITSZ,X,X,O
JOLITZS,X,X,O
JOLISTZ,X,X,O
JOLISZT,X,X,O
JOLIZTS,X,X,O
JOLIZST,X,X,O
JOLSTIZ,X,X,O
JOLSTZI,X,X,O
JOLSITZ,X,X,O
JOLSIZT,X,X,O
JOLSZTI,X,X,O
JOLSZIT,X,X,O
JOLZTIS,X,X,O
JOLZTSI,X,X,O
JOLZITS,X,X,O
JOLZIST,X,X,O
JOLZSTI,X,X,O
JOLZSIT,X,X,O
JOSTILZ,X,X,O
JOSTIZL,X,X,O
JOSTLIZ,X,X,O
JOSTLZI,X,X,O
JOSTZIL,X,X,O
JOSTZLI,X,X,O
JOSITLZ,X,X,O
JOSITZL,X,X,O
JOSILTZ,X,X,O
JOSILZT,X,X,O
JOSIZTL,X,X,O
JOSIZLT,X,X,O
JOSLTIZ,X,X,O
JOSLTZI,X,X,O
JOSLITZ,X,X,O
JOSLIZT,X,X,O
JOSLZTI,X,X,O
JOSLZIT,X,X,O
JOSZTIL,X,X,O
JOSZTLI,X,X,O
JOSZITL,X,X,O
JOSZILT,X,X,O
JOSZLTI,X,X,O
JOSZLIT,X,X,O
JOZTILS,X,X,O
JOZTISL,X,X,O
JOZTLIS,X,X,O
JOZTLSI,X,X,O
JOZTSIL,X,X,O
JOZTSLI,X,X,O
JOZITLS,X,X,O
JOZITSL,X,X,O
JOZILTS,X,X,O
JOZILST,X,X,O
JOZISTL,X,X,O
JOZISLT,X,X,O
JOZLTIS,X,X,O
JOZLTSI,X,X,O
JOZLITS,X,X,O
JOZLIST,X,X,O
JOZLSTI,X,X,O
JOZLSIT,X,X,O
JOZSTIL,X,X,O
JOZSTLI,X,X,O
JOZSITL,X,X,O
JOZSILT,X,X,O
JOZSLTI,X,X,O
JOZSLIT,X,X,O
STILJZO,O,X,X
STILJOZ,O,X,X
STILZJO,X,X,O
STILZOJ,X,X,X
STILOJZ,O,X,X
STILOZJ,X,X,X
STIJLZO,O,X,X
STIJLOZ,O,X,X
STIJZLO,O,X,X
STIJZOL,O,X,X
STIJOLZ,O,X,X
STIJOZL,O,X,X
STIZLJO,X,X,O
STIZLOJ,X,X,X
STIZJLO,X,X,X
STIZJOL,X,X,X
STIZOLJ,X,X,X
STIZOJL,X,X,X
STIOLJZ,O,X,X
STIOLZJ,X,X,O
STIOJLZ,O,X,X
STIOJZL,O,X,X
STIOZLJ,X,X,O
STIOZJL,X,X,X
STLIJZO,O,X,X
STLIJOZ,O,X,X
STLIZJO,X,X,O
STLIZOJ,X,X,X
STLIOJZ,O,X,X
STLIOZJ,X,X,X
STLJIZO,O,X,X
STLJIOZ,O,X,X
STLJZIO,O,X,X
STLJZOI,O,X,X
STLJOIZ,O,X,X
STLJOZI,O,X,X
STLZIJO,X,X,O
STLZIOJ,X,X,X
STLZJIO,X,X,X
STLZJOI,X,X,X
STLZOIJ,X,X,X
STLZOJI,X,X,X
STLOIJZ,O,X,X
STLOIZJ,X,X,X
STLOJIZ,O,X,X
STLOJZI,O,X,X
STLOZIJ,X,X,X
STLOZJI,X,X,X
STJILZO,O,X,X
STJILOZ,O,X,X
STJIZLO,O,X,X
STJIZOL,O,X,X
STJIOLZ,O,X,X
STJIOZL,O,X,X
STJLIZO,O,X,X
STJLIOZ,O,X,X
STJLZIO,O,X,X
STJLZOI,O,X,X
STJLOIZ,O,X,X
STJLOZI,O,X,X
STJZILO,O,X,X
STJZIOL,O,X,X
STJZLIO,O,X,X
STJZLOI,O,X,X
STJZOIL,O,X,X
STJZOLI,O,X,X
STJOILZ,O,X,X
STJOIZL,O,X,X
STJOLIZ,O,X,X
STJOLZI,O,X,X
STJOZIL,O,X,X
STJOZLI,O,X,X
STZILJO,X,X,O
STZILOJ,X,X,X
