sequence,v115@ShB8AeC8DeF8BeA8JeZEJvhFzfBulB3hBFjB6sBctB,v115@ShB8AeC8DeF8BeA8JeZEJvhFzfBulB3hBlnBctBCtB,v115@ShB8AeC8DeF8BeA8Jex/IvhF0hB6nBOpBllBToBXtB,v115@ShB8AeC8DeF8BeA8Jex/IvhF0hB6nBTjBOpBllBXtB
JSIOLZT,O,X,X,O
JSIOZTL,O,O,X,X
JSIOZLT,X,X,X,O
JSLTIZO,X,X,X,O
JSLTIOZ,X,X,X,O
JSLTZIO,X,X,X,O
JSLTZOI,X,X,X,O
JSLTOIZ,X,X,X,O
JSLTOZI,X,X,X,O
JSLITZO,X,X,X,O
JSLITOZ,X,X,X,O
JSLIZTO,O,X,X,X
JSLIZOT,O,X,X,O
JSLIOTZ,X,X,X,O
JSLIOZT,O,X,X,O
JSLZTIO,O,X,X,O
JSLZTOI,O,X,X,O
JSLZITO,O,X,X,X
JSLZIOT,O,X,X,O
JSLZOTI,O,X,X,O
JSLZOIT,O,X,X,O
JSLOTIZ,X,X,X,O
JSLOTZI,X,X,X,O
JSLOITZ,X,X,X,O
JSLOIZT,O,X,X,O
JSLOZTI,O,X,X,O
JSLOZIT,O,X,X,O
JSZTILO,X,X,X,O
JSZTIOL,O,O,X,O
JSZTLIO,X,X,X,O
JSZTLOI,X,X,X,O
JSZTOIL,O,O,X,O
JSZTOLI,X,X,X,O
JSZITLO,X,X,X,X
JSZITOL,O,O,X,X
JSZILTO,X,X,X,X
JSZILOT,X,X,X,O
JSZIOTL,O,O,X,X
JSZIOLT,X,X,X,O
JSZLTIO,X,X,X,O
JSZLTOI,X,X,X,O
JSZLITO,X,X,X,X
JSZLIOT,X,X,X,O
JSZLOTI,X,X,X,O
JSZLOIT,X,X,X,O
JSZOTIL,O,O,X,O
JSZOTLI,X,X,X,O
JSZOITL,O,O,X,X
JSZOILT,X,X,X,O
JSZOLTI,X,X,X,O
JSZOLIT,X,X,X,O
JSOTILZ,X,X,X,O
JSOTIZL,X,X,X,O
JSOTLIZ,X,X,X,O
JSOTLZI,X,X,X,O
JSOTZIL,X,X,X,O
JSOTZLI,X,X,X,O
JSOITLZ,X,X,X,X
JSOITZL,X,X,X,X
JSOILTZ,X,X,X,O
JSOILZT,O,X,X,O
JSOIZTL,O,O,X,X
JSOIZLT,X,X,X,O
JSOLTIZ,X,X,X,O
JSOLTZI,X,X,X,O
JSOLITZ,X,X,X,O
JSOLIZT,O,X,X,O
JSOLZTI,O,X,X,O
JSOLZIT,O,X,X,O
JSOZTIL,O,O,X,O
JSOZTLI,X,X,X,O
JSOZITL,O,O,X,X
JSOZILT,X,X,X,O
JSOZLTI,X,X,X,O
JSOZLIT,X,X,X,O
JZTILSO,X,X,X,O
JZTILOS,X,X,O,X
JZTISLO,X,X,X,O
JZTISOL,O,O,X,O
JZTIOLS,X,X,O,X
JZTIOSL,O,O,X,X
JZTLISO,X,X,X,O
JZTLIOS,X,X,O,X
JZTLSIO,X,X,X,O
JZTLSOI,X,X,X,O
JZTLOIS,X,X,O,X
JZTLOSI,X,X,O,X
JZTSILO,X,X,X,O
JZTSIOL,O,O,X,O
JZTSLIO,X,X,X,O
JZTSLOI,X,X,X,O
JZTSOIL,O,O,X,O
JZTSOLI,X,X,X,O
JZTOILS,X,X,O,X
JZTOISL,O,O,X,X
JZTOLIS,X,X,O,X
JZTOLSI,X,X,O,X
JZTOSIL,O,O,X,X
JZTOSLI,X,X,X,X
JZITLSO,X,X,X,X
JZITLOS,X,X,X,X
JZITSLO,X,X,X,X
JZITSOL,O,O,X,X
JZITOLS,X,X,X,X
JZITOSL,O,O,X,X
JZILTSO,O,X,X,X
JZILTOS,O,X,X,X
JZILSTO,O,X,X,X
JZILSOT,O,X,X,O
JZILOTS,O,X,X,X
JZILOST,O,X,X,X
JZISTLO,X,X,X,X
JZISTOL,O,O,X,X
JZISLTO,X,X,X,X
JZISLOT,X,X,X,O
JZISOTL,O,O,X,X
JZISOLT,X,X,X,O
JZIOTLS,X,X,X,X
JZIOTSL,O,O,X,X
JZIOLTS,O,X,X,X
JZIOLST,O,X,X,X
JZIOSTL,O,O,X,X
JZIOSLT,X,X,X,X
JZLTISO,O,X,X,O
JZLTIOS,O,X,O,X
JZLTSIO,O,X,X,O
JZLTSOI,O,X,X,O
JZLTOIS,O,X,O,X
JZLTOSI,O,X,O,X
JZLITSO,O,X,X,X
JZLITOS,O,X,X,X
JZLISTO,O,X,X,X
JZLISOT,O,X,X,O
JZLIOTS,O,X,X,X
JZLIOST,O,X,X,X
JZLSTIO,O,X,X,O
JZLSTOI,O,X,X,O
JZLSITO,O,X,X,X
JZLSIOT,O,X,X,O
JZLSOTI,O,X,X,O
JZLSOIT,O,X,X,O
JZLOTIS,O,X,O,X
JZLOTSI,O,X,O,X
JZLOITS,O,X,X,X
JZLOIST,O,X,X,X
JZLOSTI,O,X,X,X
JZLOSIT,O,X,X,X
JZSTILO,X,X,X,O
JZSTIOL,O,O,X,O
JZSTLIO,X,X,X,O
JZSTLOI,X,X,X,O
JZSTOIL,O,O,X,O
JZSTOLI,X,X,X,O
JZSITLO,X,X,X,X
JZSITOL,O,O,X,X
JZSILTO,X,X,X,X
JZSILOT,X,X,X,O
JZSIOTL,O,O,X,X
JZSIOLT,X,X,X,O
JZSLTIO,X,X,X,O
JZSLTOI,X,X,X,O
JZSLITO,X,X,X,X
JZSLIOT,X,X,X,O
JZSLOTI,X,X,X,O
JZSLOIT,X,X,X,O
JZSOTIL,O,O,X,O
JZSOTLI,X,X,X,O
JZSOITL,O,O,X,X
JZSOILT,X,X,X,O
JZSOLTI,X,X,X,O
JZSOLIT,X,X,X,O
JZOTILS,X,X,O,X
JZOTISL,O,O,X,X
JZOTLIS,X,X,O,X
JZOTLSI,X,X,O,X
JZOTSIL,O,O,X,X
JZOTSLI,X,X,X,X
JZOITLS,X,X,X,X
JZOITSL,O,O,X,X
JZOILTS,O,X,X,X
JZOILST,O,X,X,X
JZOISTL,O,O,X,X
JZOISLT,X,X,X,X
JZOLTIS,O,X,O,X
JZOLTSI,O,X,O,X
JZOLITS,O,X,X,X
JZOLIST,O,X,X,X
JZOLSTI,O,X,X,X
JZOLSIT,O,X,X,X
JZOSTIL,O,O,X,X
JZOSTLI,X,X,X,X
JZOSITL,O,O,X,X
JZOSILT,X,X,X,X
JZOSLTI,X,X,X,X
JZOSLIT,X,X,X,X
JOTILSZ,X,X,X,X
JOTILZS,X,X,X,X
JOTISLZ,X,X,X,X
JOTISZL,X,X,X,X
JOTIZLS,X,X,O,X
JOTIZSL,X,X,X,X
JOTLISZ,X,X,X,X
JOTLIZS,X,X,X,X
JOTLSIZ,X,X,X,X
JOTLSZI,X,X,X,X
JOTLZIS,X,X,X,X
JOTLZSI,X,X,X,X
JOTSILZ,X,X,X,X
JOTSIZL,X,X,X,X
JOTSLIZ,X,X,X,X
JOTSLZI,X,X,X,X
JOTSZIL,X,X,X,X
JOTSZLI,X,X,X,X
JOTZILS,X,X,O,X
JOTZISL,X,X,X,X
JOTZLIS,X,X,O,X
JOTZLSI,X,X,O,X
JOTZSIL,X,X,X,X
JOTZSLI,X,X,X,X
JOITLSZ,X,X,X,X
JOITLZS,X,X,X,X
JOITSLZ,X,X,X,X
JOITSZL,X,X,X,X
JOITZLS,X,X,X,X
JOITZSL,X,X,X,X
JOILTSZ,X,X,X,X
JOILTZS,X,X,X,X
JOILSTZ,X,X,X,X
JOILSZT,O,X,X,X
JOILZTS,O,X,X,X
JOILZST,O,X,X,X
JOISTLZ,X,X,X,X
JOISTZL,X,X,X,X
JOISLTZ,X,X,X,X
JOISLZT,O,X,X,X
JOISZTL,O,O,X,X
JOISZLT,X,X,X,X
JOIZTLS,X,X,X,X
JOIZTSL,O,O,X,X
JOIZLTS,O,X,X,X
JOIZLST,O,X,X,X
JOIZSTL,O,O,X,X
JOIZSLT,X,X,X,X
JOLTISZ,X,X,X,X
JOLTIZS,X,X,X,X
JOLTSIZ,X,X,X,X
JOLTSZI,X,X,X,X
JOLTZIS,X,X,X,X
JOLTZSI,X,X,X,X
JOLITSZ,X,X,X,X
JOLITZS,X,X,X,X
JOLISTZ,X,X,X,X
JOLISZT,O,X,X,X
JOLIZTS,O,X,X,X
JOLIZST,O,X,X,X
JOLSTIZ,X,X,X,X
JOLSTZI,X,X,X,X
JOLSITZ,X,X,X,X
JOLSIZT,O,X,X,X
JOLSZTI,O,X,X,X
JOLSZIT,O,X,X,X
JOLZTIS,O,X,X,X
JOLZTSI,O,X,X,X
JOLZITS,O,X,X,X
JOLZIST,O,X,X,X
JOLZSTI,O,X,X,X
JOLZSIT,O,X,X,X
JOSTILZ,X,X,X,X
JOSTIZL,X,X,X,X
JOSTLIZ,X,X,X,X
JOSTLZI,X,X,X,X
JOSTZIL,X,X,X,X
JOSTZLI,X,X,X,X
JOSITLZ,X,X,X,X
JOSITZL,X,X,X,X
JOSILTZ,X,X,X,X
JOSILZT,O,X,X,X
JOSIZTL,O,O,X,X
JOSIZLT,X,X,X,X
JOSLTIZ,X,X,X,X
JOSLTZI,X,X,X,X
JOSLITZ,X,X,X,X
JOSLIZT,O,X,X,X
JOSLZTI,O,X,X,X
JOSLZIT,O,X,X,X
JOSZTIL,O,O,X,X
JOSZTLI,X,X,X,X
JOSZITL,O,O,X,X
JOSZILT,X,X,X,X
JOSZLTI,X,X,X,X
JOSZLIT,X,X,X,X
JOZTILS,X,X,O,X
JOZTISL,O,O,X,X
JOZTLIS,X,X,O,X
JOZTLSI,X,X,O,X
JOZTSIL,O,O,X,X
JOZTSLI,X,X,X,X
JOZITLS,X,X,X,X
JOZITSL,O,O,X,X
JOZILTS,O,X,X,X
JOZILST,O,X,X,X
JOZISTL,O,O,X,X
JOZISLT,X,X,X,X
JOZLTIS,O,X,O,X
JOZLTSI,O,X,O,X
JOZLITS,O,X,X,X
JOZLIST,O,X,X,X
JOZLSTI,O,X,X,X
JOZLSIT,O,X,X,X
JOZSTIL,O,O,X,X
JOZSTLI,X,X,X,X
JOZSITL,O,O,X,X
JOZSILT,X,X,X,X
JOZSLTI,X,X,X,X
JOZSLIT,X,X,X,X
STILJZO,X,X,X,X
STILJOZ,X,X,X,X
STILZJO,X,X,X,X
STILZOJ,X,X,X,O
STILOJZ,X,X,X,X
STILOZJ,X,X,X,O
STIJLZO,X,X,X,X
STIJLOZ,X,X,X,X
STIJZLO,X,X,X,X
STIJZOL,X,X,X,X
STIJOLZ,X,X,X,X
STIJOZL,X,X,X,X
STIZLJO,X,X,X,X
STIZLOJ,X,X,X,O
STIZJLO,X,X,X,X
STIZJOL,X,X,X,X
STIZOLJ,X,X,X,O
STIZOJL,X,X,X,X
STIOLJZ,X,X,X,X
STIOLZJ,X,X,X,O
STIOJLZ,X,X,X,X
STIOJZL,X,X,X,X
STIOZLJ,X,X,X,O
STIOZJL,X,X,X,X
STLIJZO,X,X,X,X
STLIJOZ,X,X,X,X
STLIZJO,X,X,X,X
STLIZOJ,X,X,X,O
STLIOJZ,X,X,X,X
STLIOZJ,X,X,X,O
STLJIZO,X,X,X,O
STLJIOZ,X,X,X,O
STLJZIO,X,X,X,O
STLJZOI,X,X,X,O
STLJOIZ,X,X,X,O
STLJOZI,X,X,X,O
STLZIJO,X,X,X,X
STLZIOJ,X,X,X,O
STLZJIO,X,X,X,O
STLZJOI,X,X,X,O
STLZOIJ,X,X,X,O
STLZOJI,X,X,X,O
STLOIJZ,X,X,X,X
STLOIZJ,X,X,X,O
STLOJIZ,X,X,X,O
STLOJZI,X,X,X,O
STLOZIJ,X,X,X,O
STLOZJI,X,X,X,O
STJILZO,X,X,X,O
STJILOZ,X,X,X,O
STJIZLO,X,X,X,O
STJIZOL,X,X,X,O
STJIOLZ,X,X,X,O
STJIOZL,X,X,X,O
STJLIZO,X,X,X,O
STJLIOZ,X,X,X,O
STJLZIO,X,X,X,O
STJLZOI,X,X,X,O
STJLOIZ,X,X,X,O
STJLOZI,X,X,X,O
STJZILO,X,X,X,O
STJZIOL,X,X,X,O
STJZLIO,X,X,X,O
STJZLOI,X,X,X,O
STJZOIL,X,X,X,O
STJZOLI,X,X,X,O
STJOILZ,X,X,X,O
STJOIZL,X,X,X,O
STJOLIZ,X,X,X,O
STJOLZI,X,X,X,O
STJOZIL,X,X,X,O
STJOZLI,X,X,X,O
STZILJO,X,X,X,X
STZILOJ,X,X,X,O
STZIJLO,X,X,X,X
STZIJOL,X,X,X,X
STZIOLJ,X,X,X,O
STZIOJL,X,X,X,X
STZLIJO,X,X,X,X
STZLIOJ,X,X,X,O
STZLJIO,X,X,X,O
STZLJOI,X,X,X,O
STZLOIJ,X,X,X,O
STZLOJI,X,X,X,O
STZJILO,X,X,X,O
STZJIOL,X,X,X,O
STZJLIO,X,X,X,O
STZJLOI,X,X,X,O
STZJOIL,X,X,X,O
STZJOLI,X,X,X,O
STZOILJ,X,X,X,O
STZOIJL,X,X,X,X
STZOLIJ,X,X,X,O
STZOLJI,X,X,X,O
STZOJIL,X,X,X,O
STZOJLI,X,X,X,O
STOILJZ,X,X,X,X
STOILZJ,X,X,X,O
STOIJLZ,X,X,X,X
STOIJZL,X,X,X,X
STOIZLJ,X,X,X,O
STOIZJL,X,X,X,X
STOLIJZ,X,X,X,X
STOLIZJ,X,X,X,O
STOLJIZ,X,X,X,O
STOLJZI,X,X,X,O
STOLZIJ,X,X,X,O
STOLZJI,X,X,X,O
STOJILZ,X,X,X,O
STOJIZL,X,X,X,O
STOJLIZ,X,X,X,O
STOJLZI,X,X,X,O
STOJZIL,X,X,X,O
STOJZLI,X,X,X,O
STOZILJ,X,X,X,O
STOZIJL,X,X,X,X
STOZLIJ,X,X,X,O
STOZLJI,X,X,X,O
STOZJIL,X,X,X,O
STOZJLI,X,X,X,O
SITLJZO,X,X,X,X
SITLJOZ,X,X,X,X
SITLZJO,X,X,X,X
SITLZOJ,X,X,X,X
SITLOJZ,X,X,X,X
SITLOZJ,X,X,X,X
SITJLZO,X,X,X,X
SITJLOZ,X,X,X,X
SITJZLO,X,X,X,X
SITJZOL,X,X,X,X
SITJOLZ,X,X,X,X
SITJOZL,X,X,X,X
SITZLJO,X,X,X,X
SITZLOJ,X,X,X,X
SITZJLO,X,X,X,X
SITZJOL,X,X,X,X
SITZOLJ,X,X,X,X
SITZOJL,X,X,X,X
SITOLJZ,X,X,X,X
SITOLZJ,X,X,X,X
SITOJLZ,X,X,X,X
SITOJZL,X,X,X,X
SITOZLJ,X,X,X,X
SITOZJL,X,X,X,X
SILTJZO,X,X,X,X
SILTJOZ,X,X,X,X
SILTZJO,X,X,X,X
SILTZOJ,X,X,X,X
SILTOJZ,X,X,X,X
SILTOZJ,X,X,X,X
SILJTZO,X,X,X,X
SILJTOZ,X,X,X,X
SILJZTO,O,X,X,X
SILJZOT,O,X,X,X
SILJOTZ,X,X,X,X
SILJOZT,O,X,X,X
SILZTJO,O,X,X,X
SILZTOJ,O,X,X,X
SILZJTO,O,X,X,X
SILZJOT,O,X,X,X
SILZOTJ,O,X,X,X
SILZOJT,O,X,X,X
SILOTJZ,X,X,X,X
SILOTZJ,X,X,X,X
SILOJTZ,X,X,X,X
SILOJZT,O,X,X,X
SILOZTJ,O,X,X,X
SILOZJT,O,X,X,X
SIJTLZO,X,X,X,X
SIJTLOZ,X,X,X,X
SIJTZLO,X,X,X,X
SIJTZOL,X,X,X,X
SIJTOLZ,X,X,X,X
SIJTOZL,X,X,X,X
SIJLTZO,X,X,X,X
SIJLTOZ,X,X,X,X
SIJLZTO,O,X,X,X
SIJLZOT,O,X,X,X
SIJLOTZ,X,X,X,X
SIJLOZT,O,X,X,X
SIJZTLO,X,X,X,X
SIJZTOL,O,O,X,X
SIJZLTO,X,X,X,X
SIJZLOT,X,X,X,X
SIJZOTL,O,O,X,X
SIJZOLT,X,X,X,X
SIJOTLZ,X,X,X,X
SIJOTZL,X,X,X,X
SIJOLTZ,X,X,X,X
SIJOLZT,O,X,X,X
SIJOZTL,O,O,X,X
SIJOZLT,X,X,X,X
SIZTLJO,X,X,X,X
SIZTLOJ,X,X,X,X
SIZTJLO,X,X,X,X
SIZTJOL,O,O,X,X
SIZTOLJ,X,X,X,X
SIZTOJL,O,O,X,X
SIZLTJO,X,X,X,X
SIZLTOJ,X,X,X,X
SIZLJTO,X,X,X,X
SIZLJOT,X,X,X,X
SIZLOTJ,X,X,X,X
SIZLOJT,X,X,X,X
SIZJTLO,X,X,X,X
SIZJTOL,O,O,X,X
SIZJLTO,X,X,X,X
SIZJLOT,X,X,X,X
SIZJOTL,O,O,X,X
SIZJOLT,X,X,X,X
SIZOTLJ,X,X,X,X
SIZOTJL,O,O,X,X
SIZOLTJ,X,X,X,X
SIZOLJT,X,X,X,X
SIZOJTL,O,O,X,X
SIZOJLT,X,X,X,X
SIOTLJZ,X,X,X,X
SIOTLZJ,X,X,X,X
SIOTJLZ,X,X,X,X
SIOTJZL,X,X,X,X
SIOTZLJ,X,X,X,X
SIOTZJL,X,X,X,X
SIOLTJZ,X,X,X,X
SIOLTZJ,X,X,X,X
SIOLJTZ,X,X,X,X
SIOLJZT,O,X,X,X
SIOLZTJ,O,X,X,X
SIOLZJT,O,X,X,X
SIOJTLZ,X,X,X,X
SIOJTZL,X,X,X,X
SIOJLTZ,X,X,X,X
SIOJLZT,O,X,X,X
SIOJZTL,O,O,X,X
SIOJZLT,X,X,X,X
SIOZTLJ,X,X,X,X
SIOZTJL,O,O,X,X
SIOZLTJ,X,X,X,X
SIOZLJT,X,X,X,X
SIOZJTL,O,O,X,X
SIOZJLT,X,X,X,X
SLTIJZO,X,X,X,X
SLTIJOZ,X,X,X,X
SLTIZJO,X,X,X,X
SLTIZOJ,X,X,X,O
SLTIOJZ,X,X,X,X
SLTIOZJ,X,X,X,O
SLTJIZO,X,X,X,O
SLTJIOZ,X,X,X,O
SLTJZIO,X,X,X,O
SLTJZOI,X,X,X,O
SLTJOIZ,X,X,X,O
SLTJOZI,X,X,X,O
SLTZIJO,X,X,X,X
SLTZIOJ,X,X,X,O
SLTZJIO,X,X,X,O
SLTZJOI,X,X,X,O
SLTZOIJ,X,X,X,O
SLTZOJI,X,X,X,O
SLTOIJZ,X,X,X,X
SLTOIZJ,X,X,X,O
SLTOJIZ,X,X,X,O
SLTOJZI,X,X,X,O
SLTOZIJ,X,X,X,O
SLTOZJI,X,X,X,O
SLITJZO,X,X,X,X
SLITJOZ,X,X,X,X
SLITZJO,X,X,X,X
SLITZOJ,X,X,X,X
SLITOJZ,X,X,X,X
SLITOZJ,X,X,X,X
SLIJTZO,X,X,X,X
SLIJTOZ,X,X,X,X
SLIJZTO,O,X,X,X
SLIJZOT,O,X,X,X
SLIJOTZ,X,X,X,X
SLIJOZT,O,X,X,X
SLIZTJO,O,X,X,X
SLIZTOJ,O,X,X,X
SLIZJTO,O,X,X,X
SLIZJOT,O,X,X,X
SLIZOTJ,O,X,X,X
SLIZOJT,O,X,X,X
SLIOTJZ,X,X,X,X
SLIOTZJ,X,X,X,X
SLIOJTZ,X,X,X,X
SLIOJZT,O,X,X,X
SLIOZTJ,O,X,X,X
SLIOZJT,O,X,X,X
SLJTIZO,X,X,X,O
SLJTIOZ,X,X,X,O
SLJTZIO,X,X,X,O
SLJTZOI,X,X,X,O
SLJTOIZ,X,X,X,O
SLJTOZI,X,X,X,O
SLJITZO,X,X,X,O
SLJITOZ,X,X,X,O
SLJIZTO,O,X,X,X
SLJIZOT,O,X,X,O
SLJIOTZ,X,X,X,O
SLJIOZT,O,X,X,O
SLJZTIO,O,X,X,O
SLJZTOI,O,X,X,O
SLJZITO,O,X,X,X
SLJZIOT,O,X,X,O
SLJZOTI,O,X,X,O
SLJZOIT,O,X,X,O
SLJOTIZ,X,X,X,O
SLJOTZI,X,X,X,O
SLJOITZ,X,X,X,O
SLJOIZT,O,X,X,O
SLJOZTI,O,X,X,O
SLJOZIT,O,X,X,O
SLZTIJO,O,X,X,X
SLZTIOJ,O,X,X,O
SLZTJIO,O,X,X,O
SLZTJOI,O,X,X,O
SLZTOIJ,O,X,X,O
SLZTOJI,O,X,X,O
SLZITJO,O,X,X,X
SLZITOJ,O,X,X,X
SLZIJTO,O,X,X,X
SLZIJOT,O,X,X,X
SLZIOTJ,O,X,X,X
SLZIOJT,O,X,X,X
SLZJTIO,O,X,X,O
SLZJTOI,O,X,X,O
SLZJITO,O,X,X,X
SLZJIOT,O,X,X,O
SLZJOTI,O,X,X,O
SLZJOIT,O,X,X,O
SLZOTIJ,O,X,X,O
SLZOTJI,O,X,X,O
SLZOITJ,O,X,X,X
SLZOIJT,O,X,X,X
SLZOJTI,O,X,X,O
SLZOJIT,O,X,X,O
SLOTIJZ,X,X,X,X
SLOTIZJ,X,X,X,O
SLOTJIZ,X,X,X,O
SLOTJZI,X,X,X,O
SLOTZIJ,X,X,X,O
SLOTZJI,X,X,X,O
SLOITJZ,X,X,X,X
SLOITZJ,X,X,X,X
SLOIJTZ,X,X,X,X
SLOIJZT,O,X,X,X
SLOIZTJ,O,X,X,X
SLOIZJT,O,X,X,X
SLOJTIZ,X,X,X,O
SLOJTZI,X,X,X,O
SLOJITZ,X,X,X,O
SLOJIZT,O,X,X,O
SLOJZTI,O,X,X,O
SLOJZIT,O,X,X,O
SLOZTIJ,O,X,X,O
SLOZTJI,O,X,X,O
SLOZITJ,O,X,X,X
SLOZIJT,O,X,X,X
SLOZJTI,O,X,X,O
SLOZJIT,O,X,X,O
SJTILZO,X,X,X,O
SJTILOZ,X,X,X,O
SJTIZLO,X,X,X,O
SJTIZOL,X,X,X,O
SJTIOLZ,X,X,X,O
SJTIOZL,X,X,X,O
SJTLIZO,X,X,X,O
SJTLIOZ,X,X,X,O
SJTLZIO,X,X,X,O
SJTLZOI,X,X,X,O
SJTLOIZ,X,X,X,O
SJTLOZI,X,X,X,O
SJTZILO,X,X,X,O
SJTZIOL,X,X,X,O
SJTZLIO,X,X,X,O
SJTZLOI,X,X,X,O
SJTZOIL,X,X,X,O
SJTZOLI,X,X,X,O
SJTOILZ,X,X,X,O
SJTOIZL,X,X,X,O
SJTOLIZ,X,X,X,O
SJTOLZI,X,X,X,O
SJTOZIL,X,X,X,O
SJTOZLI,X,X,X,O
SJITLZO,X,X,X,X
SJITLOZ,X,X,X,X
SJITZLO,X,X,X,X
SJITZOL,X,X,X,X
SJITOLZ,X,X,X,X
SJITOZL,X,X,X,X
SJILTZO,X,X,X,O
SJILTOZ,X,X,X,O
SJILZTO,O,X,X,X
SJILZOT,O,X,X,O
SJILOTZ,X,X,X,O
SJILOZT,O,X,X,O
SJIZTLO,X,X,X,X
SJIZTOL,O,O,X,X
SJIZLTO,X,X,X,X
SJIZLOT,X,X,X,O
SJIZOTL,O,O,X,X
SJIZOLT,X,X,X,O
SJIOTLZ,X,X,X,X
SJIOTZL,X,X,X,X
SJIOLTZ,X,X,X,O
SJIOLZT,O,X,X,O
SJIOZTL,O,O,X,X
SJIOZLT,X,X,X,O
SJLTIZO,X,X,X,O
SJLTIOZ,X,X,X,O
SJLTZIO,X,X,X,O
SJLTZOI,X,X,X,O
SJLTOIZ,X,X,X,O
SJLTOZI,X,X,X,O
SJLITZO,X,X,X,O
SJLITOZ,X,X,X,O
SJLIZTO,O,X,X,X
SJLIZOT,O,X,X,O
SJLIOTZ,X,X,X,O
SJLIOZT,O,X,X,O
SJLZTIO,O,X,X,O
SJLZTOI,O,X,X,O
SJLZITO,O,X,X,X
SJLZIOT,O,X,X,O
SJLZOTI,O,X,X,O
SJLZOIT,O,X,X,O
SJLOTIZ,X,X,X,O
SJLOTZI,X,X,X,O
SJLOITZ,X,X,X,O
SJLOIZT,O,X,X,O
SJLOZTI,O,X,X,O
SJLOZIT,O,X,X,O
SJZTILO,X,X,X,O
SJZTIOL,O,O,X,O
SJZTLIO,X,X,X,O
SJZTLOI,X,X,X,O
SJZTOIL,O,O,X,O
SJZTOLI,X,X,X,O
SJZITLO,X,X,X,X
SJZITOL,O,O,X,X
SJZILTO,X,X,X,X
SJZILOT,X,X,X,O
SJZIOTL,O,O,X,X
SJZIOLT,X,X,X,O
SJZLTIO,X,X,X,O
SJZLTOI,X,X,X,O
SJZLITO,X,X,X,X
SJZLIOT,X,X,X,O
SJZLOTI,X,X,X,O
SJZLOIT,X,X,X,O
SJZOTIL,O,O,X,O
SJZOTLI,X,X,X,O
SJZOITL,O,O,X,X
SJZOILT,X,X,X,O
SJZOLTI,X,X,X,O
SJZOLIT,X,X,X,O
SJOTILZ,X,X,X,O
SJOTIZL,X,X,X,O
SJOTLIZ,X,X,X,O
SJOTLZI,X,X,X,O
SJOTZIL,X,X,X,O
SJOTZLI,X,X,X,O
SJOITLZ,X,X,X,X
SJOITZL,X,X,X,X
SJOILTZ,X,X,X,O
SJOILZT,O,X,X,O
SJOIZTL,O,O,X,X
SJOIZLT,X,X,X,O
SJOLTIZ,X,X,X,O
SJOLTZI,X,X,X,O
SJOLITZ,X,X,X,O
SJOLIZT,O,X,X,O
SJOLZTI,O,X,X,O
SJOLZIT,O,X,X,O
SJOZTIL,O,O,X,O
SJOZTLI,X,X,X,O
SJOZITL,O,O,X,X
SJOZILT,X,X,X,O
SJOZLTI,X,X,X,O
SJOZLIT,X,X,X,O
SZTILJO,X,X,X,X
SZTILOJ,X,X,X,O
SZTIJLO,X,X,X,X
SZTIJOL,O,O,X,X
SZTIOLJ,X,X,X,O
SZTIOJL,O,O,X,X
SZTLIJO,X,X,X,X
SZTLIOJ,X,X,X,O
SZTLJIO,X,X,X,O
SZTLJOI,X,X,X,O
SZTLOIJ,X,X,X,O
SZTLOJI,X,X,X,O
SZTJILO,X,X,X,O
SZTJIOL,O,O,X,O
SZTJLIO,X,X,X,O
SZTJLOI,X,X,X,O
SZTJOIL,O,O,X,O
SZTJOLI,X,X,X,O
SZTOILJ,X,X,X,O
SZTOIJL,O,O,X,X
SZTOLIJ,X,X,X,O
SZTOLJI,X,X,X,O
SZTOJIL,O,O,X,O
SZTOJLI,X,X,X,O
SZITLJO,X,X,X,X
SZITLOJ,X,X,X,X
SZITJLO,X,X,X,X
SZITJOL,O,O,X,X
SZITOLJ,X,X,X,X
SZITOJL,O,O,X,X
SZILTJO,X,X,X,X
SZILTOJ,X,X,X,X
SZILJTO,X,X,X,X
SZILJOT,X,X,X,X
SZILOTJ,X,X,X,X
SZILOJT,X,X,X,X
SZIJTLO,X,X,X,X
SZIJTOL,O,O,X,X
SZIJLTO,X,X,X,X
SZIJLOT,X,X,X,X
SZIJOTL,O,O,X,X
SZIJOLT,X,X,X,X
SZIOTLJ,X,X,X,X
SZIOTJL,O,O,X,X
SZIOLTJ,X,X,X,X
SZIOLJT,X,X,X,X
SZIOJTL,O,O,X,X
SZIOJLT,X,X,X,X
SZLTIJO,X,X,X,X
SZLTIOJ,X,X,X,O
SZLTJIO,X,X,X,O
SZLTJOI,X,X,X,O
SZLTOIJ,X,X,X,O
SZLTOJI,X,X,X,O
SZLITJO,X,X,X,X
SZLITOJ,X,X,X,X
SZLIJTO,X,X,X,X
SZLIJOT,X,X,X,X
SZLIOTJ,X,X,X,X
SZLIOJT,X,X,X,X
SZLJTIO,X,X,X,O
SZLJTOI,X,X,X,O
SZLJITO,X,X,X,X
SZLJIOT,X,X,X,O
SZLJOTI,X,X,X,O
SZLJOIT,X,X,X,O
SZLOTIJ,X,X,X,O
SZLOTJI,X,X,X,O
SZLOITJ,X,X,X,X
SZLOIJT,X,X,X,X
SZLOJTI,X,X,X,O
SZLOJIT,X,X,X,O
SZJTILO,X,X,X,O
SZJTIOL,O,O,X,O
SZJTLIO,X,X,X,O
SZJTLOI,X,X,X,O
SZJTOIL,O,O,X,O
SZJTOLI,X,X,X,O
SZJITLO,X,X,X,X
