sequence,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgBlhBaoB5oBzl?B8rB,v115@OhA8CeB8DeA8BeE8AeC8KeOEJvhFXgB8lBzhBaoB5o?BlrB,v115@OhA8CeB8DeA8BeE8AeC8Kex/IvhF8lBzhBGjBikB/t?BlrB
STJOZIL,X,X,O
STJOZLI,X,X,O
STZILJO,X,X,X
STZILOJ,X,X,X
STZIJLO,X,X,X
STZIJOL,X,X,O
STZIOLJ,X,X,X
STZIOJL,X,X,O
STZLIJO,X,X,O
STZLIOJ,X,X,O
STZLJIO,X,X,O
STZLJOI,X,X,O
STZLOIJ,X,X,O
STZLOJI,X,X,O
STZJILO,X,X,X
STZJIOL,X,X,O
STZJLIO,X,X,O
STZJLOI,X,X,O
STZJOIL,X,X,O
STZJOLI,X,X,O
STZOILJ,X,X,X
STZOIJL,X,X,O
STZOLIJ,X,X,O
STZOLJI,X,X,O
STZOJIL,X,X,O
STZOJLI,X,X,O
STOILJZ,X,X,X
STOILZJ,X,X,X
STOIJLZ,X,X,X
STOIJZL,X,X,X
STOIZLJ,X,X,X
STOIZJL,X,X,X
STOLIJZ,X,X,X
STOLIZJ,X,X,X
STOLJIZ,X,X,X
STOLJZI,X,X,O
STOLZIJ,X,X,O
STOLZJI,X,X,O
STOJILZ,X,X,X
STOJIZL,X,X,X
STOJLIZ,X,X,X
STOJLZI,X,X,O
STOJZIL,X,X,O
STOJZLI,X,X,O
STOZILJ,X,X,X
STOZIJL,X,X,O
STOZLIJ,X,X,O
STOZLJI,X,X,O
STOZJIL,X,X,O
STOZJLI,X,X,O
SITLJZO,X,X,X
SITLJOZ,X,X,X
SITLZJO,X,X,X
SITLZOJ,X,X,X
SITLOJZ,X,X,X
SITLOZJ,X,X,X
SITJLZO,X,X,X
SITJLOZ,X,X,X
SITJZLO,X,X,X
SITJZOL,X,X,X
SITJOLZ,X,X,X
SITJOZL,X,X,X
SITZLJO,X,X,X
SITZLOJ,X,X,X
SITZJLO,X,X,X
SITZJOL,X,X,X
SITZOLJ,X,X,X
SITZOJL,X,X,X
SITOLJZ,X,X,X
SITOLZJ,X,X,X
SITOJLZ,X,X,X
SITOJZL,X,X,X
SITOZLJ,X,X,X
SITOZJL,X,X,X
SILTJZO,X,X,X
SILTJOZ,X,X,X
SILTZJO,X,X,X
SILTZOJ,X,X,X
SILTOJZ,X,X,X
SILTOZJ,X,X,X
SILJTZO,X,X,X
SILJTOZ,X,X,X
SILJZTO,O,O,X
SILJZOT,X,X,X
SILJOTZ,X,X,X
SILJOZT,O,X,X
SILZTJO,O,O,X
SILZTOJ,X,O,X
SILZJTO,O,O,X
SILZJOT,X,X,X
SILZOTJ,X,X,X
SILZOJT,X,X,X
SILOTJZ,X,X,X
SILOTZJ,X,X,X
SILOJTZ,X,X,X
SILOJZT,O,X,X
SILOZTJ,O,X,X
SILOZJT,O,X,X
SIJTLZO,X,X,X
SIJTLOZ,X,X,X
SIJTZLO,X,X,X
SIJTZOL,X,X,X
SIJTOLZ,X,X,X
SIJTOZL,X,X,X
SIJLTZO,X,X,X
SIJLTOZ,X,X,X
SIJLZTO,O,O,X
SIJLZOT,X,X,X
SIJLOTZ,X,X,X
SIJLOZT,O,X,X
SIJZTLO,O,O,X
SIJZTOL,X,O,X
SIJZLTO,O,O,X
SIJZLOT,X,X,X
SIJZOTL,X,X,X
SIJZOLT,X,X,X
SIJOTLZ,X,X,X
SIJOTZL,X,X,X
SIJOLTZ,X,X,X
SIJOLZT,O,X,X
SIJOZTL,O,X,X
SIJOZLT,O,X,X
SIZTLJO,O,O,X
SIZTLOJ,X,O,X
SIZTJLO,O,O,X
SIZTJOL,X,O,X
SIZTOLJ,X,O,X
SIZTOJL,X,O,X
SIZLTJO,O,O,X
SIZLTOJ,X,O,X
SIZLJTO,O,O,X
SIZLJOT,X,X,X
SIZLOTJ,X,X,X
SIZLOJT,X,X,X
SIZJTLO,O,O,X
SIZJTOL,X,O,X
SIZJLTO,O,O,X
SIZJLOT,X,X,X
SIZJOTL,X,X,X
SIZJOLT,X,X,X
SIZOTLJ,X,X,X
SIZOTJL,X,X,X
SIZOLTJ,X,X,X
SIZOLJT,X,X,X
SIZOJTL,X,X,X
SIZOJLT,X,X,X
SIOTLJZ,X,X,X
SIOTLZJ,X,X,X
SIOTJLZ,X,X,X
SIOTJZL,X,X,X
SIOTZLJ,X,X,X
SIOTZJL,X,X,X
SIOLTJZ,X,X,X
SIOLTZJ,X,X,X
SIOLJTZ,X,X,X
SIOLJZT,O,X,X
SIOLZTJ,O,X,X
SIOLZJT,O,X,X
SIOJTLZ,X,X,X
SIOJTZL,X,X,X
SIOJLTZ,X,X,X
SIOJLZT,O,X,X
SIOJZTL,O,X,X
SIOJZLT,O,X,X
SIOZTLJ,O,X,X
SIOZTJL,O,X,X
SIOZLTJ,O,X,X
SIOZLJT,O,X,X
SIOZJTL,O,X,X
SIOZJLT,O,X,X
SLTIJZO,X,X,X
SLTIJOZ,X,X,X
SLTIZJO,X,X,X
SLTIZOJ,X,X,X
SLTIOJZ,X,X,X
SLTIOZJ,X,X,X
SLTJIZO,X,X,X
SLTJIOZ,X,X,X
SLTJZIO,X,X,O
SLTJZOI,X,X,O
SLTJOIZ,X,X,X
SLTJOZI,X,X,O
SLTZIJO,X,X,O
SLTZIOJ,X,X,O
SLTZJIO,X,X,O
SLTZJOI,X,X,O
SLTZOIJ,X,X,O
SLTZOJI,X,X,O
SLTOIJZ,X,X,X
SLTOIZJ,X,X,X
SLTOJIZ,X,X,X
SLTOJZI,X,X,O
SLTOZIJ,X,X,O
SLTOZJI,X,X,O
SLITJZO,X,X,X
SLITJOZ,X,X,X
SLITZJO,X,X,X
SLITZOJ,X,X,X
SLITOJZ,X,X,X
SLITOZJ,X,X,X
SLIJTZO,X,X,X
SLIJTOZ,X,X,X
SLIJZTO,O,O,O
SLIJZOT,X,X,X
SLIJOTZ,X,X,X
SLIJOZT,O,X,X
SLIZTJO,O,O,O
SLIZTOJ,X,O,O
SLIZJTO,O,O,O
SLIZJOT,X,X,X
SLIZOTJ,X,X,X
SLIZOJT,X,X,X
SLIOTJZ,X,X,X
SLIOTZJ,X,X,X
SLIOJTZ,X,X,X
SLIOJZT,O,X,X
SLIOZTJ,O,X,X
SLIOZJT,O,X,X
SLJTIZO,X,X,X
SLJTIOZ,X,X,X
SLJTZIO,X,X,O
SLJTZOI,X,X,O
SLJTOIZ,X,X,X
SLJTOZI,X,X,O
SLJITZO,X,X,X
SLJITOZ,X,X,X
SLJIZTO,O,O,O
SLJIZOT,X,X,X
SLJIOTZ,X,X,X
SLJIOZT,O,X,X
SLJZTIO,O,O,O
SLJZTOI,X,O,O
SLJZITO,O,O,O
SLJZIOT,X,X,X
SLJZOTI,X,X,X
SLJZOIT,X,X,X
SLJOTIZ,X,X,X
SLJOTZI,X,X,X
SLJOITZ,X,X,X
SLJOIZT,O,X,X
SLJOZTI,O,X,X
SLJOZIT,O,X,X
SLZTIJO,O,O,O
SLZTIOJ,X,O,O
SLZTJIO,O,O,O
SLZTJOI,X,O,O
SLZTOIJ,X,O,O
SLZTOJI,X,O,O
SLZITJO,O,O,O
SLZITOJ,X,O,O
SLZIJTO,O,O,O
SLZIJOT,X,X,X
SLZIOTJ,X,X,X
SLZIOJT,X,X,X
SLZJTIO,O,O,O
SLZJTOI,X,O,O
SLZJITO,O,O,O
SLZJIOT,X,X,X
SLZJOTI,X,X,X
SLZJOIT,X,X,X
SLZOTIJ,X,X,X
SLZOTJI,X,X,X
SLZOITJ,X,X,X
SLZOIJT,X,X,X
SLZOJTI,X,X,X
SLZOJIT,X,X,X
SLOTIJZ,X,X,X
SLOTIZJ,X,X,X
SLOTJIZ,X,X,X
SLOTJZI,X,X,X
SLOTZIJ,X,X,X
SLOTZJI,X,X,X
SLOITJZ,X,X,X
SLOITZJ,X,X,X
SLOIJTZ,X,X,X
SLOIJZT,O,X,X
SLOIZTJ,O,X,X
SLOIZJT,O,X,X
SLOJTIZ,X,X,X
SLOJTZI,X,X,X
SLOJITZ,X,X,X
SLOJIZT,O,X,X
SLOJZTI,O,X,X
SLOJZIT,O,X,X
SLOZTIJ,O,X,X
SLOZTJI,O,X,X
SLOZITJ,O,X,X
SLOZIJT,O,X,X
SLOZJTI,O,X,X
SLOZJIT,O,X,X
SJTILZO,X,X,X
SJTILOZ,X,X,X
SJTIZLO,X,X,X
SJTIZOL,X,X,X
SJTIOLZ,X,X,X
SJTIOZL,X,X,X
SJTLIZO,X,X,X
SJTLIOZ,X,X,X
SJTLZIO,X,X,O
SJTLZOI,X,X,O
SJTLOIZ,X,X,X
SJTLOZI,X,X,O
SJTZILO,X,X,X
SJTZIOL,X,X,O
SJTZLIO,X,X,O
SJTZLOI,X,X,O
SJTZOIL,X,X,O
SJTZOLI,X,X,O
SJTOILZ,X,X,X
SJTOIZL,X,X,X
SJTOLIZ,X,X,X
SJTOLZI,X,X,O
SJTOZIL,X,X,O
SJTOZLI,X,X,O
SJITLZO,X,X,X
SJITLOZ,X,X,X
SJITZLO,X,X,X
SJITZOL,X,X,X
SJITOLZ,X,X,X
SJITOZL,X,X,X
SJILTZO,X,X,X
SJILTOZ,X,X,X
SJILZTO,O,O,X
SJILZOT,X,X,X
SJILOTZ,X,X,X
SJILOZT,O,X,X
SJIZTLO,O,O,X
SJIZTOL,X,O,X
SJIZLTO,O,O,X
SJIZLOT,X,X,X
SJIZOTL,X,X,X
SJIZOLT,X,X,X
SJIOTLZ,X,X,X
SJIOTZL,X,X,X
SJIOLTZ,X,X,X
SJIOLZT,O,X,X
SJIOZTL,O,X,X
SJIOZLT,O,X,X
SJLTIZO,X,X,X
SJLTIOZ,X,X,X
SJLTZIO,X,X,O
SJLTZOI,X,X,O
SJLTOIZ,X,X,X
SJLTOZI,X,X,O
SJLITZO,X,X,X
SJLITOZ,X,X,X
SJLIZTO,O,O,O
SJLIZOT,X,X,X
SJLIOTZ,X,X,X
SJLIOZT,O,X,X
SJLZTIO,O,O,O
SJLZTOI,X,O,O
SJLZITO,O,O,O
SJLZIOT,X,X,X
SJLZOTI,X,X,X
SJLZOIT,X,X,X
SJLOTIZ,X,X,X
SJLOTZI,X,X,X
SJLOITZ,X,X,X
SJLOIZT,O,X,X
SJLOZTI,O,X,X
SJLOZIT,O,X,X
SJZTILO,O,O,X
SJZTIOL,X,O,O
SJZTLIO,O,O,O
SJZTLOI,X,O,O
SJZTOIL,X,O,O
SJZTOLI,X,O,O
SJZITLO,O,O,X
SJZITOL,X,O,O
SJZILTO,O,O,X
SJZILOT,X,X,X
SJZIOTL,X,X,X
SJZIOLT,X,X,X
SJZLTIO,O,O,O
SJZLTOI,X,O,O
SJZLITO,O,O,O
SJZLIOT,X,X,X
SJZLOTI,X,X,X
SJZLOIT,X,X,X
SJZOTIL,X,X,X
SJZOTLI,X,X,X
SJZOITL,X,X,X
SJZOILT,X,X,X
SJZOLTI,X,X,X
SJZOLIT,X,X,X
SJOTILZ,X,X,X
SJOTIZL,X,X,X
SJOTLIZ,X,X,X
SJOTLZI,X,X,X
SJOTZIL,X,X,X
SJOTZLI,X,X,X
SJOITLZ,X,X,X
SJOITZL,X,X,X
SJOILTZ,X,X,X
SJOILZT,O,X,X
SJOIZTL,O,X,X
SJOIZLT,O,X,X
SJOLTIZ,X,X,X
SJOLTZI,X,X,X
SJOLITZ,X,X,X
SJOLIZT,O,X,X
SJOLZTI,O,X,X
SJOLZIT,O,X,X
SJOZTIL,O,X,X
SJOZTLI,O,X,X
SJOZITL,O,X,X
SJOZILT,O,X,X
SJOZLTI,O,X,X
SJOZLIT,O,X,X
SZTILJO,O,O,X
SZTILOJ,X,O,X
SZTIJLO,O,O,X
SZTIJOL,X,O,O
SZTIOLJ,X,O,X
SZTIOJL,X,O,O
SZTLIJO,O,O,O
SZTLIOJ,X,O,O
SZTLJIO,O,O,O
SZTLJOI,X,O,O
SZTLOIJ,X,O,O
SZTLOJI,X,O,O
SZTJILO,O,O,X
SZTJIOL,X,O,O
SZTJLIO,O,O,O
SZTJLOI,X,O,O
SZTJOIL,X,O,O
SZTJOLI,X,O,O
SZTOILJ,X,O,X
SZTOIJL,X,O,O
SZTOLIJ,X,O,O
SZTOLJI,X,O,O
SZTOJIL,X,O,O
SZTOJLI,X,O,O
SZITLJO,O,O,X
SZITLOJ,X,O,X
SZITJLO,O,O,X
SZITJOL,X,O,O
SZITOLJ,X,O,X
SZITOJL,X,O,O
SZILTJO,O,O,X
SZILTOJ,X,O,X
SZILJTO,O,O,X
SZILJOT,X,X,X
SZILOTJ,X,X,X
SZILOJT,X,X,X
SZIJTLO,O,O,X
SZIJTOL,X,O,O
SZIJLTO,O,O,X
SZIJLOT,X,X,X
SZIJOTL,X,X,X
SZIJOLT,X,X,X
SZIOTLJ,X,X,X
SZIOTJL,X,X,X
SZIOLTJ,X,X,X
SZIOLJT,X,X,X
SZIOJTL,X,X,X
SZIOJLT,X,X,X
SZLTIJO,O,O,O
SZLTIOJ,X,O,O
SZLTJIO,O,O,O
SZLTJOI,X,O,O
SZLTOIJ,X,O,O
SZLTOJI,X,O,O
SZLITJO,O,O,O
SZLITOJ,X,O,O
SZLIJTO,O,O,O
SZLIJOT,X,X,X
SZLIOTJ,X,X,X
SZLIOJT,X,X,X
SZLJTIO,O,O,O
SZLJTOI,X,O,O
SZLJITO,O,O,O
SZLJIOT,X,X,X
SZLJOTI,X,X,X
SZLJOIT,X,X,X
SZLOTIJ,X,X,X
SZLOTJI,X,X,X
SZLOITJ,X,X,X
SZLOIJT,X,X,X
SZLOJTI,X,X,X
SZLOJIT,X,X,X
SZJTILO,O,O,X
SZJTIOL,X,O,O
SZJTLIO,O,O,O
SZJTLOI,X,O,O
SZJTOIL,X,O,O
SZJTOLI,X,O,O
SZJITLO,O,O,X
SZJITOL,X,O,O
SZJILTO,O,O,X
SZJILOT,X,X,X
SZJIOTL,X,X,X
SZJIOLT,X,X,X
SZJLTIO,O,O,O
SZJLTOI,X,O,O
SZJLITO,O,O,O
SZJLIOT,X,X,X
SZJLOTI,X,X,X
SZJLOIT,X,X,X
SZJOTIL,X,X,X
SZJOTLI,X,X,X
SZJOITL,X,X,X
SZJOILT,X,X,X
SZJOLTI,X,X,X
SZJOLIT,X,X,X
SZOTILJ,X,X,X
SZOTIJL,X,X,X
SZOTLIJ,X,X,X
SZOTLJI,X,X,X
SZOTJIL,X,X,X
SZOTJLI,X,X,X
SZOITLJ,X,X,X
SZOITJL,X,X,X
SZOILTJ,X,X,X
SZOILJT,X,X,X
SZOIJTL,X,X,X
SZOIJLT,X,X,X
SZOLTIJ,X,X,X
SZOLTJI,X,X,X
SZOLITJ,X,X,X
SZOLIJT,X,X,X
SZOLJTI,X,X,X
SZOLJIT,X,X,X
SZOJTIL,X,X,X
SZOJTLI,X,X,X
SZOJITL,X,X,X
SZOJILT,X,X,X
SZOJLTI,X,X,X
SZOJLIT,X,X,X
SOTILJZ,X,X,X
SOTILZJ,X,X,X
SOTIJLZ,X,X,X
SOTIJZL,X,X,X
SOTIZLJ,X,X,X
SOTIZJL,X,X,X
SOTLIJZ,X,X,X
SOTLIZJ,X,X,X
SOTLJIZ,X,X,X
SOTLJZI,X,X,X
SOTLZIJ,X,X,X
SOTLZJI,X,X,X
SOTJILZ,X,X,X
SOTJIZL,X,X,X
SOTJLIZ,X,X,X
SOTJLZI,X,X,X
SOTJZIL,X,X,X
SOTJZLI,X,X,X
SOTZILJ,X,X,X
SOTZIJL,X,X,X
SOTZLIJ,X,X,X
SOTZLJI,X,X,X
SOTZJIL,X,X,X
SOTZJLI,X,X,X
SOITLJZ,X,X,X
SOITLZJ,X,X,X
SOITJLZ,X,X,X
SOITJZL,X,X,X
SOITZLJ,X,X,X
SOITZJL,X,X,X
SOILTJZ,X,X,X
SOILTZJ,X,X,X
SOILJTZ,X,X,X
SOILJZT,O,X,X
SOILZTJ,O,X,X
SOILZJT,O,X,X
SOIJTLZ,X,X,X
SOIJTZL,X,X,X
SOIJLTZ,X,X,X
SOIJLZT,O,X,X
SOIJZTL,O,X,X
SOIJZLT,O,X,X
SOIZTLJ,O,X,X
SOIZTJL,O,X,X
SOIZLTJ,O,X,X
SOIZLJT,O,X,X
SOIZJTL,O,X,X
SOIZJLT,O,X,X
SOLTIJZ,X,X,X
SOLTIZJ,X,X,X
SOLTJIZ,X,X,X
SOLTJZI,X,X,X
SOLTZIJ,X,X,X
SOLTZJI,X,X,X
SOLITJZ,X,X,X
SOLITZJ,X,X,X
SOLIJTZ,X,X,X
SOLIJZT,O,X,X
SOLIZTJ,O,X,X
SOLIZJT,O,X,X
SOLJTIZ,X,X,X
SOLJTZI,X,X,X
SOLJITZ,X,X,X
SOLJIZT,O,X,X
SOLJZTI,O,X,X
SOLJZIT,O,X,X
SOLZTIJ,O,X,X
SOLZTJI,O,X,X
SOLZITJ,O,X,X
SOLZIJT,O,X,X
SOLZJTI,O,X,X
SOLZJIT,O,X,X
SOJTILZ,X,X,X
SOJTIZL,X,X,X
SOJTLIZ,X,X,X
SOJTLZI,X,X,X
SOJTZIL,X,X,X
SOJTZLI,X,X,X
SOJITLZ,X,X,X
SOJITZL,X,X,X
SOJILTZ,X,X,X
SOJILZT,O,X,X
SOJIZTL,O,X,X
SOJIZLT,O,X,X
SOJLTIZ,X,X,X
SOJLTZI,X,X,X
SOJLITZ,X,X,X
SOJLIZT,O,X,X
SOJLZTI,O,X,X
SOJLZIT,O,X,X
SOJZTIL,O,X,X
SOJZTLI,O,X,X
SOJZITL,O,X,X
SOJZILT,O,X,X
SOJZLTI,O,X,X
SOJZLIT,O,X,X
SOZTILJ,O,X,X
SOZTIJL,O,X,X
SOZTLIJ,O,X,X
SOZTLJI,O,X,X
SOZTJIL,O,X,X
SOZTJLI,O,X,X
SOZITLJ,O,X,X
SOZITJL,O,X,X
SOZILTJ,O,X,X
SOZILJT,O,X,X
SOZIJTL,O,X,X
SOZIJLT,O,X,X
SOZLTIJ,O,X,X
SOZLTJI,O,X,X
SOZLITJ,O,X,X
SOZLIJT,O,X,X
SOZLJTI,O,X,X
SOZLJIT,O,X,X
SOZJTIL,O,X,X
SOZJTLI,O,X,X
SOZJITL,O,X,X
SOZJILT,O,X,X
SOZJLTI,O,X,X
SOZJLIT,O,X,X
ZTILJSO,O,O,X
ZTILJOS,X,O,X
ZTILSJO,O,O,X
ZTILSOJ,X,O,X
ZTILOJS,X,O,X
ZTILOSJ,X,O,X
ZTIJLSO,O,O,X
ZTIJLOS,X,O,X
ZTIJSLO,O,O,X
ZTIJSOL,X,O,X
ZTIJOLS,X,O,X
ZTIJOSL,X,O,X
ZTISLJO,O,O,X
ZTISLOJ,X,O,X
ZTISJLO,O,O,X
ZTISJOL,X,O,O
ZTISOLJ,X,O,X
ZTISOJL,X,O,O
ZTIOLJS,X,O,X
ZTIOLSJ,X,O,X
ZTIOJLS,X,O,X
ZTIOJSL,X,O,X
ZTIOSLJ,X,O,X
ZTIOSJL,X,O,O
ZTLIJSO,O,O,X
ZTLIJOS,X,O,X
ZTLISJO,O,O,O
ZTLISOJ,X,O,O
ZTLIOJS,X,O,X
ZTLIOSJ,X,O,O
ZTLJISO,O,O,X
ZTLJIOS,X,O,X
ZTLJSIO,O,O,X
ZTLJSOI,X,O,X
ZTLJOIS,X,O,X
ZTLJOSI,X,O,X
ZTLSIJO,O,O,O
ZTLSIOJ,X,O,O
ZTLSJIO,O,O,O
ZTLSJOI,X,O,O
ZTLSOIJ,X,O,O
ZTLSOJI,X,O,O
ZTLOIJS,X,O,X
ZTLOISJ,X,O,O
ZTLOJIS,X,O,X
ZTLOJSI,X,O,X
ZTLOSIJ,X,O,O
ZTLOSJI,X,O,O
ZTJILSO,O,O,X
ZTJILOS,X,O,X
ZTJISLO,O,O,X
ZTJISOL,X,O,X
ZTJIOLS,X,O,X
ZTJIOSL,X,O,X
ZTJLISO,O,O,X
ZTJLIOS,X,O,X
ZTJLSIO,O,O,X
ZTJLSOI,X,O,X
ZTJLOIS,X,O,X
ZTJLOSI,X,O,X
ZTJSILO,O,O,X
ZTJSIOL,X,O,X
ZTJSLIO,O,O,X
ZTJSLOI,X,O,X
ZTJSOIL,X,O,X
ZTJSOLI,X,O,X
ZTJOILS,X,O,X
ZTJOISL,X,O,X
ZTJOLIS,X,O,X
ZTJOLSI,X,O,X
ZTJOSIL,X,O,X
ZTJOSLI,X,O,X
ZTSILJO,O,O,X
ZTSILOJ,X,O,X
ZTSIJLO,O,O,X
ZTSIJOL,X,O,O
ZTSIOLJ,X,O,X
ZTSIOJL,X,O,O
ZTSLIJO,O,O,O
ZTSLIOJ,X,O,O
ZTSLJIO,O,O,O
ZTSLJOI,X,O,O
ZTSLOIJ,X,O,O
ZTSLOJI,X,O,O
ZTSJILO,O,O,X
ZTSJIOL,X,O,O
ZTSJLIO,O,O,O
ZTSJLOI,X,O,O
ZTSJOIL,X,O,O
ZTSJOLI,X,O,O
ZTSOILJ,X,O,X
ZTSOIJL,X,O,O
ZTSOLIJ,X,O,O
ZTSOLJI,X,O,O
ZTSOJIL,X,O,O
ZTSOJLI,X,O,O
ZTOILJS,X,O,X
ZTOILSJ,X,O,X
ZTOIJLS,X,O,X
ZTOIJSL,X,O,X
ZTOISLJ,X,O,X
ZTOISJL,X,O,O
ZTOLIJS,X,O,X
ZTOLISJ,X,O,O
ZTOLJIS,X,O,X
ZTOLJSI,X,O,X
ZTOLSIJ,X,O,O
ZTOLSJI,X,O,O
ZTOJILS,X,O,X
ZTOJISL,X,O,X
ZTOJLIS,X,O,X
ZTOJLSI,X,O,X
ZTOJSIL,X,O,X
ZTOJSLI,X,O,X
ZTOSILJ,X,O,X
ZTOSIJL,X,O,O
ZTOSLIJ,X,O,O
ZTOSLJI,X,O,O
ZTOSJIL,X,O,O
ZTOSJLI,X,O,O
ZITLJSO,O,O,X
ZITLJOS,X,O,X
ZITLSJO,O,O,X
ZITLSOJ,X,O,X
ZITLOJS,X,O,X
ZITLOSJ,X,O,X
ZITJLSO,O,O,X
ZITJLOS,X,O,X
ZITJSLO,O,O,X
ZITJSOL,X,O,X
ZITJOLS,X,O,X
ZITJOSL,X,O,X
ZITSLJO,O,O,X
ZITSLOJ,X,O,X
ZITSJLO,O,O,X
ZITSJOL,X,O,O
ZITSOLJ,X,O,X
ZITSOJL,X,O,O
ZITOLJS,X,O,X
ZITOLSJ,X,O,X
ZITOJLS,X,O,X
ZITOJSL,X,O,X
ZITOSLJ,X,O,X
ZITOSJL,X,O,O
ZILTJSO,O,O,X
ZILTJOS,X,O,X
ZILTSJO,O,O,X
ZILTSOJ,X,O,X
ZILTOJS,X,O,X
ZILTOSJ,X,O,X
ZILJTSO,O,O,X
ZILJTOS,X,O,X
ZILJSTO,O,O,X
ZILJSOT,X,X,X
ZILJOTS,O,X,X
ZILJOST,O,X,X
ZILSTJO,O,O,X
ZILSTOJ,X,O,X
ZILSJTO,O,O,X
ZILSJOT,X,X,X
ZILSOTJ,X,X,X
ZILSOJT,X,X,X
ZILOTJS,O,X,X
ZILOTSJ,O,X,X
ZILOJTS,O,X,X
ZILOJST,O,X,X
ZILOSTJ,O,X,X
ZILOSJT,O,X,X
ZIJTLSO,O,O,X
ZIJTLOS,X,O,X
ZIJTSLO,O,O,X
ZIJTSOL,X,O,X
ZIJTOLS,X,O,X
ZIJTOSL,X,O,X
ZIJLTSO,O,O,X
ZIJLTOS,X,O,X
ZIJLSTO,O,O,X
ZIJLSOT,X,X,X
ZIJLOTS,O,X,X
ZIJLOST,O,X,X
ZIJSTLO,O,O,X
ZIJSTOL,X,O,X
ZIJSLTO,O,O,X
ZIJSLOT,X,X,X
ZIJSOTL,X,X,X
ZIJSOLT,X,X,X
ZIJOTLS,O,X,X
ZIJOTSL,O,X,X
ZIJOLTS,O,X,X
ZIJOLST,O,X,X
ZIJOSTL,O,X,X
ZIJOSLT,O,X,X
ZISTLJO,O,O,X
ZISTLOJ,X,O,X
ZISTJLO,O,O,X
ZISTJOL,X,O,O
ZISTOLJ,X,O,X
ZISTOJL,X,O,O
ZISLTJO,O,O,X
ZISLTOJ,X,O,X
ZISLJTO,O,O,X
ZISLJOT,X,X,X
ZISLOTJ,X,X,X
ZISLOJT,X,X,X
ZISJTLO,O,O,X
ZISJTOL,X,O,O
ZISJLTO,O,O,X
ZISJLOT,X,X,X
ZISJOTL,X,X,X
ZISJOLT,X,X,X
ZISOTLJ,X,X,X
ZISOTJL,X,X,X
ZISOLTJ,X,X,X
ZISOLJT,X,X,X
ZISOJTL,X,X,X
ZISOJLT,X,X,X
ZIOTLJS,O,X,X
ZIOTLSJ,O,X,X
ZIOTJLS,O,X,X
ZIOTJSL,O,X,X
ZIOTSLJ,O,X,X
ZIOTSJL,O,X,X
ZIOLTJS,O,X,X
ZIOLTSJ,O,X,X
ZIOLJTS,O,X,X
ZIOLJST,O,X,X
ZIOLSTJ,O,X,X
ZIOLSJT,O,X,X
ZIOJTLS,O,X,X
ZIOJTSL,O,X,X
ZIOJLTS,O,X,X
ZIOJLST,O,X,X
ZIOJSTL,O,X,X
ZIOJSLT,O,X,X
ZIOSTLJ,O,X,X
ZIOSTJL,O,X,X
ZIOSLTJ,O,X,X
ZIOSLJT,O,X,X
ZIOSJTL,O,X,X
ZIOSJLT,O,X,X
ZLTIJSO,O,O,X
ZLTIJOS,X,O,X
ZLTISJO,O,O,O
ZLTISOJ,X,O,O
ZLTIOJS,X,O,X
ZLTIOSJ,X,O,O
ZLTJISO,O,O,X
ZLTJIOS,X,O,X
ZLTJSIO,O,O,X
ZLTJSOI,X,O,X
ZLTJOIS,X,O,X
ZLTJOSI,X,O,X
ZLTSIJO,O,O,O
ZLTSIOJ,X,O,O
ZLTSJIO,O,O,O
ZLTSJOI,X,O,O
ZLTSOIJ,X,O,O
ZLTSOJI,X,O,O
ZLTOIJS,X,O,X
ZLTOISJ,X,O,O
ZLTOJIS,X,O,X
ZLTOJSI,X,O,X
ZLTOSIJ,X,O,O
ZLTOSJI,X,O,O
ZLITJSO,O,O,X
ZLITJOS,X,O,X
ZLITSJO,O,O,O
ZLITSOJ,X,O,O
ZLITOJS,X,O,X
ZLITOSJ,X,O,O
ZLIJTSO,O,O,X
ZLIJTOS,X,O,X
ZLIJSTO,O,O,X
ZLIJSOT,X,X,X
ZLIJOTS,O,X,X
ZLIJOST,O,X,X
ZLISTJO,O,O,O
ZLISTOJ,X,O,O
ZLISJTO,O,O,O
ZLISJOT,X,X,X
ZLISOTJ,X,X,X
ZLISOJT,X,X,X
ZLIOTJS,O,X,X
ZLIOTSJ,O,X,X
ZLIOJTS,O,X,X
ZLIOJST,O,X,X
ZLIOSTJ,O,X,X
ZLIOSJT,O,X,X
ZLJTISO,O,O,X
ZLJTIOS,X,O,X
ZLJTSIO,O,O,X
ZLJTSOI,X,O,X
ZLJTOIS,X,O,X
ZLJTOSI,X,O,X
ZLJITSO,O,O,X
ZLJITOS,X,O,X
ZLJISTO,O,O,X
ZLJISOT,X,X,X
ZLJIOTS,O,X,X
ZLJIOST,O,X,X
ZLJSTIO,O,O,X
ZLJSTOI,X,O,X
ZLJSITO,O,O,X
ZLJSIOT,X,X,X
ZLJSOTI,X,X,X
ZLJSOIT,X,X,X
ZLJOTIS,O,X,X
ZLJOTSI,O,X,X
ZLJOITS,O,X,X
ZLJOIST,O,X,X
ZLJOSTI,O,X,X
ZLJOSIT,O,X,X
ZLSTIJO,O,O,O
ZLSTIOJ,X,O,O
ZLSTJIO,O,O,O
ZLSTJOI,X,O,O
ZLSTOIJ,X,O,O
ZLSTOJI,X,O,O
ZLSITJO,O,O,O
ZLSITOJ,X,O,O
ZLSIJTO,O,O,O
ZLSIJOT,X,X,X
ZLSIOTJ,X,X,X
